Instances,feature_age,feature_job,feature_marital,feature_education,feature_default,feature_balance,feature_housing,feature_loan,feature_contact,feature_day,feature_month,feature_duration,feature_campaign,feature_pdays,feature_previous,feature_poutcome,algo_MLPC
instance_0,0,7,0,2,0,38,0,0,0,4,7,12,37,12,27,2,0
instance_0,0,10,1,0,0,8,0,0,1,11,1,1,25,82,21,0,0
instance_0,0,9,0,0,0,88,0,0,0,21,7,1,15,78,38,0,0
instance_0,0,10,0,0,0,37,0,0,1,29,9,28,5,79,29,1,0
instance_0,0,7,1,2,0,61,0,0,1,30,8,0,49,0,24,2,0
instance_0,0,5,0,2,0,11,0,0,1,21,4,40,50,18,5,2,0
instance_0,0,7,0,1,0,54,0,0,1,30,5,18,6,3,8,2,0
instance_0,0,3,1,2,0,58,0,0,0,14,10,1,32,74,42,2,0
instance_0,0,5,1,1,0,44,0,0,1,14,7,1,55,15,41,1,0
instance_0,0,8,0,1,0,78,0,0,0,13,1,1,44,73,33,1,0
instance_0,0,6,1,1,0,78,0,0,1,5,4,7,5,72,19,2,0
instance_0,0,0,1,0,0,96,0,0,1,25,8,16,41,11,18,2,0
instance_0,0,8,1,1,0,101,0,0,1,11,9,20,11,53,4,0,0
instance_0,0,4,1,0,0,29,0,0,1,14,5,1,24,12,17,2,0
instance_0,0,8,0,0,0,71,0,0,0,17,4,1,52,20,13,1,0
instance_0,0,9,0,0,0,22,0,0,1,25,2,5,60,61,49,2,0
instance_0,0,6,1,1,0,53,0,0,0,20,8,31,46,11,30,2,0
instance_0,0,6,1,2,0,89,0,0,1,12,8,4,31,49,57,0,0
instance_0,0,7,0,2,0,67,0,0,1,7,5,0,54,57,55,0,0
instance_0,0,4,0,0,0,11,0,0,0,29,6,41,39,39,53,1,0
instance_0,0,7,1,1,0,82,0,0,0,16,1,18,8,49,37,2,0
instance_0,0,2,0,3,0,41,0,0,0,1,8,0,8,-1,13,0,0
instance_0,0,3,1,0,0,37,0,0,0,19,4,44,50,29,21,2,0
instance_0,0,9,1,1,0,96,0,0,1,16,8,2,41,11,27,1,0
instance_0,0,4,1,1,0,60,0,0,1,2,3,14,3,16,1,0,0
instance_0,0,9,1,0,0,23,0,0,1,16,0,31,15,83,22,2,0
instance_0,0,8,1,1,0,85,0,0,1,27,7,0,27,67,3,0,0
instance_0,0,2,0,2,0,86,0,0,0,6,3,38,47,61,13,0,0
instance_0,0,10,1,2,0,41,0,0,1,30,6,39,1,26,30,1,0
instance_0,0,6,0,1,0,29,0,0,0,27,5,1,30,46,13,0,0
instance_0,0,7,0,2,0,60,0,0,0,19,9,31,33,44,31,2,0
instance_0,0,0,1,1,0,40,0,0,0,28,9,1,46,74,7,1,0
instance_0,0,0,0,2,0,70,0,0,1,21,9,2,33,64,8,1,0
instance_0,0,9,1,0,0,33,0,0,1,2,6,20,45,22,41,2,0
instance_0,0,3,0,0,0,87,0,0,1,3,2,1,17,68,12,1,0
instance_0,0,10,1,2,0,30,0,0,0,21,6,0,47,22,2,1,0
instance_0,0,2,0,0,0,17,0,0,0,24,6,1,38,69,13,1,0
instance_0,0,9,1,1,0,48,0,0,1,5,3,21,11,45,8,2,0
instance_0,0,10,1,0,0,60,0,0,1,4,1,31,29,71,55,1,0
instance_0,0,5,0,1,0,30,0,0,0,13,3,31,2,79,15,2,0
instance_0,0,9,0,1,0,54,0,0,0,27,4,1,41,20,5,1,0
instance_0,0,8,1,0,0,32,0,0,0,5,5,1,31,51,57,0,0
instance_0,0,7,1,2,0,68,0,0,0,20,8,47,35,22,54,2,0
instance_0,0,2,0,1,0,39,0,0,1,20,8,29,2,18,38,2,0
instance_0,0,1,1,1,0,6,0,0,0,27,7,1,61,42,34,2,0
instance_0,0,8,0,1,0,78,0,0,1,5,0,1,54,64,43,0,0
instance_0,0,2,1,2,0,17,0,0,0,10,6,21,20,47,57,0,0
instance_0,0,6,1,1,0,51,0,0,1,18,8,17,12,81,12,0,0
instance_0,0,4,1,1,0,96,0,0,1,18,8,1,41,11,18,2,0
instance_0,0,10,0,2,0,76,0,0,0,20,0,0,14,39,19,1,0
instance_0,0,8,1,2,0,82,0,0,1,23,4,0,34,15,31,2,0
instance_0,0,8,0,1,0,36,0,0,1,30,7,6,62,68,41,0,0
instance_0,0,9,0,2,0,62,0,0,1,4,2,1,24,60,16,2,0
instance_0,0,0,1,1,0,-9,0,0,1,2,10,3,59,6,8,0,0
instance_0,0,9,1,2,0,55,0,0,1,18,6,39,13,48,52,2,0
instance_0,0,10,0,2,0,6,0,0,1,12,6,1,7,48,45,0,0
instance_0,0,4,1,2,0,46,0,0,0,23,4,1,55,81,0,0,0
instance_0,0,1,0,2,0,88,0,0,0,1,5,1,53,52,41,2,0
instance_0,0,3,0,0,0,59,0,0,0,20,6,38,58,86,31,2,0
instance_0,0,9,0,2,0,96,0,0,0,22,8,25,18,76,9,2,0
instance_0,0,1,0,0,0,42,0,0,0,23,8,11,62,46,9,0,0
instance_0,0,7,0,1,0,70,0,0,1,1,9,9,41,53,56,2,0
instance_0,0,6,1,0,0,59,0,0,1,18,8,19,22,82,5,2,0
instance_0,0,9,1,0,0,78,0,0,0,18,5,3,41,12,55,2,0
instance_0,0,1,1,2,0,99,0,0,1,3,4,0,38,3,24,0,0
instance_0,0,7,0,1,0,15,0,0,0,28,6,1,41,64,47,1,0
instance_0,0,7,0,2,0,16,0,0,0,21,5,0,39,28,7,2,0
instance_0,0,9,0,0,0,31,0,0,1,30,8,1,25,7,14,0,0
instance_0,0,5,0,1,0,83,0,0,1,10,2,0,62,46,8,2,0
instance_0,0,3,0,0,0,59,0,0,1,1,4,24,27,82,50,2,0
instance_0,0,10,0,0,0,77,0,0,1,18,9,29,47,32,16,1,0
instance_0,0,4,1,0,0,58,0,0,1,23,3,1,23,5,22,1,0
instance_0,0,7,1,1,0,99,0,0,0,3,7,1,2,51,19,1,0
instance_0,0,5,1,2,0,21,0,0,0,29,5,1,48,85,46,0,0
instance_0,0,2,1,2,0,56,0,0,0,24,8,1,3,18,13,1,0
instance_0,0,0,0,0,0,11,0,0,0,19,2,1,8,3,32,0,0
instance_0,0,0,0,2,0,83,0,0,0,1,6,20,41,75,46,2,0
instance_0,0,3,1,2,0,96,0,0,0,26,3,16,34,39,10,0,0
instance_0,0,3,1,2,0,29,0,0,0,17,6,1,53,19,18,0,0
instance_0,0,0,1,2,0,23,0,0,0,21,1,36,37,34,38,0,0
instance_0,0,8,0,2,0,30,0,0,1,13,8,4,41,21,41,1,0
instance_0,0,1,1,2,0,7,0,0,0,29,0,1,31,1,46,0,0
instance_0,0,7,1,2,0,65,0,0,1,26,0,32,13,48,31,2,0
instance_0,0,7,0,2,0,67,0,0,0,1,8,1,52,32,22,0,0
instance_0,0,3,0,0,0,86,0,0,0,7,3,1,61,67,57,0,0
instance_0,0,6,1,1,0,34,0,0,1,10,8,4,49,16,27,2,0
instance_0,0,7,1,2,0,70,0,0,0,19,2,2,25,57,1,0,0
instance_0,0,5,0,1,0,11,0,0,1,9,4,9,22,27,20,2,0
instance_0,0,1,0,2,0,84,0,0,1,13,3,40,46,59,0,1,0
instance_0,0,8,0,0,0,6,0,0,0,5,1,1,39,16,53,0,0
instance_0,0,10,1,0,0,56,0,0,1,17,8,37,50,59,50,0,0
instance_0,0,4,1,0,0,-7,0,0,1,3,2,1,47,42,5,2,0
instance_0,0,9,1,1,0,65,0,0,1,16,7,38,13,26,4,0,0
instance_0,0,8,1,0,0,51,0,0,1,8,4,39,62,50,45,1,0
instance_0,0,6,0,0,0,42,0,0,1,8,2,1,52,16,44,2,0
instance_0,0,1,0,1,0,68,0,0,1,22,9,0,15,82,16,2,0
instance_0,0,4,1,0,0,82,0,0,1,6,0,5,4,38,43,0,0
instance_0,0,4,1,1,0,71,0,0,1,10,7,47,20,18,52,0,0
instance_0,0,10,0,1,0,-6,0,0,1,27,2,13,16,22,57,0,0
instance_0,0,7,0,1,0,60,0,0,0,13,4,1,28,54,14,0,0
instance_0,0,7,1,0,0,30,0,0,1,6,6,27,9,62,35,2,0
instance_0,0,10,0,1,0,13,0,0,1,15,4,31,10,22,17,2,0
instance_0,0,7,0,2,0,41,0,0,1,18,4,28,36,11,33,2,0
instance_0,0,5,1,0,0,40,0,0,1,23,6,21,23,38,22,0,0
instance_0,0,9,1,2,0,9,0,0,1,29,10,1,53,57,40,2,0
instance_0,0,5,1,1,0,4,0,0,0,21,1,1,32,32,57,1,0
instance_0,0,3,0,0,0,33,0,0,1,27,7,46,38,78,55,1,0
instance_0,0,9,1,2,0,90,0,0,1,20,8,1,13,11,24,0,0
instance_0,0,3,1,2,0,14,0,0,0,5,6,1,17,86,43,0,0
instance_0,0,3,1,1,0,93,0,0,0,29,5,1,31,52,52,1,0
instance_0,0,9,1,1,0,-9,0,0,1,7,5,1,33,81,16,2,0
instance_0,0,6,0,0,0,65,0,0,0,19,5,43,43,24,37,1,0
instance_0,0,0,0,1,0,98,0,0,0,29,4,1,55,45,45,1,0
instance_0,0,3,1,2,0,86,0,0,0,5,5,41,32,14,41,2,0
instance_0,0,5,0,2,0,34,0,0,1,27,6,15,41,42,12,0,0
instance_0,0,4,1,1,0,94,0,0,1,14,6,3,9,57,57,1,0
instance_0,0,8,1,2,0,63,0,0,0,8,8,44,20,72,29,2,0
instance_0,0,8,1,2,0,11,0,0,1,17,3,5,20,51,26,2,0
instance_0,0,1,1,2,0,45,0,0,1,26,8,44,53,64,39,0,0
instance_0,0,1,0,2,0,98,0,0,0,8,5,1,16,72,45,2,0
instance_0,0,8,0,1,0,23,0,0,1,27,2,11,41,64,14,0,0
instance_0,0,8,0,0,0,50,0,0,0,1,6,1,51,28,40,1,0
instance_0,0,2,1,1,0,90,0,0,0,5,8,22,18,58,14,0,0
instance_0,0,10,0,2,0,71,0,0,0,10,0,1,17,7,4,0,0
instance_0,0,7,1,1,0,9,0,0,0,11,9,4,20,-1,19,0,0
instance_0,0,1,1,1,0,33,0,0,1,17,3,4,31,31,57,2,0
instance_0,0,10,1,2,0,-3,0,0,0,10,3,4,11,19,36,2,0
instance_0,0,6,0,0,0,48,0,0,1,24,8,1,49,16,20,0,0
instance_0,0,8,0,2,0,98,0,0,0,29,5,1,19,6,47,2,0
instance_0,0,9,1,1,0,91,0,0,0,13,4,14,48,30,4,2,0
instance_0,0,5,1,2,0,96,0,0,0,7,9,1,8,60,7,1,0
instance_0,0,2,1,2,0,71,0,0,0,19,8,4,27,-1,34,2,0
instance_0,0,4,1,2,0,93,0,0,0,16,0,28,41,39,57,2,0
instance_0,0,10,1,1,0,8,0,0,0,4,2,1,37,46,33,1,0
instance_0,0,10,1,2,0,88,0,0,0,10,0,9,53,19,6,0,0
instance_0,0,5,0,0,0,21,0,0,0,6,4,36,9,33,3,2,0
instance_0,0,0,1,1,0,83,0,0,1,10,7,13,17,75,8,1,0
instance_0,0,5,0,2,0,14,0,0,1,30,1,17,30,75,19,2,0
instance_0,0,4,0,1,0,60,0,0,0,16,3,46,4,16,34,2,0
instance_0,0,4,0,2,0,-7,0,0,0,18,10,1,4,62,34,2,0
instance_0,0,3,0,1,0,36,0,0,0,10,3,45,49,82,41,2,0
instance_0,0,4,1,1,0,75,0,0,0,15,3,8,7,7,13,2,0
instance_0,0,2,0,1,0,52,0,0,0,6,9,1,38,59,56,2,0
instance_0,0,1,0,2,0,12,0,0,1,28,4,0,48,49,43,0,0
instance_0,0,9,1,2,0,95,0,0,1,12,3,43,44,11,19,2,0
instance_0,0,2,1,2,0,79,0,0,1,1,3,48,12,63,13,1,0
instance_0,0,5,1,1,0,73,0,0,0,23,3,28,44,61,27,2,0
instance_0,0,1,1,2,0,55,0,0,1,18,0,1,50,15,31,1,0
instance_0,0,5,0,2,0,54,0,0,0,14,2,18,21,34,4,2,0
instance_0,0,9,1,0,0,-6,0,0,1,26,5,29,59,24,32,2,0
instance_0,0,10,1,0,0,101,0,0,0,19,6,1,60,6,30,1,0
instance_0,0,2,1,2,0,18,0,0,1,24,8,1,12,16,27,0,0
instance_0,0,3,1,1,0,95,0,0,1,8,5,0,44,39,54,0,0
instance_0,0,2,0,1,0,60,0,0,1,14,10,1,15,60,47,1,0
instance_0,0,9,0,2,0,23,0,0,1,2,1,14,61,37,54,2,0
instance_0,0,6,0,1,0,90,0,0,0,29,5,46,45,47,32,2,0
instance_0,0,10,0,2,0,65,0,0,1,29,3,16,28,2,50,2,0
instance_0,0,6,1,2,0,47,0,0,0,21,4,1,13,39,28,0,0
instance_0,0,9,0,1,0,49,0,0,1,16,5,2,28,15,11,2,0
instance_0,0,3,0,2,0,97,0,0,1,25,5,4,9,80,15,0,0
instance_0,0,5,0,2,0,50,0,0,1,26,8,26,24,29,20,2,0
instance_0,0,4,1,0,0,1,0,0,0,2,3,1,42,72,49,0,0
instance_0,0,5,1,0,0,4,0,0,0,7,5,1,4,12,11,2,0
instance_0,0,6,1,1,0,65,0,0,1,3,8,3,27,63,11,0,0
instance_0,0,10,1,0,0,8,0,0,1,21,1,35,25,82,21,0,0
instance_0,0,5,0,2,0,25,0,0,1,26,2,14,50,73,31,1,0
instance_0,0,7,0,2,0,70,0,0,0,8,3,1,62,30,21,0,0
instance_0,0,2,1,1,0,76,0,0,1,6,1,1,62,7,4,0,0
instance_0,0,4,1,0,0,90,0,0,0,22,4,1,17,20,51,1,0
instance_0,0,10,1,1,0,45,0,0,1,24,0,10,13,56,16,2,0
instance_0,0,5,0,1,0,85,0,0,1,30,10,44,12,64,1,2,0
instance_0,0,10,0,1,0,76,0,0,1,21,0,28,40,48,28,0,0
instance_0,0,3,0,1,0,79,0,0,1,10,7,26,8,51,8,2,0
instance_0,0,6,1,2,0,53,0,0,1,14,2,0,7,56,28,0,0
instance_0,0,2,1,1,0,51,0,0,0,9,5,1,62,65,0,2,0
instance_0,0,7,0,2,0,11,0,0,1,6,5,32,11,65,43,2,0
instance_0,0,4,1,0,0,4,0,0,1,15,10,1,52,27,39,1,0
instance_0,0,10,0,2,0,70,0,0,0,7,5,1,5,38,23,1,0
instance_0,0,0,1,1,0,45,0,0,0,10,9,10,44,60,7,2,0
instance_0,0,1,1,2,0,3,0,0,0,21,1,0,39,56,50,1,0
instance_0,0,0,1,1,0,56,0,0,1,25,1,1,51,10,51,1,0
instance_0,0,6,1,1,0,87,0,0,1,30,1,33,44,62,54,1,0
instance_0,0,0,1,1,0,29,0,0,1,23,3,1,1,80,52,1,0
instance_0,0,4,0,1,0,-1,0,0,1,3,2,4,59,22,20,0,0
instance_0,0,7,0,0,0,68,0,0,0,22,0,1,60,32,20,0,0
instance_0,0,8,1,0,0,21,0,0,1,27,8,37,3,56,13,2,0
instance_0,0,6,1,0,0,30,0,0,1,13,3,1,10,2,36,1,0
instance_0,0,0,1,0,0,51,0,0,1,5,3,6,7,33,36,0,0
instance_0,0,10,1,2,0,-3,0,0,0,21,7,1,27,61,21,0,0
instance_0,0,5,0,2,0,95,0,0,1,18,1,9,59,38,49,2,0
instance_0,0,8,0,1,0,35,0,0,1,18,2,46,21,29,15,0,0
instance_0,0,7,0,1,0,90,0,0,1,16,0,1,47,-1,13,2,0
instance_0,0,3,0,0,0,54,0,0,0,26,8,1,53,64,39,0,0
instance_0,0,4,1,1,0,76,0,0,1,30,2,1,20,6,29,2,0
instance_0,0,6,1,2,0,95,0,0,1,30,0,1,42,4,54,2,0
instance_0,0,2,1,2,0,11,0,0,0,21,7,1,16,37,3,1,0
instance_0,0,6,0,1,0,64,0,0,1,19,6,1,60,13,50,0,0
instance_0,0,5,1,2,0,68,0,0,0,26,1,1,6,38,36,1,0
instance_0,0,7,1,2,0,-9,0,0,0,27,7,15,59,56,47,2,0
instance_0,0,2,1,0,0,21,0,0,1,13,6,22,55,19,39,2,0
instance_0,0,1,1,1,0,95,0,0,0,16,4,35,47,76,40,1,0
instance_0,0,1,1,2,0,68,0,0,1,5,1,1,61,64,45,0,0
instance_0,0,8,1,0,0,79,0,0,0,21,1,1,8,25,51,0,0
instance_0,0,10,1,0,0,97,0,0,1,4,7,35,5,30,13,1,0
instance_0,0,0,1,0,0,70,0,0,1,29,6,14,34,60,32,2,0
instance_0,0,10,0,1,0,100,0,0,0,5,8,7,33,81,22,0,0
instance_0,0,8,1,0,0,50,0,0,0,21,2,1,18,65,30,0,0
instance_0,0,5,1,2,0,29,0,0,1,28,5,30,45,17,8,2,0
instance_0,0,9,0,0,0,92,0,0,1,7,3,35,13,82,46,2,0
instance_0,0,10,1,0,0,60,0,0,0,22,3,34,12,34,57,2,0
instance_0,0,0,1,1,0,70,0,0,0,29,5,19,28,45,42,2,0
instance_0,0,6,1,1,0,70,0,0,0,20,6,1,44,35,31,0,0
instance_0,0,8,1,1,0,92,0,0,0,28,2,19,39,39,9,2,0
instance_0,0,9,1,1,0,33,0,0,0,7,8,47,26,75,8,2,0
instance_0,0,7,1,1,0,1,0,0,1,16,3,1,47,13,13,2,0
instance_0,0,4,1,1,0,-5,0,0,1,13,10,1,3,50,47,0,0
instance_0,0,1,0,2,0,17,0,0,1,17,7,1,50,6,17,0,0
instance_0,0,5,0,0,0,29,0,0,1,18,0,12,38,21,0,1,0
instance_0,0,4,1,2,0,65,0,0,1,12,0,1,56,49,39,1,0
instance_0,0,8,2,0,0,62,0,0,2,18,8,35,36,70,35,0,0
instance_0,0,9,0,2,0,25,0,0,1,26,1,0,36,60,34,0,0
instance_0,0,9,0,1,0,76,0,0,0,13,8,44,55,19,5,1,0
instance_0,0,0,0,2,0,66,0,0,1,19,2,42,59,79,4,2,0
instance_0,0,3,0,2,0,83,0,0,0,28,2,28,41,21,35,2,0
instance_0,0,9,0,2,0,87,0,0,0,23,8,22,8,34,8,1,0
instance_0,0,3,0,1,0,95,0,0,1,18,1,26,18,40,1,2,0
instance_0,0,9,0,2,0,71,0,0,0,26,7,0,58,82,48,0,0
instance_0,0,5,1,1,0,79,0,0,0,4,1,46,16,25,28,2,0
instance_0,0,2,1,1,0,18,0,0,1,15,4,43,32,53,14,2,0
instance_0,0,10,1,0,0,34,0,0,1,19,7,1,7,12,7,1,0
instance_0,0,10,0,0,0,6,0,0,1,22,8,40,52,86,24,1,0
instance_0,0,9,0,1,0,73,0,0,1,13,3,1,10,-1,6,2,0
instance_0,0,6,1,2,0,68,0,0,1,27,7,47,61,68,55,0,0
instance_0,0,9,0,1,0,44,0,0,1,2,1,1,52,35,43,1,0
instance_0,0,5,1,1,0,86,0,0,0,30,3,41,4,80,49,2,0
instance_0,0,9,1,0,0,66,0,0,1,4,10,1,61,62,26,1,0
instance_0,0,4,0,1,0,44,0,0,1,29,7,38,52,20,4,2,0
instance_0,0,9,1,1,0,65,0,0,1,29,2,0,26,46,30,1,0
instance_0,0,1,1,1,0,-1,0,0,1,11,1,1,17,53,32,1,0
instance_0,0,7,0,0,0,90,0,0,1,26,2,9,5,49,29,2,0
instance_0,0,7,0,2,0,96,0,0,0,27,8,2,24,32,11,2,0
instance_0,0,7,0,1,0,87,0,0,0,18,4,1,20,12,55,1,0
instance_0,0,2,0,0,0,71,0,0,0,6,3,10,2,34,24,1,0
instance_0,0,3,1,2,0,21,0,0,0,18,4,9,10,70,39,2,0
instance_0,0,1,2,1,0,72,0,0,0,21,10,40,41,80,40,0,0
instance_0,0,6,0,2,0,70,0,0,1,6,8,0,41,16,39,1,0
instance_0,0,3,1,2,0,87,0,0,0,17,8,1,38,30,16,0,0
instance_0,0,2,1,0,0,40,0,0,1,24,8,4,16,49,52,0,0
instance_0,0,3,1,0,0,41,0,0,0,6,6,1,59,9,11,2,0
instance_0,0,6,1,1,0,35,0,0,0,1,2,19,48,5,10,2,0
instance_0,0,7,1,1,0,16,0,0,1,6,4,46,55,81,45,0,0
instance_0,0,4,0,0,0,52,0,0,1,24,5,20,8,62,23,2,0
instance_0,0,2,0,2,0,86,0,0,0,21,7,28,58,67,39,0,0
instance_0,0,10,1,0,0,52,0,0,1,8,8,30,62,52,44,2,0
instance_0,0,3,1,0,0,73,0,0,1,6,5,47,60,28,20,2,0
instance_0,0,5,1,0,0,12,0,0,1,1,1,46,41,56,11,2,0
instance_0,0,1,1,1,0,76,0,0,0,12,8,22,28,64,52,2,0
instance_0,0,2,0,0,0,11,0,0,1,12,1,1,32,3,4,1,0
instance_0,0,2,1,1,0,92,0,0,0,13,5,1,43,47,38,2,0
instance_0,0,1,0,0,0,-1,0,0,1,3,1,4,5,14,4,1,0
instance_0,0,6,1,0,0,63,0,0,1,17,4,24,4,45,31,2,0
instance_0,0,4,1,0,0,70,0,0,1,16,1,3,49,80,31,1,0
instance_0,0,5,1,0,0,87,0,0,1,19,3,6,45,26,23,2,0
instance_0,0,4,0,2,0,4,0,0,1,1,5,1,23,24,26,2,0
instance_0,0,6,1,1,0,58,0,0,0,21,6,19,4,76,5,2,0
instance_0,0,10,1,2,0,50,0,0,1,28,9,1,12,62,39,1,0
instance_0,0,9,0,2,0,22,0,0,0,2,6,37,30,37,2,2,0
instance_0,0,8,0,1,0,9,0,0,1,22,0,34,41,64,14,2,0
instance_0,0,5,0,0,0,-1,0,0,0,3,1,45,5,7,51,0,0
instance_0,0,8,1,1,0,29,0,0,1,19,3,38,23,30,10,1,0
instance_0,0,1,1,1,0,-7,0,0,1,20,4,5,17,74,10,0,0
instance_0,0,9,1,1,0,21,0,0,1,29,3,47,8,64,4,0,0
instance_0,0,3,0,0,0,9,0,0,1,2,6,1,50,6,24,2,0
instance_0,0,5,1,1,0,34,0,0,1,14,10,1,58,51,23,2,0
instance_0,0,4,0,2,0,28,0,0,0,22,8,24,11,30,7,2,0
instance_0,0,7,1,1,0,65,0,0,1,20,9,1,42,61,57,2,0
instance_0,0,9,1,0,0,39,0,0,1,3,3,44,48,21,54,0,0
instance_0,0,6,0,1,0,53,0,0,1,27,7,0,27,60,3,1,0
instance_0,0,6,1,1,0,51,0,0,1,29,5,33,56,74,22,0,0
instance_0,0,2,0,1,0,11,0,0,1,17,5,22,20,51,6,2,0
instance_0,0,6,1,0,0,92,0,0,1,10,9,0,21,8,11,1,0
instance_0,0,9,0,1,0,36,0,0,0,24,2,1,39,19,20,0,0
instance_0,0,9,0,1,0,47,0,0,1,26,9,35,53,64,45,0,0
instance_0,0,2,0,2,0,32,0,0,0,5,8,1,35,18,47,1,0
instance_0,0,3,0,1,0,19,0,0,1,29,6,39,30,60,34,1,0
instance_0,0,0,1,1,0,-2,0,0,1,13,3,31,51,39,57,2,0
instance_0,0,3,1,2,0,65,0,0,1,4,4,10,10,43,28,2,0
instance_0,0,6,1,1,0,5,0,0,0,25,5,0,28,63,26,0,0
instance_0,0,3,0,1,0,15,0,0,1,30,4,1,6,3,20,1,0
instance_0,0,5,0,2,0,32,0,0,0,13,3,1,22,72,16,1,0
instance_0,0,2,1,2,0,96,0,0,0,16,8,22,54,18,36,0,0
instance_0,0,9,1,1,0,34,0,0,1,15,9,1,47,26,17,0,0
instance_0,0,3,0,1,0,29,0,0,1,27,5,17,44,31,19,1,0
instance_0,0,3,1,1,0,63,0,0,1,2,2,1,58,39,32,1,0
instance_0,0,10,1,1,0,96,0,0,0,13,5,29,19,73,4,1,0
instance_0,0,8,0,0,0,95,0,0,0,8,7,4,14,56,31,2,0
instance_0,0,1,1,2,0,65,0,0,0,9,2,1,53,27,54,2,0
instance_0,0,9,1,0,0,64,0,0,0,26,7,6,56,4,27,2,0
instance_0,0,3,1,1,0,67,0,0,0,22,3,3,30,41,50,2,0
instance_0,0,10,1,1,0,-8,0,0,0,24,10,3,60,71,32,2,0
instance_0,0,9,1,1,0,64,0,0,1,23,3,10,10,39,4,2,0
instance_0,0,2,0,2,0,50,0,0,1,9,6,24,33,35,31,2,0
instance_0,0,6,1,1,0,11,0,0,1,21,7,48,26,23,19,0,0
instance_0,0,6,1,0,0,101,0,0,0,12,6,3,41,47,4,1,0
instance_0,0,10,1,0,0,36,0,0,0,29,0,1,52,48,3,1,0
instance_0,0,10,0,2,0,93,0,0,0,22,8,1,37,32,9,1,0
instance_0,0,10,1,2,0,13,0,0,1,29,6,36,22,48,20,1,0
instance_0,0,6,1,2,0,-8,0,0,1,4,0,1,50,52,31,2,0
instance_0,0,10,1,1,0,58,0,0,1,15,7,40,32,28,28,1,0
instance_0,0,5,1,2,0,85,0,0,1,16,6,35,43,43,1,1,0
instance_0,0,4,1,1,0,86,0,0,1,29,0,0,58,82,38,1,0
instance_0,0,7,0,2,0,11,0,0,1,29,0,30,48,43,14,2,0
instance_0,0,6,0,2,0,42,0,0,1,19,7,42,6,19,0,2,0
instance_0,0,1,1,2,0,73,0,0,1,17,5,39,40,54,21,0,0
instance_0,0,2,0,0,0,38,0,0,0,25,3,1,38,7,40,0,0
instance_0,0,10,1,0,0,18,0,0,0,24,7,16,43,39,1,2,0
instance_0,0,10,0,2,0,91,0,0,1,23,5,36,39,31,22,0,0
instance_0,0,6,1,2,0,84,0,0,1,7,1,0,36,6,41,2,0
instance_0,0,0,0,0,0,18,0,0,1,5,2,32,41,78,10,2,0
instance_0,0,4,1,1,0,72,0,0,1,24,6,44,5,28,28,2,0
instance_0,0,2,1,1,0,40,0,0,0,24,6,16,45,64,45,0,0
instance_0,0,6,0,1,0,59,0,0,1,15,0,1,47,11,38,2,0
instance_0,0,4,1,1,0,76,0,0,1,30,1,0,5,51,56,0,0
instance_0,0,8,0,2,0,43,0,0,1,25,1,0,1,15,44,2,0
instance_0,0,8,0,0,0,44,0,0,1,19,3,33,29,52,21,0,0
instance_0,0,1,0,0,0,24,0,0,1,10,3,30,44,76,9,2,0
instance_0,0,2,1,2,0,92,0,0,0,4,8,20,41,79,5,0,0
instance_0,0,4,0,1,0,38,0,0,1,6,8,43,20,24,47,1,0
instance_0,0,3,1,2,0,24,0,0,1,21,7,4,51,57,45,1,0
instance_0,0,2,1,1,0,68,0,0,0,10,8,1,32,68,44,2,0
instance_0,0,4,0,0,0,-4,0,0,1,3,1,1,51,81,5,0,0
instance_0,0,7,0,2,0,45,0,0,0,14,7,1,55,78,4,0,0
instance_0,0,3,1,1,0,26,0,0,1,13,5,14,38,46,19,2,0
instance_0,0,5,0,2,0,66,0,0,0,19,5,18,22,52,41,2,0
instance_0,0,4,0,1,0,60,0,0,0,29,9,3,49,46,47,1,0
instance_0,0,7,1,2,0,54,0,0,0,10,6,1,32,41,20,0,0
instance_0,0,8,0,1,0,20,0,0,0,21,8,33,56,52,39,2,0
instance_0,0,6,1,2,0,101,0,0,0,18,4,1,59,52,27,0,0
instance_0,0,8,1,1,0,27,0,0,0,9,2,37,48,25,4,0,0
instance_0,0,10,1,1,0,58,0,0,0,15,7,1,50,39,9,1,0
instance_0,0,7,1,3,1,94,1,1,1,26,7,30,52,59,51,3,0
instance_0,0,5,1,0,0,-1,0,1,1,12,5,22,62,44,22,2,0
instance_0,0,4,1,1,0,20,0,0,0,21,2,2,45,48,5,2,0
instance_0,0,1,0,2,0,4,0,0,1,2,9,1,59,29,4,1,0
instance_0,0,10,0,0,0,26,0,0,0,24,4,1,14,48,4,1,0
instance_0,0,3,0,2,0,19,0,0,1,21,9,1,24,28,55,0,0
instance_0,0,0,0,0,0,66,0,0,1,27,9,41,52,56,29,1,0
instance_0,0,0,0,0,0,18,0,0,1,23,3,40,53,27,33,1,0
instance_0,0,8,0,2,0,64,0,0,1,28,10,1,6,85,36,2,0
instance_0,0,9,0,0,0,44,0,0,0,9,3,1,37,43,10,0,0
instance_0,0,3,0,0,0,37,0,0,1,3,5,14,28,15,11,2,0
instance_0,0,2,1,0,0,6,0,0,1,12,8,1,45,60,43,0,0
instance_0,0,0,1,1,0,24,0,0,1,24,6,1,43,30,21,0,0
instance_0,0,8,0,2,0,69,0,0,0,19,8,1,31,16,11,0,0
instance_0,0,2,1,3,0,76,0,0,0,14,1,10,62,8,4,0,0
