Instances,feature_age,feature_workclass,feature_fnlwgt,feature_education,feature_marital_status,feature_occupation,feature_relationship,feature_race,feature_sex,feature_capital_gain,feature_capital_loss,feature_hours_per_week,feature_native_country,algo_MLPC
instance_0,2,0,31,8,4,8,4,2,0,7,3,44,19,0
instance_0,1,4,22,0,3,4,2,0,0,7,24,75,24,0
instance_0,4,6,21,13,2,4,1,3,0,0,19,80,24,0
instance_0,6,1,18,3,5,7,4,2,0,7,10,2,16,0
instance_0,7,1,22,7,5,12,3,0,0,7,7,90,4,0
instance_0,5,3,22,11,2,10,3,1,0,7,16,91,7,0
instance_0,2,3,25,10,1,8,2,1,0,7,17,27,5,0
instance_0,5,3,11,0,3,11,4,0,0,7,25,18,30,0
instance_0,6,3,23,2,1,5,4,2,0,66,5,84,28,0
instance_0,6,6,30,11,0,3,4,3,0,7,8,54,38,0
instance_0,4,4,28,4,5,1,4,2,0,43,4,83,21,0
instance_0,6,1,29,7,5,8,1,2,0,7,12,54,28,0
instance_0,4,2,27,10,4,4,2,0,0,2,12,59,32,0
instance_0,1,1,15,1,3,4,4,1,0,7,3,54,7,0
instance_0,5,4,15,10,2,5,4,3,0,28,6,38,33,0
instance_0,7,6,15,13,2,10,0,2,0,7,34,4,20,0
instance_0,8,1,14,14,2,3,4,2,0,7,0,58,8,0
instance_0,4,6,26,4,1,8,4,1,0,3,38,26,18,0
instance_0,6,5,22,14,3,3,1,2,0,34,17,45,17,0
instance_0,8,1,31,0,4,11,0,1,0,7,17,35,18,0
instance_0,3,6,30,8,2,1,0,0,0,33,8,44,11,0
instance_0,7,2,22,10,1,12,0,1,0,7,25,76,5,0
instance_0,1,6,24,13,2,5,0,0,0,7,1,42,34,0
instance_0,6,6,37,12,5,5,1,3,0,61,13,8,19,0
instance_0,6,6,22,2,2,1,4,1,0,15,9,92,6,0
instance_0,6,1,1,4,3,5,1,1,0,7,30,51,19,0
instance_0,2,5,29,1,1,0,0,1,0,10,23,55,4,0
instance_0,3,0,24,9,4,5,3,1,0,73,23,88,12,0
instance_0,3,3,22,0,3,10,0,3,0,7,16,4,22,0
instance_0,7,0,29,13,5,11,4,0,0,56,35,12,20,0
instance_0,7,1,7,8,1,0,0,3,0,7,11,96,20,0
instance_0,7,0,35,3,3,7,1,0,0,7,5,74,4,0
instance_0,2,5,22,7,4,10,2,0,0,7,16,29,12,0
instance_0,7,0,31,12,3,10,0,1,0,7,10,96,32,0
instance_0,7,3,9,4,0,7,1,2,0,79,9,62,29,0
instance_0,3,6,34,14,0,0,2,0,0,67,37,61,22,0
instance_0,2,1,8,0,5,2,3,1,0,46,8,61,10,0
instance_0,7,5,29,1,2,2,3,2,0,20,18,49,21,0
instance_0,1,5,18,0,5,0,4,0,0,7,5,74,37,0
instance_0,8,0,27,6,5,3,3,1,0,96,20,7,1,0
instance_0,8,6,22,5,4,6,0,2,0,7,30,96,23,0
instance_0,4,1,2,7,5,5,4,3,0,7,14,64,8,0
instance_0,8,3,36,10,2,4,2,2,0,65,14,53,10,0
instance_0,3,4,5,7,3,2,0,2,0,7,19,79,24,0
instance_0,6,1,31,13,3,0,1,1,0,93,2,59,15,0
instance_0,3,2,36,1,0,1,3,0,0,7,24,14,8,0
instance_0,8,2,24,1,1,3,4,1,0,22,19,89,1,0
instance_0,2,6,4,2,4,4,4,2,0,7,36,48,15,0
instance_0,7,6,3,1,1,3,0,0,0,7,0,8,23,0
instance_0,2,6,17,0,3,1,1,1,0,66,12,98,27,0
instance_0,5,2,8,10,2,1,1,3,0,7,25,76,33,0
instance_0,3,6,20,13,3,0,0,3,0,10,25,30,1,0
instance_0,1,4,18,4,3,0,1,1,0,7,7,38,36,0
instance_0,2,6,2,13,1,6,4,1,0,54,12,14,13,0
instance_0,5,2,27,2,5,9,4,3,0,7,27,32,26,0
instance_0,1,0,27,9,3,4,0,3,0,7,36,27,21,0
instance_0,4,6,16,11,1,4,1,2,0,93,30,93,26,0
instance_0,3,5,16,1,1,1,3,3,0,3,37,64,34,0
instance_0,2,0,6,0,4,7,2,2,0,7,22,76,19,0
instance_0,3,1,37,4,5,10,4,0,0,7,34,22,28,0
instance_0,7,6,9,2,5,3,0,3,0,7,1,89,10,0
instance_0,7,0,31,9,2,4,3,2,0,68,16,11,24,0
instance_0,2,0,18,7,0,1,0,0,0,88,38,92,10,0
instance_0,8,4,0,14,5,1,1,3,0,95,21,32,17,0
instance_0,3,0,1,7,5,7,3,3,0,64,20,93,35,0
instance_0,4,6,22,7,3,0,3,2,0,80,27,53,11,0
instance_0,1,0,35,6,1,8,4,1,0,54,20,15,13,0
instance_0,2,1,31,8,5,0,3,3,0,9,37,50,23,0
instance_0,5,4,18,7,0,2,2,1,0,7,7,38,36,0
instance_0,4,3,14,8,1,7,4,3,0,7,7,6,13,0
instance_0,4,0,30,10,4,3,3,3,0,20,17,91,18,0
instance_0,8,0,21,13,2,4,1,3,0,69,34,92,0,0
instance_0,2,5,31,8,4,0,1,0,0,55,9,86,4,0
instance_0,5,4,34,3,3,7,3,0,0,7,8,61,23,0
instance_0,5,4,25,6,5,5,4,3,0,27,36,30,13,0
instance_0,3,2,2,13,5,1,3,3,0,7,32,36,12,0
instance_0,2,5,22,6,2,1,0,1,0,29,24,42,12,0
instance_0,3,2,9,4,6,12,5,1,0,97,9,97,9,0
instance_0,8,1,32,13,5,9,2,2,0,7,0,46,37,0
instance_0,1,3,27,6,3,5,2,0,0,7,21,32,38,0
instance_0,5,5,34,11,1,5,0,0,0,96,7,58,25,0
instance_0,8,6,22,3,4,3,3,0,0,72,30,62,4,0
instance_0,3,3,18,8,3,1,4,2,0,45,35,82,16,0
instance_0,2,0,37,1,1,2,3,0,0,83,37,42,22,0
instance_0,2,0,20,0,1,10,1,2,0,7,23,93,25,0
instance_0,6,6,20,3,1,0,3,3,0,27,3,16,7,0
instance_0,5,5,30,0,5,9,2,2,0,7,38,89,17,0
instance_0,5,4,28,14,3,4,2,3,0,74,34,0,38,0
instance_0,5,1,9,13,2,1,2,3,0,7,17,8,9,0
instance_0,8,6,37,1,5,10,0,1,0,7,25,13,25,0
instance_0,4,2,24,10,4,1,0,3,0,16,32,2,21,0
instance_0,5,0,34,13,2,5,3,0,0,38,30,0,38,0
instance_0,6,3,27,1,1,10,3,3,0,47,0,61,16,0
instance_0,7,6,3,3,3,4,2,0,0,7,9,86,4,0
instance_0,3,1,20,3,4,1,2,2,0,2,3,44,17,0
instance_0,5,2,37,10,0,0,3,3,0,7,0,84,6,0
instance_0,2,5,4,8,1,0,4,1,0,35,1,51,31,0
instance_0,1,1,12,3,2,5,4,0,0,7,18,4,20,0
instance_0,4,5,21,3,3,5,4,2,0,9,4,20,38,0
instance_0,4,4,8,0,4,2,1,1,0,7,6,35,36,0
instance_0,2,4,31,1,2,0,1,2,0,22,5,26,20,0
instance_0,6,5,37,8,4,3,3,1,0,83,15,75,23,0
instance_0,2,0,31,7,5,8,1,0,0,7,20,23,25,0
instance_0,2,3,21,2,2,5,4,2,0,83,10,20,0,0
instance_0,7,2,35,5,2,0,2,2,0,49,25,67,1,0
instance_0,5,4,30,6,3,6,0,0,0,7,9,3,14,0
instance_0,5,4,9,10,1,5,4,1,0,90,26,64,16,0
instance_0,1,0,1,0,6,12,0,0,0,97,1,97,1,0
instance_0,8,4,33,2,3,0,0,3,0,56,34,92,20,0
instance_0,4,5,5,12,4,6,2,2,0,28,34,62,20,0
instance_0,7,2,26,13,5,2,1,2,0,33,31,55,31,0
instance_0,4,3,37,13,2,8,4,1,0,7,8,61,27,0
instance_0,7,2,18,0,0,3,2,0,0,7,13,53,9,0
instance_0,2,3,35,12,2,9,3,0,0,7,13,78,13,0
instance_0,6,3,16,3,1,7,4,3,0,78,1,75,23,0
instance_0,8,3,18,5,2,3,2,0,0,36,14,80,9,0
instance_0,8,2,22,14,2,1,1,0,0,16,7,51,20,0
instance_0,3,0,25,14,4,6,4,1,0,93,35,85,23,0
instance_0,2,5,6,13,1,0,3,0,0,7,34,4,30,0
instance_0,8,1,22,13,3,0,3,3,0,95,37,45,21,0
instance_0,7,0,2,9,3,3,4,0,0,7,26,83,21,0
instance_0,5,3,22,5,1,4,4,1,0,1,2,40,14,0
instance_0,8,3,32,0,3,11,0,1,0,7,17,35,18,0
instance_0,1,0,22,13,5,4,1,1,0,7,16,83,2,0
instance_0,7,3,33,9,5,11,3,0,0,7,12,42,17,0
instance_0,4,0,17,3,5,7,2,1,0,7,25,10,16,0
instance_0,5,1,2,8,4,1,3,2,0,7,18,71,24,0
instance_0,5,2,6,5,1,12,4,3,0,95,11,22,37,0
instance_0,3,6,30,10,5,1,0,2,0,15,4,18,6,0
instance_0,4,3,15,0,0,0,2,0,0,33,30,64,29,0
instance_0,6,1,5,12,2,0,2,3,0,7,10,55,10,0
instance_0,5,3,30,9,0,5,1,1,0,21,7,41,18,0
instance_0,5,5,6,4,4,1,4,3,0,7,21,1,16,0
instance_0,3,6,30,2,5,9,4,3,0,7,15,54,19,0
instance_0,5,6,23,11,3,4,3,0,0,37,7,35,1,0
instance_0,6,3,29,12,3,3,2,2,0,44,37,46,13,0
instance_0,7,1,22,10,2,4,1,2,0,23,25,94,22,0
instance_0,8,2,38,5,5,9,1,2,0,7,7,41,26,0
instance_0,7,3,21,13,0,2,4,2,0,7,14,60,38,0
instance_0,2,6,29,5,1,10,4,1,0,7,9,90,37,0
instance_0,2,1,12,4,4,1,1,1,0,60,9,0,15,0
instance_0,1,5,32,4,5,2,2,1,0,7,20,32,17,0
instance_0,4,4,18,8,5,1,1,1,0,8,28,92,10,0
instance_0,3,1,27,13,2,4,0,2,0,55,6,56,30,0
instance_0,2,5,22,6,5,4,1,1,0,70,23,55,23,0
instance_0,3,0,21,1,2,9,1,3,0,7,28,28,28,0
instance_0,5,3,21,11,4,4,3,3,0,68,28,79,6,0
instance_0,6,2,22,2,3,6,3,0,0,7,13,5,17,0
instance_0,6,6,21,14,4,1,1,1,0,40,10,4,23,0
instance_0,3,2,22,11,4,1,1,0,0,98,1,78,17,0
instance_0,6,6,14,14,2,3,4,1,0,7,28,83,10,0
instance_0,8,2,18,13,4,2,3,3,0,84,13,19,29,0
instance_0,4,6,37,2,1,5,1,0,0,48,20,93,6,0
instance_0,4,1,35,0,0,1,0,2,0,7,29,27,21,0
instance_0,4,5,31,5,0,1,1,3,0,7,4,67,31,0
instance_0,2,2,25,10,0,0,4,1,0,7,27,10,28,0
instance_0,8,2,33,3,5,5,2,3,0,40,25,43,35,0
instance_0,2,0,22,0,1,12,4,3,0,80,20,63,17,0
instance_0,2,1,32,11,1,0,2,3,0,64,34,16,22,0
instance_0,6,1,36,0,1,12,1,3,0,7,0,62,2,0
instance_0,2,4,28,2,3,9,0,3,0,2,37,94,30,0
instance_0,8,1,13,12,4,4,2,3,0,51,2,95,6,0
instance_0,6,2,3,8,3,0,0,2,0,7,38,64,35,0
instance_0,6,5,15,1,1,0,3,2,0,94,10,45,16,0
instance_0,7,3,30,3,3,12,1,2,0,7,14,14,6,0
instance_0,5,2,29,5,3,5,2,3,0,75,12,84,34,0
instance_0,4,5,27,3,5,5,3,2,0,13,29,90,20,0
instance_0,8,2,25,0,2,4,2,0,0,11,33,54,17,0
instance_0,2,4,22,2,5,4,2,0,0,66,18,95,19,0
instance_0,8,2,20,5,3,4,2,3,0,57,33,54,7,0
instance_0,4,1,37,14,4,5,2,2,0,29,13,9,10,0
instance_0,5,0,35,8,2,0,0,3,0,24,22,97,33,0
instance_0,2,6,25,5,3,1,2,2,0,90,29,83,28,0
instance_0,8,3,12,11,1,1,1,2,0,7,7,41,28,0
instance_0,4,0,25,14,4,12,1,3,0,7,5,84,33,0
instance_0,5,3,22,5,3,4,4,1,0,1,2,28,22,0
instance_0,8,4,27,0,1,1,3,1,0,27,7,30,30,0
instance_0,7,0,30,12,5,4,1,0,0,53,34,32,38,0
instance_0,8,1,33,14,0,2,4,3,0,7,34,29,15,0
instance_0,6,6,17,1,3,2,2,2,0,70,5,46,21,0
instance_0,8,3,28,7,1,9,0,3,0,7,18,76,9,0
instance_0,3,6,37,9,3,3,3,1,0,57,0,48,38,0
instance_0,4,0,33,13,4,1,1,1,0,82,2,21,22,0
instance_0,7,3,26,4,3,0,0,2,0,83,18,79,26,0
instance_0,3,1,20,6,0,0,3,3,0,7,34,47,38,0
instance_0,4,1,11,14,3,7,3,3,0,86,15,56,23,0
instance_0,8,4,30,8,5,0,1,2,0,24,31,6,29,0
instance_0,6,6,16,1,1,4,0,0,0,37,37,28,33,0
instance_0,6,1,22,5,3,7,3,0,0,7,0,44,0,0
instance_0,2,4,6,2,4,0,3,2,0,7,36,21,14,0
instance_0,3,2,27,14,2,1,3,0,0,35,34,28,32,0
instance_0,4,6,26,0,4,4,4,3,0,52,15,60,8,0
instance_0,7,4,13,11,4,3,1,3,0,7,14,32,15,0
instance_0,1,6,33,2,2,4,0,2,0,82,20,32,27,0
instance_0,6,5,6,10,5,10,3,1,0,40,37,2,10,0
instance_0,6,5,22,5,4,7,1,2,0,7,30,46,21,0
instance_0,8,0,12,3,2,1,3,3,0,7,29,96,29,0
instance_0,3,3,15,5,1,5,0,3,0,5,4,51,24,0
instance_0,6,4,30,13,4,8,4,0,0,7,27,84,2,0
instance_0,1,1,17,14,3,7,3,1,0,93,15,2,29,0
instance_0,4,6,34,12,2,1,3,2,0,97,38,5,3,0
instance_0,3,1,30,1,1,1,4,3,0,92,10,92,12,0
instance_0,7,6,34,13,1,5,1,2,0,74,0,2,11,0
instance_0,6,1,37,8,4,0,1,0,0,36,26,61,10,0
instance_0,7,6,19,0,2,1,3,2,0,46,23,46,23,0
instance_0,2,6,17,9,4,12,2,1,0,7,37,97,35,0
instance_0,1,1,21,4,0,1,4,2,0,7,14,96,18,0
instance_0,3,5,10,8,1,1,1,3,0,7,28,42,2,0
instance_0,1,0,26,14,1,3,1,1,0,7,14,43,12,0
instance_0,5,0,18,13,5,2,4,0,0,49,12,60,29,0
instance_0,3,3,26,10,0,3,2,1,0,7,17,32,3,0
instance_0,6,4,11,3,3,0,0,1,0,90,32,3,26,0
instance_0,6,0,1,4,3,5,3,2,0,7,14,53,29,0
instance_0,5,1,7,2,4,0,2,3,0,61,2,15,35,0
instance_0,4,6,37,14,1,1,3,1,0,4,38,5,3,0
instance_0,5,5,27,10,0,0,0,3,0,7,21,38,20,0
instance_0,1,2,17,11,2,3,1,3,0,7,16,4,2,0
instance_0,2,3,30,0,0,1,3,3,0,7,36,32,6,0
instance_0,1,6,22,13,2,3,0,0,0,7,30,73,19,0
instance_0,3,0,38,5,1,11,0,2,0,52,28,28,2,0
instance_0,2,5,34,2,2,5,4,2,0,64,10,20,0,0
instance_0,5,5,29,10,0,2,1,2,0,7,24,75,34,0
instance_0,3,4,8,2,5,3,1,0,0,7,7,89,22,0
instance_0,8,5,27,8,4,8,4,2,0,7,13,46,26,0
instance_0,8,6,21,11,4,3,2,2,0,81,2,35,15,0
instance_0,2,2,35,10,2,1,2,0,0,64,2,72,35,0
instance_0,2,6,22,10,1,3,0,2,0,10,22,62,1,0
instance_0,1,6,26,14,2,4,0,1,0,73,19,2,22,0
instance_0,4,5,30,13,0,2,0,3,0,7,28,70,3,0
instance_0,2,2,37,11,5,12,1,0,0,7,22,12,30,0
instance_0,6,6,37,7,1,3,0,0,0,77,19,16,5,0
instance_0,5,6,35,3,3,5,4,2,0,4,22,55,36,0
instance_0,8,5,17,1,2,1,1,0,0,54,22,23,32,0
instance_0,6,5,22,13,4,11,1,1,0,7,16,32,16,0
instance_0,2,5,31,14,4,2,3,2,0,62,3,17,18,0
instance_0,5,6,15,5,1,0,0,0,0,48,0,49,24,0
instance_0,3,0,7,0,1,1,3,3,0,7,10,69,24,0
instance_0,4,6,16,5,4,0,3,1,0,69,18,2,31,0
instance_0,8,5,3,8,0,4,0,3,0,7,19,69,35,0
instance_0,5,5,16,4,1,0,1,3,0,84,30,55,11,0
instance_0,4,0,33,3,1,3,4,0,0,98,15,61,13,0
instance_0,5,0,21,3,0,4,0,1,0,64,32,34,19,0
instance_0,5,2,12,5,3,5,2,1,0,7,32,12,34,0
instance_0,2,5,35,1,1,5,4,1,0,55,14,59,11,0
instance_0,8,2,5,9,5,4,2,1,0,22,2,22,9,0
instance_0,8,0,38,10,5,11,3,0,0,24,13,7,8,0
instance_0,6,4,24,7,2,3,3,1,0,56,25,18,4,0
instance_0,7,1,16,12,2,8,1,0,0,7,8,9,17,0
instance_0,4,6,21,2,1,2,3,1,0,89,16,64,38,0
instance_0,5,6,33,6,4,10,3,1,0,75,23,77,23,0
instance_0,5,4,16,3,2,7,1,2,0,16,20,39,13,0
instance_0,6,0,0,10,4,2,4,2,0,7,6,31,33,0
instance_0,3,2,21,10,3,13,0,2,0,2,26,17,3,0
instance_0,7,1,26,3,5,8,4,1,0,7,2,12,22,0
instance_0,5,2,26,14,1,0,2,1,0,92,14,12,21,0
instance_0,7,2,20,7,0,0,4,1,0,7,35,72,3,0
instance_0,3,4,35,5,0,1,4,0,0,7,14,81,30,0
instance_0,2,2,36,2,0,5,4,2,0,0,25,29,15,0
instance_0,4,6,21,11,2,3,3,1,0,62,17,97,11,0
instance_0,4,0,21,9,3,4,0,3,0,83,2,17,27,0
instance_0,2,5,34,14,4,1,3,0,0,95,20,18,30,0
instance_0,1,6,19,11,2,1,4,2,0,7,5,28,9,0
instance_0,5,3,34,4,2,1,3,1,0,82,38,86,27,0
instance_0,3,1,20,12,4,1,1,1,0,36,35,82,36,0
instance_0,6,3,20,0,1,5,0,2,0,33,8,19,18,0
instance_0,2,4,20,10,4,4,1,2,0,47,16,41,20,0
instance_0,2,3,20,9,0,1,4,2,0,7,5,25,15,0
instance_0,8,5,34,8,3,1,1,2,0,10,6,39,22,0
instance_0,3,1,19,13,4,0,0,1,0,95,10,44,1,0
instance_0,8,3,8,7,4,3,2,2,0,7,4,90,34,0
instance_0,4,3,28,7,3,8,3,1,0,36,27,31,32,0
instance_0,2,1,34,14,3,4,4,1,0,43,8,78,37,0
instance_0,5,4,25,12,4,2,4,0,0,68,10,7,20,0
instance_0,4,4,25,14,4,5,4,1,0,23,37,79,4,0
instance_0,3,3,9,8,3,7,1,2,0,79,9,62,29,0
instance_0,2,4,20,0,3,0,4,2,0,49,20,64,29,0
instance_0,8,4,14,4,2,5,0,2,0,7,6,45,14,0
instance_0,1,6,20,12,3,1,0,3,0,7,30,65,25,0
instance_0,8,6,27,10,1,7,1,3,0,47,13,83,31,0
instance_0,7,5,22,12,4,1,2,1,0,30,36,48,16,0
instance_0,5,6,30,7,4,6,5,0,0,47,13,56,31,0
instance_0,3,6,19,0,0,1,4,2,0,7,35,88,1,0
instance_0,2,4,20,0,0,0,4,1,0,7,13,13,38,0
instance_0,5,2,31,1,5,0,0,2,0,67,25,55,16,0
instance_0,2,4,6,9,4,2,4,2,0,7,26,83,28,0
instance_0,7,3,17,13,5,1,5,3,0,77,3,20,10,0
instance_0,3,0,25,5,3,5,4,2,0,72,18,98,30,0
instance_0,7,0,37,4,4,1,0,0,0,33,21,64,21,0
instance_0,2,6,16,5,4,5,4,0,0,37,13,8,8,0
instance_0,7,1,30,9,5,1,0,1,0,80,27,93,8,0
instance_0,3,0,37,14,4,1,3,3,0,72,31,82,20,0
instance_0,5,5,34,9,5,3,4,3,0,80,26,89,18,0
instance_0,8,3,18,5,2,11,4,0,0,59,7,41,28,0
instance_0,8,0,6,10,4,3,3,1,0,83,16,23,23,0
instance_0,3,4,16,5,5,11,2,1,0,7,4,63,2,0
instance_0,7,3,17,6,2,4,3,1,0,85,8,79,10,0
instance_0,1,5,20,3,1,0,4,3,0,80,0,96,24,0
instance_0,5,0,26,14,3,11,0,0,0,81,6,64,7,0
instance_0,4,0,18,7,2,12,1,1,0,7,28,92,10,0
instance_0,7,0,3,5,1,1,1,0,0,7,7,32,7,0
instance_0,3,6,36,4,3,11,1,0,0,7,13,38,15,0
instance_0,6,6,5,7,1,0,1,1,0,7,9,65,7,0
instance_0,7,1,14,1,4,5,5,1,0,54,32,77,6,0
instance_0,3,3,29,12,4,3,2,3,0,33,17,48,6,0
instance_0,7,3,38,0,4,0,3,2,0,36,36,30,34,0
instance_0,5,2,14,4,4,3,4,2,0,7,3,29,1,0
instance_0,4,6,20,9,0,0,2,3,0,0,23,16,17,0
instance_0,4,6,30,11,3,7,4,0,0,7,30,33,6,0
instance_0,4,1,20,14,5,8,1,1,0,2,20,36,35,0
instance_0,1,3,16,14,5,8,1,0,0,7,28,24,7,0
instance_0,4,3,12,6,2,5,0,1,0,7,32,57,6,0
instance_0,6,5,24,14,4,0,3,3,0,51,0,41,22,0
instance_0,6,0,16,9,4,1,0,0,0,19,2,37,26,0
instance_0,8,4,31,9,0,4,1,0,0,7,34,78,30,0
instance_0,4,1,1,0,5,1,0,1,0,7,37,45,17,0
instance_0,4,3,38,7,2,7,1,0,0,7,11,28,0,0
instance_0,8,2,38,10,4,9,0,1,0,7,38,53,15,0
instance_0,4,5,30,13,2,5,4,1,0,20,16,34,12,0
instance_0,4,1,19,1,5,1,3,3,0,14,22,68,23,0
instance_0,4,4,37,2,1,12,1,1,0,7,7,20,5,0
instance_0,6,0,35,12,2,2,4,1,0,47,6,38,1,0
instance_0,8,5,22,12,1,5,0,2,0,67,37,82,6,0
instance_0,2,4,7,9,5,4,5,2,0,82,16,82,18,0
instance_0,7,0,4,9,2,3,0,3,0,7,27,13,2,0
instance_0,3,3,9,4,5,0,3,0,0,29,12,0,33,0
instance_0,6,2,19,13,4,8,3,3,0,67,14,84,31,0
instance_0,8,0,2,9,5,1,1,0,0,7,7,54,29,0
instance_0,5,2,16,0,5,3,0,2,0,20,28,16,31,0
instance_0,8,0,13,0,2,5,0,3,0,39,25,20,3,0
instance_0,1,4,18,7,2,0,4,2,0,7,11,86,38,0
instance_0,4,3,31,8,1,0,4,2,0,18,7,64,38,0
instance_0,2,4,26,10,4,3,0,0,0,25,17,79,29,0
instance_0,5,3,30,14,4,0,4,3,0,74,38,55,23,0
instance_0,2,0,17,8,5,5,0,2,0,91,36,42,2,0
instance_0,8,0,9,14,1,6,1,0,0,93,9,42,23,0
instance_0,3,3,2,8,4,1,0,2,0,7,25,40,28,0
instance_0,2,2,5,2,1,5,4,2,0,7,25,53,15,0
instance_0,2,1,22,9,3,1,0,0,0,65,26,83,38,0
instance_0,3,3,9,4,0,8,4,1,0,79,9,88,3,0
instance_0,7,1,14,8,3,3,1,1,0,7,26,6,14,0
instance_0,6,0,38,9,1,3,0,0,0,55,16,93,33,0
instance_0,8,5,6,9,2,6,1,1,0,81,36,42,23,0
instance_0,4,0,29,10,0,4,0,2,0,7,9,76,26,0
instance_0,7,6,29,7,2,0,4,0,0,19,10,34,22,0
instance_0,2,4,12,14,2,0,1,1,0,7,15,19,16,0
instance_0,6,1,30,1,3,4,2,3,0,45,26,26,24,0
instance_0,8,1,14,10,2,8,4,0,0,97,21,88,6,0
instance_0,3,2,37,10,3,2,0,2,0,88,2,19,7,0
instance_0,5,5,29,9,2,7,1,3,0,7,2,91,5,0
instance_0,4,4,22,9,1,10,1,3,0,7,37,20,33,0
instance_0,1,2,22,0,4,1,3,2,0,7,9,30,17,0
instance_0,4,1,37,9,5,1,4,1,0,91,3,72,24,0
instance_0,3,4,27,9,5,7,3,2,0,4,33,56,8,0
instance_0,6,2,25,2,2,4,0,1,0,90,8,90,24,0
instance_0,6,4,23,14,0,4,3,1,0,7,6,76,20,0
instance_0,7,0,13,2,1,1,3,3,0,7,2,6,12,0
instance_0,4,3,28,8,3,4,1,2,0,52,11,73,19,0
instance_0,2,5,23,10,1,2,0,2,0,40,29,27,1,0
instance_0,5,3,35,8,2,3,0,3,0,17,3,77,16,0
instance_0,7,5,6,11,2,0,3,1,0,78,9,85,15,0
instance_0,2,3,20,5,4,3,1,2,0,88,9,40,18,0
instance_0,6,6,15,10,5,3,0,2,0,47,1,27,27,0
instance_0,5,0,33,14,0,0,2,0,0,7,0,9,3,0
instance_0,5,5,30,7,4,1,2,1,0,56,31,42,1,0
instance_0,2,1,2,13,5,4,4,1,0,7,31,38,24,0
instance_0,5,6,23,11,5,0,4,2,0,25,18,55,35,0
instance_0,7,0,16,7,0,4,4,1,0,7,12,89,29,0
instance_0,8,4,31,4,2,3,0,0,0,79,19,82,6,0
instance_0,3,0,35,4,3,6,2,1,0,7,29,97,29,0
instance_0,1,0,15,9,5,2,1,2,0,38,11,53,21,0
instance_0,4,6,12,0,3,1,2,3,0,73,26,4,4,0
instance_0,3,1,26,1,5,5,0,2,0,3,30,21,23,0
instance_0,5,4,20,7,5,3,3,2,0,43,26,83,22,0
instance_0,4,2,16,6,3,4,1,1,0,60,37,30,8,0
instance_0,8,1,36,11,2,1,3,2,0,80,5,70,11,0
instance_0,7,6,30,1,1,4,0,2,0,95,27,32,26,0
instance_0,2,5,36,7,2,9,3,0,0,7,35,73,6,0
instance_0,1,1,17,14,3,7,3,2,0,93,15,54,33,0
instance_0,5,2,37,6,2,2,3,2,0,90,25,23,7,0
instance_0,3,0,36,14,1,6,1,0,0,93,33,49,17,0
instance_0,3,0,35,2,2,1,0,2,0,56,21,28,12,0
instance_0,1,4,35,8,5,3,0,2,0,7,14,12,21,0
instance_0,5,4,29,9,5,11,0,2,0,7,24,86,26,0
instance_0,6,3,20,7,3,11,2,2,0,7,38,94,24,0
instance_0,6,1,33,11,4,0,0,1,0,48,38,69,18,0
instance_0,8,1,32,11,2,7,2,3,0,7,10,87,9,0
instance_0,2,3,31,9,2,12,2,2,0,7,22,48,33,0
instance_0,2,2,35,3,4,6,0,0,0,7,33,74,10,0
instance_0,1,0,35,1,2,0,1,2,0,17,38,5,18,0
instance_0,2,6,9,6,4,13,2,1,0,60,12,97,26,0
instance_0,4,1,30,0,4,1,1,1,0,41,35,65,8,0
instance_0,2,1,33,12,0,2,3,2,0,7,37,48,1,0
instance_0,3,6,35,12,5,7,4,3,0,91,34,80,34,0
instance_0,8,0,29,3,1,0,0,2,0,92,20,64,7,0
instance_0,6,1,36,11,4,1,3,1,0,46,29,0,36,0
instance_0,6,1,3,13,4,12,2,0,0,70,5,71,22,0
instance_0,6,2,13,0,3,12,2,2,0,7,16,89,6,0
instance_0,5,5,31,8,4,6,4,2,0,7,20,35,10,0
instance_0,1,6,29,3,2,2,4,2,0,7,12,27,23,0
instance_0,5,2,33,14,4,8,3,3,0,7,34,50,23,0
instance_0,7,2,30,14,3,6,2,2,0,7,33,88,0,0
instance_0,2,3,12,14,5,6,4,1,0,75,22,3,23,0
instance_0,7,6,28,4,3,1,4,0,0,21,24,61,24,0
instance_0,5,5,18,4,0,5,0,2,0,7,20,53,23,0
instance_0,8,4,20,8,1,1,0,3,0,95,10,18,34,0
instance_0,3,3,37,14,4,11,4,0,0,7,26,59,24,0
instance_0,6,0,31,2,1,7,1,1,0,7,13,11,7,0
instance_0,8,5,22,14,3,1,1,2,0,87,7,41,28,0
instance_0,4,0,13,8,4,0,1,2,0,7,19,51,33,0
instance_0,6,5,21,10,1,8,1,1,0,7,23,25,5,0
instance_0,8,3,20,7,5,9,2,0,0,7,14,6,7,0
instance_0,7,2,12,7,5,0,4,1,0,7,22,45,27,0
instance_0,2,2,2,0,1,2,0,0,0,16,37,49,19,0
instance_0,5,0,34,11,5,3,0,2,0,51,0,21,22,0
instance_0,4,3,27,14,3,3,0,3,0,9,16,29,35,0
instance_0,3,6,0,4,2,11,4,1,0,34,28,92,29,0
instance_0,6,5,28,5,2,9,4,2,0,7,1,49,30,0
instance_0,7,1,9,8,1,12,2,0,0,46,38,57,4,0
instance_0,1,5,24,9,4,2,0,2,0,7,31,57,33,0
instance_0,7,0,25,0,5,7,1,1,0,7,12,6,26,0
instance_0,8,3,13,4,5,1,4,3,0,50,20,54,26,0
