Instances,feature_age,feature_job,feature_marital,feature_education,feature_default,feature_balance,feature_housing,feature_loan,feature_contact,feature_day,feature_month,feature_duration,feature_campaign,feature_pdays,feature_previous,feature_poutcome,algo_RF_unfair
instance_0,0,9,1,1,0,-6,0,0,1,27,0,36,37,68,28,0,0
instance_0,0,7,1,1,0,24,0,0,1,10,7,8,41,56,40,2,0
instance_0,0,7,1,0,0,72,0,0,0,10,8,22,41,16,43,1,0
instance_0,0,4,0,0,0,85,0,0,0,15,8,46,32,20,35,2,0
instance_0,0,6,1,0,0,44,0,0,1,4,7,23,62,71,18,1,0
instance_0,0,5,0,0,0,72,0,0,1,9,4,42,52,21,41,2,0
instance_0,0,7,1,2,0,20,0,0,0,20,5,41,9,41,18,2,0
instance_0,0,10,2,0,0,92,0,0,0,24,1,47,48,10,47,0,0
instance_0,0,0,1,0,0,23,0,0,1,6,3,31,42,75,41,0,0
instance_0,0,4,0,0,0,77,0,0,1,18,7,2,11,1,40,2,0
instance_0,0,2,1,1,0,29,0,0,0,17,8,11,25,10,24,0,0
instance_0,0,2,0,1,0,46,0,0,1,10,4,37,18,54,28,2,0
instance_0,0,7,0,1,0,46,0,0,1,17,3,15,30,-1,52,0,0
instance_0,0,2,0,1,0,97,0,0,1,1,3,5,44,6,4,2,0
instance_0,0,10,1,0,0,75,0,0,0,23,6,43,8,7,6,1,0
instance_0,0,8,0,0,0,92,0,0,0,4,1,38,34,10,44,2,0
instance_0,0,1,0,2,0,86,0,0,0,18,8,4,15,21,33,1,0
instance_0,0,8,0,2,0,77,0,0,0,17,1,33,21,77,23,2,0
instance_0,0,4,0,2,0,19,0,0,1,3,7,39,29,75,39,0,0
instance_0,0,10,1,2,0,19,0,0,1,2,7,21,35,81,34,2,0
instance_0,0,9,0,0,0,17,0,0,0,28,8,23,47,24,51,2,0
instance_0,0,1,0,0,0,77,0,0,0,19,6,30,4,20,48,0,0
instance_0,0,0,0,2,0,56,0,0,0,16,1,33,31,40,49,1,0
instance_0,0,3,1,2,0,25,0,0,0,15,3,36,21,66,8,2,0
instance_0,0,4,1,1,0,12,0,0,0,11,7,11,30,38,28,2,0
instance_0,0,0,1,2,0,91,0,0,1,18,2,39,3,68,49,2,0
instance_0,0,3,0,1,0,34,0,0,1,20,0,26,54,37,33,1,0
instance_0,0,0,1,0,0,14,0,0,0,22,4,40,46,74,22,0,0
instance_0,0,10,1,2,0,81,0,0,0,17,5,13,50,77,22,0,0
instance_0,0,1,0,2,0,99,0,0,0,6,9,17,54,54,6,2,0
instance_0,0,4,1,2,0,68,0,0,1,10,1,4,49,59,9,2,0
instance_0,0,7,1,1,0,82,0,0,1,15,6,10,8,20,47,1,0
instance_0,0,3,1,2,0,95,0,0,0,12,1,2,17,62,40,2,0
instance_0,0,6,0,2,0,76,0,0,0,27,4,8,55,29,57,2,0
instance_0,0,4,0,0,0,27,0,0,1,24,10,40,32,6,26,1,0
instance_0,0,9,0,2,0,83,0,0,1,5,6,3,11,47,13,2,0
instance_0,0,10,1,0,0,-6,0,0,0,14,10,9,48,43,51,2,0
instance_0,0,6,0,2,0,92,0,0,1,20,2,36,44,34,40,2,0
instance_0,0,7,1,2,0,77,0,0,0,5,0,16,25,7,35,0,0
instance_0,0,7,1,0,0,28,0,0,1,13,6,26,46,10,47,2,0
instance_0,0,5,0,2,0,95,0,0,0,3,7,25,61,61,15,2,0
instance_0,0,8,1,2,0,37,0,0,1,13,4,31,52,56,17,2,0
instance_0,0,8,1,1,0,59,0,0,1,22,7,18,16,24,8,2,0
instance_0,0,7,0,0,0,60,0,0,0,18,0,21,3,56,12,2,0
instance_0,0,10,1,0,0,89,0,0,0,10,2,41,49,72,16,1,0
instance_0,0,7,1,1,0,24,0,0,1,24,1,28,37,44,15,2,0
instance_0,0,7,1,1,0,56,0,0,1,2,2,39,4,57,13,2,0
instance_0,0,6,1,0,0,72,0,0,0,18,5,10,60,52,49,2,0
instance_0,0,10,0,0,0,-4,0,0,0,5,9,10,40,44,37,2,0
instance_0,0,10,0,2,0,45,0,0,1,16,9,14,1,34,42,1,0
instance_0,0,0,0,0,0,5,0,0,1,9,2,14,52,41,45,1,0
instance_0,0,1,1,0,0,68,0,0,0,23,8,48,9,60,53,1,0
instance_0,0,3,0,0,0,101,0,0,1,1,3,15,11,72,15,2,0
instance_0,0,1,0,1,0,92,0,0,1,3,5,41,53,8,18,1,0
instance_0,0,4,1,2,0,100,0,0,1,3,1,42,62,3,22,0,0
instance_0,0,3,0,2,0,34,0,0,0,8,6,25,3,28,7,2,0
instance_0,0,4,0,0,0,93,0,0,0,29,7,47,32,64,31,2,0
instance_0,0,10,1,1,0,76,0,0,0,1,8,37,51,7,18,0,0
instance_0,0,4,0,2,0,15,0,0,0,9,1,20,6,49,49,0,0
instance_0,0,8,0,2,0,-1,0,0,0,4,1,35,21,29,2,2,0
instance_0,0,3,1,0,0,33,0,0,0,30,3,14,29,68,32,1,0
instance_0,0,2,1,2,0,10,0,0,1,30,0,38,52,21,2,2,0
instance_0,0,9,0,2,0,84,0,0,0,18,1,38,36,25,46,0,0
instance_0,0,6,0,1,0,38,0,0,1,30,10,42,23,3,21,1,0
instance_0,0,8,0,2,0,12,0,0,0,23,9,42,1,7,22,2,0
instance_0,0,1,1,2,0,47,0,0,1,6,9,47,12,51,51,2,0
instance_0,0,4,1,2,0,68,0,0,1,29,1,4,49,41,7,2,0
instance_0,0,1,1,1,0,68,0,0,0,28,9,41,57,28,23,1,0
instance_0,0,4,1,1,0,90,0,0,1,10,4,15,30,12,7,2,0
instance_0,0,0,1,2,0,95,0,0,0,23,2,39,59,35,53,0,0
instance_0,0,8,1,2,0,-3,0,0,0,30,0,37,45,29,32,2,0
instance_0,0,1,1,1,0,26,0,0,0,23,10,21,28,52,16,2,0
instance_0,0,10,0,0,0,96,0,0,1,6,9,16,22,27,37,2,0
instance_0,0,10,1,2,0,82,0,0,0,13,6,11,24,41,50,2,0
instance_0,0,1,1,0,0,89,0,0,1,10,6,27,49,16,16,2,0
instance_0,0,5,0,2,0,91,0,0,1,17,1,9,39,77,34,1,0
instance_0,0,9,1,2,0,49,0,0,0,30,0,11,49,34,5,2,0
instance_0,0,10,1,0,0,89,0,0,1,10,2,36,20,72,31,0,0
instance_0,0,10,0,0,0,23,0,0,1,27,1,48,27,45,48,1,0
instance_0,0,0,0,2,0,64,0,0,1,21,6,13,21,43,39,1,0
instance_0,0,10,0,0,0,78,0,0,0,25,8,45,38,31,54,0,0
instance_0,0,0,1,2,0,34,0,0,0,24,0,28,21,58,19,0,0
instance_0,0,3,1,2,0,95,0,0,0,6,6,47,9,49,55,1,0
instance_0,0,10,0,0,0,76,0,0,0,26,0,36,42,85,49,1,0
instance_0,0,6,1,1,0,52,0,0,1,24,10,5,28,7,15,2,0
instance_0,0,10,1,1,0,95,0,0,0,25,9,35,13,78,24,0,0
instance_0,0,9,1,2,0,93,0,0,0,13,7,45,9,58,56,2,0
instance_0,0,8,1,2,0,78,0,0,0,27,8,31,58,69,17,2,0
instance_0,0,5,1,2,0,-3,0,0,0,24,6,22,15,52,28,2,0
instance_0,0,10,0,1,0,38,0,0,1,15,8,22,18,51,4,1,0
instance_0,0,7,0,2,0,43,0,0,1,18,2,36,59,46,54,1,0
instance_0,0,1,0,0,0,82,0,0,1,9,0,37,5,37,49,2,0
instance_0,0,0,0,1,0,23,0,0,1,23,10,7,40,84,40,1,0
instance_0,0,3,0,2,0,90,0,0,1,27,5,29,13,57,32,2,0
instance_0,0,7,1,1,0,13,0,0,1,14,1,20,32,65,46,2,0
instance_0,0,5,1,1,0,10,0,0,0,20,9,45,32,46,12,1,0
instance_0,0,0,0,0,0,37,0,0,0,24,9,16,47,23,3,2,0
instance_0,0,10,1,2,0,74,0,0,1,13,7,34,60,41,31,0,0
instance_0,0,10,0,0,0,77,0,0,0,9,8,18,13,14,57,0,0
instance_0,0,6,1,1,0,16,0,0,0,26,7,37,21,47,21,0,0
instance_0,0,0,0,1,0,58,0,0,1,7,1,17,37,6,33,1,0
instance_0,0,3,1,2,0,36,0,0,1,18,2,41,12,69,51,2,0
instance_0,0,5,0,2,0,97,0,0,0,29,0,29,9,57,50,2,0
instance_0,0,4,0,0,0,50,0,0,1,7,0,25,38,44,56,1,0
instance_0,0,2,1,1,0,48,0,0,1,13,0,48,48,18,41,1,0
instance_0,0,6,0,2,0,1,0,0,0,8,5,33,11,20,35,2,0
instance_0,0,3,1,1,0,79,0,0,0,13,1,11,42,11,7,1,0
instance_0,0,3,0,2,0,50,0,0,1,19,3,5,36,20,57,1,0
instance_0,0,6,0,0,0,76,0,0,1,18,2,40,35,54,57,1,0
instance_0,0,1,1,2,0,33,0,0,1,30,3,33,15,60,39,2,0
instance_0,0,1,1,1,0,60,0,0,1,20,8,16,25,67,24,1,0
instance_0,0,6,1,0,0,95,0,0,0,5,6,13,27,5,48,2,0
instance_0,0,9,0,2,0,28,0,0,0,29,2,38,46,74,37,2,0
instance_0,0,6,1,0,0,44,0,0,1,4,7,14,62,79,18,2,0
instance_0,0,6,0,1,0,78,0,0,1,30,9,45,24,17,4,2,0
instance_0,0,0,1,1,0,66,0,0,0,1,7,22,50,10,53,2,0
instance_0,0,8,0,2,0,29,0,0,0,3,0,20,60,51,4,2,0
instance_0,0,4,0,2,0,71,0,0,0,20,1,47,41,31,1,2,0
instance_0,0,0,1,1,0,20,0,0,1,27,9,27,28,36,49,2,0
instance_0,0,1,0,2,0,83,0,0,0,18,0,13,16,70,26,1,0
instance_0,0,0,0,1,0,36,0,0,1,24,10,39,54,64,51,2,0
instance_0,0,3,0,2,0,34,0,0,0,19,6,25,30,76,21,2,0
instance_0,0,4,1,0,0,23,0,0,0,12,9,16,30,14,57,1,0
instance_0,0,1,0,0,0,-5,0,0,0,9,2,39,61,1,25,2,0
instance_0,0,7,0,1,0,56,0,0,0,17,0,12,56,0,44,2,0
instance_0,0,4,1,1,0,56,0,0,1,21,4,31,7,84,29,0,0
instance_0,0,0,0,1,0,55,0,0,2,24,7,20,31,59,11,1,0
instance_0,0,0,1,2,0,34,0,0,0,23,0,43,8,7,6,1,0
instance_0,0,4,1,1,0,87,0,0,1,6,1,36,42,25,49,0,0
instance_0,0,0,0,0,0,23,0,0,0,24,0,16,8,50,56,1,0
instance_0,0,10,0,2,0,83,0,0,0,14,1,1,59,9,43,2,0
instance_0,0,6,0,0,0,84,0,0,0,12,6,13,10,40,13,2,0
instance_0,0,8,1,0,0,37,0,0,0,29,5,37,24,41,28,1,0
instance_0,0,5,0,1,0,70,0,0,0,24,3,40,14,73,55,2,0
instance_0,0,2,2,1,0,55,0,0,2,30,8,11,59,63,58,1,0
instance_0,0,4,0,2,0,74,0,0,0,20,10,17,50,3,40,0,0
instance_0,0,0,1,2,0,65,0,0,1,2,0,48,3,12,38,0,0
instance_0,0,7,1,2,0,43,0,0,1,30,3,30,19,35,46,2,0
instance_0,0,0,1,2,0,66,0,0,1,29,5,30,19,37,4,0,0
instance_0,0,2,1,0,0,18,0,0,0,16,6,16,33,5,28,1,0
instance_0,0,10,1,2,0,18,0,0,0,20,4,8,16,83,49,2,0
instance_0,0,1,1,0,0,50,0,0,0,15,2,1,61,11,39,2,0
instance_0,0,10,0,1,0,23,0,0,1,21,8,15,31,6,37,0,0
instance_0,0,9,0,0,0,-4,0,0,0,14,7,42,32,75,26,2,0
instance_0,0,6,1,2,0,56,0,0,1,30,0,21,49,6,44,2,0
instance_0,0,10,0,1,0,84,0,0,1,21,5,17,27,46,15,1,0
instance_0,0,7,1,1,0,24,0,0,0,23,0,37,40,1,42,2,0
instance_0,0,0,0,0,0,4,0,0,0,11,3,7,31,77,5,2,0
instance_0,0,9,1,0,0,75,0,0,0,21,5,38,48,74,37,2,0
instance_0,0,9,1,0,0,84,0,0,0,17,8,32,32,65,19,2,0
instance_0,0,4,1,1,0,48,0,0,0,21,3,19,29,13,12,2,0
instance_0,0,1,0,1,0,21,0,0,1,7,10,9,8,71,49,0,0
instance_0,0,8,1,0,0,38,0,0,1,23,2,16,50,70,39,2,0
instance_0,0,0,0,2,0,15,0,0,0,20,8,1,57,81,53,2,0
instance_0,0,7,1,1,0,94,0,0,1,11,3,48,32,17,0,2,0
instance_0,0,4,1,0,0,80,0,0,1,23,8,19,51,38,26,0,0
instance_0,0,3,1,2,0,-4,0,0,1,14,10,45,34,74,40,2,0
instance_0,0,2,1,2,0,17,0,0,1,28,2,20,14,32,14,2,0
instance_0,0,1,1,1,0,44,0,0,0,8,0,45,28,80,40,2,0
instance_0,0,9,0,0,0,19,0,0,0,20,6,21,19,58,4,2,0
instance_0,0,3,1,0,0,-8,0,0,1,27,3,12,58,47,52,0,0
instance_0,0,9,1,1,0,34,0,0,1,15,2,29,48,4,32,0,0
instance_0,0,4,0,0,0,59,0,0,0,25,8,48,6,30,23,2,0
instance_0,0,6,1,1,0,75,0,0,1,24,0,22,51,32,54,1,0
instance_0,0,6,1,2,0,24,0,0,0,12,1,21,2,17,22,1,0
instance_0,0,3,1,1,0,50,0,0,1,12,3,32,53,44,52,2,0
instance_0,0,6,1,1,0,78,0,0,1,29,1,38,51,6,25,2,0
instance_0,0,8,0,2,0,82,0,0,0,22,3,33,1,49,22,2,0
instance_0,0,2,1,1,0,83,0,0,1,11,7,8,25,10,53,2,0
instance_0,0,0,1,1,0,100,0,0,1,17,8,41,52,10,35,1,0
instance_0,0,7,0,2,0,91,0,0,1,5,7,28,34,61,47,1,0
instance_0,0,8,0,0,0,31,0,0,1,18,5,38,23,17,21,2,0
instance_0,0,5,0,0,0,68,0,0,1,7,8,30,41,18,37,0,0
instance_0,0,2,1,0,0,7,0,0,0,16,1,12,33,16,47,0,0
instance_0,0,0,1,0,0,51,0,0,1,16,9,6,27,40,15,2,0
instance_0,0,4,1,1,0,82,0,0,0,21,6,21,52,73,24,2,0
instance_0,0,7,1,0,0,5,0,0,0,25,8,38,44,82,14,2,0
instance_0,0,2,1,1,0,89,0,0,0,23,8,11,25,10,54,1,0
instance_0,0,5,1,0,0,19,0,0,1,20,8,34,49,23,50,2,0
instance_0,0,0,1,1,0,81,0,0,0,21,6,15,22,32,47,1,0
instance_0,0,4,0,2,0,33,0,0,1,28,3,20,22,26,49,0,0
instance_0,0,3,0,2,0,66,0,0,1,21,3,35,36,34,50,0,0
instance_0,0,6,0,0,0,44,0,0,1,17,3,14,62,31,18,2,0
instance_0,0,8,1,0,0,33,0,0,1,29,1,10,31,74,23,2,0
instance_0,0,0,1,2,0,76,0,0,0,15,10,10,31,37,38,2,0
instance_0,0,9,0,2,0,-6,0,0,0,23,0,41,29,86,38,0,0
instance_0,0,0,1,0,0,83,0,0,0,9,9,6,3,7,42,2,0
instance_0,0,10,0,0,0,31,0,0,0,24,4,8,20,18,53,0,0
instance_0,0,1,0,0,0,19,0,0,1,10,3,28,58,23,52,0,0
instance_0,0,4,1,0,0,-8,0,0,0,20,3,32,13,83,42,1,0
instance_0,0,9,0,1,0,67,0,0,0,4,7,4,31,71,11,2,0
instance_0,0,0,1,1,0,10,0,0,0,30,8,42,2,25,2,2,0
instance_0,0,1,1,0,0,0,0,0,0,25,6,34,26,42,24,1,0
instance_0,0,3,1,0,0,49,0,0,1,21,4,19,59,77,36,0,0
instance_0,0,4,1,0,0,21,0,0,1,23,0,40,1,13,16,2,0
instance_0,0,3,1,0,0,33,0,0,1,2,2,48,33,38,19,2,0
instance_0,0,6,0,1,0,47,0,0,0,6,6,36,36,41,53,2,0
instance_0,0,1,1,1,0,8,0,0,0,9,5,46,62,4,37,2,0
instance_0,0,5,1,0,0,-4,0,0,0,25,4,44,7,78,13,2,0
instance_0,0,1,0,0,0,50,0,0,0,18,0,34,10,45,4,1,0
instance_0,0,10,0,2,0,27,0,0,0,8,7,23,34,3,52,2,0
instance_0,0,6,1,1,0,63,0,0,0,23,2,10,47,33,12,2,0
instance_0,0,8,0,2,0,41,0,0,0,20,0,13,17,80,51,2,0
instance_0,0,9,1,0,0,59,0,0,1,10,0,26,62,20,12,0,0
instance_0,0,0,1,2,0,62,0,0,0,3,3,12,49,40,52,0,0
instance_0,0,4,0,2,0,66,0,0,1,18,9,18,60,8,19,0,0
instance_0,0,10,0,0,0,27,0,0,0,7,5,27,35,15,39,1,0
instance_0,0,9,0,2,0,43,0,0,0,18,7,9,28,22,51,2,0
instance_0,0,5,1,1,0,34,0,0,1,19,9,45,8,18,47,2,0
instance_0,0,0,0,0,0,98,0,0,1,25,5,48,31,16,55,1,0
instance_0,0,3,0,0,0,35,0,0,1,18,7,17,2,4,37,2,0
instance_0,0,0,1,0,0,34,0,0,1,25,10,39,62,74,28,2,0
instance_0,0,3,1,2,0,26,0,0,0,17,9,39,4,60,40,0,0
instance_0,0,9,0,1,0,6,0,0,1,23,8,20,17,56,0,2,0
instance_0,0,10,0,1,0,58,0,0,0,10,5,23,29,71,12,1,0
instance_0,0,4,0,0,0,60,0,0,1,2,5,16,41,60,49,0,0
instance_0,0,2,0,0,0,23,0,0,1,6,7,12,11,12,30,0,0
instance_0,0,2,1,2,0,89,0,0,0,29,0,41,1,18,17,0,0
instance_0,0,10,1,1,0,64,0,0,0,19,10,4,22,65,28,2,0
instance_0,0,3,1,1,0,46,0,0,0,9,9,44,59,82,11,2,0
instance_0,0,4,0,1,0,-1,0,0,0,26,1,17,27,36,32,1,0
instance_0,0,8,0,2,0,-2,0,0,0,23,5,20,1,20,33,0,0
instance_0,0,8,1,1,0,65,0,0,0,21,3,46,21,77,57,2,0
instance_0,0,1,1,2,0,87,0,0,1,21,4,22,21,52,28,2,0
instance_0,0,2,1,1,0,45,0,0,1,11,3,40,18,79,27,2,0
instance_0,0,6,0,1,0,1,0,0,1,14,7,7,35,56,26,0,0
instance_0,0,3,1,0,0,101,0,0,1,13,10,27,56,33,48,2,0
instance_0,0,7,1,1,0,22,0,0,0,23,7,31,8,49,6,0,0
instance_0,0,2,0,1,0,19,0,0,0,18,3,46,22,3,36,0,0
instance_0,0,7,1,0,0,46,0,0,0,29,9,15,4,-1,52,0,0
instance_0,0,8,0,0,0,92,0,0,0,22,3,5,1,7,22,2,0
instance_0,0,10,1,0,0,50,0,0,0,11,4,5,51,23,22,1,0
instance_0,0,9,0,0,0,82,0,0,1,22,4,12,11,17,30,2,0
instance_0,0,9,0,2,0,55,0,0,1,21,3,31,60,17,21,2,0
instance_0,0,2,0,2,0,40,0,0,0,11,1,11,36,28,4,2,0
instance_0,0,2,1,2,0,78,0,0,0,25,6,45,34,25,54,0,0
instance_0,0,6,0,2,0,66,0,0,1,24,1,16,32,46,4,2,0
instance_0,0,10,0,2,0,91,0,0,0,2,3,18,26,60,22,1,0
instance_0,0,2,0,1,0,1,0,0,1,29,6,32,53,74,35,0,0
instance_0,0,1,0,2,0,66,0,0,0,1,10,18,37,51,56,2,0
instance_0,0,3,0,1,0,61,0,0,1,10,1,26,47,9,32,1,0
instance_0,0,8,0,2,0,56,0,0,1,13,9,37,24,31,56,2,0
instance_0,0,2,0,0,0,81,0,0,0,17,9,22,2,24,33,2,0
instance_0,0,4,0,0,0,61,0,0,1,3,2,26,4,38,27,2,0
instance_0,0,3,0,0,0,77,0,0,0,28,5,17,34,52,38,2,0
instance_0,0,10,0,1,0,78,0,0,0,5,8,31,25,50,20,1,0
instance_0,0,2,1,2,0,95,0,0,0,21,1,37,58,77,38,1,0
instance_0,0,0,0,2,0,90,0,0,0,20,1,33,41,35,15,0,0
instance_0,0,10,0,2,0,12,0,0,0,24,10,38,25,33,13,1,0
instance_0,0,5,0,0,0,10,0,0,0,18,1,20,46,72,57,2,0
instance_0,0,8,0,0,0,98,0,0,1,19,4,48,19,17,48,2,0
instance_0,0,6,0,0,0,101,0,0,0,21,8,7,14,65,6,2,0
instance_0,0,2,1,2,0,63,0,0,1,3,6,47,19,59,50,0,0
instance_0,0,0,0,0,0,67,0,0,1,20,1,5,58,55,34,0,0
instance_0,0,3,1,0,0,19,0,0,1,13,4,39,7,39,6,2,0
instance_0,0,3,0,2,0,47,0,0,1,3,9,29,61,68,47,2,0
instance_0,0,6,0,0,0,43,0,0,1,12,9,20,31,2,49,2,0
instance_0,0,2,0,2,0,-5,0,0,0,8,3,8,22,76,14,2,0
instance_0,0,1,1,0,0,6,0,0,1,2,6,27,2,44,53,2,0
instance_0,0,6,0,1,0,87,0,0,0,13,0,8,51,32,51,2,0
instance_0,0,5,0,1,0,75,0,0,1,28,4,19,37,9,47,1,0
instance_0,0,1,0,2,0,60,0,0,0,1,9,22,32,35,26,2,0
instance_0,0,7,1,0,0,33,0,0,0,24,0,12,2,1,29,2,0
instance_0,0,7,1,0,0,13,0,0,0,25,1,10,50,20,52,2,0
instance_0,0,10,0,1,0,64,0,0,0,4,10,42,24,78,57,2,0
instance_0,0,5,0,2,0,57,0,0,0,9,6,37,24,37,57,2,0
instance_0,0,8,1,1,0,67,0,0,0,4,1,15,27,80,34,2,0
instance_0,0,10,0,2,0,81,0,0,1,21,6,48,29,1,19,1,0
instance_0,0,4,1,1,0,-3,0,0,1,11,6,32,11,16,34,2,0
instance_0,0,4,1,2,0,47,0,0,1,27,1,18,34,38,33,1,0
instance_0,0,10,1,2,0,45,0,0,1,13,1,31,1,34,45,2,0
instance_0,0,1,1,0,0,62,0,0,0,9,2,48,32,17,40,2,0
instance_0,0,2,1,1,0,32,0,0,0,21,9,1,9,40,56,0,0
instance_0,0,6,0,1,0,21,0,0,1,8,7,15,30,16,57,2,0
instance_0,0,5,0,1,0,34,0,0,1,7,9,45,7,20,47,2,0
instance_0,0,10,1,1,0,50,0,0,0,7,1,28,61,19,5,0,0
instance_0,0,9,0,0,0,76,0,0,0,30,4,23,26,45,26,2,0
instance_0,0,10,1,1,0,90,0,0,1,24,2,40,32,15,46,2,0
instance_0,0,6,1,2,0,73,0,0,0,20,6,23,24,14,41,0,0
instance_0,0,1,0,0,0,37,0,0,0,9,8,46,29,42,14,2,0
instance_0,0,10,0,0,0,81,0,0,1,16,3,45,23,17,32,2,0
instance_0,0,3,0,2,0,-5,0,0,1,30,6,7,45,85,5,2,0
instance_0,0,0,1,0,0,27,0,0,0,10,3,22,26,76,55,1,0
instance_0,0,5,1,2,0,14,0,0,1,5,3,42,46,74,22,1,0
instance_0,0,8,1,1,0,-9,0,0,1,17,8,21,48,45,50,2,0
instance_0,0,2,0,1,0,50,0,0,1,6,2,36,36,41,20,0,0
instance_0,0,2,1,1,0,80,0,0,0,13,2,20,29,79,22,0,0
instance_0,0,10,0,0,0,8,0,0,0,27,6,20,25,61,53,1,0
instance_0,0,4,1,2,0,9,0,0,0,13,9,42,13,31,51,2,0
instance_0,0,7,0,1,0,37,0,0,0,19,2,19,62,32,22,2,0
instance_0,0,3,1,2,0,14,0,0,0,23,5,28,32,72,20,1,0
instance_0,0,0,0,1,0,32,0,0,1,15,0,39,31,35,34,1,0
instance_0,0,3,1,0,0,101,0,0,0,1,0,27,22,11,33,0,0
instance_0,0,0,1,0,0,41,0,0,1,24,6,3,11,68,34,2,0
instance_0,0,4,1,0,0,11,0,0,1,19,8,12,45,16,10,0,0
instance_0,0,1,0,1,0,86,0,0,0,24,7,26,4,6,47,0,0
instance_0,0,0,1,0,0,96,0,0,1,20,1,20,37,54,31,1,0
instance_0,0,2,0,0,0,-4,0,0,1,4,1,35,36,23,53,0,0
instance_0,0,9,1,0,0,-4,0,0,1,28,7,34,29,30,46,2,0
instance_0,0,5,1,0,0,52,0,0,1,17,3,36,40,71,25,1,0
instance_0,0,9,0,2,0,86,0,0,0,23,5,36,51,41,16,1,0
instance_0,0,8,0,0,0,85,0,0,0,23,1,13,36,63,8,0,0
instance_0,0,8,0,1,0,86,0,0,0,18,3,23,45,17,1,2,0
instance_0,0,6,0,0,0,56,0,0,1,18,0,22,49,50,44,0,0
instance_0,0,0,1,1,0,17,0,0,1,16,7,28,19,27,48,1,0
instance_0,0,3,0,1,0,34,0,0,0,1,2,34,15,35,32,1,0
instance_0,0,2,1,1,0,12,0,0,0,1,3,28,10,33,22,0,0
instance_0,0,0,1,0,0,-1,0,0,0,9,0,9,34,64,2,2,0
instance_0,0,2,0,1,0,81,0,0,1,6,10,45,42,82,25,2,0
instance_0,0,4,1,2,0,75,0,0,0,22,0,3,33,52,20,2,0
instance_0,0,2,0,0,0,89,0,0,1,18,7,5,50,3,40,2,0
instance_0,0,0,1,1,0,36,0,0,0,18,9,7,12,52,37,0,0
instance_0,0,2,0,1,0,32,0,0,1,14,10,27,36,18,28,0,0
instance_0,0,5,0,1,0,9,0,0,1,15,10,40,40,78,15,2,0
instance_0,0,7,0,0,0,35,0,0,0,26,0,45,35,32,16,2,0
instance_0,0,2,0,1,0,36,0,0,0,1,8,37,21,57,50,2,0
instance_0,0,2,0,1,0,17,0,0,1,7,0,11,25,28,25,1,0
instance_0,0,6,0,0,0,27,0,0,0,3,6,22,31,80,19,1,0
instance_0,0,9,0,0,0,59,0,0,0,10,8,31,52,32,41,2,0
instance_0,0,6,1,0,0,54,0,0,1,21,0,9,27,60,57,0,0
instance_0,0,6,1,1,0,9,0,0,0,24,3,17,33,52,27,2,0
instance_0,0,3,1,2,0,92,0,0,0,1,9,22,19,34,7,1,0
instance_0,0,0,0,2,0,62,0,0,1,22,9,25,40,77,49,1,0
instance_0,0,6,1,2,0,22,0,0,0,4,1,33,59,20,17,2,0
instance_0,0,9,1,2,0,34,0,0,1,19,5,45,8,20,47,1,0
instance_0,0,8,1,0,0,59,0,0,0,28,1,31,48,1,36,2,0
instance_0,0,10,0,2,0,45,0,0,0,1,8,25,20,53,17,1,0
instance_0,0,6,0,2,0,78,0,0,1,11,2,9,9,77,41,2,0
instance_0,0,10,1,0,0,37,0,0,0,1,1,2,25,42,13,2,0
instance_0,0,0,1,0,0,101,0,0,1,4,4,4,36,29,39,0,0
instance_0,0,8,1,2,0,25,0,0,0,6,7,11,14,58,42,2,0
instance_0,0,9,1,0,0,13,0,0,1,12,8,29,36,50,3,1,0
instance_0,0,10,0,0,0,43,0,0,0,18,6,26,22,18,41,1,0
instance_0,0,5,0,1,0,25,0,0,0,9,7,26,6,37,11,2,0
instance_0,0,9,1,0,0,77,0,0,0,14,7,30,48,65,9,1,0
instance_0,0,2,1,1,0,10,0,0,0,23,5,29,14,61,36,0,0
instance_0,0,1,0,1,0,48,0,0,1,18,9,13,23,70,46,0,0
instance_0,0,0,0,0,0,98,0,0,1,20,8,19,58,28,34,0,0
instance_0,0,7,1,0,0,18,0,0,0,20,6,8,40,49,14,2,0
instance_0,0,1,1,1,0,46,0,0,0,13,4,11,42,70,9,2,0
instance_0,0,10,1,0,0,27,0,0,0,10,6,8,49,82,5,1,0
instance_0,0,5,0,2,0,86,0,0,0,22,0,13,35,15,52,0,0
instance_0,0,3,1,2,0,84,0,0,0,26,7,5,19,59,4,0,0
instance_0,0,2,0,2,0,83,0,0,0,1,7,42,54,21,56,0,0
instance_0,0,9,0,2,0,29,0,0,0,11,7,37,7,46,29,0,0
instance_0,0,1,1,2,0,40,0,0,0,6,3,40,15,13,8,2,0
instance_0,0,4,0,0,0,-3,0,0,1,30,8,4,31,2,8,2,0
instance_0,0,7,0,1,0,10,0,0,1,24,8,35,56,13,43,0,0
instance_0,0,9,1,0,0,83,0,0,1,1,8,16,16,30,10,2,0
instance_0,0,6,1,0,0,58,0,0,0,21,7,32,42,31,13,2,0
instance_0,0,6,1,0,0,77,0,0,0,20,0,12,27,65,39,0,0
instance_0,0,3,0,1,0,38,0,0,1,21,10,43,41,2,29,2,0
instance_0,0,9,0,0,0,52,0,0,1,22,7,17,54,9,32,1,0
instance_0,0,7,0,1,0,84,0,0,1,5,4,11,6,86,44,2,0
instance_0,0,2,0,1,0,44,0,0,0,6,6,16,5,13,40,0,0
