Instances,feature_age,feature_workclass,feature_fnlwgt,feature_education,feature_marital_status,feature_occupation,feature_relationship,feature_race,feature_sex,feature_capital_gain,feature_capital_loss,feature_hours_per_week,feature_native_country,algo_Random_Forest_standard_unfair
instance_0,2,1,7,2,1,2,0,0,0,19,8,18,7,0
instance_0,2,1,7,2,1,2,2,0,0,19,8,18,7,0
instance_0,2,1,7,2,1,2,1,1,0,19,8,18,7,0
instance_0,3,1,7,2,1,2,1,0,0,19,7,17,7,0
instance_0,2,1,7,3,1,2,1,0,0,19,7,17,7,0
instance_0,2,1,7,2,0,2,1,0,0,19,7,17,7,0
instance_0,2,1,7,2,1,2,0,0,0,19,7,17,7,0
instance_0,2,1,7,2,1,2,2,0,0,19,7,17,7,0
instance_0,2,1,7,2,1,2,1,1,0,19,7,17,7,0
instance_0,3,1,7,2,1,2,1,0,0,19,7,19,7,0
instance_0,2,1,7,2,0,2,1,0,0,19,7,19,7,0
instance_0,2,1,7,2,1,2,0,0,0,19,7,19,7,0
instance_0,2,1,7,2,1,2,2,0,0,19,7,19,7,0
instance_0,2,1,7,2,1,2,1,1,0,19,7,19,7,0
instance_0,3,1,7,2,1,2,1,0,0,19,7,18,6,0
instance_0,2,1,7,3,1,2,1,0,0,19,7,18,6,0
instance_0,2,1,7,2,0,2,1,0,0,19,7,18,6,0
instance_0,2,1,7,2,1,2,0,0,0,19,7,18,6,0
instance_0,2,1,7,2,1,2,2,0,0,19,7,18,6,0
instance_0,2,1,7,2,1,2,1,1,0,19,7,18,6,0
instance_0,3,1,7,2,1,2,1,0,0,19,7,18,8,0
instance_0,2,1,7,3,1,2,1,0,0,19,7,18,8,0
instance_0,2,1,7,2,0,2,1,0,0,19,7,18,8,0
instance_0,2,1,7,2,1,2,0,0,0,19,7,18,8,0
instance_0,2,1,7,2,1,2,2,0,0,19,7,18,8,0
instance_0,2,1,7,2,1,2,1,1,0,19,7,18,8,0
instance_0,3,1,7,2,1,2,1,0,0,18,5,18,7,0
instance_0,2,1,7,3,1,2,1,0,0,18,5,18,7,0
instance_0,2,1,7,2,0,2,1,0,0,18,5,18,7,0
instance_0,2,1,7,2,1,2,0,0,0,18,5,18,7,0
instance_0,2,1,7,2,1,2,2,0,0,18,5,18,7,0
instance_0,2,1,7,2,1,2,1,1,0,18,5,18,7,0
instance_0,3,1,7,2,1,2,1,0,0,18,6,17,7,0
instance_0,2,1,7,3,1,2,1,0,0,18,6,17,7,0
instance_0,2,1,7,2,0,2,1,0,0,18,6,17,7,0
instance_0,2,1,7,2,1,2,0,0,0,18,6,17,7,0
instance_0,2,1,7,2,1,2,2,0,0,18,6,17,7,0
instance_0,2,1,7,2,1,2,1,1,0,18,6,17,7,0
instance_0,3,1,7,2,1,2,1,0,0,18,6,19,7,0
instance_0,2,1,7,3,1,2,1,0,0,18,6,19,7,0
instance_0,2,1,7,2,0,2,1,0,0,18,6,19,7,0
instance_0,2,1,7,2,1,2,0,0,0,18,6,19,7,0
instance_0,2,1,7,2,1,2,2,0,0,18,6,19,7,0
instance_0,2,1,7,2,1,2,1,1,0,18,6,19,7,0
instance_0,3,1,7,2,1,2,1,0,0,18,6,18,6,0
instance_0,2,1,7,3,1,2,1,0,0,18,6,18,6,0
instance_0,2,1,7,2,0,2,1,0,0,18,6,18,6,0
instance_0,2,1,7,2,1,2,0,0,0,18,6,18,6,0
instance_0,2,1,7,2,1,2,2,0,0,18,6,18,6,0
instance_0,2,1,7,2,1,2,1,1,0,18,6,18,6,0
instance_0,3,1,7,2,1,2,1,0,0,18,6,18,8,0
instance_0,2,1,7,3,1,2,1,0,0,18,6,18,8,0
instance_0,2,1,7,2,0,2,1,0,0,18,6,18,8,0
instance_0,2,1,7,2,1,2,0,0,0,18,6,18,8,0
instance_0,2,1,7,2,1,2,2,0,0,18,6,18,8,0
instance_0,2,1,7,2,1,2,1,1,0,18,6,18,8,0
instance_0,3,1,7,2,1,2,1,0,0,18,9,18,7,0
instance_0,2,1,7,3,1,2,1,0,0,18,9,18,7,0
instance_0,2,1,7,2,0,2,1,0,0,18,9,18,7,0
instance_0,2,1,7,2,1,2,0,0,0,18,9,18,7,0
instance_0,2,1,7,2,1,2,2,0,0,18,9,18,7,0
instance_0,2,1,7,2,1,2,1,1,0,18,9,18,7,0
instance_0,3,1,7,2,1,2,1,0,0,18,8,17,7,0
instance_0,2,1,7,3,1,2,1,0,0,18,8,17,7,0
instance_0,2,1,7,2,0,2,1,0,0,18,8,17,7,0
instance_0,2,1,7,2,1,2,0,0,0,18,8,17,7,0
instance_0,2,1,7,2,1,2,2,0,0,18,8,17,7,0
instance_0,2,1,7,2,1,2,1,1,0,18,8,17,7,0
instance_0,3,1,7,2,1,2,1,0,0,18,8,19,7,0
instance_0,2,1,7,3,1,2,1,0,0,18,8,19,7,0
instance_0,2,1,7,2,0,2,1,0,0,18,8,19,7,0
instance_0,2,1,7,2,1,2,0,0,0,18,8,19,7,0
instance_0,2,1,7,2,1,2,2,0,0,18,8,19,7,0
instance_0,2,1,7,2,1,2,1,1,0,18,8,19,7,0
instance_0,3,1,7,2,1,2,1,0,0,18,8,18,6,0
instance_0,2,1,7,3,1,2,1,0,0,18,8,18,6,0
instance_0,2,1,7,2,0,2,1,0,0,18,8,18,6,0
instance_0,2,1,7,2,1,2,0,0,0,18,8,18,6,0
instance_0,2,1,7,2,1,2,2,0,0,18,8,18,6,0
instance_0,2,1,7,2,1,2,1,1,0,18,8,18,6,0
instance_0,3,1,7,2,1,2,1,0,0,18,8,18,8,0
instance_0,2,1,7,3,1,2,1,0,0,18,8,18,8,0
instance_0,2,1,7,2,0,2,1,0,0,18,8,18,8,0
instance_0,2,1,7,2,1,2,0,0,0,18,8,18,8,0
instance_0,2,1,7,2,1,2,2,0,0,18,8,18,8,0
instance_0,2,1,7,2,1,2,1,1,0,18,8,18,8,0
instance_0,3,1,7,2,1,2,1,0,0,18,7,16,7,0
instance_0,2,1,7,3,1,2,1,0,0,18,7,16,7,0
instance_0,2,1,7,2,0,2,1,0,0,18,7,16,7,0
instance_0,2,1,7,2,1,2,0,0,0,18,7,16,7,0
instance_0,2,1,7,2,1,2,2,0,0,18,7,16,7,0
instance_0,2,1,7,2,1,2,1,1,0,18,7,16,7,0
instance_0,3,1,7,2,1,2,1,0,0,18,7,17,6,0
instance_0,2,1,7,3,1,2,1,0,0,18,7,17,6,0
instance_0,2,1,7,2,0,2,1,0,0,18,7,17,6,0
instance_0,2,1,7,2,1,2,0,0,0,18,7,17,6,0
instance_0,2,1,7,2,1,2,2,0,0,18,7,17,6,0
instance_0,2,1,7,2,1,2,1,1,0,18,7,17,6,0
instance_0,3,1,7,2,1,2,1,0,0,18,7,17,8,0
instance_0,2,1,7,3,1,2,1,0,0,18,7,17,8,0
instance_0,2,1,7,2,0,2,1,0,0,18,7,17,8,0
instance_0,2,1,7,2,1,2,0,0,0,18,7,17,8,0
instance_0,2,1,7,2,1,2,2,0,0,18,7,17,8,0
instance_0,2,1,7,2,1,2,1,1,0,18,7,17,8,0
instance_0,3,1,7,2,1,2,1,0,0,18,7,20,7,0
instance_0,2,1,7,3,1,2,1,0,0,18,7,20,7,0
instance_0,2,1,7,2,0,2,1,0,0,18,7,20,7,0
instance_0,2,1,7,2,1,2,0,0,0,18,7,20,7,0
instance_0,2,1,7,2,1,2,2,0,0,18,7,20,7,0
instance_0,2,1,7,2,1,2,1,1,0,18,7,20,7,0
instance_0,3,1,7,2,1,2,1,0,0,18,7,19,6,0
instance_0,2,1,7,3,1,2,1,0,0,18,7,19,6,0
instance_0,2,1,7,2,0,2,1,0,0,18,7,19,6,0
instance_0,2,1,7,2,1,2,0,0,0,18,7,19,6,0
instance_0,2,1,7,2,1,2,2,0,0,18,7,19,6,0
instance_0,2,1,7,2,1,2,1,1,0,18,7,19,6,0
instance_0,3,1,7,2,1,2,1,0,0,18,7,19,8,0
instance_0,2,1,7,3,1,2,1,0,0,18,7,19,8,0
instance_0,2,1,7,2,0,2,1,0,0,18,7,19,8,0
instance_0,2,1,7,2,1,2,0,0,0,18,7,19,8,0
instance_0,2,1,7,2,1,2,2,0,0,18,7,19,8,0
instance_0,2,1,7,2,1,2,1,1,0,18,7,19,8,0
instance_0,3,1,7,2,1,2,1,0,0,18,7,18,5,0
instance_0,2,1,7,3,1,2,1,0,0,18,7,18,5,0
instance_0,2,1,7,2,0,2,1,0,0,18,7,18,5,0
instance_0,2,1,7,2,1,2,0,0,0,18,7,18,5,0
instance_0,2,1,7,2,1,2,2,0,0,18,7,18,5,0
instance_0,2,1,7,2,1,2,1,1,0,18,7,18,5,0
instance_0,3,1,7,2,1,2,1,0,0,18,7,18,9,0
instance_0,2,1,7,3,1,2,1,0,0,18,7,18,9,0
instance_0,2,1,7,2,0,2,1,0,0,18,7,18,9,0
instance_0,2,1,7,2,1,2,0,0,0,18,7,18,9,0
instance_0,2,1,7,2,1,2,2,0,0,18,7,18,9,0
instance_0,2,1,7,2,1,2,1,1,0,18,7,18,9,0
instance_0,1,0,7,3,1,2,1,0,0,17,7,17,7,0
instance_0,1,0,7,2,0,2,1,0,0,17,7,17,7,0
instance_0,1,0,7,2,1,2,0,0,0,17,7,17,7,0
instance_0,1,0,7,2,1,2,2,0,0,17,7,17,7,0
instance_0,1,0,7,2,1,2,1,1,0,17,7,17,7,0
instance_0,1,2,7,3,1,2,1,0,0,17,7,17,7,0
instance_0,1,2,7,2,0,2,1,0,0,17,7,17,7,0
instance_0,1,2,7,2,1,2,0,0,0,17,7,17,7,0
instance_0,1,2,7,2,1,2,2,0,0,17,7,17,7,0
instance_0,1,2,7,2,1,2,1,1,0,17,7,17,7,0
instance_0,1,1,6,3,1,2,1,0,0,17,7,17,7,0
instance_0,1,1,6,2,0,2,1,0,0,17,7,17,7,0
instance_0,1,1,6,2,1,2,0,0,0,17,7,17,7,0
instance_0,1,1,6,2,1,2,2,0,0,17,7,17,7,0
instance_0,1,1,6,2,1,2,1,1,0,17,7,17,7,0
instance_0,1,1,8,3,1,2,1,0,0,17,7,17,7,0
instance_0,1,1,8,2,0,2,1,0,0,17,7,17,7,0
instance_0,1,1,8,2,1,2,0,0,0,17,7,17,7,0
instance_0,1,1,8,2,1,2,2,0,0,17,7,17,7,0
instance_0,1,1,8,2,1,2,1,1,0,17,7,17,7,0
instance_0,1,1,7,0,1,2,1,0,0,17,7,17,7,0
instance_0,1,1,7,1,0,2,1,0,0,17,7,17,7,0
instance_0,1,1,7,1,1,2,0,0,0,17,7,17,7,0
instance_0,1,1,7,1,1,2,2,0,0,17,7,17,7,0
instance_0,1,1,7,1,1,2,1,1,0,17,7,17,7,0
instance_0,1,1,7,3,2,2,1,0,0,17,7,17,7,0
instance_0,1,1,7,2,2,2,0,0,0,17,7,17,7,0
instance_0,1,1,7,2,2,2,2,0,0,17,7,17,7,0
instance_0,1,1,7,2,2,2,1,1,0,17,7,17,7,0
instance_0,1,1,7,3,1,1,1,0,0,17,7,17,7,0
instance_0,1,1,7,2,0,1,1,0,0,17,7,17,7,0
instance_0,1,1,7,2,1,1,0,0,0,17,7,17,7,0
instance_0,1,1,7,2,1,1,2,0,0,17,7,17,7,0
instance_0,1,1,7,2,1,1,1,1,0,17,7,17,7,0
instance_0,1,1,7,3,1,3,1,0,0,17,7,17,7,0
instance_0,1,1,7,2,0,3,1,0,0,17,7,17,7,0
instance_0,1,1,7,2,1,4,1,0,0,17,7,17,7,0
instance_0,1,1,7,2,1,3,0,0,0,17,7,17,7,0
instance_0,1,1,7,2,1,3,2,0,0,17,7,17,7,0
instance_0,1,1,7,2,1,3,1,1,0,17,7,17,7,0
instance_0,1,1,7,3,1,2,1,0,0,16,7,17,7,0
instance_0,1,1,7,2,0,2,1,0,0,16,7,17,7,0
instance_0,1,1,7,2,1,2,0,0,0,16,7,17,7,0
instance_0,1,1,7,2,1,2,2,0,0,16,7,17,7,0
instance_0,1,1,7,2,1,2,1,1,0,16,7,17,7,0
instance_0,1,1,7,3,1,2,1,0,0,17,6,17,7,0
instance_0,1,1,7,2,0,2,1,0,0,17,6,17,7,0
instance_0,1,1,7,2,1,2,0,0,0,17,6,17,7,0
instance_0,1,1,7,2,1,2,2,0,0,17,6,17,7,0
instance_0,1,1,7,2,1,2,1,1,0,17,6,17,7,0
instance_0,1,1,7,3,1,2,1,0,0,17,8,17,7,0
instance_0,1,1,7,2,0,2,1,0,0,17,8,17,7,0
instance_0,1,1,7,2,1,2,0,0,0,17,8,17,7,0
instance_0,1,1,7,2,1,2,2,0,0,17,8,17,7,0
instance_0,1,1,7,2,1,2,1,1,0,17,8,17,7,0
instance_0,1,1,7,3,1,2,1,0,0,17,7,16,7,0
instance_0,1,1,7,2,0,2,1,0,0,17,7,16,7,0
instance_0,1,1,7,2,1,2,0,0,0,17,7,16,7,0
instance_0,1,1,7,2,1,2,2,0,0,17,7,16,7,0
instance_0,1,1,7,2,1,2,1,1,0,17,7,16,7,0
instance_0,1,1,7,3,1,2,1,0,0,17,7,17,6,0
instance_0,1,1,7,2,0,2,1,0,0,17,7,17,6,0
instance_0,1,1,7,2,1,2,0,0,0,17,7,17,6,0
instance_0,1,1,7,2,1,2,2,0,0,17,7,17,6,0
instance_0,1,1,7,2,1,2,1,1,0,17,7,17,6,0
instance_0,1,1,7,3,1,2,1,0,0,17,7,17,8,0
instance_0,1,1,7,2,0,2,1,0,0,17,7,17,8,0
instance_0,1,1,7,2,1,2,0,0,0,17,7,17,8,0
instance_0,1,1,7,2,1,2,2,0,0,17,7,17,8,0
instance_0,1,1,7,2,1,2,1,1,0,17,7,17,8,0
instance_0,3,0,6,2,1,2,1,0,0,17,7,17,7,0
instance_0,2,0,6,3,1,2,1,0,0,17,7,17,7,0
instance_0,2,0,6,2,0,2,1,0,0,17,7,17,7,0
instance_0,2,0,6,2,1,2,0,0,0,17,7,17,7,0
instance_0,2,0,6,2,1,2,2,0,0,17,7,17,7,0
instance_0,2,0,6,2,1,2,1,1,0,17,7,17,7,0
instance_0,3,0,8,2,1,2,1,0,0,17,7,17,7,0
instance_0,2,0,8,3,1,2,1,0,0,17,7,17,7,0
instance_0,2,0,8,2,0,2,1,0,0,17,7,17,7,0
instance_0,2,0,8,2,1,2,0,0,0,17,7,17,7,0
instance_0,2,0,8,2,1,2,2,0,0,17,7,17,7,0
instance_0,2,0,8,2,1,2,1,1,0,17,7,17,7,0
instance_0,3,0,7,1,1,2,1,0,0,17,7,17,7,0
instance_0,2,0,7,0,1,2,1,0,0,17,7,17,7,0
instance_0,2,0,7,1,0,2,1,0,0,17,7,17,7,0
instance_0,2,0,7,1,1,2,0,0,0,17,7,17,7,0
instance_0,2,0,7,1,1,2,2,0,0,17,7,17,7,0
instance_0,2,0,7,1,1,2,1,1,0,17,7,17,7,0
instance_0,3,0,7,2,2,2,1,0,0,17,7,17,7,0
instance_0,2,0,7,3,2,2,1,0,0,17,7,17,7,0
instance_0,2,0,7,2,2,2,0,0,0,17,7,17,7,0
instance_0,2,0,7,2,2,2,2,0,0,17,7,17,7,0
instance_0,2,0,7,2,2,2,1,1,0,17,7,17,7,0
instance_0,3,0,7,2,1,1,1,0,0,17,7,17,7,0
instance_0,2,0,7,3,1,1,1,0,0,17,7,17,7,0
instance_0,2,0,7,2,0,1,1,0,0,17,7,17,7,0
instance_0,2,0,7,2,1,1,0,0,0,17,7,17,7,0
instance_0,2,0,7,2,1,1,2,0,0,17,7,17,7,0
instance_0,2,0,7,2,1,1,1,1,0,17,7,17,7,0
instance_0,3,0,7,2,1,3,1,0,0,17,7,17,7,0
instance_0,2,0,7,3,1,3,1,0,0,17,7,17,7,0
instance_0,2,0,7,2,0,3,1,0,0,17,7,17,7,0
instance_0,2,0,7,2,1,4,1,0,0,17,7,17,7,0
instance_0,2,0,7,2,1,3,0,0,0,17,7,17,7,0
instance_0,2,0,7,2,1,3,2,0,0,17,7,17,7,0
instance_0,2,0,7,2,1,3,1,1,0,17,7,17,7,0
instance_0,3,0,7,2,1,2,1,0,0,16,7,17,7,0
instance_0,2,0,7,3,1,2,1,0,0,16,7,17,7,0
instance_0,2,0,7,2,0,2,1,0,0,16,7,17,7,0
instance_0,2,0,7,2,1,2,0,0,0,16,7,17,7,0
instance_0,2,0,7,2,1,2,2,0,0,16,7,17,7,0
instance_0,2,0,7,2,1,2,1,1,0,16,7,17,7,0
instance_0,3,0,7,2,1,2,1,0,0,17,6,17,7,0
instance_0,2,0,7,3,1,2,1,0,0,17,6,17,7,0
instance_0,2,0,7,2,0,2,1,0,0,17,6,17,7,0
instance_0,2,0,7,2,1,2,0,0,0,17,6,17,7,0
instance_0,2,0,7,2,1,2,2,0,0,17,6,17,7,0
instance_0,2,0,7,2,1,2,1,1,0,17,6,17,7,0
instance_0,3,0,7,2,1,2,1,0,0,17,8,17,7,0
instance_0,2,0,7,3,1,2,1,0,0,17,8,17,7,0
instance_0,2,0,7,2,0,2,1,0,0,17,8,17,7,0
instance_0,2,0,7,2,1,2,0,0,0,17,8,17,7,0
instance_0,2,0,7,2,1,2,2,0,0,17,8,17,7,0
instance_0,2,0,7,2,1,2,1,1,0,17,8,17,7,0
instance_0,3,0,7,2,1,2,1,0,0,17,7,16,7,0
instance_0,2,0,7,3,1,2,1,0,0,17,7,16,7,0
instance_0,2,0,7,2,0,2,1,0,0,17,7,16,7,0
instance_0,2,0,7,2,1,2,0,0,0,17,7,16,7,0
instance_0,2,0,7,2,1,2,2,0,0,17,7,16,7,0
instance_0,2,0,7,2,1,2,1,1,0,17,7,16,7,0
instance_0,3,0,7,2,1,2,1,0,0,17,7,17,6,0
instance_0,2,0,7,3,1,2,1,0,0,17,7,17,6,0
instance_0,2,0,7,2,0,2,1,0,0,17,7,17,6,0
instance_0,2,0,7,2,1,2,0,0,0,17,7,17,6,0
instance_0,2,0,7,2,1,2,2,0,0,17,7,17,6,0
instance_0,2,0,7,2,1,2,1,1,0,17,7,17,6,0
instance_0,3,0,7,2,1,2,1,0,0,17,7,17,8,0
instance_0,2,0,7,3,1,2,1,0,0,17,7,17,8,0
instance_0,2,0,7,2,0,2,1,0,0,17,7,17,8,0
instance_0,2,0,7,2,1,2,0,0,0,17,7,17,8,0
instance_0,2,0,7,2,1,2,2,0,0,17,7,17,8,0
instance_0,2,0,7,2,1,2,1,1,0,17,7,17,8,0
instance_0,3,3,7,2,1,2,1,0,0,17,7,17,7,0
instance_0,2,3,7,3,1,2,1,0,0,17,7,17,7,0
instance_0,2,3,7,2,0,2,1,0,0,17,7,17,7,0
instance_0,2,3,7,2,1,2,0,0,0,17,7,17,7,0
instance_0,2,3,7,2,1,2,2,0,0,17,7,17,7,0
instance_0,2,3,7,2,1,2,1,1,0,17,7,17,7,0
instance_0,3,2,6,2,1,2,1,0,0,17,7,17,7,0
instance_0,2,2,6,3,1,2,1,0,0,17,7,17,7,0
instance_0,2,2,6,2,0,2,1,0,0,17,7,17,7,0
instance_0,2,2,6,2,1,2,0,0,0,17,7,17,7,0
instance_0,2,2,6,2,1,2,2,0,0,17,7,17,7,0
instance_0,2,2,6,2,1,2,1,1,0,17,7,17,7,0
instance_0,3,2,8,2,1,2,1,0,0,17,7,17,7,0
instance_0,2,2,8,3,1,2,1,0,0,17,7,17,7,0
instance_0,2,2,8,2,0,2,1,0,0,17,7,17,7,0
instance_0,2,2,8,2,1,2,0,0,0,17,7,17,7,0
instance_0,2,2,8,2,1,2,2,0,0,17,7,17,7,0
instance_0,2,2,8,2,1,2,1,1,0,17,7,17,7,0
instance_0,3,2,7,1,1,2,1,0,0,17,7,17,7,0
instance_0,2,2,7,0,1,2,1,0,0,17,7,17,7,0
instance_0,2,2,7,1,0,2,1,0,0,17,7,17,7,0
instance_0,2,2,7,1,1,2,0,0,0,17,7,17,7,0
instance_0,2,2,7,1,1,2,2,0,0,17,7,17,7,0
instance_0,2,2,7,1,1,2,1,1,0,17,7,17,7,0
instance_0,3,2,7,2,2,2,1,0,0,17,7,17,7,0
instance_0,2,2,7,3,2,2,1,0,0,17,7,17,7,0
instance_0,2,2,7,2,2,2,0,0,0,17,7,17,7,0
instance_0,2,2,7,2,2,2,2,0,0,17,7,17,7,0
instance_0,2,2,7,2,2,2,1,1,0,17,7,17,7,0
instance_0,3,2,7,2,1,1,1,0,0,17,7,17,7,0
instance_0,2,2,7,3,1,1,1,0,0,17,7,17,7,0
instance_0,2,2,7,2,0,1,1,0,0,17,7,17,7,0
instance_0,2,2,7,2,1,1,0,0,0,17,7,17,7,0
instance_0,2,2,7,2,1,1,2,0,0,17,7,17,7,0
instance_0,2,2,7,2,1,1,1,1,0,17,7,17,7,0
instance_0,3,2,7,2,1,3,1,0,0,17,7,17,7,0
instance_0,2,2,7,3,1,3,1,0,0,17,7,17,7,0
instance_0,2,2,7,2,0,3,1,0,0,17,7,17,7,0
instance_0,2,2,7,2,1,4,1,0,0,17,7,17,7,0
instance_0,2,2,7,2,1,3,0,0,0,17,7,17,7,0
instance_0,2,2,7,2,1,3,2,0,0,17,7,17,7,0
instance_0,2,2,7,2,1,3,1,1,0,17,7,17,7,0
instance_0,3,2,7,2,1,2,1,0,0,16,7,17,7,0
instance_0,2,2,7,3,1,2,1,0,0,16,7,17,7,0
instance_0,2,2,7,2,0,2,1,0,0,16,7,17,7,0
instance_0,2,2,7,2,1,2,0,0,0,16,7,17,7,0
instance_0,2,2,7,2,1,2,2,0,0,16,7,17,7,0
instance_0,2,2,7,2,1,2,1,1,0,16,7,17,7,0
instance_0,3,2,7,2,1,2,1,0,0,17,6,17,7,0
instance_0,2,2,7,3,1,2,1,0,0,17,6,17,7,0
instance_0,2,2,7,2,0,2,1,0,0,17,6,17,7,0
instance_0,2,2,7,2,1,2,0,0,0,17,6,17,7,0
instance_0,2,2,7,2,1,2,2,0,0,17,6,17,7,0
instance_0,2,2,7,2,1,2,1,1,0,17,6,17,7,0
instance_0,3,2,7,2,1,2,1,0,0,17,8,17,7,0
instance_0,2,2,7,3,1,2,1,0,0,17,8,17,7,0
instance_0,2,2,7,2,0,2,1,0,0,17,8,17,7,0
instance_0,2,2,7,2,1,2,0,0,0,17,8,17,7,0
instance_0,2,2,7,2,1,2,2,0,0,17,8,17,7,0
instance_0,2,2,7,2,1,2,1,1,0,17,8,17,7,0
instance_0,3,2,7,2,1,2,1,0,0,17,7,16,7,0
instance_0,2,2,7,3,1,2,1,0,0,17,7,16,7,0
instance_0,2,2,7,2,0,2,1,0,0,17,7,16,7,0
instance_0,2,2,7,2,1,2,0,0,0,17,7,16,7,0
instance_0,2,2,7,2,1,2,2,0,0,17,7,16,7,0
instance_0,2,2,7,2,1,2,1,1,0,17,7,16,7,0
instance_0,3,2,7,2,1,2,1,0,0,17,7,17,6,0
instance_0,2,2,7,3,1,2,1,0,0,17,7,17,6,0
instance_0,2,2,7,2,0,2,1,0,0,17,7,17,6,0
instance_0,2,2,7,2,1,2,0,0,0,17,7,17,6,0
instance_0,2,2,7,2,1,2,2,0,0,17,7,17,6,0
instance_0,2,2,7,2,1,2,1,1,0,17,7,17,6,0
instance_0,3,2,7,2,1,2,1,0,0,17,7,17,8,0
instance_0,2,2,7,3,1,2,1,0,0,17,7,17,8,0
instance_0,2,2,7,2,0,2,1,0,0,17,7,17,8,0
instance_0,2,2,7,2,1,2,0,0,0,17,7,17,8,0
instance_0,2,2,7,2,1,2,2,0,0,17,7,17,8,0
instance_0,2,2,7,2,1,2,1,1,0,17,7,17,8,0
instance_0,3,1,5,2,1,2,1,0,0,17,7,17,7,0
instance_0,2,1,5,3,1,2,1,0,0,17,7,17,7,0
instance_0,2,1,5,2,0,2,1,0,0,17,7,17,7,0
instance_0,2,1,5,2,1,2,0,0,0,17,7,17,7,0
instance_0,2,1,5,2,1,2,2,0,0,17,7,17,7,0
instance_0,2,1,5,2,1,2,1,1,0,17,7,17,7,0
instance_0,3,1,6,1,1,2,1,0,0,17,7,17,7,0
instance_0,2,1,6,0,1,2,1,0,0,17,7,17,7,0
instance_0,2,1,6,1,0,2,1,0,0,17,7,17,7,0
instance_0,2,1,6,1,1,2,0,0,0,17,7,17,7,0
instance_0,2,1,6,1,1,2,2,0,0,17,7,17,7,0
instance_0,2,1,6,1,1,2,1,1,0,17,7,17,7,0
instance_0,3,1,6,2,2,2,1,0,0,17,7,17,7,0
instance_0,2,1,6,3,2,2,1,0,0,17,7,17,7,0
instance_0,2,1,6,2,2,2,0,0,0,17,7,17,7,0
instance_0,2,1,6,2,2,2,2,0,0,17,7,17,7,0
instance_0,2,1,6,2,2,2,1,1,0,17,7,17,7,0
instance_0,3,1,6,2,1,1,1,0,0,17,7,17,7,0
instance_0,2,1,6,3,1,1,1,0,0,17,7,17,7,0
instance_0,2,1,6,2,0,1,1,0,0,17,7,17,7,0
instance_0,2,1,6,2,1,1,0,0,0,17,7,17,7,0
instance_0,2,1,6,2,1,1,2,0,0,17,7,17,7,0
instance_0,2,1,6,2,1,1,1,1,0,17,7,17,7,0
instance_0,3,1,6,2,1,3,1,0,0,17,7,17,7,0
instance_0,2,1,6,3,1,3,1,0,0,17,7,17,7,0
instance_0,2,1,6,2,0,3,1,0,0,17,7,17,7,0
instance_0,2,1,6,2,1,4,1,0,0,17,7,17,7,0
instance_0,2,1,6,2,1,3,0,0,0,17,7,17,7,0
instance_0,2,1,6,2,1,3,2,0,0,17,7,17,7,0
instance_0,2,1,6,2,1,3,1,1,0,17,7,17,7,0
instance_0,3,1,6,2,1,2,1,0,0,16,7,17,7,0
instance_0,2,1,6,3,1,2,1,0,0,16,7,17,7,0
instance_0,2,1,6,2,0,2,1,0,0,16,7,17,7,0
instance_0,2,1,6,2,1,2,0,0,0,16,7,17,7,0
instance_0,2,1,6,2,1,2,2,0,0,16,7,17,7,0
instance_0,2,1,6,2,1,2,1,1,0,16,7,17,7,0
instance_0,3,1,6,2,1,2,1,0,0,17,8,17,7,0
instance_0,2,1,6,3,1,2,1,0,0,17,8,17,7,0
instance_0,2,1,6,2,0,2,1,0,0,17,8,17,7,0
instance_0,2,1,6,2,1,2,0,0,0,17,8,17,7,0
instance_0,2,1,6,2,1,2,2,0,0,17,8,17,7,0
instance_0,2,1,6,2,1,2,1,1,0,17,8,17,7,0
instance_0,3,1,6,2,1,2,1,0,0,17,7,16,7,0
instance_0,2,1,6,3,1,2,1,0,0,17,7,16,7,0
instance_0,2,1,6,2,0,2,1,0,0,17,7,16,7,0
instance_0,2,1,6,2,1,2,0,0,0,17,7,16,7,0
instance_0,2,1,6,2,1,2,2,0,0,17,7,16,7,0
instance_0,2,1,6,2,1,2,1,1,0,17,7,16,7,0
instance_0,3,1,6,2,1,2,1,0,0,17,7,17,8,0
instance_0,2,1,6,3,1,2,1,0,0,17,7,17,8,0
instance_0,2,1,6,2,0,2,1,0,0,17,7,17,8,0
instance_0,2,1,6,2,1,2,0,0,0,17,7,17,8,0
instance_0,2,1,6,2,1,2,2,0,0,17,7,17,8,0
instance_0,2,1,6,2,1,2,1,1,0,17,7,17,8,0
instance_0,3,1,9,2,1,2,1,0,0,17,7,17,7,0
instance_0,2,1,9,3,1,2,1,0,0,17,7,17,7,0
instance_0,2,1,9,2,0,2,1,0,0,17,7,17,7,0
instance_0,2,1,9,2,1,2,0,0,0,17,7,17,7,0
instance_0,2,1,9,2,1,2,2,0,0,17,7,17,7,0
instance_0,2,1,9,2,1,2,1,1,0,17,7,17,7,0
instance_0,3,1,8,1,1,2,1,0,0,17,7,17,7,0
instance_0,2,1,8,0,1,2,1,0,0,17,7,17,7,0
instance_0,2,1,8,1,0,2,1,0,0,17,7,17,7,0
instance_0,2,1,8,1,1,2,0,0,0,17,7,17,7,0
instance_0,2,1,8,1,1,2,2,0,0,17,7,17,7,0
instance_0,2,1,8,1,1,2,1,1,0,17,7,17,7,0
