Instances,feature_age,feature_workclass,feature_fnlwgt,feature_education,feature_marital_status,feature_occupation,feature_relationship,feature_race,feature_capital_gain,feature_capital_loss,feature_hours_per_week,feature_native_country,algo_RF
local,1,1,8,7,5,4,4,3,15,35,20,37,1
local,1,5,30,9,4,1,4,2,92,12,11,0,1
local,1,5,15,9,1,0,4,0,96,2,13,13,1
local,1,2,22,4,5,10,3,1,78,20,1,5,1
local,1,3,30,12,1,1,0,1,47,36,1,18,1
local,1,6,30,9,5,2,4,2,43,29,1,21,1
local,1,0,4,3,1,1,0,3,78,7,1,38,1
local,1,5,13,9,5,1,0,3,96,37,1,16,1
local,1,1,30,5,2,8,1,2,84,13,2,29,1
local,1,1,37,1,3,3,4,2,96,27,1,16,1
local,1,1,22,11,1,11,2,1,47,36,1,18,1
local,1,6,22,9,1,11,2,1,47,36,1,26,1
local,6,1,6,2,3,7,3,3,7,7,9,2,1
local,1,4,35,0,3,2,3,0,8,17,1,26,1
local,1,3,7,3,1,1,0,3,78,7,1,3,1
local,1,5,28,2,5,4,3,3,58,26,38,35,1
local,1,2,30,9,5,2,4,2,47,12,25,27,1
local,1,4,30,3,3,1,2,3,37,38,33,27,1
local,1,2,32,3,1,8,4,2,16,26,38,15,1
local,1,3,30,12,1,1,0,2,67,27,1,16,1
local,6,1,12,2,3,2,3,1,7,32,0,29,1
local,1,3,19,7,5,11,4,0,84,18,1,0,1
local,1,3,29,9,5,1,4,2,23,11,1,35,1
local,1,3,17,9,5,1,0,2,23,11,1,35,1
local,1,0,17,2,3,2,3,1,7,35,20,37,1
local,2,0,32,7,1,0,4,1,52,35,20,38,1
local,1,5,15,9,3,0,4,0,11,2,13,5,1
local,1,1,32,4,5,10,3,1,56,20,1,5,1
local,1,6,28,9,3,1,4,1,55,1,1,35,1
local,1,6,33,0,4,1,3,2,81,11,1,1,1
local,1,5,6,5,3,1,0,2,96,37,1,16,1
local,1,5,30,12,1,1,0,2,67,7,1,35,1
local,1,4,30,9,5,5,4,2,77,36,1,18,1
local,1,4,35,0,3,1,3,0,52,17,1,26,1
local,2,4,26,2,3,5,3,3,7,35,1,38,1
local,1,3,30,4,1,1,0,2,67,31,1,33,1
local,1,1,30,3,3,1,2,3,54,38,33,27,1
local,3,2,30,9,5,2,4,2,7,7,11,28,1
local,1,2,30,1,5,2,4,2,7,1,11,28,1
local,3,6,30,0,3,1,2,2,7,37,11,0,1
local,1,1,28,2,5,4,4,3,15,35,20,37,1
local,1,1,27,3,3,2,4,3,84,36,2,29,1
local,1,6,30,2,5,9,3,1,54,38,11,27,1
local,1,3,19,7,2,11,4,0,84,18,1,0,1
local,1,0,32,8,1,0,4,1,56,20,1,5,1
local,1,3,7,3,1,0,4,3,78,7,1,3,1
local,1,2,13,9,5,1,0,3,96,37,1,16,1
local,1,5,15,9,3,0,1,1,96,2,13,5,1
local,1,4,30,9,5,4,4,2,50,27,2,11,1
local,1,3,29,9,2,8,2,2,23,11,1,35,1
local,1,1,30,3,3,1,2,3,65,38,33,27,1
local,1,0,17,2,3,2,3,1,7,35,20,15,1
local,1,1,30,5,2,8,2,2,84,1,2,9,1
local,1,2,30,9,5,2,4,2,47,19,6,27,1
local,1,4,35,0,5,2,3,0,81,17,1,26,1
local,1,4,2,0,3,2,3,0,72,17,18,36,1
local,1,1,8,7,5,4,4,1,95,35,20,37,1
local,1,4,15,7,5,11,3,1,98,33,38,29,1
local,1,5,32,7,5,1,0,3,11,27,1,6,1
local,1,6,6,2,3,1,4,2,43,7,1,31,1
local,1,1,8,7,5,4,4,1,42,35,20,37,1
local,2,0,36,7,3,2,0,1,52,35,20,38,1
local,3,6,30,0,3,1,2,0,7,37,11,0,1
local,1,1,22,11,1,11,2,1,47,36,1,25,1
local,6,3,12,2,3,2,3,1,7,32,0,29,1
local,1,3,30,4,1,1,0,0,67,31,1,33,1
local,2,1,8,7,5,4,2,1,55,35,20,37,1
local,1,5,28,7,5,4,4,3,7,26,38,35,1
local,1,4,30,9,5,2,4,2,7,1,11,0,1
local,1,6,33,0,4,1,3,2,81,11,1,28,1
local,1,2,35,0,3,2,3,1,19,17,1,26,1
local,1,4,30,9,5,3,4,2,7,1,11,0,1
local,1,5,4,9,4,1,4,2,24,12,11,0,1
local,2,4,26,2,3,5,3,3,41,35,1,38,1
local,2,0,32,7,1,0,4,1,29,35,20,38,1
local,6,1,12,1,3,2,3,1,7,9,0,29,1
local,1,5,6,5,3,1,0,2,85,37,1,16,1
local,2,0,32,7,1,0,4,1,52,35,20,32,1
local,1,1,32,4,5,10,3,1,56,20,1,15,1
local,1,4,30,9,5,8,4,2,50,36,2,11,1
local,1,0,21,9,1,5,4,0,44,31,21,31,1
local,2,0,32,12,1,0,2,1,52,35,20,38,1
local,1,6,33,0,4,1,3,2,81,11,1,0,1
local,1,6,30,0,3,1,2,2,80,37,11,0,1
local,1,1,30,5,2,8,3,2,84,13,2,29,1
local,6,3,7,2,3,2,3,1,7,32,0,17,1
local,1,5,4,9,4,1,4,3,24,12,11,0,1
local,1,2,11,9,5,2,4,2,47,21,6,22,1
local,2,0,32,7,1,0,4,1,89,35,20,38,1
local,1,5,27,2,5,4,3,3,58,26,38,35,1
local,1,6,33,0,3,2,1,1,7,35,20,15,1
local,1,4,13,14,5,4,4,3,98,33,38,29,1
local,1,1,30,9,5,2,4,2,50,19,6,27,1
local,1,2,13,9,5,1,2,3,96,37,1,16,1
local,1,5,13,9,5,1,0,0,96,37,1,16,1
local,1,5,6,5,3,1,0,2,85,37,1,27,1
local,4,0,17,2,3,2,3,1,7,35,20,15,1
local,1,5,28,2,3,0,1,1,96,2,13,5,1
local,1,4,30,9,5,2,4,2,96,24,2,11,1
local,1,0,20,9,1,1,4,3,78,7,1,38,1
local,1,3,7,3,5,0,4,3,78,7,1,13,1
local,1,1,32,4,5,5,3,1,56,20,1,15,1
local,1,6,6,2,3,1,4,2,43,10,1,31,1
local,2,1,35,0,5,4,1,1,55,35,20,37,1
local,1,6,30,0,1,1,2,2,7,37,11,0,1
local,1,3,30,4,1,1,0,0,89,31,1,33,1
local,2,1,27,3,3,2,4,3,84,36,2,7,1
local,1,1,8,7,5,11,4,1,95,35,20,37,1
local,6,3,12,12,3,2,4,1,7,32,0,29,1
local,1,3,7,0,3,1,2,2,78,7,1,3,1
local,1,5,4,9,4,1,4,2,24,37,1,19,1
local,1,1,32,4,5,10,3,1,56,20,1,0,1
local,1,4,30,9,5,2,4,2,7,2,11,0,1
local,1,4,2,0,3,2,3,1,72,17,18,36,1
local,1,5,28,2,5,7,3,3,7,32,0,29,1
local,1,5,28,2,5,4,3,0,44,31,21,5,1
local,1,1,26,7,5,8,4,3,15,35,20,5,1
local,1,6,30,0,3,1,2,3,7,37,11,0,1
local,1,2,30,9,5,2,4,2,85,37,1,16,1
local,1,5,28,2,5,4,1,1,58,26,38,35,1
local,2,0,32,7,1,0,4,1,52,35,15,0,1
local,1,6,30,2,5,9,2,1,54,38,11,27,1
local,1,1,29,7,5,7,0,1,15,35,20,34,1
local,1,4,15,9,5,0,4,0,84,31,1,0,1
local,1,5,15,9,3,4,1,1,96,2,13,5,1
local,1,6,33,2,5,9,3,1,54,38,11,28,1
local,1,1,28,2,5,0,4,3,15,35,20,37,1
local,1,0,17,2,3,2,3,1,7,4,1,26,1
local,2,0,32,6,1,0,4,1,89,35,20,38,1
local,6,3,7,9,4,1,4,3,7,8,0,17,1
local,1,6,30,9,5,2,4,2,47,6,6,27,1
local,1,1,8,7,5,11,2,1,95,35,20,37,1
local,1,0,21,2,3,2,1,0,44,31,21,31,1
local,1,2,13,9,5,1,2,1,72,17,18,36,1
local,1,6,33,2,5,9,3,1,78,38,11,28,1
local,8,3,17,2,3,2,1,1,7,4,1,26,1
local,1,6,30,0,1,1,2,2,7,35,20,38,1
local,1,2,30,9,5,2,4,3,47,19,6,27,1
local,1,5,27,2,5,4,3,3,54,26,38,35,1
local,1,1,17,2,3,2,3,3,7,4,1,26,1
local,1,3,32,4,5,0,3,1,56,20,1,15,1
local,1,6,23,2,4,2,2,0,7,37,11,0,1
local,1,3,37,9,2,8,2,2,23,11,1,35,1
local,1,6,30,0,3,1,2,1,80,37,11,0,1
local,2,0,32,0,1,0,2,1,52,35,20,38,1
local,1,1,27,2,5,2,4,3,15,35,20,37,1
local,1,6,28,2,1,1,3,2,7,32,13,13,1
local,1,5,13,9,5,1,2,1,58,26,38,35,1
local,1,5,28,2,5,4,3,3,58,26,5,35,1
local,1,2,3,0,3,2,3,1,19,17,1,26,1
local,1,5,28,2,1,0,1,1,96,2,13,5,1
local,2,2,35,0,5,4,1,1,55,35,20,6,1
local,1,1,8,7,5,11,0,1,95,35,20,14,1
local,2,1,35,2,5,2,1,0,38,35,20,25,1
local,2,6,32,13,1,0,2,1,52,35,20,38,1
local,1,6,30,9,5,2,4,2,96,37,1,16,1
local,2,0,32,3,1,2,4,3,84,36,2,7,1
local,1,4,30,9,5,2,4,3,96,24,2,11,1
local,1,6,33,0,3,2,4,1,96,35,20,15,1
local,1,1,8,2,3,2,2,1,7,4,1,26,1
local,1,4,15,9,5,0,4,0,84,37,1,0,1
local,1,4,30,9,5,8,4,2,50,36,2,7,1
local,1,4,30,9,5,8,4,2,50,0,2,11,1
local,1,4,23,14,5,1,0,3,98,33,38,29,1
local,1,4,30,9,5,2,4,0,7,30,11,3,1
local,1,6,30,0,3,1,0,3,7,37,11,0,1
local,1,6,30,0,3,1,2,2,7,37,11,24,1
local,1,4,4,0,5,1,4,3,24,12,11,34,1
local,1,6,30,2,5,12,3,1,50,36,2,11,1
local,1,2,0,9,5,2,4,3,47,19,6,27,1
local,2,0,32,3,1,2,4,3,84,29,2,7,1
local,1,5,6,5,3,1,0,2,85,37,1,1,1
local,1,3,36,9,2,8,2,2,23,11,1,30,1
local,1,3,3,9,2,2,2,2,23,11,1,35,1
local,1,5,28,2,1,0,1,1,70,2,13,17,1
local,1,2,30,0,4,1,3,2,47,19,6,27,1
local,8,5,15,2,5,5,3,2,7,26,38,19,1
local,1,1,27,2,4,2,4,0,15,35,20,37,1
local,1,4,30,9,5,2,4,3,96,21,2,11,1
local,1,6,30,9,5,2,4,2,81,6,6,27,1
local,1,4,30,9,5,2,2,1,80,37,11,0,1
local,1,1,17,2,3,2,3,2,7,4,1,26,1
local,1,1,32,3,1,2,4,3,84,35,20,37,1
local,1,0,0,7,1,0,4,1,52,35,15,0,1
local,1,4,30,9,1,5,4,2,96,24,2,11,1
local,1,3,32,4,5,0,3,3,56,20,1,21,1
local,8,4,28,2,5,12,3,3,7,24,2,11,1
local,1,5,4,2,5,4,3,3,54,26,38,35,1
local,1,1,17,2,3,2,3,3,7,4,1,24,1
local,1,4,30,7,1,0,4,2,50,36,2,7,1
local,1,4,15,9,5,0,4,0,84,4,1,19,1
local,1,5,30,9,5,2,4,2,47,19,6,27,1
local,1,5,30,0,3,4,4,2,47,19,6,27,1
local,1,0,13,9,1,5,4,0,44,31,21,31,1
local,1,5,28,2,1,0,1,1,58,26,38,35,1
local,1,4,15,9,5,0,4,0,68,37,1,0,1
local,1,3,17,0,3,1,2,2,78,7,1,3,1
local,1,6,30,0,3,1,2,2,46,37,11,24,1
local,1,6,30,0,1,1,2,2,7,37,18,0,1
local,1,6,33,2,5,9,3,1,78,28,1,19,1
local,1,2,30,9,5,2,4,3,47,26,6,27,1
local,1,2,3,0,3,8,3,1,19,24,1,14,1
local,1,6,30,0,1,1,2,2,17,35,20,38,1
local,1,0,4,3,1,1,0,1,78,7,1,38,1
local,1,4,30,9,5,2,4,3,96,24,2,33,1
local,2,0,32,7,1,0,2,1,52,35,15,0,1
local,8,6,34,2,3,2,1,1,7,36,1,34,1
local,1,6,30,2,1,1,3,2,7,32,13,13,1
local,2,0,32,3,1,2,3,3,58,26,5,35,1
local,1,4,30,9,5,2,4,2,47,6,6,27,1
local,2,0,4,3,1,1,3,1,92,35,20,34,1
local,1,5,13,2,1,0,1,1,96,2,13,5,1
local,2,4,30,9,5,2,4,2,50,36,2,7,1
local,1,3,7,3,1,1,0,3,70,7,1,3,1
local,1,1,8,2,3,3,2,1,7,4,1,14,1
local,1,0,26,9,1,5,4,0,44,31,21,31,1
local,1,5,13,2,1,0,1,3,96,2,13,5,1
local,1,1,27,2,4,2,2,1,97,4,20,37,1
local,1,6,30,13,5,2,4,2,70,6,6,27,1
local,2,0,32,3,1,2,1,3,58,26,5,35,1
local,1,4,30,9,5,2,2,1,80,12,11,28,1
local,1,5,29,2,1,0,1,1,58,26,38,18,1
local,1,2,30,0,4,1,4,2,47,19,6,27,1
local,2,0,32,7,1,0,4,3,29,35,20,38,1
local,1,6,15,9,5,0,4,1,84,4,1,19,1
local,1,0,21,9,1,5,2,0,44,31,21,31,1
local,1,0,13,9,1,5,4,2,44,31,21,31,1
local,1,3,3,9,2,2,2,2,23,11,1,12,1
local,1,3,30,9,1,1,4,2,96,24,2,11,1
local,1,3,3,9,2,2,2,0,23,11,1,35,1
local,1,4,30,7,5,2,4,3,96,21,2,11,1
local,1,0,30,2,1,1,1,1,95,36,1,34,1
local,1,6,33,2,5,9,3,1,78,28,2,11,1
local,1,2,30,9,5,2,3,3,47,26,6,18,1
local,1,5,28,9,5,11,0,2,47,21,6,22,1
local,1,4,30,9,5,2,4,2,47,6,6,34,1
local,1,6,30,12,5,9,3,1,54,0,11,13,1
local,1,0,20,7,1,0,4,1,52,35,15,0,1
local,2,0,32,3,1,1,0,3,58,26,5,35,1
local,1,4,1,9,5,2,4,3,96,21,2,11,1
local,1,4,7,3,1,1,0,3,78,7,1,3,1
local,1,4,30,7,1,9,4,2,50,36,2,7,1
local,1,1,30,2,1,1,3,2,7,32,13,6,1
local,1,0,13,9,1,5,4,0,9,31,21,31,1
local,1,1,8,2,1,2,2,1,7,4,1,26,1
local,1,5,6,5,4,1,0,2,85,37,1,29,1
local,1,3,7,3,1,2,0,3,78,7,1,3,1
local,1,2,0,9,5,2,4,3,47,37,6,20,1
local,2,4,3,3,1,2,4,3,84,29,2,7,1
local,8,4,28,2,5,12,3,3,7,24,2,7,1
local,8,4,30,9,1,5,4,2,4,24,2,11,1
local,1,6,33,2,1,1,3,2,81,11,1,29,1
local,2,0,13,2,1,0,4,3,29,35,20,38,1
local,1,4,28,9,5,0,2,0,65,37,1,0,1
local,1,5,29,2,1,0,4,1,58,26,38,18,1
local,1,4,33,2,5,9,3,3,78,28,2,11,1
local,1,4,15,9,5,0,4,0,68,37,1,18,1
local,2,0,8,9,5,5,4,3,58,26,5,35,1
local,1,4,30,7,1,9,4,2,25,36,2,19,1
local,1,6,30,0,3,1,2,2,78,7,1,38,1
local,1,4,7,3,1,1,0,2,78,7,1,3,1
local,1,4,30,7,1,0,0,2,50,36,2,25,1
local,2,1,30,2,1,1,3,2,7,32,13,31,1
local,1,3,9,4,5,8,3,3,56,4,1,21,1
local,1,3,30,7,5,2,4,3,96,21,2,11,1
local,1,3,30,9,2,2,2,0,23,19,1,35,1
local,1,5,6,5,4,9,0,2,85,37,1,29,1
local,1,4,30,7,4,2,4,3,96,32,2,11,1
local,1,6,30,9,3,1,2,2,64,29,1,33,1
local,1,1,34,9,1,5,2,1,7,36,1,9,1
local,2,4,30,9,5,2,4,2,50,0,2,7,1
local,1,4,7,3,1,1,0,3,78,7,1,36,1
local,2,4,30,7,1,0,4,2,50,0,2,11,1
local,1,6,33,0,4,1,3,0,81,11,1,26,1
local,1,4,15,12,5,0,4,0,68,37,4,0,1
local,1,6,30,0,1,1,2,2,7,7,18,0,1
local,1,1,7,3,1,1,0,3,70,7,1,3,1
local,1,5,19,2,1,0,1,1,58,26,38,17,1
local,1,6,33,3,1,2,0,3,81,11,1,0,1
local,1,4,28,2,1,0,1,1,96,2,13,5,1
local,2,0,12,2,5,4,3,1,52,35,15,0,1
local,1,0,20,7,1,0,2,1,52,35,15,0,1
local,1,3,3,3,1,2,2,0,23,11,1,10,1
local,1,6,30,0,1,1,2,2,7,37,18,31,1
local,1,4,21,2,1,0,1,1,80,12,11,28,1
local,1,5,6,5,4,1,0,0,85,37,1,29,1
local,1,6,15,9,5,3,4,1,84,4,1,19,1
local,2,4,3,3,1,2,4,3,84,29,4,7,1
local,1,5,8,2,1,0,1,1,96,2,13,5,1
local,2,3,19,3,1,2,4,3,84,29,2,7,1
local,1,6,15,9,5,0,2,3,54,26,38,35,1
local,2,6,33,2,5,7,1,1,58,36,2,15,1
local,1,0,20,7,1,0,4,1,52,9,15,0,1
local,1,2,30,9,5,2,4,2,47,26,6,18,1
local,3,6,30,3,1,1,1,2,7,37,18,0,1
local,1,4,15,9,5,0,4,0,68,37,1,35,1
local,2,0,32,7,1,12,2,1,52,35,15,0,1
local,1,4,28,2,1,1,3,2,7,32,13,13,1
local,1,4,15,12,5,0,4,0,68,0,4,0,1
local,1,3,7,3,1,2,0,3,78,36,1,3,1
local,1,4,15,5,5,0,4,0,68,37,1,33,1
local,1,4,15,9,5,4,4,0,71,37,1,26,1
local,1,2,28,9,5,0,4,0,8,26,6,18,1
local,1,4,30,9,5,0,2,0,25,36,2,19,1
local,1,6,30,0,5,0,4,0,7,37,18,31,1
local,1,4,15,9,5,0,4,3,68,37,1,18,1
local,1,4,8,2,1,2,2,1,65,37,1,0,1
local,2,0,32,7,1,12,2,1,77,35,15,0,1
local,1,4,29,9,5,0,0,0,96,21,2,11,1
local,1,4,6,5,4,9,1,2,85,37,1,29,1
local,2,4,3,3,1,0,4,3,84,29,4,7,1
local,1,5,13,2,1,0,1,3,96,1,13,5,1
local,1,4,7,13,1,1,0,2,78,7,1,3,1
local,1,4,28,9,5,0,2,3,65,37,1,0,1
local,1,0,30,0,4,1,3,2,47,19,6,27,1
local,1,4,7,3,1,2,0,3,78,7,1,36,1
local,1,4,15,9,5,0,4,0,27,37,1,0,1
local,1,3,30,7,5,2,4,3,96,20,2,11,1
local,1,4,28,2,1,1,3,2,26,32,13,13,1
local,1,6,30,13,5,1,2,2,78,7,1,38,1
local,1,4,7,2,1,0,4,2,70,6,6,27,1
local,2,0,32,7,1,12,2,1,33,35,15,0,1
local,1,5,34,5,4,0,0,2,85,37,1,29,1
local,2,6,33,9,5,7,1,1,58,36,2,15,1
local,1,0,21,14,1,5,2,0,44,31,21,31,1
local,3,6,30,3,1,1,0,2,7,37,18,0,1
local,1,5,12,2,1,0,1,1,58,26,38,17,1
local,1,5,38,9,4,9,0,2,22,37,1,29,1
local,1,1,8,2,1,2,2,1,7,9,1,26,1
local,1,6,30,0,3,0,0,2,78,7,1,38,1
local,1,6,17,9,5,3,3,1,84,4,1,24,1
local,2,1,30,2,1,1,3,2,68,37,1,0,1
local,1,4,30,9,5,0,2,0,7,36,1,9,1
local,2,4,30,7,5,0,4,2,50,0,2,11,1
local,1,6,7,3,1,1,0,2,81,11,1,0,1
local,1,5,29,2,1,0,4,1,7,32,13,13,1
local,1,5,6,5,4,9,0,3,85,37,1,29,1
local,1,4,28,2,1,2,3,1,7,32,13,15,1
local,2,4,19,3,1,2,4,1,63,28,4,7,1
local,1,0,28,2,1,0,1,1,96,2,13,5,1
local,1,1,8,2,1,2,2,2,7,4,1,9,1
local,1,5,19,2,1,0,1,1,58,26,38,38,1
local,1,3,32,4,5,0,4,3,56,20,1,18,1
local,1,4,33,2,5,9,3,1,68,37,1,35,1
local,1,3,30,7,5,2,4,3,96,21,2,23,1
local,1,5,19,2,1,12,1,1,58,26,38,17,1
local,1,0,20,7,1,11,4,1,52,35,15,0,1
local,2,1,30,2,1,1,3,2,93,32,13,31,1
local,1,0,30,7,1,0,0,2,96,2,13,5,1
local,1,5,26,5,4,9,0,1,33,35,20,0,1
local,3,1,30,3,1,1,1,2,7,37,18,0,1
local,1,5,20,7,1,0,4,1,52,35,15,0,1
local,1,6,33,9,1,9,2,1,65,37,1,0,1
local,1,4,8,14,1,5,2,0,44,31,21,1,1
local,1,0,13,14,1,5,4,0,9,31,72,11,1
local,1,4,19,9,5,0,1,0,96,21,2,11,1
local,2,4,19,3,1,2,4,1,78,28,4,7,1
local,1,4,30,7,1,0,0,3,50,36,2,29,1
local,1,0,21,11,1,5,2,0,44,31,21,38,1
local,1,4,29,9,5,0,0,0,84,4,1,16,1
local,1,4,19,3,1,2,4,1,9,29,21,31,1
local,2,4,3,3,1,0,4,0,84,29,4,7,1
local,1,4,30,9,5,2,4,2,31,6,6,35,1
local,1,3,7,9,1,12,0,2,78,7,84,16,1
local,1,4,21,2,1,0,3,1,80,12,11,28,1
local,2,0,7,2,1,0,4,1,67,35,15,0,1
local,3,6,30,3,1,1,0,2,7,37,10,0,1
local,2,4,16,3,1,0,4,3,84,29,4,15,1
local,2,1,30,2,1,1,3,2,42,32,13,37,1
local,1,4,30,9,5,0,2,2,7,36,1,9,1
local,1,4,30,9,5,0,2,0,7,36,1,22,1
local,1,4,30,9,5,11,2,0,25,36,2,19,1
local,1,6,25,0,5,0,4,0,7,37,18,4,1
local,1,4,30,9,5,0,2,0,25,21,2,11,1
local,1,3,7,3,1,2,0,2,78,7,1,36,1
local,1,0,28,9,5,0,2,2,65,37,1,0,1
local,3,6,30,2,1,0,4,2,7,37,18,0,1
local,2,4,3,3,1,0,4,3,84,29,6,27,1
local,1,3,34,3,1,2,0,3,78,36,1,3,1
local,1,4,3,3,1,2,4,2,47,6,6,34,1
local,3,6,30,2,1,2,2,2,7,37,18,0,1
local,1,4,30,3,1,1,1,2,7,37,18,0,1
local,2,0,32,2,5,4,3,1,52,25,15,0,1
local,1,4,30,9,5,0,3,0,97,36,2,19,1
local,3,6,8,3,5,1,1,2,7,2,18,0,1
local,1,1,20,2,1,1,3,2,93,32,13,14,1
local,1,0,13,6,1,5,4,0,44,31,21,31,1
local,1,3,18,9,5,2,3,3,96,20,2,11,1
local,1,4,30,7,1,0,0,2,50,36,4,0,1
local,1,5,8,2,1,0,1,3,96,1,13,5,1
local,1,3,32,4,5,11,3,3,56,20,1,21,1
local,1,5,19,2,1,1,1,1,58,26,38,38,1
local,1,1,6,5,4,9,0,3,85,37,1,29,1
local,1,4,7,2,1,2,4,2,70,16,6,27,1
local,1,4,19,2,1,0,1,1,9,29,21,36,1
local,1,0,5,3,1,1,1,2,7,37,18,0,1
local,1,4,30,7,5,4,0,3,50,36,2,29,1
local,2,4,16,0,1,0,4,3,84,29,4,15,1
local,2,4,30,9,5,2,4,0,50,0,2,7,1
local,1,6,25,3,1,0,4,0,7,37,18,4,1
local,1,2,28,9,5,1,4,0,8,26,6,18,1
local,1,4,30,7,1,10,0,3,50,36,2,25,1
local,1,0,13,14,1,5,4,0,46,31,72,11,1
local,3,2,30,2,1,2,2,2,7,37,18,0,1
local,1,1,20,2,1,1,3,2,93,23,13,14,1
local,1,6,30,3,1,1,1,2,96,21,2,11,1
local,1,4,15,12,5,0,4,0,96,2,13,5,1
local,1,2,34,5,4,0,3,3,56,20,1,21,1
local,1,4,30,2,1,0,1,1,96,2,13,5,1
local,1,3,28,7,1,12,2,0,78,36,1,3,1
local,1,4,8,14,1,5,2,3,44,31,21,1,1
local,1,3,32,2,5,0,3,3,56,20,1,21,1
local,1,4,33,2,5,9,3,1,68,34,1,38,1
local,2,0,32,7,1,12,2,1,82,37,1,33,1
local,1,3,20,7,5,11,4,1,78,36,1,3,1
local,1,4,18,9,5,0,2,0,7,36,1,22,1
local,1,6,7,3,1,1,0,3,81,11,1,0,1
local,2,4,16,3,1,0,4,2,84,29,4,15,1
local,1,2,3,3,1,2,4,2,47,6,6,34,1
local,1,0,20,7,5,11,1,1,52,21,15,0,1
local,1,4,31,9,5,0,2,2,7,36,1,9,1
local,1,5,7,9,1,12,0,2,51,7,84,16,1
local,1,5,16,9,1,0,1,3,96,1,13,5,1
local,1,6,8,3,5,1,1,2,7,2,1,3,1
local,1,3,18,9,5,2,3,3,96,20,2,26,1
local,1,5,30,7,1,0,0,2,50,36,4,0,1
local,1,4,15,3,1,1,1,2,68,37,4,0,1
local,1,5,6,5,4,9,0,2,85,37,9,29,1
local,1,4,36,9,5,0,2,0,84,4,1,16,1
local,1,0,32,7,1,2,4,3,96,20,2,11,1
local,1,1,6,5,4,9,0,1,89,37,1,29,1
local,1,6,7,3,1,1,3,1,81,31,1,0,1
local,1,3,32,4,5,11,3,3,77,20,1,36,1
local,1,4,14,2,1,0,3,1,75,12,11,28,1
local,1,4,30,7,1,0,0,3,50,36,4,0,1
local,1,1,25,9,2,2,3,1,96,20,2,11,1
local,2,4,30,2,1,0,3,2,50,0,2,7,1
local,1,3,18,4,5,11,3,2,47,6,6,34,1
local,2,6,32,7,1,12,2,1,77,35,15,0,1
local,1,5,8,2,1,0,1,3,96,21,13,5,1
local,2,1,30,2,3,1,3,2,42,32,9,37,1
local,1,0,13,14,1,5,4,0,59,31,72,11,1
local,2,1,30,2,3,1,3,2,42,32,9,33,1
local,1,4,19,2,1,9,0,2,22,37,1,29,1
local,1,4,10,7,1,0,0,3,28,4,2,29,1
local,2,3,30,2,3,1,0,2,42,32,9,37,1
local,1,4,14,3,1,1,1,2,68,37,4,0,1
local,1,2,30,2,1,2,2,2,7,37,18,0,1
local,1,5,30,7,1,10,0,3,50,36,2,25,1
local,2,1,20,2,1,1,3,3,93,32,13,14,1
local,2,0,32,7,1,12,2,1,44,35,15,0,1
local,1,0,13,14,1,5,4,0,59,19,72,11,1
local,1,5,34,5,4,1,0,2,85,37,1,29,1
local,1,3,0,5,4,12,2,0,78,36,1,3,1
local,2,4,19,3,1,2,4,1,78,32,4,7,1
local,1,6,7,3,4,1,0,2,81,11,1,0,1
local,2,2,32,7,1,12,2,1,82,27,1,33,1
local,1,6,36,9,1,5,2,1,65,37,1,0,1
local,1,4,16,9,1,1,1,2,7,36,1,9,1
local,1,4,6,5,4,9,0,1,85,37,9,29,1
local,1,4,24,7,1,0,0,3,50,36,24,0,1
local,1,0,16,7,1,0,3,1,47,19,79,35,1
local,1,4,19,3,1,1,3,0,93,23,13,14,1
local,1,6,30,2,1,0,0,3,50,36,2,29,1
local,1,1,4,2,2,2,3,1,96,20,2,11,1
local,1,6,34,5,4,0,3,3,56,20,1,21,1
local,1,0,28,7,1,12,2,0,78,36,1,3,1
local,1,4,15,5,5,0,4,0,68,37,2,25,1
local,2,4,16,0,1,0,4,3,9,29,4,15,1
local,1,5,6,5,4,9,0,2,47,6,6,34,1
local,2,3,0,3,1,1,3,3,78,36,1,3,1
local,1,3,32,2,4,0,3,3,56,20,1,21,1
local,1,5,6,5,1,0,0,3,85,37,9,36,1
local,1,4,34,5,5,0,4,3,68,37,1,33,1
local,1,3,18,9,5,2,3,3,80,17,2,26,1
local,1,2,34,1,4,0,3,3,56,20,1,21,1
local,2,0,0,7,1,12,2,1,82,37,1,33,1
local,1,2,8,5,4,9,0,1,89,37,1,29,1
local,2,2,19,3,1,2,4,1,78,28,4,7,1
local,1,6,33,9,1,9,2,1,65,37,6,0,1
local,1,4,8,14,1,5,2,3,44,31,21,29,1
local,1,5,18,9,5,0,2,0,7,36,1,22,1
local,1,0,13,14,1,5,1,0,59,31,72,11,1
local,1,0,14,3,1,1,1,2,96,2,13,5,1
local,1,6,13,14,1,5,4,0,46,4,72,11,1
local,1,5,30,5,4,9,0,2,50,36,4,0,1
local,1,1,30,2,1,0,0,3,50,36,2,29,1
local,1,5,6,5,4,9,0,2,47,5,6,34,1
local,1,4,23,7,1,10,3,1,41,35,15,0,1
local,1,6,33,9,1,9,2,2,65,36,24,0,1
local,1,4,19,2,1,0,1,0,9,29,21,29,1
local,1,3,0,5,4,2,2,0,78,36,1,3,1
local,3,6,30,2,1,0,4,2,7,37,18,13,1
local,1,6,33,9,1,11,2,1,65,37,6,0,1
local,1,4,10,7,1,0,0,3,92,4,2,29,1
local,1,4,14,3,1,1,1,2,68,2,4,0,1
