Instances,feature_age_range,feature_workclass,feature_age_workclass,feature_fnlwgt,feature_wgt_group,feature_wgtgroup_age,feature_education,feature_education_workclass,feature_marital_status,feature_age_marital_status,feature_occupation,feature_occupation_race,feature_relationship,feature_race,feature_relationship_race,feature_race_capital_loss,feature_capital_gain,feature_age_capital_gain,feature_capital_loss,feature_hours_per_week,feature_native_country,feature_native_country_race,algo_RF
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,11,3,3,6,28,64,70,25,64,25,31,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,11,3,3,6,28,64,70,25,64,25,31,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,11,3,3,6,28,64,70,25,64,25,31,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,11,3,3,6,28,64,70,25,64,25,31,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,11,3,3,6,28,64,70,25,64,25,31,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,11,3,3,6,28,64,70,25,64,25,31,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,11,3,3,6,28,64,70,25,64,25,31,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,11,3,3,6,28,64,70,25,64,25,31,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,11,3,3,6,28,64,70,25,64,25,31,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,11,3,3,6,28,64,70,25,64,25,31,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,11,3,3,6,28,64,70,25,64,25,31,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,11,3,3,6,28,64,70,25,64,25,31,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,11,3,3,6,28,64,70,25,64,25,31,0
instance_0,6,5,11,25,2,8,10,15,4,10,8,11,3,3,6,28,64,70,25,64,25,31,0
instance_0,4,3,7,16,1,5,6,9,2,6,5,7,2,2,4,18,41,45,16,41,16,20,0
instance_0,4,3,7,16,1,5,6,9,2,6,5,7,2,2,4,18,41,45,16,41,16,20,0
instance_0,4,3,7,16,1,5,6,9,2,6,5,7,2,2,4,18,41,45,16,41,16,20,0
instance_0,4,3,7,16,1,5,6,9,2,6,5,7,2,2,4,18,41,45,16,41,16,20,0
instance_0,4,3,7,16,1,5,6,9,2,6,5,7,2,2,4,18,41,45,16,41,16,20,0
instance_0,4,3,7,16,1,5,6,9,2,6,5,7,2,2,4,18,41,45,16,41,16,20,0
instance_0,4,3,7,16,1,5,6,9,2,6,5,7,2,2,4,18,41,45,16,41,16,20,0
instance_0,4,3,7,16,1,5,6,9,2,6,5,7,2,2,4,18,41,45,16,41,16,20,0
instance_0,4,3,7,16,1,5,6,9,2,6,5,7,2,2,4,18,41,45,16,41,16,20,0
instance_0,4,3,7,16,1,5,6,9,2,6,5,7,2,2,4,18,41,45,16,41,16,20,0
instance_0,4,3,7,16,1,5,6,9,2,6,5,7,2,2,4,18,41,45,16,41,16,20,0
instance_0,4,3,7,16,1,5,6,9,2,6,5,7,2,2,4,18,41,45,16,41,16,20,0
instance_0,4,3,7,16,1,5,6,9,2,6,5,7,2,2,4,18,41,45,16,41,16,20,0
instance_0,4,3,7,16,1,5,6,9,2,6,5,7,2,2,4,18,41,45,16,41,16,20,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,9,3,2,5,23,54,59,21,54,21,26,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,9,3,2,5,23,54,59,21,54,21,26,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,9,3,2,5,23,54,59,21,54,21,26,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,9,3,2,5,23,54,59,21,54,21,26,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,9,3,2,5,23,54,59,21,54,21,26,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,9,3,2,5,23,54,59,21,54,21,26,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,9,3,2,5,23,54,59,21,54,21,26,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,9,3,2,5,23,54,59,21,54,21,26,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,9,3,2,5,23,54,59,21,54,21,26,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,9,3,2,5,23,54,59,21,54,21,26,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,9,3,2,5,23,54,59,21,54,21,26,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,9,3,2,5,23,54,59,21,54,21,26,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,9,3,2,5,23,54,59,21,54,21,26,0
instance_0,5,4,9,21,2,7,8,12,3,8,7,9,3,2,5,23,54,59,21,54,21,26,0
instance_0,8,6,14,31,3,11,12,18,5,13,10,13,4,3,7,34,78,86,31,78,31,38,0
instance_0,8,6,14,31,3,11,12,18,5,13,10,13,4,3,7,34,78,86,31,78,31,38,0
instance_0,8,6,14,31,3,11,12,18,5,13,10,13,4,3,7,34,78,86,31,78,31,38,0
instance_0,8,6,14,31,3,11,12,18,5,13,10,13,4,3,7,34,78,86,31,78,31,38,0
instance_0,8,6,14,31,3,11,12,18,5,13,10,13,4,3,7,34,78,86,31,78,31,38,0
instance_0,8,6,14,31,3,11,12,18,5,13,10,13,4,3,7,34,78,86,31,78,31,38,0
instance_0,8,6,14,31,3,11,12,18,5,13,10,13,4,3,7,34,78,86,31,78,31,38,0
instance_0,8,6,14,31,3,11,12,18,5,13,10,13,4,3,7,34,78,86,31,78,31,38,0
instance_0,8,6,14,31,3,11,12,18,5,13,10,13,4,3,7,34,78,86,31,78,31,38,0
instance_0,8,6,14,31,3,11,12,18,5,13,10,13,4,3,7,34,78,86,31,78,31,38,0
instance_0,8,6,14,31,3,11,12,18,5,13,10,13,4,3,7,34,78,86,31,78,31,38,0
instance_0,8,6,14,31,3,11,12,18,5,13,10,13,4,3,7,34,78,86,31,78,31,38,0
instance_0,8,6,14,31,3,11,12,18,5,13,10,13,4,3,7,34,78,86,31,78,31,38,0
instance_0,8,6,14,31,3,11,12,18,5,13,10,13,4,3,7,34,78,86,31,78,31,38,0
instance_0,3,2,5,10,1,4,4,6,1,4,3,4,1,1,2,11,25,28,10,25,10,12,0
instance_0,3,2,5,10,1,4,4,6,1,4,3,4,1,1,2,11,25,28,10,25,10,12,0
instance_0,3,2,5,10,1,4,4,6,1,4,3,4,1,1,2,11,25,28,10,25,10,12,0
instance_0,3,2,5,10,1,4,4,6,1,4,3,4,1,1,2,11,25,28,10,25,10,12,0
instance_0,3,2,5,10,1,4,4,6,1,4,3,4,1,1,2,11,25,28,10,25,10,12,0
instance_0,3,2,5,10,1,4,4,6,1,4,3,4,1,1,2,11,25,28,10,25,10,12,0
instance_0,3,2,5,10,1,4,4,6,1,4,3,4,1,1,2,11,25,28,10,25,10,12,0
instance_0,3,2,5,10,1,4,4,6,1,4,3,4,1,1,2,11,25,28,10,25,10,12,0
instance_0,3,2,5,10,1,4,4,6,1,4,3,4,1,1,2,11,25,28,10,25,10,12,0
instance_0,3,2,5,10,1,4,4,6,1,4,3,4,1,1,2,11,25,28,10,25,10,12,0
instance_0,3,2,5,10,1,4,4,6,1,4,3,4,1,1,2,11,25,28,10,25,10,12,0
instance_0,3,2,5,10,1,4,4,6,1,4,3,4,1,1,2,11,25,28,10,25,10,12,0
instance_0,3,2,5,10,1,4,4,6,1,4,3,4,1,1,2,11,25,28,10,25,10,12,0
instance_0,3,2,5,10,1,4,4,6,1,4,3,4,1,1,2,11,25,28,10,25,10,12,0
instance_0,4,3,7,17,1,5,7,10,3,7,6,8,2,2,4,19,44,48,17,44,17,21,0
instance_0,4,3,7,17,1,5,7,10,3,7,6,8,2,2,4,19,44,48,17,44,17,21,0
instance_0,4,3,7,17,1,5,7,10,3,7,6,8,2,2,4,19,44,48,17,44,17,21,0
instance_0,4,3,7,17,1,5,7,10,3,7,6,8,2,2,4,19,44,48,17,44,17,21,0
instance_0,4,3,7,17,1,5,7,10,3,7,6,8,2,2,4,19,44,48,17,44,17,21,0
instance_0,4,3,7,17,1,5,7,10,3,7,6,8,2,2,4,19,44,48,17,44,17,21,0
instance_0,4,3,7,17,1,5,7,10,3,7,6,8,2,2,4,19,44,48,17,44,17,21,0
instance_0,4,3,7,17,1,5,7,10,3,7,6,8,2,2,4,19,44,48,17,44,17,21,0
instance_0,4,3,7,17,1,5,7,10,3,7,6,8,2,2,4,19,44,48,17,44,17,21,0
instance_0,4,3,7,17,1,5,7,10,3,7,6,8,2,2,4,19,44,48,17,44,17,21,0
instance_0,4,3,7,17,1,5,7,10,3,7,6,8,2,2,4,19,44,48,17,44,17,21,0
instance_0,4,3,7,17,1,5,7,10,3,7,6,8,2,2,4,19,44,48,17,44,17,21,0
instance_0,4,3,7,17,1,5,7,10,3,7,6,8,2,2,4,19,44,48,17,44,17,21,0
instance_0,4,3,7,17,1,5,7,10,3,7,6,8,2,2,4,19,44,48,17,44,17,21,0
instance_0,9,7,16,39,3,12,15,22,6,15,13,17,5,4,9,43,98,107,39,98,39,48,0
instance_0,9,7,16,39,3,12,15,22,6,15,13,17,5,4,9,43,98,107,39,98,39,48,0
instance_0,9,7,16,39,3,12,15,22,6,15,13,17,5,4,9,43,98,107,39,98,39,48,0
instance_0,9,7,16,39,3,12,15,22,6,15,13,17,5,4,9,43,98,107,39,98,39,48,0
instance_0,9,7,16,39,3,12,15,22,6,15,13,17,5,4,9,43,98,107,39,98,39,48,0
instance_0,9,7,16,39,3,12,15,22,6,15,13,17,5,4,9,43,98,107,39,98,39,48,0
instance_0,9,7,16,39,3,12,15,22,6,15,13,17,5,4,9,43,98,107,39,98,39,48,0
instance_0,9,7,16,39,3,12,15,22,6,15,13,17,5,4,9,43,98,107,39,98,39,48,0
instance_0,9,7,16,39,3,12,15,22,6,15,13,17,5,4,9,43,98,107,39,98,39,48,0
instance_0,9,7,16,39,3,12,15,22,6,15,13,17,5,4,9,43,98,107,39,98,39,48,0
instance_0,9,7,16,39,3,12,15,22,6,15,13,17,5,4,9,43,98,107,39,98,39,48,0
instance_0,9,7,16,39,3,12,15,22,6,15,13,17,5,4,9,43,98,107,39,98,39,48,0
instance_0,9,7,16,39,3,12,15,22,6,15,13,17,5,4,9,43,98,107,39,98,39,48,0
instance_0,9,7,16,39,3,12,15,22,6,15,13,17,5,4,9,43,98,107,39,98,39,48,0
instance_0,9,7,16,39,3,12,15,22,6,15,13,17,5,4,9,43,99,108,39,99,39,48,0
instance_0,9,7,16,39,3,12,15,22,6,15,13,17,5,4,9,43,99,108,39,99,39,48,0
instance_0,9,7,16,39,3,12,15,22,6,15,13,17,5,4,9,43,99,108,39,99,39,48,0
instance_0,9,7,16,39,3,12,15,22,6,15,13,17,5,4,9,43,99,108,39,99,39,48,0
instance_0,9,7,16,39,3,12,15,22,6,15,13,17,5,4,9,43,99,108,39,99,39,48,0
instance_0,9,7,16,39,3,12,15,22,6,15,13,17,5,4,9,43,99,108,39,99,39,48,0
instance_0,9,7,16,39,3,12,15,22,6,15,13,17,5,4,9,43,99,108,39,99,39,48,0
instance_0,9,7,16,39,3,12,15,22,6,15,13,17,5,4,9,43,99,108,39,99,39,48,0
instance_0,9,7,16,39,3,12,15,22,6,15,13,17,5,4,9,43,99,108,39,99,39,48,0
instance_0,9,7,16,39,3,12,15,22,6,15,13,17,5,4,9,43,99,108,39,99,39,48,0
instance_0,9,7,16,39,3,12,15,22,6,15,13,17,5,4,9,43,99,108,39,99,39,48,0
instance_0,9,7,16,39,3,12,15,22,6,15,13,17,5,4,9,43,99,108,39,99,39,48,0
instance_0,9,7,16,39,3,12,15,22,6,15,13,17,5,4,9,43,99,108,39,99,39,48,0
instance_0,9,7,16,39,3,12,15,22,6,15,13,17,5,4,9,43,99,108,39,99,39,48,0
instance_0,5,3,8,19,1,6,2,5,1,6,2,2,1,0,1,7,17,22,7,17,7,8,1
instance_0,5,3,8,19,1,6,2,5,1,6,2,2,1,0,1,7,17,22,7,17,7,8,0
instance_0,5,3,8,19,1,6,2,5,1,6,2,2,1,0,1,7,17,22,7,17,7,8,0
instance_0,5,3,8,19,1,6,2,5,1,6,2,2,1,0,1,7,17,22,7,17,7,8,0
instance_0,5,3,8,19,1,6,2,5,1,6,2,2,1,0,1,7,17,22,7,17,7,8,0
instance_0,5,3,8,19,1,6,2,5,1,6,2,2,1,0,1,7,17,22,7,17,7,8,0
instance_0,5,3,8,19,1,6,2,5,1,6,2,2,1,0,1,7,17,22,7,17,7,8,0
instance_0,5,3,8,19,1,6,2,5,1,6,2,2,1,0,1,7,17,22,7,17,7,8,0
instance_0,5,3,8,19,1,6,2,5,1,6,2,2,1,0,1,7,17,22,7,17,7,8,0
instance_0,5,3,8,19,1,6,2,5,1,6,2,2,1,0,1,7,17,22,7,17,7,8,0
instance_0,5,3,8,19,1,6,2,5,1,6,2,2,1,0,1,7,17,22,7,17,7,8,0
instance_0,5,3,8,19,1,6,2,5,1,6,2,2,1,0,1,7,17,22,7,17,7,8,0
instance_0,5,3,8,19,1,6,2,5,1,6,2,2,1,0,1,7,17,22,7,17,7,8,0
instance_0,5,3,8,19,1,6,2,5,1,6,2,2,1,0,1,7,17,22,7,17,7,8,0
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,4,3,7,16,1,5,6,9,2,6,5,7,2,2,4,18,41,45,16,41,16,20,0
instance_0,4,3,7,16,1,5,6,9,2,6,5,7,2,2,4,18,41,45,16,41,16,20,0
instance_0,4,3,7,16,1,5,6,9,2,6,5,7,2,2,4,18,41,45,16,41,16,20,0
instance_0,4,3,7,16,1,5,6,9,2,6,5,7,2,2,4,18,41,45,16,41,16,20,0
instance_0,4,3,7,16,1,5,6,9,2,6,5,7,2,2,4,18,41,45,16,41,16,20,0
instance_0,4,3,7,16,1,5,6,9,2,6,5,7,2,2,4,18,41,45,16,41,16,20,0
instance_0,4,3,7,16,1,5,6,9,2,6,5,7,2,2,4,18,41,45,16,41,16,20,0
instance_0,4,3,7,16,1,5,6,9,2,6,5,7,2,2,4,18,41,45,16,41,16,20,0
instance_0,4,3,7,16,1,5,6,9,2,6,5,7,2,2,4,18,41,45,16,41,16,20,0
instance_0,4,3,7,16,1,5,6,9,2,6,5,7,2,2,4,18,41,45,16,41,16,20,0
instance_0,4,3,7,16,1,5,6,9,2,6,5,7,2,2,4,18,41,45,16,41,16,20,0
instance_0,4,3,7,16,1,5,6,9,2,6,5,7,2,2,4,18,41,45,16,41,16,20,0
instance_0,4,3,7,16,1,5,6,9,2,6,5,7,2,2,4,18,41,45,16,41,16,20,0
instance_0,4,3,7,16,1,5,6,9,2,6,5,7,2,2,4,18,41,45,16,41,16,20,0
instance_0,5,4,9,20,2,7,8,12,3,8,7,9,3,2,5,22,50,55,20,50,20,25,0
instance_0,5,4,9,20,2,7,8,12,3,8,7,9,3,2,5,22,50,55,20,50,20,25,0
instance_0,5,4,9,20,2,7,8,12,3,8,7,9,3,2,5,22,50,55,20,50,20,25,0
instance_0,5,4,9,20,2,7,8,12,3,8,7,9,3,2,5,22,50,55,20,50,20,25,0
instance_0,5,4,9,20,2,7,8,12,3,8,7,9,3,2,5,22,50,55,20,50,20,25,0
instance_0,5,4,9,20,2,7,8,12,3,8,7,9,3,2,5,22,50,55,20,50,20,25,0
instance_0,5,4,9,20,2,7,8,12,3,8,7,9,3,2,5,22,50,55,20,50,20,25,0
instance_0,5,4,9,20,2,7,8,12,3,8,7,9,3,2,5,22,50,55,20,50,20,25,0
instance_0,5,4,9,20,2,7,8,12,3,8,7,9,3,2,5,22,50,55,20,50,20,25,0
instance_0,5,4,9,20,2,7,8,12,3,8,7,9,3,2,5,22,50,55,20,50,20,25,0
instance_0,5,4,9,20,2,7,8,12,3,8,7,9,3,2,5,22,50,55,20,50,20,25,0
instance_0,5,4,9,20,2,7,8,12,3,8,7,9,3,2,5,22,50,55,20,50,20,25,0
instance_0,5,4,9,20,2,7,8,12,3,8,7,9,3,2,5,22,50,55,20,50,20,25,0
instance_0,5,4,9,20,2,7,8,12,3,8,7,9,3,2,5,22,50,55,20,50,20,25,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,17,5,4,9,42,96,105,38,96,38,47,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,17,5,4,9,42,96,105,38,96,38,47,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,17,5,4,9,42,96,105,38,96,38,47,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,17,5,4,9,42,96,105,38,96,38,47,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,17,5,4,9,42,96,105,38,96,38,47,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,17,5,4,9,42,96,105,38,96,38,47,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,17,5,4,9,42,96,105,38,96,38,47,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,17,5,4,9,42,96,105,38,96,38,47,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,17,5,4,9,42,96,105,38,96,38,47,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,17,5,4,9,42,96,105,38,96,38,47,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,17,5,4,9,42,96,105,38,96,38,47,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,17,5,4,9,42,96,105,38,96,38,47,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,17,5,4,9,42,96,105,38,96,38,47,0
instance_0,9,7,16,38,3,12,15,22,6,15,13,17,5,4,9,42,96,105,38,96,38,47,0
instance_0,8,6,14,31,3,11,12,18,5,13,11,14,4,3,7,34,79,87,31,79,31,38,0
instance_0,8,6,14,31,3,11,12,18,5,13,11,14,4,3,7,34,79,87,31,79,31,38,0
instance_0,8,6,14,31,3,11,12,18,5,13,11,14,4,3,7,34,79,87,31,79,31,38,0
instance_0,8,6,14,31,3,11,12,18,5,13,11,14,4,3,7,34,79,87,31,79,31,38,0
instance_0,8,6,14,31,3,11,12,18,5,13,11,14,4,3,7,34,79,87,31,79,31,38,0
instance_0,8,6,14,31,3,11,12,18,5,13,11,14,4,3,7,34,79,87,31,79,31,38,0
instance_0,8,6,14,31,3,11,12,18,5,13,11,14,4,3,7,34,79,87,31,79,31,38,0
instance_0,8,6,14,31,3,11,12,18,5,13,11,14,4,3,7,34,79,87,31,79,31,38,0
instance_0,8,6,14,31,3,11,12,18,5,13,11,14,4,3,7,34,79,87,31,79,31,38,0
instance_0,8,6,14,31,3,11,12,18,5,13,11,14,4,3,7,34,79,87,31,79,31,38,0
instance_0,8,6,14,31,3,11,12,18,5,13,11,14,4,3,7,34,79,87,31,79,31,38,0
instance_0,8,6,14,31,3,11,12,18,5,13,11,14,4,3,7,34,79,87,31,79,31,38,0
instance_0,8,6,14,31,3,11,12,18,5,13,11,14,4,3,7,34,79,87,31,79,31,38,0
instance_0,8,6,14,31,3,11,12,18,5,13,11,14,4,3,7,34,79,87,31,79,31,38,0
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,9,7,16,35,3,12,14,21,6,15,12,16,5,4,9,39,89,98,35,89,35,44,0
instance_0,8,6,14,33,3,11,13,19,5,13,11,15,4,4,8,37,83,91,33,83,33,41,0
instance_0,8,6,14,33,3,11,13,19,5,13,11,15,4,4,8,37,83,91,33,83,33,41,0
instance_0,8,6,14,33,3,11,13,19,5,13,11,15,4,4,8,37,83,91,33,83,33,41,0
instance_0,8,6,14,33,3,11,13,19,5,13,11,15,4,4,8,37,83,91,33,83,33,41,0
instance_0,8,6,14,33,3,11,13,19,5,13,11,15,4,4,8,37,83,91,33,83,33,41,0
instance_0,8,6,14,33,3,11,13,19,5,13,11,15,4,4,8,37,83,91,33,83,33,41,0
instance_0,8,6,14,33,3,11,13,19,5,13,11,15,4,4,8,37,83,91,33,83,33,41,0
instance_0,8,6,14,33,3,11,13,19,5,13,11,15,4,4,8,37,83,91,33,83,33,41,0
instance_0,8,6,14,33,3,11,13,19,5,13,11,15,4,4,8,37,83,91,33,83,33,41,0
instance_0,8,6,14,33,3,11,13,19,5,13,11,15,4,4,8,37,83,91,33,83,33,41,0
instance_0,8,6,14,33,3,11,13,19,5,13,11,15,4,4,8,37,83,91,33,83,33,41,0
instance_0,8,6,14,33,3,11,13,19,5,13,11,15,4,4,8,37,83,91,33,83,33,41,0
instance_0,8,6,14,33,3,11,13,19,5,13,11,15,4,4,8,37,83,91,33,83,33,41,0
instance_0,8,6,14,33,3,11,13,19,5,13,11,15,4,4,8,37,83,91,33,83,33,41,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,5,1,1,2,12,29,32,11,29,11,13,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,5,1,1,2,12,29,32,11,29,11,13,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,5,1,1,2,12,29,32,11,29,11,13,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,5,1,1,2,12,29,32,11,29,11,13,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,5,1,1,2,12,29,32,11,29,11,13,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,5,1,1,2,12,29,32,11,29,11,13,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,5,1,1,2,12,29,32,11,29,11,13,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,5,1,1,2,12,29,32,11,29,11,13,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,5,1,1,2,12,29,32,11,29,11,13,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,5,1,1,2,12,29,32,11,29,11,13,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,5,1,1,2,12,29,32,11,29,11,13,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,5,1,1,2,12,29,32,11,29,11,13,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,5,1,1,2,12,29,32,11,29,11,13,0
instance_0,3,2,5,11,1,4,4,6,2,5,4,5,1,1,2,12,29,32,11,29,11,13,0
instance_0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
instance_0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
instance_0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
instance_0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
instance_0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
instance_0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
instance_0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
instance_0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
instance_0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
instance_0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
instance_0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
instance_0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
instance_0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
instance_0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
instance_0,2,1,3,5,0,2,2,3,1,3,2,2,0,0,0,5,14,16,5,14,5,5,0
instance_0,2,1,3,5,0,2,2,3,1,3,2,2,0,0,0,5,14,16,5,14,5,5,0
instance_0,2,1,3,5,0,2,2,3,1,3,2,2,0,0,0,5,14,16,5,14,5,5,0
instance_0,2,1,3,5,0,2,2,3,1,3,2,2,0,0,0,5,14,16,5,14,5,5,0
instance_0,2,1,3,5,0,2,2,3,1,3,2,2,0,0,0,5,14,16,5,14,5,5,0
instance_0,2,1,3,5,0,2,2,3,1,3,2,2,0,0,0,5,14,16,5,14,5,5,0
instance_0,2,1,3,5,0,2,2,3,1,3,2,2,0,0,0,5,14,16,5,14,5,5,0
instance_0,2,1,3,5,0,2,2,3,1,3,2,2,0,0,0,5,14,16,5,14,5,5,0
instance_0,2,1,3,5,0,2,2,3,1,3,2,2,0,0,0,5,14,16,5,14,5,5,0
instance_0,2,1,3,5,0,2,2,3,1,3,2,2,0,0,0,5,14,16,5,14,5,5,0
instance_0,2,1,3,5,0,2,2,3,1,3,2,2,0,0,0,5,14,16,5,14,5,5,0
instance_0,2,1,3,5,0,2,2,3,1,3,2,2,0,0,0,5,14,16,5,14,5,5,0
instance_0,2,1,3,5,0,2,2,3,1,3,2,2,0,0,0,5,14,16,5,14,5,5,0
instance_0,2,1,3,5,0,2,2,3,1,3,2,2,0,0,0,5,14,16,5,14,5,5,0
instance_0,4,2,6,14,1,5,5,7,2,6,5,6,2,1,3,15,36,40,14,36,14,17,0
