Instances,feature_age,feature_job,feature_marital,feature_education,feature_default,feature_balance,feature_housing,feature_loan,feature_contact,feature_day,feature_month,feature_duration,feature_campaign,feature_pdays,feature_previous,feature_poutcome,algo_MLPC_bank
instance_0,0,3,0,1,0,19,0,1,0,9,2,12,17,22,15,0,0
instance_0,0,3,0,1,0,19,0,1,0,9,2,12,17,22,15,2,0
instance_0,0,3,0,1,0,19,1,1,0,9,4,12,17,22,15,1,0
instance_0,0,3,0,1,0,19,0,1,1,9,4,12,17,22,15,1,0
instance_0,0,3,0,1,0,19,0,1,0,9,4,11,17,22,15,1,0
instance_0,0,3,0,1,0,19,0,1,0,9,4,12,18,22,15,1,0
instance_0,0,3,0,1,0,19,0,1,0,9,4,12,17,22,14,1,0
instance_0,0,3,0,1,0,19,0,1,0,9,4,12,17,22,15,0,0
instance_0,0,3,0,1,0,19,0,1,0,9,4,12,17,22,15,2,0
instance_0,0,3,0,1,0,19,1,1,0,9,3,12,16,22,15,1,0
instance_0,0,3,0,1,0,19,0,1,1,9,3,12,16,22,15,1,0
instance_0,0,3,0,1,0,19,0,1,0,9,3,11,16,22,15,1,0
instance_0,0,3,0,1,0,19,0,1,0,9,3,12,16,22,15,0,0
instance_0,0,3,0,1,0,19,0,1,0,9,3,12,16,22,15,2,0
instance_0,0,3,0,1,0,19,1,1,0,9,3,12,17,23,15,1,0
instance_0,0,3,0,1,0,19,0,1,1,9,3,12,17,23,15,1,0
instance_0,0,3,0,1,0,19,0,1,0,9,3,11,17,23,15,1,0
instance_0,0,3,0,1,0,19,0,1,0,9,3,12,18,23,15,1,0
instance_0,0,3,0,1,0,19,0,1,0,9,3,12,17,23,15,0,0
instance_0,0,3,0,1,0,19,0,1,0,9,3,12,17,23,15,2,0
instance_0,0,3,0,1,0,19,1,1,0,9,3,12,17,22,14,1,0
instance_0,0,3,0,1,0,19,0,1,1,9,3,12,17,22,14,1,0
instance_0,0,3,0,1,0,19,0,1,0,9,3,11,17,22,14,1,0
instance_0,0,3,0,1,0,19,0,1,0,9,3,12,18,22,14,1,0
instance_0,0,3,0,1,0,19,0,1,0,9,3,12,17,22,13,1,0
instance_0,0,3,0,1,0,19,0,1,0,9,3,12,17,22,14,0,0
instance_0,0,3,0,1,0,19,1,1,0,9,3,12,17,22,16,1,0
instance_0,0,3,0,1,0,19,0,1,1,9,3,12,17,22,16,1,0
instance_0,0,3,0,1,0,19,0,1,0,9,3,11,17,22,16,1,0
instance_0,0,3,0,1,0,19,0,1,0,9,3,12,18,22,16,1,0
instance_0,0,3,0,1,0,19,0,1,0,9,3,12,17,22,16,0,0
instance_0,0,3,0,1,0,19,0,1,0,9,3,12,17,22,16,2,0
instance_0,0,3,0,1,0,19,1,0,1,10,3,12,17,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,2,10,3,12,17,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,1,10,3,11,17,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,1,10,3,12,17,22,15,0,0
instance_0,0,3,0,1,0,19,0,0,1,10,3,12,17,22,15,2,0
instance_0,0,3,0,1,0,19,1,0,1,9,2,12,17,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,2,9,2,12,17,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,1,9,2,11,17,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,1,9,2,12,17,22,15,0,0
instance_0,0,3,0,1,0,19,0,0,1,9,2,12,17,22,15,2,0
instance_0,0,3,0,1,0,19,1,0,1,9,4,12,17,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,2,9,4,12,17,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,1,9,4,11,17,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,1,9,4,12,17,22,15,0,0
instance_0,0,3,0,1,0,19,0,0,1,9,4,12,17,22,15,2,0
instance_0,0,3,0,1,0,19,1,0,1,9,3,12,16,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,2,9,3,12,16,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,1,9,3,12,16,22,15,0,0
instance_0,0,3,0,1,0,19,0,0,1,9,3,12,16,22,15,2,0
instance_0,0,3,0,1,0,19,1,0,1,9,3,12,18,22,15,1,0
instance_0,0,3,0,1,0,19,0,1,1,9,3,12,18,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,2,9,3,12,18,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,1,9,3,11,18,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,1,9,3,12,19,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,1,9,3,12,18,22,15,0,0
instance_0,0,3,0,1,0,19,0,0,1,9,3,12,18,22,15,2,0
instance_0,0,3,0,1,0,19,1,0,1,9,3,12,17,23,15,1,0
instance_0,0,3,0,1,0,19,0,0,2,9,3,12,17,23,15,1,0
instance_0,0,3,0,1,0,19,0,0,1,9,3,12,17,23,15,0,0
instance_0,0,3,0,1,0,19,0,0,1,9,3,12,17,23,15,2,0
instance_0,0,3,0,1,0,19,1,0,1,9,3,12,17,22,14,1,0
instance_0,0,3,0,1,0,19,0,0,2,9,3,12,17,22,14,1,0
instance_0,0,3,0,1,0,19,0,0,1,9,3,11,17,22,14,1,0
instance_0,0,3,0,1,0,19,0,0,1,9,3,12,17,22,14,0,0
instance_0,0,3,0,1,0,19,0,0,1,9,3,12,17,22,14,2,0
instance_0,0,3,0,1,0,19,1,0,1,9,3,12,17,22,16,1,0
instance_0,0,3,0,1,0,19,0,0,2,9,3,12,17,22,16,1,0
instance_0,0,3,0,1,0,19,0,0,1,9,3,12,17,22,16,0,0
instance_0,0,3,0,1,0,19,0,0,1,9,3,12,17,22,16,2,0
instance_0,0,3,0,1,0,19,1,0,0,11,3,12,17,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,0,11,3,12,17,22,15,0,0
instance_0,0,3,0,1,0,19,0,0,0,11,3,12,17,22,15,2,0
instance_0,0,3,0,1,0,19,1,0,0,10,2,12,17,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,0,10,2,12,17,22,15,0,0
instance_0,0,3,0,1,0,19,0,0,0,10,2,12,17,22,15,2,0
instance_0,0,3,0,1,0,19,1,0,0,10,4,12,17,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,0,10,4,12,17,22,15,0,0
instance_0,0,3,0,1,0,19,0,0,0,10,4,12,17,22,15,2,0
instance_0,0,3,0,1,0,19,1,0,0,10,3,11,17,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,0,10,3,11,17,22,15,0,0
instance_0,0,3,0,1,0,19,0,0,0,10,3,11,17,22,15,2,0
instance_0,0,3,0,1,0,19,1,0,0,10,3,12,16,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,0,10,3,12,16,22,15,0,0
instance_0,0,3,0,1,0,19,0,0,0,10,3,12,16,22,15,2,0
instance_0,0,3,0,1,0,19,1,0,0,10,3,12,18,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,0,10,3,12,18,22,15,0,0
instance_0,0,3,0,1,0,19,0,0,0,10,3,12,18,22,15,2,0
instance_0,0,3,0,1,0,19,1,0,0,10,3,12,17,23,15,1,0
instance_0,0,3,0,1,0,19,0,0,0,10,3,12,17,23,15,0,0
instance_0,0,3,0,1,0,19,0,0,0,10,3,12,17,23,15,2,0
instance_0,0,3,0,1,0,19,1,0,0,10,3,12,17,22,14,1,0
instance_0,0,3,0,1,0,19,0,0,0,10,3,12,17,22,14,0,0
instance_0,0,3,0,1,0,19,0,0,0,10,3,12,17,22,14,2,0
instance_0,0,3,0,1,0,19,1,0,0,10,3,12,17,22,16,1,0
instance_0,0,3,0,1,0,19,0,0,0,10,3,12,17,22,16,0,0
instance_0,0,3,0,1,0,19,0,0,0,10,3,12,17,22,16,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,1,12,17,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,1,12,17,22,15,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,1,12,17,22,15,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,2,11,17,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,2,11,17,22,15,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,2,11,17,22,15,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,2,12,16,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,2,12,16,22,15,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,2,12,16,22,15,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,2,12,18,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,2,12,18,22,15,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,2,12,18,22,15,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,2,12,17,23,15,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,2,12,17,23,15,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,2,12,17,23,15,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,2,12,17,22,14,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,2,12,17,22,14,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,2,12,17,22,14,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,2,12,17,22,16,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,2,12,17,22,16,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,2,12,17,22,16,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,5,12,17,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,5,12,17,22,15,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,5,12,17,22,15,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,4,11,17,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,4,11,17,22,15,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,4,11,17,22,15,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,4,12,16,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,4,12,16,22,15,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,4,12,16,22,15,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,4,12,18,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,4,12,18,22,15,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,4,12,18,22,15,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,4,12,17,23,15,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,4,12,17,23,15,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,4,12,17,23,15,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,4,12,17,22,14,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,4,12,17,22,14,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,4,12,17,22,14,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,4,12,17,22,16,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,4,12,17,22,16,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,4,12,17,22,16,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,3,10,17,22,15,1,0
instance_0,0,3,0,1,0,19,0,1,0,9,3,10,17,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,1,9,3,10,17,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,9,17,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,10,17,22,15,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,10,17,22,15,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,3,11,16,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,11,16,22,15,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,11,16,22,15,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,3,11,18,22,15,1,0
instance_0,0,3,0,1,0,19,0,1,0,9,3,11,18,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,11,18,22,15,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,11,18,22,15,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,3,11,17,23,15,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,11,17,23,15,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,11,17,23,15,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,3,11,17,22,14,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,11,17,22,14,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,11,17,22,14,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,3,11,17,22,16,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,11,17,22,16,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,11,17,22,16,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,3,12,15,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,13,15,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,12,14,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,12,15,22,15,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,12,15,22,15,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,3,12,16,23,15,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,12,16,23,15,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,12,16,23,15,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,3,12,16,22,14,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,12,16,22,14,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,12,16,22,14,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,3,12,16,22,16,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,12,16,22,16,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,12,16,22,16,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,3,12,19,22,15,1,0
instance_0,0,3,0,1,0,19,0,1,0,9,3,12,19,22,15,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,12,19,22,15,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,12,19,22,15,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,3,12,18,23,15,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,12,18,23,15,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,12,18,23,15,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,3,12,18,22,14,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,12,18,22,14,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,12,18,22,14,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,3,12,18,22,16,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,12,18,22,16,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,12,18,22,16,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,3,12,17,24,15,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,12,17,24,15,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,12,17,24,15,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,3,12,17,23,14,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,12,17,23,14,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,12,17,23,14,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,3,12,17,23,16,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,12,17,23,16,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,12,17,23,16,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,3,12,17,22,13,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,12,17,22,13,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,12,17,22,13,2,0
instance_0,0,3,0,1,0,19,1,0,0,9,3,12,17,22,17,1,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,12,17,22,17,0,0
instance_0,0,3,0,1,0,19,0,0,0,9,3,12,17,22,17,2,0
instance_0,0,1,0,1,0,19,1,0,0,8,3,12,16,21,14,1,0
instance_0,0,1,0,1,0,19,0,0,0,8,3,12,16,21,14,0,0
instance_0,0,1,0,1,0,19,0,0,0,8,3,12,16,21,14,2,0
instance_0,0,2,2,1,0,19,0,0,0,8,3,12,16,21,14,1,0
instance_0,0,2,1,2,0,19,0,0,0,8,3,12,16,21,14,1,0
instance_0,0,2,1,1,0,19,1,0,0,8,3,12,16,21,14,1,0
instance_0,0,2,1,1,0,19,0,0,0,8,3,13,16,21,14,1,0
instance_0,0,2,1,1,0,19,0,0,0,8,3,12,15,21,14,1,0
instance_0,0,2,1,1,0,19,0,0,0,8,3,12,16,21,14,0,0
instance_0,0,2,1,1,0,19,0,0,0,8,3,12,16,21,14,2,0
instance_0,0,2,0,0,0,19,1,0,0,8,3,12,16,21,14,1,0
instance_0,0,2,0,0,0,19,0,1,0,8,3,12,16,21,14,1,0
instance_0,0,2,0,0,0,19,0,0,0,8,3,12,16,21,14,0,0
instance_0,0,2,0,0,0,19,0,0,0,8,3,12,16,21,14,2,0
instance_0,0,2,0,3,0,19,0,0,0,8,3,12,16,21,14,1,0
instance_0,0,2,0,2,0,19,1,0,0,8,3,12,16,21,14,1,0
instance_0,0,2,0,2,0,19,0,0,0,8,3,13,16,21,14,1,0
instance_0,0,2,0,2,0,19,0,0,0,8,3,12,15,21,14,1,0
instance_0,0,2,0,2,0,19,0,0,0,8,3,12,16,21,14,0,0
instance_0,0,2,0,2,0,19,0,0,0,8,3,12,16,21,14,2,0
instance_0,0,2,0,1,1,19,1,0,0,8,3,12,16,21,14,1,0
instance_0,0,2,0,1,1,19,0,0,0,8,3,12,16,21,14,0,0
instance_0,0,2,0,1,1,19,0,0,0,8,3,12,16,21,14,2,0
instance_0,0,2,0,1,0,18,1,0,0,8,3,12,16,21,14,1,0
instance_0,0,2,0,1,0,18,0,0,0,8,3,12,16,21,14,0,0
instance_0,0,2,0,1,0,18,0,0,0,8,3,12,16,21,14,2,0
instance_0,0,2,0,1,0,20,1,0,0,8,3,12,16,21,14,1,0
instance_0,0,2,0,1,0,20,0,0,0,8,3,12,16,21,14,0,0
instance_0,0,2,0,1,0,20,0,0,0,8,3,12,16,21,14,2,0
instance_0,0,2,0,1,0,19,1,1,0,8,3,12,16,21,14,1,0
instance_0,0,2,0,1,0,19,0,1,1,8,3,12,16,21,14,1,0
instance_0,0,2,0,1,0,19,0,1,0,8,3,11,16,21,14,1,0
instance_0,0,2,0,1,0,19,0,1,0,8,3,12,16,21,14,0,0
instance_0,0,2,0,1,0,19,0,1,0,8,3,12,16,21,14,2,0
instance_0,0,2,0,1,0,19,1,0,1,8,3,12,16,21,14,1,0
instance_0,0,2,0,1,0,19,0,0,2,8,3,12,16,21,14,1,0
instance_0,0,2,0,1,0,19,0,0,1,8,3,12,16,21,14,0,0
instance_0,0,2,0,1,0,19,0,0,1,8,3,12,16,21,14,2,0
instance_0,0,2,0,1,0,19,1,0,0,7,3,12,16,21,14,1,0
instance_0,0,2,0,1,0,19,0,0,0,7,3,12,16,21,14,0,0
instance_0,0,2,0,1,0,19,0,0,0,7,3,12,16,21,14,2,0
instance_0,0,2,0,1,0,19,1,0,0,9,3,12,16,21,14,1,0
instance_0,0,2,0,1,0,19,0,0,0,9,3,12,16,21,14,0,0
instance_0,0,2,0,1,0,19,0,0,0,9,3,12,16,21,14,2,0
instance_0,0,2,0,1,0,19,1,0,0,8,2,12,16,21,14,1,0
instance_0,0,2,0,1,0,19,0,0,0,8,2,12,16,21,14,0,0
instance_0,0,2,0,1,0,19,0,0,0,8,2,12,16,21,14,2,0
instance_0,0,2,0,1,0,19,1,0,0,8,4,12,16,21,14,1,0
instance_0,0,2,0,1,0,19,0,0,0,8,4,12,16,21,14,0,0
instance_0,0,2,0,1,0,19,0,0,0,8,4,12,16,21,14,2,0
instance_0,0,2,0,1,0,19,1,0,0,8,3,11,16,21,14,1,0
instance_0,0,2,0,1,0,19,0,0,0,8,3,11,16,21,14,0,0
instance_0,0,2,0,1,0,19,0,0,0,8,3,11,16,21,14,2,0
instance_0,0,2,0,1,0,19,1,0,0,8,3,13,16,21,14,1,0
instance_0,0,2,0,1,0,19,0,0,0,8,3,14,16,21,14,1,0
instance_0,0,2,0,1,0,19,0,0,0,8,3,13,15,21,14,1,0
instance_0,0,2,0,1,0,19,0,0,0,8,3,13,16,21,14,0,0
instance_0,0,2,0,1,0,19,0,0,0,8,3,13,16,21,14,2,0
instance_0,0,2,0,1,0,19,1,0,0,8,3,12,15,21,14,1,0
instance_0,0,2,0,1,0,19,0,0,0,8,3,12,15,21,14,0,0
instance_0,0,2,0,1,0,19,0,0,0,8,3,12,15,21,14,2,0
instance_0,0,2,0,1,0,19,1,0,0,8,3,12,16,20,14,1,0
instance_0,0,2,0,1,0,19,0,0,0,8,3,12,16,20,14,0,0
instance_0,0,2,0,1,0,19,0,0,0,8,3,12,16,20,14,2,0
instance_0,0,2,0,1,0,19,1,0,0,8,3,12,16,22,14,1,0
instance_0,0,2,0,1,0,19,0,0,0,8,3,12,16,22,14,0,0
instance_0,0,2,0,1,0,19,0,0,0,8,3,12,16,22,14,2,0
instance_0,0,2,0,1,0,19,1,0,0,8,3,12,16,21,13,1,0
instance_0,0,2,0,1,0,19,0,0,0,8,3,12,16,21,13,0,0
instance_0,0,2,0,1,0,19,0,0,0,8,3,12,16,21,13,2,0
instance_0,0,5,0,1,0,19,1,0,0,8,3,12,16,21,14,1,0
instance_0,0,5,0,1,0,19,0,0,0,8,3,12,16,21,14,0,0
instance_0,0,5,0,1,0,19,0,0,0,8,3,12,16,21,14,2,0
instance_0,0,4,2,1,0,19,0,0,0,8,3,12,16,21,14,1,0
instance_0,0,4,1,2,0,19,0,0,0,8,3,12,16,21,14,1,0
instance_0,0,4,1,1,0,19,0,0,0,8,3,13,16,21,14,1,0
instance_0,0,4,1,1,0,19,0,0,0,8,3,12,15,21,14,1,0
instance_0,0,4,1,1,0,19,0,0,0,8,3,12,16,21,14,0,0
instance_0,0,4,1,1,0,19,0,0,0,8,3,12,16,21,14,2,0
instance_0,0,4,0,0,0,19,1,0,0,8,3,12,16,21,14,1,0
instance_0,0,4,0,0,0,19,0,1,0,8,3,12,16,21,14,1,0
instance_0,0,4,0,0,0,19,0,0,0,8,3,12,16,21,14,0,0
instance_0,0,4,0,0,0,19,0,0,0,8,3,12,16,21,14,2,0
instance_0,0,4,0,3,0,19,0,0,0,8,3,12,16,21,14,1,0
instance_0,0,4,0,2,0,19,0,0,0,8,3,13,16,21,14,1,0
instance_0,0,4,0,2,0,19,0,0,0,8,3,12,15,21,14,1,0
instance_0,0,4,0,2,0,19,0,0,0,8,3,12,16,21,14,0,0
instance_0,0,4,0,2,0,19,0,0,0,8,3,12,16,21,14,2,0
instance_0,0,4,0,1,1,19,1,0,0,8,3,12,16,21,14,1,0
instance_0,0,4,0,1,1,19,0,0,0,8,3,13,16,21,14,1,0
instance_0,0,4,0,1,1,19,0,0,0,8,3,12,16,21,14,0,0
instance_0,0,4,0,1,1,19,0,0,0,8,3,12,16,21,14,2,0
instance_0,0,4,0,1,0,18,1,0,0,8,3,12,16,21,14,1,0
instance_0,0,4,0,1,0,18,0,0,0,8,3,12,16,21,14,0,0
instance_0,0,4,0,1,0,18,0,0,0,8,3,12,16,21,14,2,0
instance_0,0,4,0,1,0,20,1,0,0,8,3,12,16,21,14,1,0
instance_0,0,4,0,1,0,20,0,0,0,8,3,12,16,21,14,0,0
instance_0,0,4,0,1,0,20,0,0,0,8,3,12,16,21,14,2,0
instance_0,0,4,0,1,0,19,1,1,0,8,3,12,16,21,14,1,0
instance_0,0,4,0,1,0,19,0,1,1,8,3,12,16,21,14,1,0
instance_0,0,4,0,1,0,19,0,1,0,8,3,11,16,21,14,1,0
instance_0,0,4,0,1,0,19,0,1,0,8,3,12,16,21,14,0,0
instance_0,0,4,0,1,0,19,0,1,0,8,3,12,16,21,14,2,0
instance_0,0,4,0,1,0,19,1,0,1,8,3,12,16,21,14,1,0
instance_0,0,4,0,1,0,19,0,0,2,8,3,12,16,21,14,1,0
instance_0,0,4,0,1,0,19,0,0,1,8,3,12,16,21,14,0,0
instance_0,0,4,0,1,0,19,0,0,1,8,3,12,16,21,14,2,0
instance_0,0,4,0,1,0,19,1,0,0,7,3,12,16,21,14,1,0
instance_0,0,4,0,1,0,19,0,0,0,7,3,12,16,21,14,0,0
instance_0,0,4,0,1,0,19,0,0,0,7,3,12,16,21,14,2,0
instance_0,0,4,0,1,0,19,1,0,0,9,3,12,16,21,14,1,0
instance_0,0,4,0,1,0,19,0,0,0,9,3,12,16,21,14,0,0
instance_0,0,4,0,1,0,19,0,0,0,9,3,12,16,21,14,2,0
instance_0,0,4,0,1,0,19,1,0,0,8,2,12,16,21,14,1,0
instance_0,0,4,0,1,0,19,0,0,0,8,2,12,16,21,14,0,0
instance_0,0,4,0,1,0,19,0,0,0,8,2,12,16,21,14,2,0
instance_0,0,4,0,1,0,19,1,0,0,8,4,12,16,21,14,1,0
instance_0,0,4,0,1,0,19,0,0,0,8,4,12,16,21,14,0,0
instance_0,0,4,0,1,0,19,0,0,0,8,4,12,16,21,14,2,0
instance_0,0,4,0,1,0,19,1,0,0,8,3,11,16,21,14,1,0
instance_0,0,4,0,1,0,19,0,0,0,8,3,11,16,21,14,0,0
instance_0,0,4,0,1,0,19,0,0,0,8,3,11,16,21,14,2,0
instance_0,0,4,0,1,0,19,0,0,0,8,3,14,16,21,14,1,0
instance_0,0,4,0,1,0,19,0,0,0,8,3,13,15,21,14,1,0
instance_0,0,4,0,1,0,19,0,0,0,8,3,13,16,21,14,0,0
instance_0,0,4,0,1,0,19,0,0,0,8,3,13,16,21,14,2,0
instance_0,0,4,0,1,0,19,1,0,0,8,3,12,15,21,14,1,0
instance_0,0,4,0,1,0,19,0,0,0,8,3,12,15,21,14,0,0
instance_0,0,4,0,1,0,19,0,0,0,8,3,12,15,21,14,2,0
instance_0,0,4,0,1,0,19,1,0,0,8,3,12,16,20,14,1,0
instance_0,0,4,0,1,0,19,0,0,0,8,3,12,16,20,14,0,0
instance_0,0,4,0,1,0,19,0,0,0,8,3,12,16,20,14,2,0
instance_0,0,4,0,1,0,19,1,0,0,8,3,12,16,22,14,1,0
instance_0,0,4,0,1,0,19,0,0,0,8,3,12,16,22,14,0,0
instance_0,0,4,0,1,0,19,0,0,0,8,3,12,16,22,14,2,0
instance_0,0,4,0,1,0,19,1,0,0,8,3,12,16,21,13,1,0
instance_0,0,4,0,1,0,19,0,0,0,8,3,12,16,21,13,0,0
instance_0,0,4,0,1,0,19,0,0,0,8,3,12,16,21,13,2,0
instance_0,0,3,1,0,0,19,1,0,0,8,3,12,16,21,14,1,0
instance_0,0,3,1,0,0,19,0,0,0,8,3,12,16,21,14,0,0
instance_0,0,3,1,0,0,19,0,0,0,8,3,12,16,21,14,2,0
instance_0,0,3,2,1,1,19,0,0,0,8,3,12,16,21,14,1,0
instance_0,0,3,1,2,1,19,0,0,0,8,3,12,16,21,14,1,0
instance_0,0,3,1,1,1,19,0,0,0,7,3,12,16,21,14,1,0
instance_0,0,3,1,1,1,19,0,0,0,8,3,13,16,21,14,1,0
instance_0,0,3,1,1,1,19,0,0,0,8,3,12,15,21,14,1,0
instance_0,0,3,1,1,1,19,0,0,0,8,3,12,16,22,14,1,0
instance_0,0,3,1,1,1,19,0,0,0,8,3,12,16,21,14,0,0
instance_0,0,3,1,1,1,19,0,0,0,8,3,12,16,21,14,2,0
instance_0,0,3,2,1,0,18,0,0,0,8,3,12,16,21,14,1,0
instance_0,0,3,1,2,0,18,0,0,0,8,3,12,16,21,14,1,0
instance_0,0,3,1,1,0,18,1,0,0,8,3,12,16,21,14,1,0
