Instances,feature_age,feature_workclass,feature_fnlwgt,feature_education,feature_marital_status,feature_occupation,feature_relationship,feature_race,feature_sex,feature_capital_gain,feature_capital_loss,feature_hours_per_week,feature_native_country,algo_Decision_tree_standard_unfair
instance_0,3,6,13,8,4,5,2,0,0,6,3,0,0,1
instance_0,8,7,14,4,2,5,0,2,0,1,6,5,12,1
instance_0,3,1,8,7,4,5,2,1,0,5,6,11,7,1
instance_0,8,7,17,4,1,4,0,3,0,1,7,6,12,1
instance_0,3,1,8,7,4,4,2,2,0,5,6,11,8,1
instance_0,7,7,17,4,1,4,0,3,0,1,6,5,11,1
instance_0,6,7,18,4,4,5,0,3,0,0,7,8,12,1
instance_0,9,7,16,4,2,4,0,3,0,3,9,4,12,1
instance_0,6,6,17,3,4,4,0,3,0,0,8,6,12,1
instance_0,4,4,14,7,4,5,0,2,0,2,2,0,1,1
instance_0,4,5,15,8,4,5,0,1,0,4,2,1,0,1
instance_0,6,6,18,4,4,5,0,4,0,0,8,9,12,1
instance_0,4,1,11,10,3,4,3,3,0,6,6,11,9,1
instance_0,3,1,9,8,4,4,3,1,0,5,7,12,6,1
instance_0,7,6,17,3,4,4,0,3,0,0,8,6,11,1
instance_0,9,7,14,4,1,5,0,2,0,4,8,5,11,1
instance_0,6,7,18,4,1,7,2,4,0,1,7,8,12,1
instance_0,3,7,14,4,5,4,0,3,0,6,3,2,1,1
instance_0,8,7,17,3,2,4,0,2,0,2,6,5,12,1
instance_0,6,5,18,4,4,5,0,2,0,0,7,7,12,1
instance_0,8,7,16,4,3,4,0,3,0,2,9,4,12,1
instance_0,6,6,17,3,4,4,0,3,0,0,8,6,11,1
instance_0,4,1,10,10,3,4,3,1,0,4,6,11,10,1
instance_0,4,5,15,8,4,5,1,1,0,4,3,0,1,1
instance_0,4,0,11,9,4,4,3,1,0,5,5,10,11,1
instance_0,9,4,16,4,4,4,0,2,0,2,7,5,10,1
instance_0,9,7,15,4,2,4,0,3,0,3,9,4,12,1
instance_0,7,6,17,3,3,4,0,2,0,2,6,6,11,1
instance_0,9,7,16,4,1,5,0,2,0,0,7,4,12,1
instance_0,7,7,14,4,1,5,0,2,0,0,7,5,12,1
instance_0,4,5,13,7,4,5,0,2,0,3,3,1,0,1
instance_0,9,7,16,4,1,5,0,2,0,0,7,5,12,1
instance_0,9,7,14,4,2,4,0,4,0,5,6,2,10,1
instance_0,8,7,17,3,1,4,0,3,0,1,7,6,12,1
instance_0,3,6,14,8,5,5,2,1,0,6,4,0,0,1
instance_0,4,0,11,10,4,4,3,1,0,5,5,10,11,1
instance_0,8,6,18,4,4,4,0,2,0,1,8,6,11,1
instance_0,6,0,9,12,1,4,2,0,0,3,7,12,5,1
instance_0,7,0,10,12,1,4,3,1,0,5,7,10,6,1
instance_0,8,6,15,4,2,4,0,3,0,1,7,5,11,1
instance_0,6,6,17,4,4,4,0,3,0,0,7,6,12,1
instance_0,3,7,14,7,4,5,0,1,0,5,4,0,0,1
instance_0,3,7,13,5,5,4,1,4,0,6,3,3,1,1
instance_0,3,5,13,8,4,5,2,0,0,6,3,0,0,1
instance_0,7,6,11,3,1,5,0,1,0,2,7,2,9,1
instance_0,8,6,18,4,4,4,0,2,0,0,8,6,11,1
instance_0,3,5,13,8,3,5,1,1,0,5,3,0,0,1
instance_0,3,7,12,5,5,4,1,3,0,5,3,3,0,1
instance_0,5,7,18,1,1,6,1,4,0,1,6,9,12,1
instance_0,8,5,16,4,4,5,0,2,0,0,7,5,11,1
instance_0,9,5,16,4,4,5,0,2,0,1,7,5,11,1
instance_0,8,6,12,4,1,4,0,2,0,3,7,1,10,1
instance_0,7,6,17,3,3,4,0,2,0,1,6,6,11,1
instance_0,4,7,14,4,5,4,1,3,0,6,3,2,1,1
instance_0,4,1,10,10,3,4,3,2,0,4,5,11,10,1
instance_0,4,6,13,6,4,5,1,1,0,5,4,1,0,1
instance_0,7,7,19,6,1,7,3,3,0,0,9,8,12,1
instance_0,8,6,15,4,2,4,0,3,0,0,7,5,11,1
instance_0,7,6,17,3,1,4,0,2,0,1,6,6,11,1
instance_0,9,5,16,4,4,5,0,2,0,2,7,5,11,1
instance_0,9,5,18,4,4,4,0,2,0,2,8,5,11,1
instance_0,5,7,18,2,1,6,1,4,0,1,6,9,12,1
instance_0,8,7,17,3,3,5,0,2,0,2,6,4,12,1
instance_0,8,6,13,4,1,4,0,2,0,3,7,1,10,1
instance_0,4,7,13,4,5,4,1,3,0,6,3,2,1,1
instance_0,6,7,20,5,1,7,3,4,0,0,8,8,12,1
instance_0,7,1,10,12,1,4,3,1,0,5,7,10,6,1
instance_0,3,7,14,7,5,5,2,1,0,6,4,0,0,1
instance_0,7,6,11,4,1,4,0,1,0,2,7,2,9,1
instance_0,8,4,15,3,4,5,0,3,0,0,7,5,11,1
instance_0,6,6,18,4,4,5,0,4,0,0,6,10,12,1
instance_0,4,1,10,10,4,5,3,1,0,5,5,10,11,1
instance_0,4,5,13,6,4,5,1,1,0,5,3,1,0,1
instance_0,3,7,14,4,5,4,1,3,0,6,3,2,1,1
instance_0,4,1,11,10,3,4,3,2,0,4,5,11,10,1
instance_0,6,6,18,4,4,5,0,4,0,0,6,9,12,1
instance_0,4,0,11,10,4,4,3,1,0,5,5,11,11,1
instance_0,8,6,15,4,2,5,0,3,0,0,7,5,11,1
instance_0,7,6,12,4,1,4,0,3,0,2,7,2,10,1
instance_0,3,1,9,7,4,4,2,2,0,5,6,11,8,1
instance_0,4,2,14,7,3,4,0,2,0,2,2,3,0,1
instance_0,7,1,9,12,1,5,4,4,0,4,5,11,4,1
instance_0,4,0,9,9,2,4,2,1,0,5,6,11,6,1
instance_0,3,7,12,5,5,5,0,3,0,4,1,3,0,1
instance_0,4,1,10,9,4,4,2,2,0,6,6,10,8,1
instance_0,4,1,10,10,3,4,3,1,0,5,6,11,10,1
instance_0,8,7,17,3,3,4,0,3,0,2,6,4,12,1
instance_0,9,7,17,3,3,4,0,2,0,2,6,6,12,1
instance_0,4,5,14,6,4,4,1,2,0,5,3,1,0,1
instance_0,9,7,14,4,1,5,0,2,0,4,8,6,11,1
instance_0,3,1,8,8,4,4,3,0,0,5,7,11,6,1
instance_0,8,4,15,3,4,4,0,3,0,0,7,5,11,1
instance_0,4,5,13,8,4,5,0,2,0,2,3,0,1,1
instance_0,4,6,13,5,5,4,0,3,0,6,3,1,1,1
instance_0,3,2,12,4,1,5,1,0,0,4,1,4,1,1
instance_0,8,7,17,3,3,4,0,2,0,2,6,5,12,1
instance_0,7,7,19,4,1,7,3,4,0,0,7,9,12,1
instance_0,7,7,19,5,1,7,3,3,0,1,7,8,13,1
instance_0,6,6,18,4,4,5,0,3,0,0,7,7,12,1
instance_0,4,5,14,5,4,4,0,3,0,6,3,1,1,1
instance_0,7,7,19,6,1,7,3,3,0,1,10,8,13,1
instance_0,8,6,15,3,2,5,0,3,0,0,7,5,11,1
instance_0,3,7,14,7,4,5,2,1,0,5,4,0,0,1
instance_0,5,7,18,2,1,7,1,4,0,1,6,9,12,1
instance_0,4,5,13,8,4,5,0,2,0,2,3,0,3,1
instance_0,4,7,14,5,5,4,0,3,0,6,3,2,1,1
instance_0,9,5,16,4,4,5,0,2,0,1,8,5,11,1
instance_0,7,6,17,3,4,4,0,2,0,2,6,6,11,1
instance_0,9,4,15,3,4,5,0,3,0,0,7,5,11,1
instance_0,8,4,15,3,3,4,0,3,0,0,7,5,11,1
instance_0,6,7,19,3,1,6,3,4,0,0,6,10,12,1
instance_0,4,1,10,9,4,4,2,2,0,6,6,11,8,1
instance_0,3,5,13,8,4,5,1,1,0,5,3,0,1,1
instance_0,9,7,17,3,3,4,0,2,0,2,6,5,12,1
instance_0,4,0,11,10,4,4,3,1,0,5,5,11,10,1
instance_0,6,7,19,3,3,5,0,4,0,0,6,10,12,1
instance_0,4,4,13,7,4,4,0,2,0,2,3,1,1,1
instance_0,8,7,17,4,1,4,0,4,0,0,7,6,12,1
instance_0,3,1,8,7,4,4,2,2,0,5,6,11,7,1
instance_0,4,0,8,9,3,4,2,1,0,5,6,11,5,1
instance_0,9,7,15,4,2,4,0,3,0,3,9,6,12,1
instance_0,7,5,11,3,1,5,0,1,0,3,7,2,9,1
instance_0,8,5,15,4,4,5,0,2,0,0,7,5,11,1
instance_0,4,3,14,7,3,4,0,2,0,2,3,2,1,1
instance_0,3,2,14,7,2,4,0,1,0,3,2,3,0,1
instance_0,9,7,14,4,1,4,0,2,0,3,7,6,11,1
instance_0,6,7,18,4,1,7,2,4,0,1,7,9,12,1
instance_0,7,7,14,4,2,5,0,2,0,1,6,5,12,1
instance_0,4,7,13,5,5,4,1,4,0,6,3,3,1,1
instance_0,5,0,9,12,1,4,3,0,0,3,7,12,5,1
instance_0,4,1,10,10,4,4,3,1,0,5,5,10,11,1
instance_0,4,5,13,8,4,5,0,2,0,3,3,0,1,1
instance_0,8,7,16,4,1,5,0,3,0,0,7,5,12,1
instance_0,8,6,12,4,1,4,0,3,0,2,7,2,10,1
instance_0,8,7,15,4,1,5,0,3,0,0,6,5,11,1
instance_0,6,7,18,3,1,7,1,4,0,1,6,9,12,1
instance_0,7,7,14,4,2,5,0,3,0,0,7,5,12,1
instance_0,3,2,14,7,2,4,0,2,0,2,2,3,0,1
instance_0,8,6,15,3,2,5,0,3,0,0,6,5,11,1
instance_0,3,0,9,11,1,4,2,1,0,5,6,11,5,1
instance_0,3,5,13,8,4,5,1,1,0,5,3,0,0,1
instance_0,7,7,19,6,1,7,3,3,0,0,10,8,12,1
instance_0,7,6,17,3,4,4,0,2,0,2,6,6,10,1
instance_0,6,6,18,4,4,5,0,3,0,0,7,6,12,1
instance_0,8,7,16,4,1,5,0,4,0,0,7,5,12,1
instance_0,3,1,9,8,4,4,2,0,0,4,7,10,6,1
instance_0,9,6,13,4,2,5,0,2,0,3,7,2,10,1
instance_0,8,6,13,3,1,4,0,3,0,2,7,1,10,1
instance_0,4,3,13,7,3,4,0,2,0,2,3,2,1,1
instance_0,3,5,13,8,4,5,2,0,0,5,3,0,0,1
instance_0,9,7,14,4,1,5,0,2,0,3,8,6,11,1
instance_0,7,7,19,4,1,7,3,3,0,0,7,9,13,1
instance_0,4,0,9,11,1,4,2,0,0,4,6,11,5,1
instance_0,3,0,9,11,1,4,2,1,0,4,6,11,5,1
instance_0,3,5,13,8,4,5,0,2,0,3,3,0,0,1
instance_0,8,7,17,3,3,4,0,2,0,2,6,6,11,1
instance_0,4,5,14,7,4,5,0,2,0,3,3,1,0,1
instance_0,9,5,11,4,2,5,0,1,0,3,7,2,9,1
instance_0,6,7,18,4,4,5,0,2,0,0,7,8,12,1
instance_0,7,7,14,4,2,5,0,3,0,1,7,5,12,1
instance_0,3,1,9,7,4,4,2,2,0,6,5,11,8,1
instance_0,9,7,14,4,2,5,0,2,0,4,6,2,10,1
instance_0,8,7,16,4,1,5,0,4,0,0,7,6,12,1
instance_0,9,7,14,4,1,4,0,4,0,3,7,7,12,1
instance_0,6,6,18,4,4,5,0,4,0,0,7,9,12,1
instance_0,4,5,15,8,4,5,1,1,0,4,2,1,1,1
instance_0,4,5,13,5,4,4,0,3,0,6,3,1,1,1
instance_0,4,7,14,5,5,4,1,3,0,6,2,2,1,1
instance_0,4,2,14,7,3,4,0,2,0,2,2,2,0,1
instance_0,3,1,9,7,4,5,2,2,0,6,5,11,8,1
instance_0,7,6,11,4,1,4,0,2,0,2,7,2,9,1
instance_0,3,5,13,8,3,4,1,0,0,5,3,0,0,1
instance_0,4,5,13,6,5,4,1,1,0,5,3,1,0,1
instance_0,7,0,9,12,1,4,4,1,0,3,7,11,5,1
instance_0,4,1,10,10,4,4,3,1,0,5,4,10,11,1
instance_0,7,0,9,12,1,4,4,1,0,3,7,12,5,1
instance_0,9,6,13,4,2,4,0,2,0,3,7,1,10,1
instance_0,4,7,11,5,5,5,0,3,0,3,3,3,0,1
instance_0,6,6,18,4,4,5,0,2,0,0,7,7,12,1
instance_0,7,7,17,4,1,4,0,3,0,1,6,5,12,1
instance_0,8,6,12,3,1,4,0,3,0,2,7,1,10,1
instance_0,3,6,13,8,5,5,2,1,0,6,4,0,0,1
instance_0,3,2,12,4,1,5,1,0,0,4,0,3,1,1
instance_0,3,2,14,5,1,5,1,0,0,4,0,3,1,1
instance_0,4,0,9,11,1,4,2,0,0,3,6,12,5,1
instance_0,6,0,9,12,1,4,3,0,0,3,7,12,4,1
instance_0,4,7,13,5,5,4,1,3,0,6,3,3,1,1
instance_0,4,3,14,7,3,4,0,2,0,2,3,2,0,1
instance_0,6,7,18,3,1,7,2,4,0,0,7,8,12,1
instance_0,8,7,17,3,3,5,0,2,0,1,8,4,12,1
instance_0,3,7,12,5,5,4,0,4,0,5,3,3,1,1
instance_0,9,4,17,4,4,4,0,2,0,2,7,5,11,1
instance_0,3,1,10,8,4,4,2,2,0,6,5,10,8,1
instance_0,3,7,14,7,4,5,2,1,0,6,4,0,0,1
instance_0,3,0,9,10,2,4,1,1,0,5,6,11,6,1
instance_0,4,1,11,10,4,4,3,1,0,5,5,10,11,1
instance_0,3,0,9,10,2,4,1,1,0,5,6,11,5,1
instance_0,6,7,19,3,1,6,3,4,0,0,6,9,12,1
instance_0,3,0,9,11,1,4,1,1,0,5,6,11,5,1
instance_0,5,0,9,12,1,4,2,0,0,3,7,12,5,1
instance_0,8,6,13,3,1,4,0,3,0,2,7,2,10,1
instance_0,8,5,15,3,4,5,0,3,0,0,7,5,11,1
instance_0,3,2,12,4,1,5,2,0,0,4,1,5,0,1
instance_0,4,5,15,8,4,5,0,2,0,3,2,1,0,1
instance_0,5,7,18,3,1,6,1,4,0,1,6,9,12,1
instance_0,7,7,19,4,1,7,3,3,0,1,7,8,13,1
instance_0,8,6,15,3,2,4,0,3,0,0,7,5,11,1
instance_0,7,0,10,12,1,4,4,1,0,5,7,10,5,1
instance_0,8,7,16,4,3,5,0,2,0,1,8,4,12,1
instance_0,8,7,16,4,3,4,0,3,0,3,9,4,12,1
instance_0,6,7,18,4,4,5,0,4,0,0,6,10,11,1
instance_0,6,7,18,4,4,5,0,3,0,0,7,9,12,1
instance_0,8,6,12,4,1,4,0,3,0,3,7,1,10,1
instance_0,4,0,9,11,1,4,2,0,0,3,6,11,5,1
instance_0,7,6,11,4,1,5,0,2,0,2,7,2,9,1
instance_0,7,0,9,12,1,4,4,1,0,5,7,10,5,1
instance_0,4,5,14,5,4,4,1,2,0,5,3,1,0,1
instance_0,4,7,11,4,4,5,0,3,0,3,3,3,0,1
instance_0,7,6,13,4,1,4,0,2,0,3,7,1,10,1
instance_0,3,2,14,6,2,5,0,1,0,3,2,3,0,1
instance_0,7,7,14,4,2,5,0,2,0,0,7,5,12,1
instance_0,4,0,9,11,1,4,2,0,0,3,7,12,5,1
instance_0,6,0,9,12,1,4,4,0,0,3,7,12,5,1
instance_0,6,7,19,3,4,5,0,4,0,0,6,10,12,1
instance_0,8,7,17,3,3,5,0,1,0,2,6,4,12,1
instance_0,6,7,19,3,1,6,1,4,0,0,6,10,12,1
instance_0,7,7,19,6,1,7,3,3,0,0,9,8,13,1
instance_0,6,6,17,4,4,4,0,3,0,0,8,6,12,1
instance_0,8,7,17,3,1,4,0,3,0,1,6,5,12,1
instance_0,4,6,14,5,5,4,0,3,0,6,2,2,1,1
instance_0,9,7,14,4,2,5,0,2,0,5,6,2,10,1
instance_0,4,6,13,6,4,5,1,1,0,5,3,1,0,1
instance_0,9,7,14,4,2,5,0,3,0,4,6,2,10,1
instance_0,8,5,15,3,4,5,0,2,0,0,7,5,11,1
instance_0,3,7,12,5,4,4,0,3,0,5,3,3,1,1
instance_0,3,2,11,4,2,5,1,1,0,4,1,4,1,1
instance_0,9,7,14,4,1,5,0,2,0,3,7,6,11,1
instance_0,4,1,10,10,3,4,3,1,0,4,5,11,10,1
instance_0,3,1,10,8,4,5,2,2,0,6,5,10,8,1
instance_0,9,7,14,4,2,4,0,3,0,4,9,6,12,1
instance_0,4,1,8,9,4,4,2,0,0,5,6,11,5,1
instance_0,4,1,11,10,3,4,3,3,0,6,6,11,10,1
instance_0,7,0,9,12,1,4,4,0,0,3,7,12,5,1
instance_0,3,2,12,4,1,5,1,1,0,4,1,4,0,1
instance_0,3,2,14,6,2,5,0,1,0,4,2,3,0,1
instance_0,4,1,8,9,3,4,2,0,0,5,6,11,5,1
instance_0,3,7,12,5,5,5,0,3,0,4,3,3,0,1
instance_0,4,1,11,10,3,4,3,3,0,6,5,11,10,1
instance_0,4,5,14,8,4,5,1,1,0,4,3,0,1,1
instance_0,6,0,9,12,1,4,3,0,0,3,7,12,5,1
instance_0,6,7,19,3,2,5,0,4,0,0,6,10,12,1
instance_0,3,1,9,7,4,5,2,0,0,5,6,10,7,1
instance_0,3,1,9,8,4,4,2,1,0,5,7,12,6,1
instance_0,3,7,11,5,5,5,0,3,0,4,1,3,0,1
instance_0,6,7,18,3,4,5,0,4,0,0,6,10,11,1
instance_0,4,1,10,8,4,4,2,2,0,6,6,10,8,1
instance_0,4,5,14,6,5,4,1,1,0,5,3,1,0,1
instance_0,3,7,11,5,5,5,0,3,0,3,3,3,0,1
instance_0,3,1,9,7,4,4,2,2,0,6,6,11,8,1
instance_0,3,7,12,5,4,4,0,3,0,5,3,3,0,1
instance_0,8,6,15,3,2,4,0,3,0,1,7,5,11,1
instance_0,9,7,14,4,2,5,0,3,0,5,6,2,10,1
instance_0,7,7,19,5,1,7,3,3,0,1,8,8,13,1
instance_0,9,7,14,4,2,5,0,2,0,4,7,2,10,1
instance_0,3,7,13,5,5,5,1,3,0,4,1,3,0,1
instance_0,8,7,15,4,1,5,0,3,0,1,6,5,11,1
instance_0,4,5,13,6,3,4,1,1,0,6,4,1,0,1
instance_0,4,5,13,8,4,5,1,1,0,5,3,0,1,1
instance_0,8,6,12,3,1,4,0,3,0,2,7,2,10,1
instance_0,4,5,14,5,4,4,0,2,0,5,3,1,0,1
instance_0,3,2,13,4,1,5,1,0,0,4,0,3,1,1
instance_0,3,0,9,11,1,4,2,0,0,4,6,11,5,1
instance_0,4,1,11,10,4,4,2,3,0,6,6,11,8,1
instance_0,4,5,13,6,4,4,1,1,0,6,4,1,0,1
instance_0,8,7,17,3,3,5,0,2,0,2,7,4,12,1
instance_0,4,6,14,5,5,4,0,3,0,6,3,2,1,1
instance_0,4,5,13,8,4,5,0,2,0,2,3,0,2,1
instance_0,9,7,17,4,1,4,0,4,0,1,7,6,12,1
instance_0,3,2,12,4,1,5,1,0,0,4,1,5,1,1
instance_0,9,7,14,4,2,5,0,4,0,4,6,2,10,1
instance_0,9,6,13,4,2,5,0,2,0,4,7,2,10,1
instance_0,4,5,15,8,4,5,0,1,0,3,2,1,0,1
instance_0,3,1,9,8,4,4,2,0,0,5,7,12,6,1
instance_0,7,1,8,12,1,5,4,4,0,4,5,11,4,1
instance_0,9,7,14,4,1,5,0,2,0,3,7,6,12,1
instance_0,3,2,14,5,2,5,0,1,0,4,2,3,0,1
instance_0,6,7,18,4,4,5,0,3,0,0,8,9,12,1
instance_0,9,7,14,4,1,4,0,2,0,3,7,6,12,1
instance_0,7,0,10,12,1,4,3,1,0,5,7,10,5,1
instance_0,4,4,14,8,4,5,0,2,0,2,3,0,1,1
instance_0,4,1,10,10,4,4,2,2,0,6,6,11,8,1
instance_0,9,7,14,4,1,4,0,4,0,4,8,6,12,1
instance_0,4,1,10,9,4,5,3,1,0,5,5,10,11,1
instance_0,9,5,17,4,4,4,0,2,0,2,7,5,11,1
instance_0,3,2,14,7,2,4,0,2,0,3,2,3,0,1
instance_0,4,0,11,9,4,4,3,1,0,5,5,11,11,1
instance_0,8,7,17,3,3,4,0,3,0,2,6,5,12,1
instance_0,4,7,11,4,3,5,0,3,0,3,3,3,0,1
instance_0,8,7,15,4,2,5,0,2,0,1,6,5,12,1
instance_0,8,6,17,4,4,4,0,2,0,0,8,6,11,1
instance_0,8,5,11,4,2,5,0,1,0,3,7,2,9,1
instance_0,3,1,8,7,4,5,2,2,0,5,6,11,7,1
instance_0,8,7,16,4,3,4,0,3,0,1,8,4,12,1
instance_0,8,7,17,4,1,5,0,4,0,0,7,6,12,1
instance_0,7,7,19,6,1,7,3,3,0,1,8,8,12,1
instance_0,8,7,16,4,3,4,0,3,0,2,8,4,12,1
instance_0,6,7,19,4,1,6,3,4,0,0,6,9,12,1
instance_0,3,7,12,5,5,4,0,3,0,5,3,3,1,1
instance_0,4,1,8,9,4,4,3,0,0,5,7,11,5,1
instance_0,7,7,17,3,3,4,0,2,0,2,6,6,11,1
instance_0,3,7,12,5,5,5,1,3,0,5,3,3,0,1
instance_0,3,6,13,8,4,5,1,1,0,5,3,0,0,1
instance_0,4,1,11,10,3,4,3,1,0,5,6,11,10,1
instance_0,4,0,11,10,3,4,3,1,0,5,6,11,10,1
instance_0,9,7,14,4,2,4,0,3,0,4,8,6,12,1
instance_0,4,0,11,10,3,4,3,1,0,5,5,11,10,1
instance_0,9,7,16,4,1,5,0,3,0,0,7,5,12,1
instance_0,7,6,17,4,4,4,0,3,0,0,8,6,11,1
instance_0,7,7,19,6,1,7,3,3,0,1,9,8,13,1
instance_0,6,6,17,3,1,4,0,2,0,1,6,5,11,1
instance_0,9,7,16,4,3,4,0,3,0,3,9,4,12,1
instance_0,4,5,15,8,4,5,0,2,0,3,3,1,0,1
instance_0,3,2,14,5,2,5,1,0,0,4,2,3,0,1
instance_0,8,6,15,3,1,5,0,3,0,0,6,5,11,1
instance_0,9,7,14,3,1,5,0,2,0,4,7,5,11,1
instance_0,4,5,13,8,4,5,1,1,0,4,3,0,1,1
instance_0,3,2,14,5,2,5,1,1,0,4,2,3,0,1
instance_0,4,0,9,10,2,4,2,1,0,5,6,11,6,1
instance_0,3,6,13,8,4,5,2,1,0,6,4,0,0,1
instance_0,4,1,11,10,3,4,2,3,0,6,6,11,9,1
instance_0,4,5,13,5,5,4,0,3,0,6,3,1,1,1
instance_0,5,6,18,4,4,5,0,3,0,0,8,9,12,1
instance_0,3,7,12,5,5,4,0,3,0,5,3,3,0,1
instance_0,3,2,11,4,2,5,1,0,0,4,1,4,1,1
instance_0,4,2,14,5,1,5,1,0,0,4,0,3,0,1
instance_0,4,5,14,5,4,4,0,3,0,5,3,1,0,1
instance_0,4,5,13,6,4,4,1,1,0,5,4,1,0,1
instance_0,8,5,15,3,2,4,0,3,0,0,7,5,11,1
instance_0,6,6,18,4,4,5,0,4,0,0,7,7,12,1
instance_0,4,0,9,10,2,4,1,1,0,5,6,11,6,1
instance_0,4,2,14,7,2,4,0,2,0,2,2,3,0,1
instance_0,6,7,18,4,1,7,3,4,0,0,7,8,12,1
instance_0,4,5,14,8,4,5,0,2,0,3,3,1,0,1
instance_0,9,6,14,4,2,5,0,2,0,4,7,2,10,1
instance_0,4,4,14,7,4,5,0,2,0,2,2,1,1,1
instance_0,3,1,10,8,4,4,2,2,0,6,6,10,8,1
instance_0,9,5,17,4,4,4,0,2,0,2,8,5,11,1
instance_0,3,7,14,8,5,5,2,1,0,6,4,0,0,1
instance_0,4,5,13,6,4,4,1,1,0,5,3,1,0,1
instance_0,4,1,10,9,4,5,3,1,0,5,4,10,10,1
instance_0,4,3,14,7,3,4,0,2,0,2,2,2,0,1
instance_0,8,7,17,3,3,5,0,2,0,1,7,4,12,1
instance_0,7,6,17,3,2,4,0,2,0,1,6,6,11,1
instance_0,3,1,9,7,4,5,2,1,0,5,6,11,7,1
instance_0,4,7,14,7,4,5,1,1,0,5,4,0,0,1
instance_0,8,6,18,4,4,4,0,2,0,0,7,6,11,1
instance_0,7,6,10,4,1,4,0,1,0,2,7,2,9,1
instance_0,4,5,13,8,4,5,0,2,0,3,3,0,0,1
instance_0,7,6,12,4,1,4,0,2,0,3,7,1,10,1
instance_0,3,2,12,4,1,5,1,0,0,4,1,5,0,1
instance_0,9,7,14,4,1,4,0,3,0,3,7,6,12,1
instance_0,9,4,16,4,4,5,0,2,0,2,7,5,11,1
instance_0,6,7,19,3,1,6,2,4,0,0,6,10,12,1
instance_0,8,6,18,4,4,4,0,2,0,2,8,5,11,1
instance_0,8,7,17,3,1,4,0,3,0,1,7,5,12,1
instance_0,4,6,14,7,4,5,1,1,0,5,4,1,0,1
instance_0,6,7,19,4,1,7,3,4,0,0,7,8,12,1
instance_0,3,2,11,4,1,5,1,1,0,4,1,4,1,1
instance_0,4,4,13,8,4,5,0,2,0,2,3,0,2,1
instance_0,3,5,13,8,4,5,0,2,0,3,3,1,0,1
instance_0,4,7,13,5,5,4,1,3,0,6,3,2,1,1
instance_0,4,1,11,10,3,4,3,2,0,6,5,11,10,1
instance_0,3,7,14,7,4,5,1,1,0,5,4,0,0,1
instance_0,7,0,9,12,1,4,4,1,0,4,7,11,5,1
instance_0,3,2,14,5,1,5,1,0,0,4,2,3,0,1
instance_0,3,2,11,4,1,5,1,1,0,4,1,4,0,1
instance_0,4,4,14,7,4,5,0,2,0,2,3,0,1,1
instance_0,3,7,12,5,5,4,1,4,0,6,3,3,1,1
instance_0,3,2,12,4,1,5,1,0,0,4,1,3,1,1
instance_0,3,1,8,8,4,4,3,0,0,5,7,12,6,1
instance_0,4,6,14,6,4,5,1,1,0,5,4,1,0,1
instance_0,7,7,19,4,1,7,3,4,0,0,6,9,12,1
instance_0,3,1,9,7,4,4,2,0,0,5,7,10,6,1
instance_0,3,7,12,5,5,4,1,4,0,5,3,3,1,1
instance_0,7,6,17,3,1,4,0,2,0,1,6,5,11,1
instance_0,9,7,14,4,1,4,0,4,0,5,6,2,10,1
instance_0,3,7,12,5,5,5,0,3,0,4,2,3,0,1
instance_0,3,1,9,8,4,5,2,0,0,5,7,11,6,1
instance_0,3,5,13,8,4,5,1,0,0,5,3,0,0,1
instance_0,9,7,14,4,1,5,0,2,0,4,7,5,11,1
instance_0,7,7,14,4,2,5,0,2,0,1,7,5,12,1
instance_0,4,1,10,9,4,5,3,1,0,5,4,10,11,1
instance_0,8,7,15,4,1,5,0,3,0,0,7,5,12,1
instance_0,8,7,15,4,1,5,0,2,0,0,7,5,12,1
instance_0,4,2,14,5,1,5,1,0,0,4,2,3,0,1
instance_0,4,5,13,8,4,5,0,2,0,3,3,1,0,1
instance_0,4,1,11,10,3,4,3,2,0,5,5,11,10,1
instance_0,7,7,20,6,1,7,3,3,0,0,9,8,13,1
instance_0,7,5,11,3,2,5,0,1,0,3,7,2,9,1
instance_0,7,5,11,3,1,5,0,1,0,2,7,2,9,1
instance_0,3,1,8,8,4,4,3,0,0,5,7,11,5,1
instance_0,8,5,11,3,2,5,0,1,0,3,7,2,9,1
instance_0,9,4,16,4,4,4,0,2,0,2,7,5,11,1
