Instances,sensitive_age,feature_job,feature_marital,feature_education,feature_default,feature_balance,feature_housing,feature_loan,feature_contact,feature_day_of_week,feature_month,feature_duration,feature_campaign,feature_pdays,feature_previous,feature_poutcome,algo_RF
instance_0,0,9,2,3,1,84,1,1,2,26,9,41,53,73,49,3,0
instance_0,0,9,2,3,1,84,1,1,2,26,9,41,53,73,49,3,0
instance_0,0,9,2,3,1,84,1,1,2,26,9,41,53,73,49,3,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,4,1,1,0,28,0,0,1,11,4,16,22,29,20,1,0
instance_0,0,4,1,1,0,28,0,0,1,11,4,16,22,29,20,1,0
instance_0,0,4,1,1,0,28,0,0,1,11,4,16,22,29,20,1,0
instance_0,0,4,1,1,0,28,0,0,1,11,4,16,22,29,20,1,0
instance_0,0,4,1,1,0,28,0,0,1,11,4,16,22,29,20,1,0
instance_0,0,4,1,1,0,28,0,0,1,11,4,16,22,29,20,1,0
instance_0,0,4,1,1,0,28,0,0,1,11,4,16,22,29,20,1,0
instance_0,0,4,1,1,0,28,0,0,1,11,4,16,22,29,20,1,0
instance_0,0,4,1,1,0,28,0,0,1,11,4,16,22,29,20,1,0
instance_0,0,4,1,1,0,28,0,0,1,11,4,16,22,29,20,1,0
instance_0,0,4,1,1,0,28,0,0,1,11,4,16,22,29,20,1,0
instance_0,0,4,1,1,0,28,0,0,1,11,4,16,22,29,20,1,0
instance_0,0,4,1,1,0,28,0,0,1,11,4,16,22,29,20,1,0
instance_0,0,4,1,1,0,28,0,0,1,11,4,16,22,29,20,1,0
instance_0,0,4,1,1,0,28,0,0,1,11,4,16,22,29,20,1,0
instance_0,0,4,1,1,0,28,0,0,1,11,4,16,22,29,20,1,0
instance_0,0,4,1,1,0,28,0,0,1,11,4,16,22,29,20,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,3,0,1,0,28,0,0,0,11,3,16,21,28,19,1,0
instance_0,0,10,2,3,1,86,1,1,2,27,10,42,54,74,50,3,0
instance_0,0,10,2,3,1,86,1,1,2,27,10,42,54,74,50,3,0
instance_0,0,10,2,3,1,86,1,1,2,27,10,42,54,74,50,3,0
instance_0,0,10,2,3,1,86,1,1,2,27,10,42,54,74,50,3,0
instance_0,0,10,2,3,1,86,1,1,2,27,10,42,54,74,50,3,0
instance_0,0,10,2,3,1,86,1,1,2,27,10,42,54,74,50,3,0
instance_0,0,10,2,3,1,86,1,1,2,27,10,42,54,74,50,3,0
instance_0,0,10,2,3,1,86,1,1,2,27,10,42,54,74,50,3,0
instance_0,0,10,2,3,1,86,1,1,2,27,10,42,54,74,50,3,0
instance_0,0,10,2,3,1,86,1,1,2,27,10,42,54,74,50,3,0
instance_0,0,10,2,3,1,86,1,1,2,27,10,42,54,74,50,3,0
instance_0,0,10,2,3,1,86,1,1,2,27,10,42,54,74,50,3,0
instance_0,0,10,2,3,1,86,1,1,2,27,10,42,54,74,50,3,0
instance_0,0,10,2,3,1,86,1,1,2,27,10,42,54,74,50,3,0
instance_0,0,10,2,3,1,86,1,1,2,27,10,42,54,74,50,3,0
instance_0,0,10,2,3,1,86,1,1,2,27,10,42,54,74,50,3,0
instance_0,0,10,2,3,1,86,1,1,2,27,10,42,54,74,50,3,0
instance_0,0,5,1,1,0,41,0,0,1,14,5,22,29,38,26,1,0
instance_0,0,5,1,1,0,41,0,0,1,14,5,22,29,38,26,1,0
instance_0,0,5,1,1,0,41,0,0,1,14,5,22,29,38,26,1,0
instance_0,0,5,1,1,0,41,0,0,1,14,5,22,29,38,26,1,0
instance_0,0,5,1,1,0,41,0,0,1,14,5,22,29,38,26,1,0
instance_0,0,5,1,1,0,41,0,0,1,14,5,22,29,38,26,1,0
instance_0,0,5,1,1,0,41,0,0,1,14,5,22,29,38,26,1,0
instance_0,0,5,1,1,0,41,0,0,1,14,5,22,29,38,26,1,0
instance_0,0,5,1,1,0,41,0,0,1,14,5,22,29,38,26,1,0
instance_0,0,5,1,1,0,41,0,0,1,14,5,22,29,38,26,1,0
instance_0,0,5,1,1,0,41,0,0,1,14,5,22,29,38,26,1,0
instance_0,0,5,1,1,0,41,0,0,1,14,5,22,29,38,26,1,0
instance_0,0,5,1,1,0,41,0,0,1,14,5,22,29,38,26,1,0
instance_0,0,5,1,1,0,41,0,0,1,14,5,22,29,38,26,1,0
instance_0,0,5,1,1,0,41,0,0,1,14,5,22,29,38,26,1,0
instance_0,0,5,1,1,0,41,0,0,1,14,5,22,29,38,26,1,0
instance_0,0,5,1,1,0,41,0,0,1,14,5,22,29,38,26,1,0
instance_0,0,4,1,1,0,37,0,0,1,13,4,20,27,35,24,1,0
instance_0,0,4,1,1,0,37,0,0,1,13,4,20,27,35,24,1,0
instance_0,0,4,1,1,0,37,0,0,1,13,4,20,27,35,24,1,0
instance_0,0,4,1,1,0,37,0,0,1,13,4,20,27,35,24,1,0
instance_0,0,4,1,1,0,37,0,0,1,13,4,20,27,35,24,1,0
instance_0,0,4,1,1,0,37,0,0,1,13,4,20,27,35,24,1,0
instance_0,0,4,1,1,0,37,0,0,1,13,4,20,27,35,24,1,0
instance_0,0,4,1,1,0,37,0,0,1,13,4,20,27,35,24,1,0
instance_0,0,4,1,1,0,37,0,0,1,13,4,20,27,35,24,1,0
instance_0,0,4,1,1,0,37,0,0,1,13,4,20,27,35,24,1,0
instance_0,0,4,1,1,0,37,0,0,1,13,4,20,27,35,24,1,0
instance_0,0,4,1,1,0,37,0,0,1,13,4,20,27,35,24,1,0
instance_0,0,4,1,1,0,37,0,0,1,13,4,20,27,35,24,1,0
instance_0,0,4,1,1,0,37,0,0,1,13,4,20,27,35,24,1,0
instance_0,0,4,1,1,0,37,0,0,1,13,4,20,27,35,24,1,0
instance_0,0,4,1,1,0,37,0,0,1,13,4,20,27,35,24,1,0
instance_0,0,4,1,1,0,37,0,0,1,13,4,20,27,35,24,1,0
instance_0,0,11,2,3,1,94,1,1,2,29,11,46,59,81,54,3,0
instance_0,0,11,2,3,1,94,1,1,2,29,11,46,59,81,54,3,0
instance_0,0,11,2,3,1,94,1,1,2,29,11,46,59,81,54,3,0
instance_0,0,11,2,3,1,94,1,1,2,29,11,46,59,81,54,3,0
instance_0,0,11,2,3,1,94,1,1,2,29,11,46,59,81,54,3,0
instance_0,0,11,2,3,1,94,1,1,2,29,11,46,59,81,54,3,0
instance_0,0,11,2,3,1,94,1,1,2,29,11,46,59,81,54,3,0
instance_0,0,11,2,3,1,94,1,1,2,29,11,46,59,81,54,3,0
instance_0,0,11,2,3,1,94,1,1,2,29,11,46,59,81,54,3,0
instance_0,0,11,2,3,1,94,1,1,2,29,11,46,59,81,54,3,0
instance_0,0,11,2,3,1,94,1,1,2,29,11,46,59,81,54,3,0
instance_0,0,11,2,3,1,94,1,1,2,29,11,46,59,81,54,3,0
instance_0,0,11,2,3,1,94,1,1,2,29,11,46,59,81,54,3,0
instance_0,0,11,2,3,1,94,1,1,2,29,11,46,59,81,54,3,0
instance_0,0,11,2,3,1,94,1,1,2,29,11,46,59,81,54,3,0
instance_0,0,11,2,3,1,94,1,1,2,29,11,46,59,81,54,3,0
instance_0,0,11,2,3,1,94,1,1,2,29,11,46,59,81,54,3,0
instance_0,0,11,2,3,1,100,1,1,2,31,11,48,62,85,57,3,0
instance_0,0,11,2,3,1,100,1,1,2,31,11,48,62,85,57,3,0
instance_0,0,11,2,3,1,100,1,1,2,31,11,48,62,85,57,3,0
instance_0,0,11,2,3,1,100,1,1,2,31,11,48,62,85,57,3,0
instance_0,0,11,2,3,1,100,1,1,2,31,11,48,62,85,57,3,0
instance_0,0,11,2,3,1,100,1,1,2,31,11,48,62,85,57,3,0
instance_0,0,11,2,3,1,100,1,1,2,31,11,48,62,85,57,3,0
instance_0,0,11,2,3,1,100,1,1,2,31,11,48,62,85,57,3,0
instance_0,0,11,2,3,1,100,1,1,2,31,11,48,62,85,57,3,0
instance_0,0,11,2,3,1,100,1,1,2,31,11,48,62,85,57,3,0
instance_0,0,11,2,3,1,100,1,1,2,31,11,48,62,85,57,3,0
instance_0,0,11,2,3,1,100,1,1,2,31,11,48,62,85,57,3,0
instance_0,0,11,2,3,1,100,1,1,2,31,11,48,62,85,57,3,0
instance_0,0,11,2,3,1,100,1,1,2,31,11,48,62,85,57,3,0
instance_0,0,11,2,3,1,100,1,1,2,31,11,48,62,85,57,3,0
instance_0,0,11,2,3,1,100,1,1,2,31,11,48,62,85,57,3,0
instance_0,0,11,2,3,1,100,1,1,2,31,11,48,62,85,57,3,0
instance_0,0,8,2,2,1,68,1,1,2,22,8,34,44,60,40,2,0
instance_0,0,8,2,2,1,68,1,1,2,22,8,34,44,60,40,2,0
instance_0,0,8,2,2,1,68,1,1,2,22,8,34,44,60,40,2,0
instance_0,0,8,2,2,1,68,1,1,2,22,8,34,44,60,40,2,0
instance_0,0,8,2,2,1,68,1,1,2,22,8,34,44,60,40,2,0
instance_0,0,8,2,2,1,68,1,1,2,22,8,34,44,60,40,2,0
instance_0,0,8,2,2,1,68,1,1,2,22,8,34,44,60,40,2,0
instance_0,0,8,2,2,1,68,1,1,2,22,8,34,44,60,40,2,0
instance_0,0,8,2,2,1,68,1,1,2,22,8,34,44,60,40,2,0
instance_0,0,8,2,2,1,68,1,1,2,22,8,34,44,60,40,2,0
instance_0,0,8,2,2,1,68,1,1,2,22,8,34,44,60,40,2,0
instance_0,0,8,2,2,1,68,1,1,2,22,8,34,44,60,40,2,0
instance_0,0,8,2,2,1,68,1,1,2,22,8,34,44,60,40,2,0
instance_0,0,8,2,2,1,68,1,1,2,22,8,34,44,60,40,2,0
instance_0,0,8,2,2,1,68,1,1,2,22,8,34,44,60,40,2,0
instance_0,0,8,2,2,1,68,1,1,2,22,8,34,44,60,40,2,0
instance_0,0,8,2,2,1,68,1,1,2,22,8,34,44,60,40,2,0
instance_0,0,5,1,1,0,4,0,0,0,4,1,6,8,9,7,0,0
instance_0,0,5,1,1,0,4,0,0,0,4,1,6,8,9,7,0,0
instance_0,0,5,1,1,0,4,0,0,0,4,1,6,8,9,7,0,0
instance_0,0,5,1,1,0,4,0,0,0,4,1,6,8,9,7,0,0
instance_0,0,5,1,1,0,4,0,0,0,4,1,6,8,9,7,0,0
instance_0,0,5,1,1,0,4,0,0,0,4,1,6,8,9,7,0,0
instance_0,0,5,1,1,0,4,0,0,0,4,1,6,8,9,7,0,0
instance_0,0,5,1,1,0,4,0,0,0,4,1,6,8,9,7,0,0
instance_0,0,5,1,1,0,4,0,0,0,4,1,6,8,9,7,0,0
instance_0,0,5,1,1,0,4,0,0,0,4,1,6,8,9,7,0,0
instance_0,0,5,1,1,0,4,0,0,0,4,1,6,8,9,7,0,0
instance_0,0,5,1,1,0,4,0,0,0,4,1,6,8,9,7,0,0
instance_0,0,5,1,1,0,4,0,0,0,4,1,6,8,9,7,0,0
instance_0,0,5,1,1,0,4,0,0,0,4,1,6,8,9,7,0,0
instance_0,0,5,1,1,0,4,0,0,0,4,1,6,8,9,7,0,0
instance_0,0,5,1,1,0,4,0,0,0,4,1,6,8,9,7,0,0
instance_0,0,3,0,1,0,23,0,0,0,9,3,14,19,24,16,1,0
instance_0,0,3,0,1,0,23,0,0,0,9,3,14,19,24,16,1,0
instance_0,0,3,0,1,0,23,0,0,0,9,3,14,19,24,16,1,0
instance_0,0,3,0,1,0,23,0,0,0,9,3,14,19,24,16,1,0
instance_0,0,3,0,1,0,23,0,0,0,9,3,14,19,24,16,1,0
instance_0,0,3,0,1,0,23,0,0,0,9,3,14,19,24,16,1,0
instance_0,0,3,0,1,0,23,0,0,0,9,3,14,19,24,16,1,0
instance_0,0,3,0,1,0,23,0,0,0,9,3,14,19,24,16,1,0
instance_0,0,3,0,1,0,23,0,0,0,9,3,14,19,24,16,1,0
instance_0,0,3,0,1,0,23,0,0,0,9,3,14,19,24,16,1,0
instance_0,0,3,0,1,0,23,0,0,0,9,3,14,19,24,16,1,0
instance_0,0,3,0,1,0,23,0,0,0,9,3,14,19,24,16,1,0
instance_0,0,3,0,1,0,23,0,0,0,9,3,14,19,24,16,1,0
instance_0,0,3,0,1,0,23,0,0,0,9,3,14,19,24,16,1,0
instance_0,0,3,0,1,0,23,0,0,0,9,3,14,19,24,16,1,0
instance_0,0,3,0,1,0,23,0,0,0,9,3,14,19,24,16,1,0
instance_0,0,8,2,2,1,69,1,1,2,22,8,35,45,61,41,2,0
instance_0,0,8,2,2,1,69,1,1,2,22,8,35,45,61,41,2,0
instance_0,0,8,2,2,1,69,1,1,2,22,8,35,45,61,41,2,0
instance_0,0,8,2,2,1,69,1,1,2,22,8,35,45,61,41,2,0
instance_0,0,8,2,2,1,69,1,1,2,22,8,35,45,61,41,2,0
instance_0,0,8,2,2,1,69,1,1,2,22,8,35,45,61,41,2,0
instance_0,0,8,2,2,1,69,1,1,2,22,8,35,45,61,41,2,0
instance_0,0,8,2,2,1,69,1,1,2,22,8,35,45,61,41,2,0
instance_0,0,8,2,2,1,69,1,1,2,22,8,35,45,61,41,2,0
instance_0,0,8,2,2,1,69,1,1,2,22,8,35,45,61,41,2,0
instance_0,0,8,2,2,1,69,1,1,2,22,8,35,45,61,41,2,0
instance_0,0,8,2,2,1,69,1,1,2,22,8,35,45,61,41,2,0
instance_0,0,8,2,2,1,69,1,1,2,22,8,35,45,61,41,2,0
instance_0,0,8,2,2,1,69,1,1,2,22,8,35,45,61,41,2,0
instance_0,0,8,2,2,1,69,1,1,2,22,8,35,45,61,41,2,0
instance_0,0,8,2,2,1,69,1,1,2,22,8,35,45,61,41,2,0
instance_0,0,8,2,2,1,69,1,1,2,22,8,35,45,61,41,2,0
instance_0,0,8,2,2,1,67,1,1,2,22,8,34,43,59,40,2,0
instance_0,0,8,2,2,1,67,1,1,2,22,8,34,43,59,40,2,0
instance_0,0,8,2,2,1,67,1,1,2,22,8,34,43,59,40,2,0
instance_0,0,8,2,2,1,67,1,1,2,22,8,34,43,59,40,2,0
instance_0,0,8,2,2,1,67,1,1,2,22,8,34,43,59,40,2,0
instance_0,0,8,2,2,1,67,1,1,2,22,8,34,43,59,40,2,0
instance_0,0,8,2,2,1,67,1,1,2,22,8,34,43,59,40,2,0
instance_0,0,8,2,2,1,67,1,1,2,22,8,34,43,59,40,2,0
instance_0,0,8,2,2,1,67,1,1,2,22,8,34,43,59,40,2,0
instance_0,0,8,2,2,1,67,1,1,2,22,8,34,43,59,40,2,0
instance_0,0,8,2,2,1,67,1,1,2,22,8,34,43,59,40,2,0
instance_0,0,8,2,2,1,67,1,1,2,22,8,34,43,59,40,2,0
instance_0,0,8,2,2,1,67,1,1,2,22,8,34,43,59,40,2,0
instance_0,0,8,2,2,1,67,1,1,2,22,8,34,43,59,40,2,0
instance_0,0,8,2,2,1,67,1,1,2,22,8,34,43,59,40,2,0
instance_0,0,8,2,2,1,67,1,1,2,22,8,34,43,59,40,2,0
instance_0,0,8,2,2,1,67,1,1,2,22,8,34,43,59,40,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,37,50,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,37,50,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,37,50,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,37,50,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,37,50,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,37,50,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,37,50,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,37,50,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,37,50,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,37,50,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,37,50,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,37,50,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,37,50,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,37,50,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,37,50,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,37,50,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,37,50,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,38,51,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,38,51,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,38,51,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,38,51,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,38,51,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,38,51,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,38,51,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,38,51,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,38,51,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,38,51,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,38,51,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,38,51,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,38,51,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,38,51,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,38,51,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,38,51,34,2,0
instance_0,0,7,1,2,1,56,1,1,1,19,7,29,38,51,34,2,0
instance_0,0,1,0,0,0,2,0,0,0,4,1,4,7,7,5,0,0
instance_0,0,1,0,0,0,2,0,0,0,4,1,4,7,7,5,0,0
instance_0,0,1,0,0,0,2,0,0,0,4,1,4,7,7,5,0,0
instance_0,0,1,0,0,0,2,0,0,0,4,1,4,7,7,5,0,0
instance_0,0,1,0,0,0,2,0,0,0,4,1,4,7,7,5,0,0
instance_0,0,1,0,0,0,2,0,0,0,4,1,4,7,7,5,0,0
instance_0,0,1,0,0,0,2,0,0,0,4,1,4,7,7,5,0,0
instance_0,0,1,0,0,0,2,0,0,0,4,1,4,7,7,5,0,0
instance_0,0,1,0,0,0,2,0,0,0,4,1,4,7,7,5,0,0
instance_0,0,1,0,0,0,2,0,0,0,4,1,4,7,7,5,0,0
instance_0,0,1,0,0,0,2,0,0,0,4,1,4,7,7,5,0,0
instance_0,0,1,0,0,0,2,0,0,0,4,1,4,7,7,5,0,0
instance_0,0,1,0,0,0,2,0,0,0,4,1,4,7,7,5,0,0
instance_0,0,1,0,0,0,2,0,0,0,4,1,4,7,7,5,0,0
instance_0,0,1,0,0,0,2,0,0,0,4,1,4,7,7,5,0,0
instance_0,0,1,0,0,0,2,0,0,0,4,1,4,7,7,5,0,0
instance_0,0,1,0,0,0,2,0,0,0,4,1,4,7,7,5,0,0
instance_0,0,0,0,0,0,-5,0,1,1,16,6,25,32,43,29,2,0
instance_0,0,0,0,0,0,-5,0,1,1,16,6,25,32,43,29,2,0
instance_0,0,0,0,0,0,-5,0,1,1,16,6,25,32,43,29,2,0
instance_0,0,0,0,0,0,-5,0,1,1,16,6,25,32,43,29,2,0
instance_0,0,0,0,0,0,-5,0,1,1,16,6,25,32,43,29,2,0
instance_0,0,0,0,0,0,-5,0,1,1,16,6,25,32,43,29,2,0
instance_0,0,0,0,0,0,-5,0,1,1,16,6,25,32,43,29,2,0
instance_0,0,0,0,0,0,-5,0,1,1,16,6,25,32,43,29,2,0
instance_0,0,0,0,0,0,-5,0,1,1,16,6,25,32,43,29,2,0
instance_0,0,0,0,0,0,-5,0,1,1,16,6,25,32,43,29,2,0
instance_0,0,0,0,0,0,-5,0,1,1,16,6,25,32,43,29,2,0
instance_0,0,0,0,0,0,-5,0,1,1,16,6,25,32,43,29,2,0
instance_0,0,0,0,0,0,-5,0,1,1,16,6,25,32,43,29,2,0
instance_0,0,0,0,0,0,-5,0,1,1,16,6,25,32,43,29,2,0
instance_0,0,0,0,0,0,-5,0,1,1,16,6,25,32,43,29,2,0
instance_0,0,4,1,1,0,33,0,0,1,12,4,19,25,33,22,1,0
instance_0,0,4,1,1,0,33,0,0,1,12,4,19,25,33,22,1,0
instance_0,0,4,1,1,0,33,0,0,1,12,4,19,25,33,22,1,0
instance_0,0,4,1,1,0,33,0,0,1,12,4,19,25,33,22,1,0
instance_0,0,4,1,1,0,33,0,0,1,12,4,19,25,33,22,1,0
instance_0,0,4,1,1,0,33,0,0,1,12,4,19,25,33,22,1,0
instance_0,0,4,1,1,0,33,0,0,1,12,4,19,25,33,22,1,0
instance_0,0,4,1,1,0,33,0,0,1,12,4,19,25,33,22,1,0
instance_0,0,4,1,1,0,33,0,0,1,12,4,19,25,33,22,1,0
instance_0,0,4,1,1,0,33,0,0,1,12,4,19,25,33,22,1,0
instance_0,0,4,1,1,0,33,0,0,1,12,4,19,25,33,22,1,0
instance_0,0,4,1,1,0,33,0,0,1,12,4,19,25,33,22,1,0
instance_0,0,4,1,1,0,33,0,0,1,12,4,19,25,33,22,1,0
instance_0,0,4,1,1,0,33,0,0,1,12,4,19,25,33,22,1,0
instance_0,0,4,1,1,0,33,0,0,1,12,4,19,25,33,22,1,0
instance_0,0,4,1,1,0,33,0,0,1,12,4,19,25,33,22,1,0
instance_0,0,4,1,1,0,33,0,0,1,12,4,19,25,33,22,1,0
instance_0,0,2,0,0,0,16,0,0,0,7,2,11,15,18,13,0,0
instance_0,0,2,0,0,0,16,0,0,0,7,2,11,15,18,13,0,0
instance_0,0,2,0,0,0,16,0,0,0,7,2,11,15,18,13,0,0
instance_0,0,2,0,0,0,16,0,0,0,7,2,11,15,18,13,0,0
instance_0,0,2,0,0,0,16,0,0,0,7,2,11,15,18,13,0,0
instance_0,0,2,0,0,0,16,0,0,0,7,2,11,15,18,13,0,0
instance_0,0,2,0,0,0,16,0,0,0,7,2,11,15,18,13,0,0
instance_0,0,2,0,0,0,16,0,0,0,7,2,11,15,18,13,0,0
instance_0,0,2,0,0,0,16,0,0,0,7,2,11,15,18,13,0,0
instance_0,0,2,0,0,0,16,0,0,0,7,2,11,15,18,13,0,0
instance_0,0,2,0,0,0,16,0,0,0,7,2,11,15,18,13,0,0
instance_0,0,2,0,0,0,16,0,0,0,7,2,11,15,18,13,0,0
instance_0,0,2,0,0,0,16,0,0,0,7,2,11,15,18,13,0,0
instance_0,0,2,0,0,0,16,0,0,0,7,2,11,15,18,13,0,0
instance_0,0,2,0,0,0,16,0,0,0,7,2,11,15,18,13,0,0
instance_0,0,2,0,0,0,16,0,0,0,7,2,11,15,18,13,0,0
instance_0,0,2,0,0,0,16,0,0,0,7,2,11,15,18,13,0,0
instance_0,0,5,1,1,0,45,0,0,1,16,5,24,31,42,28,1,0
instance_0,0,5,1,1,0,45,0,0,1,16,5,24,31,42,28,1,0
instance_0,0,5,1,1,0,45,0,0,1,16,5,24,31,42,28,1,0
instance_0,0,5,1,1,0,45,0,0,1,16,5,24,31,42,28,1,0
instance_0,0,5,1,1,0,45,0,0,1,16,5,24,31,42,28,1,0
instance_0,0,5,1,1,0,45,0,0,1,16,5,24,31,42,28,1,0
instance_0,0,5,1,1,0,45,0,0,1,16,5,24,31,42,28,1,0
instance_0,0,5,1,1,0,45,0,0,1,16,5,24,31,42,28,1,0
instance_0,0,5,1,1,0,45,0,0,1,16,5,24,31,42,28,1,0
instance_0,0,5,1,1,0,45,0,0,1,16,5,24,31,42,28,1,0
instance_0,0,5,1,1,0,45,0,0,1,16,5,24,31,42,28,1,0
instance_0,0,5,1,1,0,45,0,0,1,16,5,24,31,42,28,1,0
instance_0,0,5,1,1,0,45,0,0,1,16,5,24,31,42,28,1,0
instance_0,0,5,1,1,0,45,0,0,1,16,5,24,31,42,28,1,0
instance_0,0,5,1,1,0,45,0,0,1,16,5,24,31,42,28,1,0
instance_0,0,5,1,1,0,45,0,0,1,16,5,24,31,42,28,1,0
instance_0,0,5,1,1,0,45,0,0,1,16,5,24,31,42,28,1,0
instance_0,0,9,2,3,1,80,1,1,2,25,9,39,51,69,46,3,0
instance_0,0,9,2,3,1,80,1,1,2,25,9,39,51,69,46,3,0
instance_0,0,9,2,3,1,80,1,1,2,25,9,39,51,69,46,3,0
instance_0,0,9,2,3,1,80,1,1,2,25,9,39,51,69,46,3,0
instance_0,0,9,2,3,1,80,1,1,2,25,9,39,51,69,46,3,0
instance_0,0,9,2,3,1,80,1,1,2,25,9,39,51,69,46,3,0
instance_0,0,9,2,3,1,80,1,1,2,25,9,39,51,69,46,3,0
instance_0,0,9,2,3,1,80,1,1,2,25,9,39,51,69,46,3,0
instance_0,0,9,2,3,1,80,1,1,2,25,9,39,51,69,46,3,0
instance_0,0,9,2,3,1,80,1,1,2,25,9,39,51,69,46,3,0
instance_0,0,9,2,3,1,80,1,1,2,25,9,39,51,69,46,3,0
instance_0,0,9,2,3,1,80,1,1,2,25,9,39,51,69,46,3,0
instance_0,0,9,2,3,1,80,1,1,2,25,9,39,51,69,46,3,0
instance_0,0,9,2,3,1,80,1,1,2,25,9,39,51,69,46,3,0
instance_0,0,9,2,3,1,80,1,1,2,25,9,39,51,69,46,3,0
instance_0,0,9,2,3,1,80,1,1,2,25,9,39,51,69,46,3,0
instance_0,0,9,2,3,1,80,1,1,2,25,9,39,51,69,46,3,0
