Instances,feature_age,feature_workclass,feature_fnlwgt,feature_education,feature_marital_status,feature_occupation,feature_relationship,feature_race,feature_sex,feature_capital_gain,feature_capital_loss,feature_hours_per_week,feature_native_country,algo_MLPC_standard_unfair
instance_0,6,4,22,9,4,7,3,1,0,56,22,56,6,0
instance_0,6,4,22,9,4,6,3,2,0,56,22,56,8,0
instance_0,6,4,22,9,4,8,3,2,0,56,22,56,8,0
instance_0,6,4,22,9,4,7,2,2,0,56,22,56,8,0
instance_0,6,4,22,9,4,7,3,1,0,56,22,56,8,0
instance_0,6,4,22,9,3,6,4,3,0,56,22,56,7,0
instance_0,6,4,22,9,3,8,4,3,0,56,22,56,7,0
instance_0,6,4,22,9,3,7,5,3,0,56,22,56,7,0
instance_0,6,4,22,9,3,6,4,2,0,55,22,56,7,0
instance_0,6,4,22,9,3,8,4,2,0,55,22,56,7,0
instance_0,6,4,22,9,3,7,5,2,0,55,22,56,7,0
instance_0,6,4,22,9,3,7,4,1,0,55,22,56,7,0
instance_0,6,4,22,9,3,6,4,2,0,57,22,56,7,0
instance_0,6,4,22,9,3,8,4,2,0,57,22,56,7,0
instance_0,6,4,22,9,3,7,5,2,0,57,22,56,7,0
instance_0,6,4,22,9,3,7,4,1,0,57,22,56,7,0
instance_0,6,4,22,9,3,7,5,2,0,56,21,56,7,0
instance_0,6,4,22,9,3,7,4,1,0,56,21,56,7,0
instance_0,6,4,22,9,3,6,4,2,0,56,23,56,7,0
instance_0,6,4,22,9,3,8,4,2,0,56,23,56,7,0
instance_0,6,4,22,9,3,7,5,2,0,56,23,56,7,0
instance_0,6,4,22,9,3,7,4,1,0,56,23,56,7,0
instance_0,6,4,22,9,3,7,4,2,0,56,24,56,7,0
instance_0,6,4,22,9,3,7,4,1,0,56,22,55,7,0
instance_0,6,4,22,9,3,6,4,2,0,56,22,57,7,0
instance_0,6,4,22,9,3,8,4,2,0,56,22,57,7,0
instance_0,6,4,22,9,3,7,5,2,0,56,22,57,7,0
instance_0,6,4,22,9,3,7,4,1,0,56,22,57,7,0
instance_0,6,4,22,9,3,6,4,2,0,56,22,56,6,0
instance_0,6,4,22,9,3,8,4,2,0,56,22,56,6,0
instance_0,6,4,22,9,3,7,5,2,0,56,22,56,6,0
instance_0,6,4,22,9,3,7,4,1,0,56,22,56,6,0
instance_0,6,4,22,9,3,6,4,2,0,56,22,56,8,0
instance_0,6,4,22,9,3,8,4,2,0,56,22,56,8,0
instance_0,6,4,22,9,3,7,5,2,0,56,22,56,8,0
instance_0,6,4,22,9,3,7,4,1,0,56,22,56,8,0
instance_0,6,4,22,9,3,6,3,4,0,56,22,56,7,0
instance_0,6,4,22,9,3,8,3,4,0,56,22,56,7,0
instance_0,6,4,22,9,3,7,2,4,0,56,22,56,7,0
instance_0,6,4,22,9,3,6,3,3,0,55,22,56,7,0
instance_0,6,4,22,9,3,8,3,3,0,55,22,56,7,0
instance_0,6,4,22,9,3,7,2,3,0,55,22,56,7,0
instance_0,6,4,22,9,3,6,3,3,0,57,22,56,7,0
instance_0,6,4,22,9,3,8,3,3,0,57,22,56,7,0
instance_0,6,4,22,9,3,7,2,3,0,57,22,56,7,0
instance_0,6,4,22,9,3,7,2,3,0,56,21,56,7,0
instance_0,6,4,22,9,3,6,3,3,0,56,23,56,7,0
instance_0,6,4,22,9,3,8,3,3,0,56,23,56,7,0
instance_0,6,4,22,9,3,7,2,3,0,56,23,56,7,0
instance_0,6,4,22,9,3,7,3,3,0,56,24,56,7,0
instance_0,6,4,22,9,3,6,3,3,0,56,22,57,7,0
instance_0,6,4,22,9,3,8,3,3,0,56,22,57,7,0
instance_0,6,4,22,9,3,7,2,3,0,56,22,57,7,0
instance_0,6,4,22,9,3,6,3,3,0,56,22,56,6,0
instance_0,6,4,22,9,3,8,3,3,0,56,22,56,6,0
instance_0,6,4,22,9,3,7,2,3,0,56,22,56,6,0
instance_0,6,4,22,9,3,6,3,3,0,56,22,56,8,0
instance_0,6,4,22,9,3,8,3,3,0,56,22,56,8,0
instance_0,6,4,22,9,3,7,2,3,0,56,22,56,8,0
instance_0,6,4,22,9,3,6,3,2,0,54,22,56,7,0
instance_0,6,4,22,9,3,8,3,2,0,54,22,56,7,0
instance_0,6,4,22,9,3,7,2,2,0,54,22,56,7,0
instance_0,6,4,22,9,3,7,3,1,0,54,22,56,7,0
instance_0,6,4,22,9,3,7,2,2,0,55,21,56,7,0
instance_0,6,4,22,9,3,7,3,1,0,55,21,56,7,0
instance_0,6,4,22,9,3,6,3,2,0,55,23,56,7,0
instance_0,6,4,22,9,3,8,3,2,0,55,23,56,7,0
instance_0,6,4,22,9,3,7,2,2,0,55,23,56,7,0
instance_0,6,4,22,9,3,7,3,1,0,55,23,56,7,0
instance_0,6,4,22,9,3,7,3,2,0,55,24,56,7,0
instance_0,6,4,22,9,3,7,3,1,0,55,22,55,7,0
instance_0,6,4,22,9,3,6,3,2,0,55,22,57,7,0
instance_0,6,4,22,9,3,8,3,2,0,55,22,57,7,0
instance_0,6,4,22,9,3,7,2,2,0,55,22,57,7,0
instance_0,6,4,22,9,3,7,3,1,0,55,22,57,7,0
instance_0,6,4,22,9,3,6,3,2,0,55,22,56,6,0
instance_0,6,4,22,9,3,8,3,2,0,55,22,56,6,0
instance_0,6,4,22,9,3,7,2,2,0,55,22,56,6,0
instance_0,6,4,22,9,3,7,3,1,0,55,22,56,6,0
instance_0,6,4,22,9,3,6,3,2,0,55,22,56,8,0
instance_0,6,4,22,9,3,8,3,2,0,55,22,56,8,0
instance_0,6,4,22,9,3,7,2,2,0,55,22,56,8,0
instance_0,6,4,22,9,3,7,3,1,0,55,22,56,8,0
instance_0,6,4,22,9,3,6,3,2,0,58,22,56,7,0
instance_0,6,4,22,9,3,8,3,2,0,58,22,56,7,0
instance_0,6,4,22,9,3,7,2,2,0,58,22,56,7,0
instance_0,6,4,22,9,3,7,3,1,0,58,22,56,7,0
instance_0,6,4,22,9,3,7,2,2,0,57,21,56,7,0
instance_0,6,4,22,9,3,7,3,1,0,57,21,56,7,0
instance_0,6,4,22,9,3,6,3,2,0,57,23,56,7,0
instance_0,6,4,22,9,3,8,3,2,0,57,23,56,7,0
instance_0,6,4,22,9,3,7,2,2,0,57,23,56,7,0
instance_0,6,4,22,9,3,7,3,1,0,57,23,56,7,0
instance_0,6,4,22,9,3,7,3,2,0,57,24,56,7,0
instance_0,6,4,22,9,3,7,3,1,0,57,22,55,7,0
instance_0,6,4,22,9,3,6,3,2,0,57,22,57,7,0
instance_0,6,4,22,9,3,8,3,2,0,57,22,57,7,0
instance_0,6,4,22,9,3,7,2,2,0,57,22,57,7,0
instance_0,6,4,22,9,3,7,3,1,0,57,22,57,7,0
instance_0,6,4,22,9,3,6,3,2,0,57,22,56,6,0
instance_0,6,4,22,9,3,8,3,2,0,57,22,56,6,0
instance_0,6,4,22,9,3,7,2,2,0,57,22,56,6,0
instance_0,6,4,22,9,3,7,3,1,0,57,22,56,6,0
instance_0,6,4,22,9,3,6,3,2,0,57,22,56,8,0
instance_0,6,4,22,9,3,8,3,2,0,57,22,56,8,0
instance_0,6,4,22,9,3,7,2,2,0,57,22,56,8,0
instance_0,6,4,22,9,3,7,3,1,0,57,22,56,8,0
instance_0,5,4,22,9,3,6,3,2,0,56,21,56,7,0
instance_0,6,4,22,9,3,6,2,2,0,56,21,56,7,0
instance_0,6,4,22,9,3,6,3,1,0,56,21,56,7,0
instance_0,6,4,22,9,3,8,2,2,0,56,21,56,7,0
instance_0,6,4,22,9,3,8,3,1,0,56,21,56,7,0
instance_0,5,4,22,9,3,7,3,2,0,56,20,56,7,0
instance_0,6,5,22,9,3,7,3,2,0,56,20,56,7,0
instance_0,6,4,22,9,3,7,2,2,0,56,20,56,7,0
instance_0,6,4,22,9,3,7,3,1,0,56,20,56,7,0
instance_0,6,4,22,9,3,7,2,2,0,56,21,55,7,0
instance_0,6,4,22,9,3,7,3,1,0,56,21,55,7,0
instance_0,6,4,22,9,3,7,2,2,0,56,21,57,7,0
instance_0,6,4,22,9,3,7,3,1,0,56,21,57,7,0
instance_0,6,4,22,9,3,7,2,2,0,56,21,56,6,0
instance_0,6,4,22,9,3,7,3,1,0,56,21,56,6,0
instance_0,6,4,22,9,3,7,2,2,0,56,21,56,8,0
instance_0,6,4,22,9,3,7,3,1,0,56,21,56,8,0
instance_0,6,4,22,9,3,7,3,1,0,56,23,55,7,0
instance_0,6,4,22,9,3,7,3,2,0,56,24,55,7,0
instance_0,6,4,22,9,3,6,3,2,0,56,23,57,7,0
instance_0,6,4,22,9,3,8,3,2,0,56,23,57,7,0
instance_0,6,4,22,9,3,7,2,2,0,56,23,57,7,0
instance_0,6,4,22,9,3,7,3,1,0,56,23,57,7,0
instance_0,6,4,22,9,3,7,3,2,0,56,24,57,7,0
instance_0,6,4,22,9,3,6,3,2,0,56,23,56,6,0
instance_0,6,4,22,9,3,8,3,2,0,56,23,56,6,0
instance_0,6,4,22,9,3,7,2,2,0,56,23,56,6,0
instance_0,6,4,22,9,3,7,3,1,0,56,23,56,6,0
instance_0,6,4,22,9,3,7,3,2,0,56,24,56,6,0
instance_0,6,4,22,9,3,6,3,2,0,56,23,56,8,0
instance_0,6,4,22,9,3,8,3,2,0,56,23,56,8,0
instance_0,6,4,22,9,3,7,2,2,0,56,23,56,8,0
instance_0,6,4,22,9,3,7,3,1,0,56,23,56,8,0
instance_0,6,4,22,9,3,7,3,2,0,56,24,56,8,0
instance_0,6,4,22,9,3,6,2,2,0,56,22,55,7,0
instance_0,6,4,22,9,3,6,3,1,0,56,22,55,7,0
instance_0,6,4,22,9,3,8,2,2,0,56,22,55,7,0
instance_0,6,4,22,9,3,8,3,1,0,56,22,55,7,0
instance_0,6,4,22,9,3,7,2,1,0,56,22,55,7,0
instance_0,6,4,22,9,3,7,3,1,0,56,22,54,7,0
instance_0,6,4,22,9,3,7,3,1,0,56,22,55,6,0
instance_0,6,4,22,9,3,7,3,1,0,56,22,55,8,0
instance_0,6,4,22,9,3,6,3,2,0,56,22,58,7,0
instance_0,6,4,22,9,3,8,3,2,0,56,22,58,7,0
instance_0,6,4,22,9,3,7,2,2,0,56,22,58,7,0
instance_0,6,4,22,9,3,7,3,1,0,56,22,58,7,0
instance_0,6,4,22,9,3,6,3,2,0,56,22,57,6,0
instance_0,6,4,22,9,3,8,3,2,0,56,22,57,6,0
instance_0,6,4,22,9,3,7,2,2,0,56,22,57,6,0
instance_0,6,4,22,9,3,7,3,1,0,56,22,57,6,0
instance_0,6,4,22,9,3,6,3,2,0,56,22,57,8,0
instance_0,6,4,22,9,3,8,3,2,0,56,22,57,8,0
instance_0,6,4,22,9,3,7,2,2,0,56,22,57,8,0
instance_0,6,4,22,9,3,7,3,1,0,56,22,57,8,0
instance_0,6,4,22,9,3,6,3,2,0,56,22,56,5,0
instance_0,6,4,22,9,3,8,3,2,0,56,22,56,5,0
instance_0,6,4,22,9,3,7,2,2,0,56,22,56,5,0
instance_0,6,4,22,9,3,7,3,1,0,56,22,56,5,0
instance_0,6,4,22,9,3,6,3,2,0,56,22,56,9,0
instance_0,6,4,22,9,3,8,3,2,0,56,22,56,9,0
instance_0,6,4,22,9,3,7,2,2,0,56,22,56,9,0
instance_0,6,4,22,9,3,7,3,1,0,56,22,56,9,0
instance_0,7,7,36,14,6,11,5,4,0,41,16,41,16,0
instance_0,7,7,36,14,6,12,4,4,0,41,16,41,16,0
instance_0,7,7,36,14,6,12,5,4,0,41,15,41,16,0
instance_0,7,7,36,14,6,12,5,4,0,41,16,42,16,0
instance_0,8,6,36,14,6,11,5,4,0,41,16,41,16,0
instance_0,8,6,36,14,6,12,4,4,0,41,16,41,16,0
instance_0,8,6,36,14,6,12,5,4,0,41,15,41,16,0
instance_0,8,6,36,14,6,12,5,4,0,41,16,42,16,0
instance_0,8,7,35,14,6,11,5,4,0,41,16,41,16,0
instance_0,8,7,35,14,6,12,4,4,0,41,16,41,16,0
instance_0,8,7,35,14,6,12,5,4,0,41,15,41,16,0
instance_0,8,7,35,14,6,12,5,4,0,41,16,42,16,0
instance_0,8,7,37,14,6,11,5,4,0,41,16,41,16,0
instance_0,8,7,37,14,6,12,4,4,0,41,16,41,16,0
instance_0,8,7,37,14,6,12,5,4,0,41,15,41,16,0
instance_0,8,7,37,14,6,12,5,4,0,41,16,42,16,0
instance_0,8,7,36,13,6,11,5,4,0,41,16,41,16,0
instance_0,8,7,36,13,6,12,4,4,0,41,16,41,16,0
instance_0,8,7,36,13,6,12,5,4,0,41,15,41,16,0
instance_0,8,7,36,13,6,12,5,4,0,41,16,42,16,0
instance_0,8,7,36,15,6,11,5,4,0,41,16,41,16,0
instance_0,8,7,36,15,6,12,4,4,0,41,16,41,16,0
instance_0,8,7,36,15,6,12,5,4,0,41,15,41,16,0
instance_0,8,7,36,15,6,12,5,4,0,41,16,42,16,0
instance_0,8,7,36,14,5,11,5,4,0,41,16,41,16,0
instance_0,8,7,36,14,5,12,4,4,0,41,16,41,16,0
instance_0,8,7,36,14,5,12,5,4,0,41,15,41,16,0
instance_0,8,7,36,14,5,12,5,4,0,41,16,42,16,0
instance_0,8,7,36,14,6,13,4,4,0,41,16,41,16,0
instance_0,8,7,36,14,6,13,5,4,0,41,15,41,16,0
instance_0,8,7,36,14,6,13,5,4,0,41,16,42,16,0
instance_0,8,7,36,14,6,11,5,3,0,41,16,41,16,0
instance_0,8,7,36,14,6,12,4,3,0,41,16,41,16,0
instance_0,8,7,36,14,6,12,5,3,0,41,15,41,16,0
instance_0,8,7,36,14,6,12,5,3,0,41,16,42,16,0
instance_0,8,7,36,14,6,11,5,4,0,40,16,41,16,0
instance_0,8,7,36,14,6,12,4,4,0,40,16,41,16,0
instance_0,8,7,36,14,6,12,5,4,0,40,15,41,16,0
instance_0,8,7,36,14,6,12,5,4,0,40,16,42,16,0
instance_0,8,7,36,14,6,11,5,4,0,42,16,41,16,0
instance_0,8,7,36,14,6,12,4,4,0,42,16,41,16,0
instance_0,8,7,36,14,6,12,5,4,0,42,15,41,16,0
instance_0,8,7,36,14,6,12,5,4,0,42,16,42,16,0
instance_0,8,7,36,14,6,11,5,4,0,41,17,41,16,0
instance_0,8,7,36,14,6,12,4,4,0,41,17,41,16,0
instance_0,8,7,36,14,6,12,5,4,0,41,17,42,16,0
instance_0,8,7,36,14,6,11,5,4,0,41,16,40,16,0
instance_0,8,7,36,14,6,12,4,4,0,41,16,40,16,0
instance_0,8,7,36,14,6,12,5,4,0,41,15,40,16,0
instance_0,8,7,36,14,6,11,5,4,0,41,16,41,15,0
instance_0,8,7,36,14,6,12,4,4,0,41,16,41,15,0
instance_0,8,7,36,14,6,12,5,4,0,41,15,41,15,0
instance_0,8,7,36,14,6,12,5,4,0,41,16,42,15,0
instance_0,8,7,36,14,6,11,5,4,0,41,16,41,17,0
instance_0,8,7,36,14,6,12,4,4,0,41,16,41,17,0
instance_0,8,7,36,14,6,12,5,4,0,41,15,41,17,0
instance_0,8,7,36,14,6,12,5,4,0,41,16,42,17,0
instance_0,9,5,36,14,6,11,5,4,0,41,16,41,16,0
instance_0,9,5,36,14,6,12,4,4,0,41,16,41,16,0
instance_0,9,5,36,14,6,12,5,4,0,41,15,41,16,0
instance_0,9,5,36,14,6,12,5,4,0,41,16,42,16,0
instance_0,9,6,35,14,6,11,5,4,0,41,16,41,16,0
instance_0,9,6,35,14,6,12,4,4,0,41,16,41,16,0
instance_0,9,6,35,14,6,12,5,4,0,41,15,41,16,0
instance_0,9,6,35,14,6,12,5,4,0,41,16,42,16,0
instance_0,9,6,37,14,6,11,5,4,0,41,16,41,16,0
instance_0,9,6,37,14,6,12,4,4,0,41,16,41,16,0
instance_0,9,6,37,14,6,12,5,4,0,41,15,41,16,0
instance_0,9,6,37,14,6,12,5,4,0,41,16,42,16,0
instance_0,9,6,36,13,6,11,5,4,0,41,16,41,16,0
instance_0,9,6,36,13,6,12,4,4,0,41,16,41,16,0
instance_0,9,6,36,13,6,12,5,4,0,41,15,41,16,0
instance_0,9,6,36,13,6,12,5,4,0,41,16,42,16,0
instance_0,9,6,36,15,6,11,5,4,0,41,16,41,16,0
instance_0,9,6,36,15,6,12,4,4,0,41,16,41,16,0
instance_0,9,6,36,15,6,12,5,4,0,41,15,41,16,0
instance_0,9,6,36,15,6,12,5,4,0,41,16,42,16,0
instance_0,9,6,36,14,5,11,5,4,0,41,16,41,16,0
instance_0,9,6,36,14,5,12,4,4,0,41,16,41,16,0
instance_0,9,6,36,14,5,12,5,4,0,41,15,41,16,0
instance_0,9,6,36,14,5,12,5,4,0,41,16,42,16,0
instance_0,9,6,36,14,6,13,4,4,0,41,16,41,16,0
instance_0,9,6,36,14,6,13,5,4,0,41,15,41,16,0
instance_0,9,6,36,14,6,13,5,4,0,41,16,42,16,0
instance_0,9,6,36,14,6,11,5,3,0,41,16,41,16,0
instance_0,9,6,36,14,6,12,4,3,0,41,16,41,16,0
instance_0,9,6,36,14,6,12,5,3,0,41,15,41,16,0
instance_0,9,6,36,14,6,12,5,3,0,41,16,42,16,0
instance_0,9,6,36,14,6,11,5,4,0,40,16,41,16,0
instance_0,9,6,36,14,6,12,4,4,0,40,16,41,16,0
instance_0,9,6,36,14,6,12,5,4,0,40,15,41,16,0
instance_0,9,6,36,14,6,12,5,4,0,40,16,42,16,0
instance_0,9,6,36,14,6,11,5,4,0,42,16,41,16,0
instance_0,9,6,36,14,6,12,4,4,0,42,16,41,16,0
instance_0,9,6,36,14,6,12,5,4,0,42,15,41,16,0
instance_0,9,6,36,14,6,12,5,4,0,42,16,42,16,0
instance_0,9,6,36,14,6,11,5,4,0,41,17,41,16,0
instance_0,9,6,36,14,6,12,4,4,0,41,17,41,16,0
instance_0,9,6,36,14,6,12,5,4,0,41,17,42,16,0
instance_0,9,6,36,14,6,11,5,4,0,41,16,40,16,0
instance_0,9,6,36,14,6,12,4,4,0,41,16,40,16,0
instance_0,9,6,36,14,6,12,5,4,0,41,15,40,16,0
instance_0,9,6,36,14,6,11,5,4,0,41,16,41,15,0
instance_0,9,6,36,14,6,12,4,4,0,41,16,41,15,0
instance_0,9,6,36,14,6,12,5,4,0,41,15,41,15,0
instance_0,9,6,36,14,6,12,5,4,0,41,16,42,15,0
instance_0,9,6,36,14,6,11,5,4,0,41,16,41,17,0
instance_0,9,6,36,14,6,12,4,4,0,41,16,41,17,0
instance_0,9,6,36,14,6,12,5,4,0,41,15,41,17,0
instance_0,9,6,36,14,6,12,5,4,0,41,16,42,17,0
instance_0,9,7,34,14,6,11,5,4,0,41,16,41,16,0
instance_0,9,7,34,14,6,12,4,4,0,41,16,41,16,0
instance_0,9,7,34,14,6,12,5,4,0,41,15,41,16,0
instance_0,9,7,34,14,6,12,5,4,0,41,16,42,16,0
instance_0,9,7,35,13,6,11,5,4,0,41,16,41,16,0
instance_0,9,7,35,13,6,12,4,4,0,41,16,41,16,0
instance_0,9,7,35,13,6,12,5,4,0,41,15,41,16,0
instance_0,9,7,35,13,6,12,5,4,0,41,16,42,16,0
instance_0,9,7,35,15,6,11,5,4,0,41,16,41,16,0
instance_0,9,7,35,15,6,12,4,4,0,41,16,41,16,0
instance_0,9,7,35,15,6,12,5,4,0,41,15,41,16,0
instance_0,9,7,35,15,6,12,5,4,0,41,16,42,16,0
instance_0,9,7,35,14,5,11,5,4,0,41,16,41,16,0
instance_0,9,7,35,14,5,12,4,4,0,41,16,41,16,0
instance_0,9,7,35,14,5,12,5,4,0,41,15,41,16,0
instance_0,9,7,35,14,5,12,5,4,0,41,16,42,16,0
instance_0,9,7,35,14,6,13,4,4,0,41,16,41,16,0
instance_0,9,7,35,14,6,13,5,4,0,41,15,41,16,0
instance_0,9,7,35,14,6,13,5,4,0,41,16,42,16,0
instance_0,9,7,35,14,6,11,5,3,0,41,16,41,16,0
instance_0,9,7,35,14,6,12,4,3,0,41,16,41,16,0
instance_0,9,7,35,14,6,12,5,3,0,41,15,41,16,0
instance_0,9,7,35,14,6,12,5,3,0,41,16,42,16,0
instance_0,9,7,35,14,6,11,5,4,0,40,16,41,16,0
instance_0,9,7,35,14,6,12,4,4,0,40,16,41,16,0
instance_0,9,7,35,14,6,12,5,4,0,40,15,41,16,0
instance_0,9,7,35,14,6,12,5,4,0,40,16,42,16,0
instance_0,9,7,35,14,6,11,5,4,0,42,16,41,16,0
instance_0,9,7,35,14,6,12,4,4,0,42,16,41,16,0
instance_0,9,7,35,14,6,12,5,4,0,42,15,41,16,0
instance_0,9,7,35,14,6,12,5,4,0,42,16,42,16,0
instance_0,9,7,35,14,6,11,5,4,0,41,17,41,16,0
instance_0,9,7,35,14,6,12,4,4,0,41,17,41,16,0
instance_0,9,7,35,14,6,12,5,4,0,41,17,42,16,0
instance_0,9,7,35,14,6,11,5,4,0,41,16,40,16,0
instance_0,9,7,35,14,6,12,4,4,0,41,16,40,16,0
instance_0,9,7,35,14,6,12,5,4,0,41,15,40,16,0
instance_0,9,7,35,14,6,11,5,4,0,41,16,41,15,0
instance_0,9,7,35,14,6,12,4,4,0,41,16,41,15,0
instance_0,9,7,35,14,6,12,5,4,0,41,15,41,15,0
instance_0,9,7,35,14,6,12,5,4,0,41,16,42,15,0
instance_0,9,7,35,14,6,11,5,4,0,41,16,41,17,0
instance_0,9,7,35,14,6,12,4,4,0,41,16,41,17,0
instance_0,9,7,35,14,6,12,5,4,0,41,15,41,17,0
instance_0,9,7,35,14,6,12,5,4,0,41,16,42,17,0
instance_0,9,7,38,14,6,11,5,4,0,41,16,41,16,0
instance_0,9,7,38,14,6,12,4,4,0,41,16,41,16,0
instance_0,9,7,38,14,6,12,5,4,0,41,15,41,16,0
instance_0,9,7,38,14,6,12,5,4,0,41,16,42,16,0
instance_0,9,7,37,13,6,11,5,4,0,41,16,41,16,0
instance_0,9,7,37,13,6,12,4,4,0,41,16,41,16,0
instance_0,9,7,37,13,6,12,5,4,0,41,15,41,16,0
instance_0,9,7,37,13,6,12,5,4,0,41,16,42,16,0
instance_0,9,7,37,15,6,11,5,4,0,41,16,41,16,0
instance_0,9,7,37,15,6,12,4,4,0,41,16,41,16,0
instance_0,9,7,37,15,6,12,5,4,0,41,15,41,16,0
instance_0,9,7,37,15,6,12,5,4,0,41,16,42,16,0
instance_0,9,7,37,14,5,11,5,4,0,41,16,41,16,0
instance_0,9,7,37,14,5,12,4,4,0,41,16,41,16,0
instance_0,9,7,37,14,5,12,5,4,0,41,15,41,16,0
instance_0,9,7,37,14,5,12,5,4,0,41,16,42,16,0
instance_0,9,7,37,14,6,13,4,4,0,41,16,41,16,0
instance_0,9,7,37,14,6,13,5,4,0,41,15,41,16,0
instance_0,9,7,37,14,6,13,5,4,0,41,16,42,16,0
instance_0,9,7,37,14,6,11,5,3,0,41,16,41,16,0
instance_0,9,7,37,14,6,12,4,3,0,41,16,41,16,0
instance_0,9,7,37,14,6,12,5,3,0,41,15,41,16,0
instance_0,9,7,37,14,6,12,5,3,0,41,16,42,16,0
instance_0,9,7,37,14,6,11,5,4,0,40,16,41,16,0
instance_0,9,7,37,14,6,12,4,4,0,40,16,41,16,0
instance_0,9,7,37,14,6,12,5,4,0,40,15,41,16,0
instance_0,9,7,37,14,6,12,5,4,0,40,16,42,16,0
instance_0,9,7,37,14,6,11,5,4,0,42,16,41,16,0
instance_0,9,7,37,14,6,12,4,4,0,42,16,41,16,0
instance_0,9,7,37,14,6,12,5,4,0,42,15,41,16,0
instance_0,9,7,37,14,6,12,5,4,0,42,16,42,16,0
instance_0,9,7,37,14,6,11,5,4,0,41,17,41,16,0
instance_0,9,7,37,14,6,12,4,4,0,41,17,41,16,0
instance_0,9,7,37,14,6,12,5,4,0,41,17,42,16,0
instance_0,9,7,37,14,6,11,5,4,0,41,16,40,16,0
instance_0,9,7,37,14,6,12,4,4,0,41,16,40,16,0
instance_0,9,7,37,14,6,12,5,4,0,41,15,40,16,0
instance_0,9,7,37,14,6,11,5,4,0,41,16,41,15,0
instance_0,9,7,37,14,6,12,4,4,0,41,16,41,15,0
instance_0,9,7,37,14,6,12,5,4,0,41,15,41,15,0
instance_0,9,7,37,14,6,12,5,4,0,41,16,42,15,0
instance_0,9,7,37,14,6,11,5,4,0,41,16,41,17,0
instance_0,9,7,37,14,6,12,4,4,0,41,16,41,17,0
instance_0,9,7,37,14,6,12,5,4,0,41,15,41,17,0
instance_0,9,7,37,14,6,12,5,4,0,41,16,42,17,0
instance_0,9,7,36,12,6,11,5,4,0,41,16,41,16,0
instance_0,9,7,36,12,6,12,4,4,0,41,16,41,16,0
instance_0,9,7,36,12,6,12,5,4,0,41,15,41,16,0
instance_0,9,7,36,12,6,12,5,4,0,41,16,42,16,0
instance_0,9,7,36,13,5,11,5,4,0,41,16,41,16,0
instance_0,9,7,36,13,5,12,4,4,0,41,16,41,16,0
instance_0,9,7,36,13,5,12,5,4,0,41,15,41,16,0
instance_0,9,7,36,13,5,12,5,4,0,41,16,42,16,0
instance_0,9,7,36,13,6,13,4,4,0,41,16,41,16,0
instance_0,9,7,36,13,6,13,5,4,0,41,15,41,16,0
instance_0,9,7,36,13,6,13,5,4,0,41,16,42,16,0
instance_0,9,7,36,13,6,11,5,3,0,41,16,41,16,0
instance_0,9,7,36,13,6,12,4,3,0,41,16,41,16,0
instance_0,9,7,36,13,6,12,5,3,0,41,15,41,16,0
instance_0,9,7,36,13,6,12,5,3,0,41,16,42,16,0
instance_0,9,7,36,13,6,11,5,4,0,40,16,41,16,0
instance_0,9,7,36,13,6,12,4,4,0,40,16,41,16,0
instance_0,9,7,36,13,6,12,5,4,0,40,15,41,16,0
instance_0,9,7,36,13,6,12,5,4,0,40,16,42,16,0
instance_0,9,7,36,13,6,11,5,4,0,42,16,41,16,0
instance_0,9,7,36,13,6,12,4,4,0,42,16,41,16,0
instance_0,9,7,36,13,6,12,5,4,0,42,15,41,16,0
instance_0,9,7,36,13,6,12,5,4,0,42,16,42,16,0
instance_0,9,7,36,13,6,11,5,4,0,41,17,41,16,0
instance_0,9,7,36,13,6,12,4,4,0,41,17,41,16,0
instance_0,9,7,36,13,6,12,5,4,0,41,17,42,16,0
instance_0,9,7,36,13,6,11,5,4,0,41,16,40,16,0
instance_0,9,7,36,13,6,12,4,4,0,41,16,40,16,0
instance_0,9,7,36,13,6,12,5,4,0,41,15,40,16,0
instance_0,9,7,36,13,6,11,5,4,0,41,16,41,15,0
instance_0,9,7,36,13,6,12,4,4,0,41,16,41,15,0
instance_0,9,7,36,13,6,12,5,4,0,41,15,41,15,0
instance_0,9,7,36,13,6,12,5,4,0,41,16,42,15,0
instance_0,9,7,36,13,6,11,5,4,0,41,16,41,17,0
instance_0,9,7,36,13,6,12,4,4,0,41,16,41,17,0
instance_0,9,7,36,13,6,12,5,4,0,41,15,41,17,0
instance_0,9,7,36,13,6,12,5,4,0,41,16,42,17,0
instance_0,9,7,36,15,5,11,5,4,0,41,16,41,16,0
instance_0,9,7,36,15,5,12,4,4,0,41,16,41,16,0
instance_0,9,7,36,15,5,12,5,4,0,41,15,41,16,0
instance_0,9,7,36,15,5,12,5,4,0,41,16,42,16,0
instance_0,9,7,36,15,6,13,4,4,0,41,16,41,16,0
instance_0,9,7,36,15,6,13,5,4,0,41,15,41,16,0
instance_0,9,7,36,15,6,13,5,4,0,41,16,42,16,0
instance_0,9,7,36,15,6,11,5,3,0,41,16,41,16,0
instance_0,9,7,36,15,6,12,4,3,0,41,16,41,16,0
instance_0,9,7,36,15,6,12,5,3,0,41,15,41,16,0
instance_0,9,7,36,15,6,12,5,3,0,41,16,42,16,0
instance_0,9,7,36,15,6,11,5,4,0,40,16,41,16,0
instance_0,9,7,36,15,6,12,4,4,0,40,16,41,16,0
instance_0,9,7,36,15,6,12,5,4,0,40,15,41,16,0
