Instances,feature_job,feature_marital,feature_education,feature_default,feature_balance,feature_housing,feature_loan,feature_contact,feature_day,feature_month,feature_duration,feature_campaign,feature_pdays,feature_previous,feature_poutcome,algo_MLPC
instance_0,0.454545455,0.5,0.666666667,0,0.890909091,0,0,0,0.2,0.454545455,0,0.950819672,0.08045977,0.775862069,0.333333333,0
instance_0,0.090909091,0,0,0,1,0,0,0,0.033333333,0.363636364,0,0.37704918,0.75862069,0.431034483,0.333333333,0
instance_0,0.727272727,0.5,0.666666667,0,0.972727273,0,0,0.5,0.333333333,0.272727273,0,0.557377049,0.586206897,0.103448276,0.333333333,0
instance_0,0.090909091,0.5,0.333333333,0,0.181818182,0,0,0,0.333333333,0,0.040816327,0.983606557,0.333333333,0.5,0.666666667,0
instance_0,0.909090909,0,0.333333333,0,0.390909091,0,0,0,0.533333333,0.272727273,0,0.344262295,0.827586207,0.534482759,0.333333333,0
instance_0,0.363636364,0,0.333333333,0,0.718181818,0,0,0.5,0.3,0,0.020408163,0.06557377,0.551724138,0.551724138,0.666666667,0
instance_0,0.909090909,0,0.666666667,0,0.681818182,0,0,0,0.7,0.181818182,0.755102041,0.114754098,0.954022989,0.25862069,0.666666667,0
instance_0,0,0.5,0.666666667,0,0.654545455,0,0,0.5,0.3,0.818181818,0.775510204,0.081967213,0.908045977,0.534482759,0.666666667,0
instance_0,0,0,0.666666667,0,0.345454545,0,0,0,0.933333333,0.636363636,0,0.344262295,0.850574713,0.810344828,0.333333333,0
instance_0,0.090909091,0,0.333333333,0,0.036363636,0,0,0,0.633333333,0.363636364,0.081632653,0.852459016,0.229885057,0.793103448,0,0
instance_0,0.454545455,0.5,0.333333333,0,0.890909091,0,0,0,0.533333333,0.636363636,0.020408163,0.508196721,0.195402299,0.482758621,0,0
instance_0,0.909090909,0,0,0,0.736363636,0,0,0.5,0.466666667,0.727272727,0.530612245,0,0.954022989,0.948275862,0,0
instance_0,0.818181818,0,0,0,0.818181818,0,0,0.5,0.366666667,0.818181818,0.734693878,0.885245902,0.24137931,0.810344828,0.666666667,0
instance_0,0,0,0.666666667,0,0.627272727,0,0,0,0.133333333,0.727272727,0.285714286,0.491803279,0.942528736,0.948275862,0,0
instance_0,0.545454545,0.5,0.666666667,0,0.354545455,0,0,0,0.2,0.454545455,0.795918367,0.114754098,0.620689655,0.465517241,0.666666667,0
instance_0,0,0.5,0.666666667,0,0.736363636,0,0,0,0.833333333,0.272727273,0.428571429,0.278688525,0.24137931,0.396551724,0,0
instance_0,0,0,0,0,0.327272727,0,0,0,0.233333333,0,0.775510204,0.409836066,0.344827586,0.672413793,0.666666667,0
instance_0,0.545454545,0,0.666666667,0,0.290909091,0,0,0.5,0.033333333,0.545454545,0.836734694,0.442622951,0.770114943,0.672413793,0.666666667,0
instance_0,0,0,0.333333333,0,0.627272727,0,0,0,0.733333333,0.363636364,0.959183673,0.459016393,0.551724138,0.689655172,0.666666667,0
instance_0,0.181818182,0.5,0,0,0,0,0,0,0.633333333,0.727272727,0,0.06557377,0.298850575,0.068965517,0.333333333,0
instance_0,0.818181818,0,0.666666667,0,0.654545455,0,0,0,0.3,0.363636364,0.020408163,0.639344262,0.379310345,0.086206897,0.333333333,0
instance_0,0.636363636,0,0.333333333,0,0.563636364,0,0,0,0.8,0.454545455,0,0.147540984,0.666666667,0.327586207,0,0
instance_0,0.363636364,0.5,0.333333333,0,0.718181818,0,0,0.5,0.433333333,0.727272727,0.326530612,0.754098361,0.448275862,0.896551724,0,0
instance_0,0.636363636,0,0.333333333,0,0.618181818,0,0,0,0.7,0.636363636,0,0.983606557,0.770114943,0.155172414,0.333333333,0
instance_0,0,0.5,0.666666667,0,0.127272727,0,0,0,0.466666667,0.818181818,0.387755102,0.68852459,0.448275862,0.913793103,0,0
instance_0,0.727272727,0.5,0.333333333,0,0.327272727,0,0,0.5,0.933333333,0.545454545,0.979591837,0.885245902,0.908045977,0.396551724,0.666666667,0
instance_0,0.545454545,0.5,0,0,0.7,0,0,0.5,0.9,0.454545455,0,0.62295082,0.781609195,0.362068966,0.333333333,0
instance_0,0.545454545,0,0,0,0.227272727,0,0,0.5,0.466666667,0.545454545,0,0.950819672,0.425287356,0.482758621,0,0
instance_0,0.818181818,0,0.666666667,0,0.027272727,0,0,0.5,0.666666667,0.181818182,0.612244898,0.967213115,0.379310345,0.844827586,0.666666667,0
instance_0,0.454545455,0.5,0,0,0.081818182,0,0,0,0.5,0.909090909,0,0.163934426,0.620689655,0.844827586,0.333333333,0
instance_0,0.090909091,0,0.666666667,0,0.472727273,0,0,0,0.233333333,0.090909091,0.979591837,0.983606557,0.517241379,0.982758621,0.666666667,0
instance_0,0.454545455,0,0,0,0.018181818,0,0,0.5,0.733333333,0.727272727,0.775510204,0.213114754,0.551724138,0.172413793,0.666666667,0
instance_0,0.181818182,0.5,0,0,0.472727273,0,0,0,0,0.363636364,0.244897959,0.229508197,0.022988506,0.775862069,0.666666667,0
instance_0,0.727272727,0.5,0.666666667,0,0.227272727,0,0,0,0.133333333,0.727272727,0.571428571,0.344262295,0.850574713,0.25862069,0.333333333,0
instance_0,0.181818182,0.5,0.666666667,0,0.727272727,0,0,0,0.966666667,0.727272727,0.428571429,0.655737705,0.114942529,0.120689655,0.666666667,0
instance_0,0.545454545,0.5,0,0,0.418181818,0,0,0,0.533333333,0,0.816326531,0.016393443,0.735632184,0.793103448,0.666666667,0
instance_0,0.909090909,0.5,0.666666667,0,0.918181818,0,0,0.5,0.766666667,0.636363636,0.285714286,0.557377049,0.804597701,0.362068966,0.666666667,0
instance_0,0.636363636,0.5,0.666666667,0,0.072727273,0,0,0.5,0.566666667,0,0,0.557377049,0.183908046,0.103448276,0,0
instance_0,0.272727273,0.5,0.666666667,0,0.309090909,0,0,0.5,0.7,0.545454545,0,0.114754098,0.75862069,0.034482759,0,0
instance_0,0.727272727,0,0.333333333,0,0.4,0,0,0,0.066666667,0.727272727,0.836734694,0.098360656,0.137931034,0.189655172,0.666666667,0
instance_0,0,0,0,0,0.154545455,0,0,0.5,0.833333333,0.272727273,0.081632653,0.295081967,0.356321839,0.172413793,0.333333333,0
instance_0,0.545454545,0.5,0.666666667,0,0.418181818,0,0,0,0.766666667,0.727272727,0.93877551,0.754098361,0,0.293103448,0,0
instance_0,0.181818182,0.5,0.666666667,0,0.418181818,0,0,0,0.533333333,0.272727273,0.306122449,0.016393443,0.735632184,0.706896552,0.666666667,0
instance_0,0.727272727,0,0,0,0.345454545,0,0,0.5,0.2,0.272727273,0.857142857,0.459016393,0.034482759,0.620689655,0.666666667,0
instance_0,0.363636364,0.5,0.666666667,0,0.036363636,0,0,0,0.5,0.181818182,0.367346939,0.06557377,0.436781609,0.517241379,0.666666667,0
instance_0,0.727272727,0.5,0.666666667,0,0.181818182,0,0,0.5,0.1,0.090909091,0,0.606557377,0.229885057,0.913793103,0.666666667,0
instance_0,0.272727273,0.5,0.333333333,0,0.854545455,0,0,0,0.733333333,0.181818182,0,0.93442623,0.977011494,0.931034483,0,0
instance_0,0.090909091,0,0,0,0.372727273,0,0,0,0.3,0.090909091,0,0.229508197,0.195402299,0.413793103,0,0
instance_0,0.454545455,0,0,0,0.3,0,0,0,0.066666667,0.727272727,0.632653061,0.68852459,0.609195402,0.310344828,0.666666667,0
instance_0,0.909090909,0,0.666666667,0,0.936363636,0,0,0,0.933333333,0.818181818,0.12244898,0.262295082,0.482758621,0.827586207,0.666666667,0
instance_0,0.090909091,0,0.666666667,0,0.290909091,0,0,0,0.2,0.090909091,0,0.147540984,0.32183908,0.706896552,0,0
instance_0,0.636363636,0,0,0,0.245454545,0,0,0.5,0.9,0.727272727,0.448979592,0.868852459,0.356321839,0.706896552,0,0
instance_0,0.636363636,0.5,0,0,0.754545455,0,0,0,0.333333333,0.181818182,0.734693878,0.37704918,0.862068966,0.396551724,0.333333333,0
instance_0,0.181818182,0,0.666666667,0,0.154545455,0,0,0,0.433333333,0.090909091,0,0.131147541,0.252873563,0.068965517,0.666666667,0
instance_0,0.363636364,0.5,0,0,0.290909091,0,0,0,0.6,0.636363636,0,0.245901639,0.735632184,0.155172414,0.333333333,0
instance_0,0,0,0.333333333,0,0.454545455,0,0,0,0.033333333,0.818181818,0,0.770491803,0.16091954,0.5,0.333333333,0
instance_0,0.545454545,0,0.666666667,0,0.836363636,0,0,0.5,0.333333333,0.090909091,0.408163265,0.081967213,0.448275862,0.551724138,0,0
instance_0,0.272727273,0.5,0.666666667,0,0.563636364,0,0,0,0.733333333,0.727272727,0.551020408,0.540983607,0.770114943,0.189655172,0.333333333,0
instance_0,0.545454545,0.5,0.333333333,0,0.436363636,0,0,0,0.6,0.181818182,0.163265306,0.983606557,0.275862069,0.913793103,0.333333333,0
instance_0,0.636363636,0.5,0,0,0.127272727,0,0,0.5,0.366666667,0.545454545,0,0.983606557,0.862068966,0.603448276,0.666666667,0
instance_0,0.363636364,0.5,0.333333333,0,0.009090909,0,0,0,0.766666667,0.181818182,0,0.573770492,0.505747126,0.310344828,0,0
instance_0,0.090909091,0,0.666666667,0,0.754545455,0,0,0.5,0.833333333,0.727272727,0.591836735,0.196721311,0.735632184,0.586206897,0.666666667,0
instance_0,0.090909091,0.5,0,0,0.481818182,0,0,0,0.566666667,0.727272727,0,0.180327869,0.896551724,0.051724138,0,0
instance_0,0.909090909,0.5,0.666666667,0,0.254545455,0,0,0,0.5,0.454545455,0.346938776,0.180327869,0.459770115,0.310344828,0,0
instance_0,0.636363636,0.5,0.333333333,0,0.836363636,0,0,0.5,0.533333333,0,0.755102041,0.918032787,0.24137931,0.586206897,0,0
instance_0,0.636363636,0.5,0.333333333,0,0.181818182,0,0,0,0.266666667,0.545454545,0,0.327868852,0.494252874,0.25862069,0,0
instance_0,0.181818182,0.5,0.666666667,0,0.181818182,0,0,0,0.333333333,0.818181818,0.93877551,0.409836066,0.632183908,0.896551724,0.333333333,0
instance_0,0.636363636,0,0.333333333,0,0.327272727,0,0,0,0.2,0.181818182,0,1,0.310344828,0.431034483,0.333333333,0
instance_0,0.727272727,0,0.666666667,0,0.554545455,0,0,0,0.1,0.727272727,0.755102041,0.213114754,0.689655172,0.551724138,0.333333333,0
instance_0,0.636363636,0,0,0,0.472727273,0,0,0,0.2,0.090909091,0,0.114754098,0.666666667,0.948275862,0,0
instance_0,0.090909091,0,0.666666667,0,0.227272727,0,0,0.5,0.366666667,0.727272727,0.836734694,0.983606557,0.206896552,0.655172414,0.333333333,0
instance_0,0.090909091,0,0.333333333,0,0.154545455,0,0,0.5,0.5,0.272727273,0,0.163934426,0.149425287,0.120689655,0.666666667,0
instance_0,0.636363636,0.5,0.333333333,0,0.681818182,0,0,0,0,0.363636364,0,0.213114754,0.344827586,0.844827586,0,0
instance_0,0.727272727,0,0,0,0.290909091,0,0,0.5,0.966666667,0,0.285714286,0.819672131,0.873563218,0.862068966,0.666666667,0
instance_0,0.363636364,0,0.666666667,0,0.109090909,0,0,0,0.433333333,0.545454545,0.918367347,1,0.83908046,0.862068966,0.666666667,0
instance_0,0.454545455,0,0,0,0.990909091,0,0,0.5,0,0.272727273,0,0.590163934,0.908045977,0.362068966,0,0
instance_0,0.090909091,0.5,0.333333333,0,0.581818182,0,0,0.5,0.5,0.363636364,0,0.06557377,0,0.344827586,0,0
instance_0,0,0,0.666666667,0,0.754545455,0,0,0,0.3,0.363636364,0.224489796,0.262295082,0.67816092,0.086206897,0.666666667,0
instance_0,0.909090909,0,0,0,0.145454545,0,0,0,0.8,0.090909091,0.020408163,0.967213115,0.793103448,0.586206897,0,0
instance_0,0.181818182,0.5,0,0,0.018181818,0,0,0.5,0.833333333,0.727272727,0.775510204,0.213114754,0.275862069,0.172413793,0.666666667,0
instance_0,0.545454545,0,0,0,0.227272727,0,0,0.5,0.566666667,0.545454545,0,0.950819672,0.425287356,0.482758621,0,0
instance_0,0.272727273,0.5,0,0,0.918181818,0,0,0,0.2,0.363636364,0.285714286,0.147540984,0.965517241,0.793103448,0.333333333,0
instance_0,0.909090909,0,0.333333333,0,0.181818182,0,0,0,0.333333333,0.272727273,0,0.049180328,0.310344828,0.086206897,0.666666667,0
instance_0,0.090909091,0,0.333333333,0,0.327272727,0,0,0.5,0.9,0.818181818,0,0.114754098,0.862068966,0.827586207,0,0
instance_0,0.454545455,0,0.666666667,0,0.581818182,0,0,0.5,0.566666667,0,0,0.114754098,0.022988506,0.586206897,0,0
instance_0,0.181818182,0.5,0.333333333,0,0.2,0,0,0.5,0.833333333,0.181818182,0.591836735,0.081967213,0.448275862,0.534482759,0.666666667,0
instance_0,0.181818182,0,0.666666667,0,0.190909091,0,0,0.5,0.833333333,0.272727273,0,0.393442623,0.402298851,0.775862069,0.333333333,0
instance_0,0.363636364,0.5,0.333333333,0,0.927272727,0,0,0.5,0.6,0.636363636,0.673469388,0.950819672,0.275862069,0.775862069,0,0
instance_0,0.727272727,0.5,0.333333333,0,0.072727273,0,0,0.5,0.766666667,0.636363636,0.06122449,0.557377049,0.586206897,0.431034483,0.333333333,0
instance_0,0,0,0.333333333,0,0.3,0,0,0.5,0.533333333,0.727272727,0.551020408,0.098360656,0.034482759,0.155172414,0,0
instance_0,0.090909091,0.5,0.333333333,0,0.563636364,0,0,0,0.466666667,0.090909091,0.612244898,0.885245902,0.264367816,0.396551724,0.666666667,0
instance_0,0.454545455,0,0.333333333,0,0.263636364,0,0,0,0.533333333,0.727272727,0.673469388,0.147540984,0.597701149,0.724137931,0.666666667,0
instance_0,0.545454545,0.5,0.333333333,0,0.509090909,0,0,0.5,0.533333333,0.090909091,0.836734694,0.590163934,0.172413793,0.534482759,0.333333333,0
instance_0,0.545454545,0.5,0.333333333,0,0.2,0,0,0.5,0.566666667,0.363636364,0,0.229508197,0.494252874,0.206896552,0.333333333,0
instance_0,0.818181818,0,0,0,0.190909091,0,0,0,0.233333333,0.545454545,0,0.836065574,0.402298851,0.775862069,0,0
instance_0,0,0.5,0.333333333,0,0.972727273,0,0,0,0.833333333,0.181818182,0.387755102,0.491803279,0.32183908,0.517241379,0.666666667,0
instance_0,0.454545455,0.5,0.666666667,0,0.272727273,0,0,0,0.233333333,0.272727273,0.306122449,0.245901639,0.344827586,0.25862069,0.333333333,0
instance_0,0.090909091,0,0.666666667,0,0.418181818,0,0,0.5,0.233333333,0.818181818,0.959183673,0.245901639,0.367816092,0.827586207,0.666666667,0
instance_0,0.272727273,0,0.333333333,0,0.272727273,0,0,0,0.233333333,0.272727273,0.306122449,0.245901639,0.344827586,0.672413793,1,0
instance_0,0.090909091,0,0.666666667,0,0.472727273,0,0,0,0.733333333,0,0.326530612,0.540983607,0.172413793,0.620689655,0,0
instance_0,0.727272727,0.5,0,0,0.218181818,0,0,0,0.4,0.727272727,0.428571429,0.704918033,0.551724138,0.172413793,0.666666667,0
instance_0,0.636363636,0,0.666666667,0,0.554545455,0,0,0.5,0.466666667,0.545454545,0.979591837,0.836065574,0.379310345,0.517241379,0.666666667,0
instance_0,0.181818182,0,0.333333333,0,0.518181818,0,0,0,0.466666667,0.818181818,0.93877551,0.524590164,0.67816092,0.913793103,0.333333333,0
instance_0,0.909090909,0.5,0.666666667,0,0.154545455,0,0,0,0.666666667,0.454545455,0.551020408,0.852459016,0.988505747,0.724137931,0.666666667,0
instance_0,0.818181818,0.5,0,0,0.045454545,0,0,0,0.533333333,0.636363636,0,0.360655738,0.689655172,0.982758621,0.333333333,0
instance_0,0.363636364,0.5,0.333333333,0,0.154545455,0,0,0,0.3,0.363636364,0.306122449,0.262295082,0.712643678,0.086206897,0.666666667,0
instance_0,0.363636364,0.5,0.666666667,0,0.481818182,0,0,0,0.666666667,0.181818182,0.183673469,0.868852459,0.91954023,0.051724138,0.333333333,0
instance_0,0.181818182,0.5,0.666666667,0,0.3,0,0,0,0.5,0,0.979591837,0.344262295,0.482758621,0.172413793,0.666666667,0
instance_0,0,0.5,0,0,1,0,0,0.5,0.6,0.454545455,0,0.475409836,0,0.120689655,0.333333333,0
instance_0,0.545454545,0,0,0,0.390909091,0,0,0.5,0.366666667,0.454545455,0,0.491803279,0.413793103,0.551724138,0,0
instance_0,0.727272727,0,0,0,0.990909091,0,0,0,0.733333333,0.181818182,0.469387755,0.983606557,0.459770115,0.827586207,0.666666667,0
instance_0,0,0,0,0,0.072727273,0,0,0,0.666666667,0.818181818,0.836734694,0.540983607,0.471264368,0.620689655,0.666666667,0
instance_0,0.636363636,0.5,0.333333333,0,0.363636364,0,0,0,0.566666667,0.818181818,0.571428571,0.786885246,0.712643678,0.534482759,0.666666667,0
instance_0,0.363636364,0.5,0,0,0.154545455,0,0,0,0,0.272727273,0.204081633,0.426229508,0.195402299,0.724137931,0.666666667,0
instance_0,0,0.5,0.666666667,0,0.227272727,0,0,0.5,0.633333333,0.363636364,0,0.672131148,0.057471264,0.482758621,0.666666667,0
instance_0,0.818181818,0.5,0,0,0.563636364,0,0,0.5,0.8,0.818181818,0.510204082,0.098360656,0.827586207,0.896551724,0,0
instance_0,0.363636364,0.5,0.666666667,0,0.427272727,0,0,0,0.766666667,0.727272727,0.367346939,0.229508197,0.620689655,0.482758621,0.666666667,0
instance_0,0.090909091,0.5,0.333333333,0,0.345454545,0,0,0.5,0.6,0.818181818,0,0.655737705,0.206896552,0.689655172,0,0
instance_0,0.636363636,0.5,0,0,0.081818182,0,0,0.5,0.766666667,0.636363636,0.06122449,0.557377049,0.448275862,0.706896552,0.666666667,0
instance_0,0.454545455,0,0,0,0.645454545,0,0,0.5,0.566666667,0.818181818,0.693877551,0.344262295,0.781609195,0.534482759,0.666666667,0
instance_0,0.727272727,0,0.333333333,0,0.636363636,0,0,0.5,0.8,0,0.551020408,0.672131148,0.402298851,0.172413793,0.666666667,0
instance_0,0.090909091,0,0,0,0.109090909,0,0,0.5,0.733333333,0.909090909,0.408163265,0.180327869,0.896551724,0.637931034,0,0
instance_0,0.181818182,0,0.333333333,0,0.581818182,0,0,0,0.9,0.818181818,0.408163265,0.131147541,0.896551724,0.224137931,0,0
instance_0,0.363636364,0.5,0.333333333,0,0.336363636,0,0,0,0.033333333,0.454545455,0,0.508196721,0.862068966,0.24137931,0,0
instance_0,0.909090909,0,0.666666667,0,0.718181818,0,0,0,0.1,0.090909091,0,0.540983607,0.310344828,0.25862069,0,0
instance_0,0.909090909,0.5,0.666666667,0,1,0,0,0.5,0.533333333,0.363636364,0,0.950819672,0.149425287,0.448275862,0.666666667,0
instance_0,0.545454545,0.5,0.666666667,0,0.554545455,0,0,0,0.1,0.363636364,0,0.459016393,0.804597701,0.551724138,0.333333333,0
instance_0,0,0.5,0,0,0.454545455,0,0,0.5,0.066666667,0.818181818,0.489795918,0.68852459,0.770114943,0.655172414,0.666666667,0
instance_0,0.545454545,0,0.666666667,0,0.509090909,0,0,0,0.233333333,0.363636364,0,0.360655738,0.091954023,0.896551724,0.333333333,0
instance_0,0.545454545,0.5,0.333333333,0,0.345454545,0,0,0,0.033333333,0.636363636,0,0.590163934,0.32183908,0.103448276,0.666666667,0
instance_0,0.636363636,0.5,0.333333333,0,0.790909091,0,0,0.5,0.833333333,0.181818182,0,0.590163934,0.114942529,0.465517241,0.666666667,0
instance_0,0.090909091,0,0,0,0.627272727,0,0,0.5,0.366666667,0.363636364,0.183673469,0.049180328,0.252873563,0.827586207,0,0
instance_0,0.272727273,0,0,0,0.172727273,0,0,0.5,0.333333333,0.272727273,0.102040816,0.819672131,0.172413793,0.379310345,0.333333333,0
instance_0,0.181818182,0.5,1,1,0.881818182,1,0,0.5,0.8,0.272727273,0.755102041,0.786885246,0.655172414,0.827586207,1,0
instance_0,0.454545455,0.5,0.333333333,0,0.754545455,0,0,0.5,0.433333333,0.909090909,0.306122449,0.229508197,0.586206897,0.706896552,0.333333333,0
instance_0,0.454545455,0,0,0,0,0,0,0.5,0.333333333,0.818181818,0.673469388,0.770491803,0.448275862,0.051724138,0,0
instance_0,0.090909091,0,0.666666667,0,0.254545455,0,0,0.5,0.266666667,0.636363636,0.551020408,0.491803279,0.413793103,0.965517241,0.666666667,0
instance_0,0.545454545,0.5,0,0,0.781818182,0,0,0.5,0.766666667,0.727272727,0.387755102,0.360655738,0.770114943,0.25862069,0,0
instance_0,0.818181818,0.5,0.666666667,0,0.890909091,0,0,0.5,0.3,0.818181818,0.224489796,0.098360656,0.16091954,0.948275862,0.666666667,0
instance_0,0.545454545,0.5,0.333333333,0,0.809090909,0,0,0.5,0.4,0.818181818,0.020408163,0.081967213,0.793103448,0.413793103,0.333333333,0
instance_0,0.090909091,0.5,0.666666667,0,0.054545455,0,0,0.5,0.2,0.909090909,0.816326531,0.950819672,0.08045977,0.724137931,0.333333333,0
instance_0,0,0.5,0.666666667,0,0.436363636,0,0,0,0.066666667,0.909090909,0,0.295081967,0.425287356,0.275862069,0.333333333,0
instance_0,0.636363636,0.5,0.333333333,0,0.272727273,0,0,0,0.233333333,0.090909091,0.959183673,0.540983607,0.436781609,0.396551724,0.666666667,0
instance_0,0.090909091,0.5,0.333333333,0,0.581818182,0,0,0,0.333333333,0,0.979591837,0.278688525,0.32183908,0.948275862,0.333333333,0
instance_0,0.727272727,0.5,0.333333333,0,0.627272727,0,0,0.5,0.8,0.363636364,0,0.229508197,0.022988506,0.775862069,0.666666667,0
instance_0,0.272727273,0.5,0.666666667,0,0.281818182,0,0,0.5,0.9,0.090909091,0.857142857,0.032786885,0.264367816,0.172413793,0.333333333,0
instance_0,0.545454545,0,0.333333333,0,0.509090909,0,0,0,0.566666667,0.727272727,0.06122449,0.557377049,0.068965517,0.448275862,0.666666667,0
instance_0,0.909090909,0,0.333333333,0,0.990909091,0,0,0,0.833333333,0.090909091,0.020408163,0.901639344,0.896551724,0.827586207,0.333333333,0
instance_0,0.454545455,0.5,0.666666667,0,0.790909091,0,0,0,0.1,0.272727273,0.265306122,0.557377049,0.114942529,0.689655172,0.666666667,0
instance_0,0.636363636,0.5,0.666666667,0,0.118181818,0,0,0.5,0.3,0.090909091,0,0.459016393,0.609195402,0.844827586,0.666666667,0
instance_0,0.090909091,0,0.333333333,0,0.327272727,0,0,0,0.666666667,0.272727273,0.408163265,0.049180328,0.655172414,0.120689655,0.666666667,0
instance_0,0.181818182,0,0.666666667,0,0.436363636,0,0,0.5,0.966666667,0.454545455,0,0.655737705,0.390804598,0.017241379,0.666666667,0
instance_0,0.272727273,0.5,0.666666667,0,0.154545455,0,0,0.5,0.733333333,0.727272727,0,0.62295082,0.114942529,0.517241379,0.333333333,0
instance_0,0.636363636,0.5,0.333333333,0,0.318181818,0,0,0.5,0.2,0.909090909,0,0.37704918,0.390804598,0.068965517,0.666666667,0
instance_0,0.181818182,0.5,0.666666667,0,0.3,0,0,0,0.2,0.363636364,0,0.754098361,0.770114943,0.24137931,0,0
instance_0,0.545454545,0,0,0,0.081818182,0,0,0,0.466666667,0.636363636,0.12244898,0.049180328,0.206896552,0.637931034,0.333333333,0
instance_0,0.363636364,0.5,0.333333333,0,0.609090909,0,0,0.5,0.466666667,0.181818182,0.020408163,0.557377049,0.091954023,0.482758621,0.666666667,0
instance_0,0.454545455,0.5,0,0,0.781818182,0,0,0.5,0.766666667,0.181818182,0.285714286,0.37704918,0.379310345,0.448275862,0.333333333,0
instance_0,0.272727273,0.5,0,0,0.3,0,0,0,0.766666667,0.181818182,0.163265306,0.901639344,0.471264368,0.275862069,0.666666667,0
instance_0,0.545454545,0,0,0,0.309090909,0,0,0,0.6,0.181818182,0,0.672131148,0.436781609,0.25862069,0.333333333,0
instance_0,0.727272727,1,0,0,0.645454545,0,0,1,0.2,0.727272727,0.714285714,0.901639344,0.804597701,0.948275862,0,0
instance_0,0,0.5,0.666666667,0,0.009090909,0,0,0.5,0.2,0.272727273,0.265306122,0,0.908045977,0.068965517,0.666666667,0
instance_0,0.818181818,0,0,0,0.509090909,0,0,0,0.9,0.363636364,0,0.967213115,0.83908046,0.551724138,0,0
instance_0,0.727272727,0.5,0,0,0.281818182,0,0,0.5,0.633333333,0.545454545,0.244897959,0.049180328,0.83908046,0.793103448,0.666666667,0
instance_0,0,0,0.333333333,0,0.490909091,0,0,0,0.066666667,0.727272727,0.020408163,0.409836066,0.643678161,0.275862069,0.333333333,0
instance_0,0.454545455,0,0.666666667,0,0.972727273,0,0,0,0.333333333,0.454545455,0.020408163,0.196721311,0.356321839,0.034482759,0,0
instance_0,0,0.5,0,0,0.818181818,0,0,0.5,0.433333333,0.636363636,0,0.950819672,0.908045977,0.362068966,0.333333333,0
instance_0,0.636363636,0,0.666666667,0,0.454545455,0,0,0,0.433333333,0.727272727,0.387755102,0.672131148,0.965517241,0.862068966,0.333333333,0
instance_0,0.272727273,0.5,0,0,0.290909091,0,0,0,0.3,0.454545455,0.857142857,0.131147541,0.137931034,0.189655172,0.666666667,0
instance_0,0.090909091,0,0.333333333,0,0.090909091,0,0,0.5,0.233333333,0,0.020408163,0.37704918,0.896551724,0.879310345,0.666666667,0
instance_0,0.090909091,0,0,0,0.481818182,0,0,0,0.6,0.818181818,0.163265306,0.098360656,0.264367816,0.275862069,0.333333333,0
instance_0,0,0,0.666666667,0,0.036363636,0,0,0.5,0.766666667,0.454545455,0.693877551,0.62295082,0.183908046,0.25862069,0.333333333,0
instance_0,0.818181818,0.5,0.333333333,0,0.872727273,0,0,0,0.8,0.181818182,0,0.180327869,0.632183908,0.517241379,0,0
instance_0,0.727272727,0,0.666666667,0,0.909090909,0,0,0.5,0.233333333,0.363636364,0.142857143,0.114754098,0.229885057,0.120689655,0,0
instance_0,0.090909091,0,0.666666667,0,0.990909091,0,0,0,0.866666667,0.181818182,0,0.016393443,0.402298851,0.051724138,0.666666667,0
instance_0,0.727272727,0.5,0,0,0.154545455,0,0,0.5,0.2,0.727272727,0,0.213114754,0.402298851,0.25862069,0.666666667,0
instance_0,0.727272727,0.5,0,0,0.645454545,0,0,0,0.833333333,0.272727273,0.87755102,0.491803279,0.390804598,0.810344828,0.333333333,0
instance_0,0.545454545,0.5,0.666666667,0,0.154545455,0,0,0,0.966666667,0.181818182,0,0.93442623,0.459770115,0.75862069,0,0
instance_0,0.727272727,0,0.666666667,0,0.918181818,0,0,0,0.233333333,0.272727273,0.346938776,0.852459016,0.264367816,0.913793103,0,0
instance_0,0.636363636,0,0.666666667,0,0.036363636,0,0,0.5,0.4,0.727272727,0,0.491803279,0.172413793,0.810344828,0.333333333,0
instance_0,0.727272727,0,0.333333333,0,0.845454545,0,0,0,0.6,0,0.673469388,0.31147541,0.172413793,0.431034483,0.666666667,0
instance_0,0.636363636,0.5,0.666666667,0,0.045454545,0,0,0.5,0.233333333,0.727272727,0,0.770491803,0.655172414,0.896551724,0.666666667,0
instance_0,0.181818182,0,0,0,0.054545455,0,0,0.5,0,0.090909091,0,0.557377049,0.712643678,0.448275862,0.666666667,0
instance_0,0.272727273,0,0.666666667,0,0.754545455,0,0,0,0.466666667,0.272727273,0,0.557377049,0.448275862,0.051724138,0.666666667,0
instance_0,0.727272727,0.5,0.666666667,0,0.518181818,0,0,0.5,0.133333333,0.181818182,0.979591837,0.213114754,0.494252874,0.310344828,0.666666667,0
instance_0,0.727272727,0,0.333333333,0,0.036363636,0,0,0.5,0.133333333,0.181818182,0,0.62295082,0.436781609,0.275862069,0.666666667,0
instance_0,0.454545455,0,0,0,0.481818182,0,0,0,0.1,0.363636364,0.142857143,0.114754098,0.551724138,0.120689655,0.333333333,0
instance_0,0.636363636,0,0,0,0,0,0,0,0.333333333,0.363636364,0.510204082,0.770491803,0.448275862,0.689655172,0.666666667,0
instance_0,0.272727273,0.5,0,0,0.254545455,0,0,0,0.666666667,0.090909091,0.530612245,0.016393443,0.597701149,0.603448276,0.666666667,0
