Instances,feature_workclass,feature_fnlwgt,feature_education,feature_marital_status,feature_occupation,feature_relationship,feature_race,feature_capital_gain,feature_capital_loss,feature_hours_per_week,feature_native_country,feature_age,algo_MLPC
instance_0,5,26,10,4,9,3,3,65,26,65,26,6,0
instance_0,5,26,10,4,9,3,3,65,26,65,26,6,0
instance_0,5,26,10,4,9,3,3,65,26,65,26,6,0
instance_0,5,26,10,4,9,3,3,65,26,65,26,6,0
instance_0,5,26,10,4,9,3,3,65,26,65,26,6,0
instance_0,0,3,1,0,1,0,1,31,12,31,12,1,0
instance_0,0,3,1,0,1,0,1,31,12,31,12,1,0
instance_0,0,3,1,0,1,0,1,31,12,31,12,1,0
instance_0,0,3,1,0,1,0,1,31,12,31,12,1,0
instance_0,0,3,1,0,1,0,1,31,12,31,12,1,0
instance_0,0,3,1,0,1,0,1,31,12,31,12,1,0
instance_0,0,3,1,0,1,0,1,31,12,31,12,1,0
instance_0,0,3,1,0,1,0,1,31,12,31,12,1,0
instance_0,0,3,1,0,1,0,1,31,12,31,12,1,0
instance_0,0,3,1,0,1,0,1,31,12,31,12,1,0
instance_0,0,3,1,0,1,0,1,31,12,31,12,1,0
instance_0,0,3,1,0,1,0,1,31,12,31,12,1,0
instance_0,0,3,1,0,1,0,1,31,12,31,12,1,0
instance_0,0,3,1,0,1,0,1,31,12,31,12,1,0
instance_0,6,34,13,5,11,5,4,85,34,85,34,8,0
instance_0,6,34,13,5,11,5,4,85,34,85,34,8,0
instance_0,6,34,13,5,11,5,4,85,34,85,34,8,0
instance_0,6,34,13,5,11,5,4,85,34,85,34,8,0
instance_0,6,34,13,5,11,5,4,85,34,85,34,8,0
instance_0,6,34,13,5,11,5,4,85,34,85,34,8,0
instance_0,6,34,13,5,11,5,4,85,34,85,34,8,0
instance_0,6,34,13,5,11,5,4,85,34,85,34,8,0
instance_0,6,34,13,5,11,5,4,85,34,85,34,8,0
instance_0,6,34,13,5,11,5,4,85,34,85,34,8,0
instance_0,6,34,13,5,11,5,4,85,34,85,34,8,0
instance_0,6,34,13,5,11,5,4,85,34,85,34,8,0
instance_0,6,34,13,5,11,5,4,85,34,85,34,8,0
instance_0,6,34,13,5,11,5,4,85,34,85,34,8,0
instance_0,4,24,9,4,8,3,3,60,24,60,24,6,0
instance_0,4,24,9,4,8,3,3,60,24,60,24,6,0
instance_0,4,24,9,4,8,3,3,60,24,60,24,6,0
instance_0,4,24,9,4,8,3,3,60,24,60,24,6,0
instance_0,4,24,9,4,8,3,3,60,24,60,24,6,0
instance_0,4,24,9,4,8,3,3,60,24,60,24,6,0
instance_0,4,24,9,4,8,3,3,60,24,60,24,6,0
instance_0,4,24,9,4,8,3,3,60,24,60,24,6,0
instance_0,4,24,9,4,8,3,3,60,24,60,24,6,0
instance_0,4,24,9,4,8,3,3,60,24,60,24,6,0
instance_0,4,24,9,4,8,3,3,60,24,60,24,6,0
instance_0,4,24,9,4,8,3,3,60,24,60,24,6,0
instance_0,4,24,9,4,8,3,3,60,24,60,24,6,0
instance_0,4,24,9,4,8,3,3,60,24,60,24,6,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,1,5,2,0,1,0,0,12,5,12,5,2,0
instance_0,1,5,2,0,1,0,0,12,5,12,5,2,0
instance_0,1,5,2,0,1,0,0,12,5,12,5,2,0
instance_0,1,5,2,0,1,0,0,12,5,12,5,2,0
instance_0,1,5,2,0,1,0,0,12,5,12,5,2,0
instance_0,1,5,2,0,1,0,0,12,5,12,5,2,0
instance_0,1,5,2,0,1,0,0,12,5,12,5,2,0
instance_0,1,5,2,0,1,0,0,12,5,12,5,2,0
instance_0,1,5,2,0,1,0,0,12,5,12,5,2,0
instance_0,1,5,2,0,1,0,0,12,5,12,5,2,0
instance_0,1,5,2,0,1,0,0,12,5,12,5,2,0
instance_0,1,5,2,0,1,0,0,12,5,12,5,2,0
instance_0,1,5,2,0,1,0,0,12,5,12,5,2,0
instance_0,1,5,2,0,1,0,0,12,5,12,5,2,0
instance_0,4,22,9,3,7,3,2,56,22,56,22,6,0
instance_0,4,22,9,3,7,3,2,56,22,56,22,6,0
instance_0,4,22,9,3,7,3,2,56,22,56,22,6,0
instance_0,4,22,9,3,7,3,2,56,22,56,22,6,0
instance_0,4,22,9,3,7,3,2,56,22,56,22,6,0
instance_0,4,22,9,3,7,3,2,56,22,56,22,6,0
instance_0,4,22,9,3,7,3,2,56,22,56,22,6,0
instance_0,4,22,9,3,7,3,2,56,22,56,22,6,0
instance_0,4,22,9,3,7,3,2,56,22,56,22,6,0
instance_0,4,22,9,3,7,3,2,56,22,56,22,6,0
instance_0,4,22,9,3,7,3,2,56,22,56,22,6,0
instance_0,4,22,9,3,7,3,2,56,22,56,22,6,0
instance_0,4,22,9,3,7,3,2,56,22,56,22,6,0
instance_0,4,22,9,3,7,3,2,56,22,56,22,6,0
instance_0,3,19,7,3,6,2,2,43,17,43,17,5,0
instance_0,3,19,7,3,6,2,2,43,17,43,17,5,0
instance_0,3,19,7,3,6,2,2,43,17,43,17,5,0
instance_0,3,19,7,3,6,2,2,43,17,43,17,5,0
instance_0,3,19,7,3,6,2,2,43,17,43,17,5,0
instance_0,3,19,7,3,6,2,2,43,17,43,17,5,0
instance_0,3,19,7,3,6,2,2,43,17,43,17,5,0
instance_0,3,19,7,3,6,2,2,43,17,43,17,5,0
instance_0,3,19,7,3,6,2,2,43,17,43,17,5,0
instance_0,3,19,7,3,6,2,2,43,17,43,17,5,0
instance_0,3,19,7,3,6,2,2,43,17,43,17,5,0
instance_0,3,19,7,3,6,2,2,43,17,43,17,5,0
instance_0,3,19,7,3,6,2,2,43,17,43,17,5,0
instance_0,3,19,7,3,6,2,2,43,17,43,17,5,0
instance_0,1,7,3,1,2,1,0,19,7,19,7,2,0
instance_0,1,7,3,1,2,1,0,19,7,19,7,2,0
instance_0,1,7,3,1,2,1,0,19,7,19,7,2,0
instance_0,1,7,3,1,2,1,0,19,7,19,7,2,0
instance_0,1,7,3,1,2,1,0,19,7,19,7,2,0
instance_0,1,7,3,1,2,1,0,19,7,19,7,2,0
instance_0,1,7,3,1,2,1,0,19,7,19,7,2,0
instance_0,1,7,3,1,2,1,0,19,7,19,7,2,0
instance_0,1,7,3,1,2,1,0,19,7,19,7,2,0
instance_0,1,7,3,1,2,1,0,19,7,19,7,2,0
instance_0,1,7,3,1,2,1,0,19,7,19,7,2,0
instance_0,1,7,3,1,2,1,0,19,7,19,7,2,0
instance_0,1,7,3,1,2,1,0,19,7,19,7,2,0
instance_0,1,7,3,1,2,1,0,19,7,19,7,2,0
instance_0,4,22,8,3,7,3,2,55,22,55,22,6,0
instance_0,4,22,8,3,7,3,2,55,22,55,22,6,0
instance_0,4,22,8,3,7,3,2,55,22,55,22,6,0
instance_0,4,22,8,3,7,3,2,55,22,55,22,6,0
instance_0,4,22,8,3,7,3,2,55,22,55,22,6,0
instance_0,4,22,8,3,7,3,2,55,22,55,22,6,0
instance_0,4,22,8,3,7,3,2,55,22,55,22,6,0
instance_0,4,22,8,3,7,3,2,55,22,55,22,6,0
instance_0,4,22,8,3,7,3,2,55,22,55,22,6,0
instance_0,4,22,8,3,7,3,2,55,22,55,22,6,0
instance_0,4,22,8,3,7,3,2,55,22,55,22,6,0
instance_0,4,22,8,3,7,3,2,55,22,55,22,6,0
instance_0,4,22,8,3,7,3,2,55,22,55,22,6,0
instance_0,4,22,8,3,7,3,2,55,22,55,22,6,0
instance_0,5,25,10,4,8,3,3,62,25,62,25,6,0
instance_0,5,25,10,4,8,3,3,62,25,62,25,6,0
instance_0,5,25,10,4,8,3,3,62,25,62,25,6,0
instance_0,5,25,10,4,8,3,3,62,25,62,25,6,0
instance_0,5,25,10,4,8,3,3,62,25,62,25,6,0
instance_0,5,25,10,4,8,3,3,62,25,62,25,6,0
instance_0,5,25,10,4,8,3,3,62,25,62,25,6,0
instance_0,5,25,10,4,8,3,3,62,25,62,25,6,0
instance_0,5,25,10,4,8,3,3,62,25,62,25,6,0
instance_0,5,25,10,4,8,3,3,62,25,62,25,6,0
instance_0,5,25,10,4,8,3,3,62,25,62,25,6,0
instance_0,5,25,10,4,8,3,3,62,25,62,25,6,0
instance_0,5,25,10,4,8,3,3,62,25,62,25,6,0
instance_0,5,25,10,4,8,3,3,62,25,62,25,6,0
instance_0,4,21,8,3,7,3,2,54,21,54,21,5,0
instance_0,4,21,8,3,7,3,2,54,21,54,21,5,0
instance_0,4,21,8,3,7,3,2,54,21,54,21,5,0
instance_0,4,21,8,3,7,3,2,54,21,54,21,5,0
instance_0,4,21,8,3,7,3,2,54,21,54,21,5,0
instance_0,4,21,8,3,7,3,2,54,21,54,21,5,0
instance_0,4,21,8,3,7,3,2,54,21,54,21,5,0
instance_0,4,21,8,3,7,3,2,54,21,54,21,5,0
instance_0,4,21,8,3,7,3,2,54,21,54,21,5,0
instance_0,4,21,8,3,7,3,2,54,21,54,21,5,0
instance_0,4,21,8,3,7,3,2,54,21,54,21,5,0
instance_0,4,21,8,3,7,3,2,54,21,54,21,5,0
instance_0,4,21,8,3,7,3,2,54,21,54,21,5,0
instance_0,4,21,8,3,7,3,2,54,21,54,21,5,0
instance_0,2,11,4,2,4,1,1,28,11,28,11,3,0
instance_0,2,11,4,2,4,1,1,28,11,28,11,3,0
instance_0,2,11,4,2,4,1,1,28,11,28,11,3,0
instance_0,2,11,4,2,4,1,1,28,11,28,11,3,0
instance_0,2,11,4,2,4,1,1,28,11,28,11,3,0
instance_0,2,11,4,2,4,1,1,28,11,28,11,3,0
instance_0,2,11,4,2,4,1,1,28,11,28,11,3,0
instance_0,2,11,4,2,4,1,1,28,11,28,11,3,0
instance_0,2,11,4,2,4,1,1,28,11,28,11,3,0
instance_0,2,11,4,2,4,1,1,28,11,28,11,3,0
instance_0,2,11,4,2,4,1,1,28,11,28,11,3,0
instance_0,2,11,4,2,4,1,1,28,11,28,11,3,0
instance_0,2,11,4,2,4,1,1,28,11,28,11,3,0
instance_0,2,11,4,2,4,1,1,28,11,28,11,3,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,2,14,5,2,5,2,1,36,14,36,14,4,0
instance_0,2,14,5,2,5,2,1,36,14,36,14,4,0
instance_0,2,14,5,2,5,2,1,36,14,36,14,4,0
instance_0,2,14,5,2,5,2,1,36,14,36,14,4,0
instance_0,2,14,5,2,5,2,1,36,14,36,14,4,0
instance_0,2,14,5,2,5,2,1,36,14,36,14,4,0
instance_0,2,14,5,2,5,2,1,36,14,36,14,4,0
instance_0,2,14,5,2,5,2,1,36,14,36,14,4,0
instance_0,2,14,5,2,5,2,1,36,14,36,14,4,0
instance_0,2,14,5,2,5,2,1,36,14,36,14,4,0
instance_0,2,14,5,2,5,2,1,36,14,36,14,4,0
instance_0,2,14,5,2,5,2,1,36,14,36,14,4,0
instance_0,2,14,5,2,5,2,1,36,14,36,14,4,0
instance_0,2,14,5,2,5,2,1,36,14,36,14,4,0
instance_0,2,11,4,2,4,1,1,29,11,29,11,3,0
instance_0,2,11,4,2,4,1,1,29,11,29,11,3,0
instance_0,2,11,4,2,4,1,1,29,11,29,11,3,0
instance_0,2,11,4,2,4,1,1,29,11,29,11,3,0
instance_0,2,11,4,2,4,1,1,29,11,29,11,3,0
instance_0,2,11,4,2,4,1,1,29,11,29,11,3,0
instance_0,2,11,4,2,4,1,1,29,11,29,11,3,0
instance_0,2,11,4,2,4,1,1,29,11,29,11,3,0
instance_0,2,11,4,2,4,1,1,29,11,29,11,3,0
instance_0,2,11,4,2,4,1,1,29,11,29,11,3,0
instance_0,2,11,4,2,4,1,1,29,11,29,11,3,0
instance_0,2,11,4,2,4,1,1,29,11,29,11,3,0
instance_0,2,11,4,2,4,1,1,29,11,29,11,3,0
instance_0,2,11,4,2,4,1,1,29,11,29,11,3,0
instance_0,5,27,11,4,9,4,3,69,27,69,27,7,0
instance_0,5,27,11,4,9,4,3,69,27,69,27,7,0
instance_0,5,27,11,4,9,4,3,69,27,69,27,7,0
instance_0,5,27,11,4,9,4,3,69,27,69,27,7,0
instance_0,5,27,11,4,9,4,3,69,27,69,27,7,0
instance_0,5,27,11,4,9,4,3,69,27,69,27,7,0
instance_0,5,27,11,4,9,4,3,69,27,69,27,7,0
instance_0,5,27,11,4,9,4,3,69,27,69,27,7,0
instance_0,5,27,11,4,9,4,3,69,27,69,27,7,0
instance_0,5,27,11,4,9,4,3,69,27,69,27,7,0
instance_0,5,27,11,4,9,4,3,69,27,69,27,7,0
instance_0,5,27,11,4,9,4,3,69,27,69,27,7,0
instance_0,5,27,11,4,9,4,3,69,27,69,27,7,0
instance_0,5,27,11,4,9,4,3,69,27,69,27,7,0
instance_0,0,1,0,0,0,0,0,3,1,3,1,1,0
instance_0,0,1,0,0,0,0,0,3,1,3,1,1,0
instance_0,0,1,0,0,0,0,0,3,1,3,1,1,0
instance_0,0,1,0,0,0,0,0,3,1,3,1,1,0
instance_0,0,1,0,0,0,0,0,3,1,3,1,1,0
instance_0,0,1,0,0,0,0,0,3,1,3,1,1,0
instance_0,0,1,0,0,0,0,0,3,1,3,1,1,0
instance_0,0,1,0,0,0,0,0,3,1,3,1,1,0
instance_0,0,1,0,0,0,0,0,3,1,3,1,1,0
instance_0,0,1,0,0,0,0,0,3,1,3,1,1,0
instance_0,0,1,0,0,0,0,0,3,1,3,1,1,0
instance_0,0,1,0,0,0,0,0,3,1,3,1,1,0
instance_0,0,1,0,0,0,0,0,3,1,3,1,1,0
instance_0,0,1,0,0,0,0,0,3,1,3,1,1,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,5,29,11,5,10,4,3,72,29,72,29,7,0
instance_0,1,9,3,1,3,1,1,22,9,22,9,3,0
instance_0,1,9,3,1,3,1,1,22,9,22,9,3,0
instance_0,1,9,3,1,3,1,1,22,9,22,9,3,0
instance_0,1,9,3,1,3,1,1,22,9,22,9,3,0
instance_0,1,9,3,1,3,1,1,22,9,22,9,3,0
instance_0,1,9,3,1,3,1,1,22,9,22,9,3,0
instance_0,1,9,3,1,3,1,1,22,9,22,9,3,0
instance_0,1,9,3,1,3,1,1,22,9,22,9,3,0
instance_0,1,9,3,1,3,1,1,22,9,22,9,3,0
instance_0,1,9,3,1,3,1,1,22,9,22,9,3,0
instance_0,1,9,3,1,3,1,1,22,9,22,9,3,0
instance_0,1,9,3,1,3,1,1,22,9,22,9,3,0
instance_0,1,9,3,1,3,1,1,22,9,22,9,3,0
instance_0,1,9,3,1,3,1,1,22,9,22,9,3,0
instance_0,1,5,2,0,1,0,0,13,5,13,5,2,0
instance_0,1,5,2,0,1,0,0,13,5,13,5,2,0
instance_0,1,5,2,0,1,0,0,13,5,13,5,2,0
instance_0,1,5,2,0,1,0,0,13,5,13,5,2,0
instance_0,1,5,2,0,1,0,0,13,5,13,5,2,0
instance_0,1,5,2,0,1,0,0,13,5,13,5,2,0
instance_0,1,5,2,0,1,0,0,13,5,13,5,2,0
instance_0,1,5,2,0,1,0,0,13,5,13,5,2,0
instance_0,1,5,2,0,1,0,0,13,5,13,5,2,0
instance_0,1,5,2,0,1,0,0,13,5,13,5,2,0
instance_0,1,5,2,0,1,0,0,13,5,13,5,2,0
instance_0,1,5,2,0,1,0,0,13,5,13,5,2,0
instance_0,1,5,2,0,1,0,0,13,5,13,5,2,0
instance_0,1,5,2,0,1,0,0,13,5,13,5,2,0
instance_0,2,12,5,2,4,1,1,32,12,32,12,3,0
instance_0,2,12,5,2,4,1,1,32,12,32,12,3,0
instance_0,2,12,5,2,4,1,1,32,12,32,12,3,0
instance_0,2,12,5,2,4,1,1,32,12,32,12,3,0
instance_0,2,12,5,2,4,1,1,32,12,32,12,3,0
instance_0,2,12,5,2,4,1,1,32,12,32,12,3,0
instance_0,2,12,5,2,4,1,1,32,12,32,12,3,0
instance_0,2,12,5,2,4,1,1,32,12,32,12,3,0
instance_0,2,12,5,2,4,1,1,32,12,32,12,3,0
instance_0,2,12,5,2,4,1,1,32,12,32,12,3,0
instance_0,2,12,5,2,4,1,1,32,12,32,12,3,0
instance_0,2,12,5,2,4,1,1,32,12,32,12,3,0
instance_0,2,12,5,2,4,1,1,32,12,32,12,3,0
instance_0,2,12,5,2,4,1,1,32,12,32,12,3,0
instance_0,6,33,13,5,13,5,4,95,38,95,38,8,0
instance_0,6,33,13,5,13,5,4,95,38,95,38,8,0
instance_0,6,33,13,5,13,5,4,95,38,95,38,8,0
instance_0,6,33,13,5,13,5,4,95,38,95,38,8,0
instance_0,6,33,13,5,13,5,4,95,38,95,38,8,0
instance_0,6,33,13,5,13,5,4,95,38,95,38,8,0
instance_0,6,33,13,5,13,5,4,95,38,95,38,8,0
instance_0,6,33,13,5,13,5,4,95,38,95,38,8,0
instance_0,6,33,13,5,13,5,4,95,38,95,38,8,0
instance_0,6,33,13,5,13,5,4,95,38,95,38,8,0
instance_0,6,33,13,5,13,5,4,95,38,95,38,8,0
instance_0,6,33,13,5,13,5,4,95,38,95,38,8,0
instance_0,6,33,13,5,13,5,4,95,38,95,38,8,0
instance_0,6,33,13,5,13,5,4,95,38,95,38,8,0
instance_0,4,20,8,3,7,3,2,52,20,52,20,5,0
instance_0,4,20,8,3,7,3,2,52,20,52,20,5,0
instance_0,4,20,8,3,7,3,2,52,20,52,20,5,0
instance_0,4,20,8,3,7,3,2,52,20,52,20,5,0
instance_0,4,20,8,3,7,3,2,52,20,52,20,5,0
instance_0,4,20,8,3,7,3,2,52,20,52,20,5,0
instance_0,4,20,8,3,7,3,2,52,20,52,20,5,0
instance_0,4,20,8,3,7,3,2,52,20,52,20,5,0
instance_0,4,20,8,3,7,3,2,52,20,52,20,5,0
instance_0,4,20,8,3,7,3,2,52,20,52,20,5,0
instance_0,4,20,8,3,7,3,2,52,20,52,20,5,0
instance_0,4,20,8,3,7,3,2,52,20,52,20,5,0
instance_0,4,20,8,3,7,3,2,52,20,52,20,5,0
instance_0,4,20,8,3,7,3,2,52,20,52,20,5,0
instance_0,2,11,4,2,4,1,1,29,11,29,11,3,0
instance_0,2,11,4,2,4,1,1,29,11,29,11,3,0
instance_0,2,11,4,2,4,1,1,29,11,29,11,3,0
instance_0,2,11,4,2,4,1,1,29,11,29,11,3,0
instance_0,2,11,4,2,4,1,1,29,11,29,11,3,0
instance_0,2,11,4,2,4,1,1,29,11,29,11,3,0
instance_0,2,11,4,2,4,1,1,29,11,29,11,3,0
instance_0,2,11,4,2,4,1,1,29,11,29,11,3,0
instance_0,2,11,4,2,4,1,1,29,11,29,11,3,0
instance_0,2,11,4,2,4,1,1,29,11,29,11,3,0
instance_0,2,11,4,2,4,1,1,29,11,29,11,3,0
instance_0,2,11,4,2,4,1,1,29,11,29,11,3,0
instance_0,2,11,4,2,4,1,1,29,11,29,11,3,0
instance_0,2,11,4,2,4,1,1,29,11,29,11,3,0
instance_0,6,33,13,5,11,5,4,84,33,84,33,8,0
instance_0,6,33,13,5,11,5,4,84,33,84,33,8,0
instance_0,6,33,13,5,11,5,4,84,33,84,33,8,0
instance_0,6,33,13,5,11,5,4,84,33,84,33,8,0
instance_0,6,33,13,5,11,5,4,84,33,84,33,8,0
instance_0,6,33,13,5,11,5,4,84,33,84,33,8,0
instance_0,6,33,13,5,11,5,4,84,33,84,33,8,0
instance_0,6,33,13,5,11,5,4,84,33,84,33,8,0
instance_0,6,33,13,5,11,5,4,84,33,84,33,8,0
instance_0,6,33,13,5,11,5,4,84,33,84,33,8,0
instance_0,6,33,13,5,11,5,4,84,33,84,33,8,0
instance_0,6,33,13,5,11,5,4,84,33,84,33,8,0
instance_0,6,33,13,5,11,5,4,84,33,84,33,8,0
instance_0,6,33,13,5,11,5,4,84,33,84,33,8,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,6,30,12,5,10,4,3,75,30,75,30,7,0
instance_0,6,30,12,5,10,4,3,75,30,75,30,7,0
instance_0,6,30,12,5,10,4,3,75,30,75,30,7,0
instance_0,6,30,12,5,10,4,3,75,30,75,30,7,0
instance_0,6,30,12,5,10,4,3,75,30,75,30,7,0
instance_0,6,30,12,5,10,4,3,75,30,75,30,7,0
instance_0,6,30,12,5,10,4,3,75,30,75,30,7,0
instance_0,6,30,12,5,10,4,3,75,30,75,30,7,0
instance_0,6,30,12,5,10,4,3,75,30,75,30,7,0
instance_0,6,30,12,5,10,4,3,75,30,75,30,7,0
instance_0,6,30,12,5,10,4,3,75,30,75,30,7,0
instance_0,6,30,12,5,10,4,3,75,30,75,30,7,0
instance_0,6,30,12,5,10,4,3,75,30,75,30,7,0
instance_0,6,30,12,5,10,4,3,75,30,75,30,7,0
instance_0,4,24,9,4,8,3,3,61,24,61,24,6,0
instance_0,4,24,9,4,8,3,3,61,24,61,24,6,0
instance_0,4,24,9,4,8,3,3,61,24,61,24,6,0
instance_0,4,24,9,4,8,3,3,61,24,61,24,6,0
instance_0,4,24,9,4,8,3,3,61,24,61,24,6,0
instance_0,4,24,9,4,8,3,3,61,24,61,24,6,0
instance_0,4,24,9,4,8,3,3,61,24,61,24,6,0
instance_0,4,24,9,4,8,3,3,61,24,61,24,6,0
instance_0,4,24,9,4,8,3,3,61,24,61,24,6,0
instance_0,4,24,9,4,8,3,3,61,24,61,24,6,0
instance_0,4,24,9,4,8,3,3,61,24,61,24,6,0
instance_0,4,24,9,4,8,3,3,61,24,61,24,6,0
instance_0,4,24,9,4,8,3,3,61,24,61,24,6,0
instance_0,4,24,9,4,8,3,3,61,24,61,24,6,0
instance_0,1,6,2,1,2,1,0,17,6,17,6,2,0
instance_0,1,6,2,1,2,1,0,17,6,17,6,2,0
instance_0,1,6,2,1,2,1,0,17,6,17,6,2,0
instance_0,1,6,2,1,2,1,0,17,6,17,6,2,0
instance_0,1,6,2,1,2,1,0,17,6,17,6,2,0
instance_0,1,6,2,1,2,1,0,17,6,17,6,2,0
instance_0,1,6,2,1,2,1,0,17,6,17,6,2,0
instance_0,1,6,2,1,2,1,0,17,6,17,6,2,0
instance_0,1,6,2,1,2,1,0,17,6,17,6,2,0
instance_0,1,6,2,1,2,1,0,17,6,17,6,2,0
instance_0,1,6,2,1,2,1,0,17,6,17,6,2,0
instance_0,1,6,2,1,2,1,0,17,6,17,6,2,0
instance_0,1,6,2,1,2,1,0,17,6,17,6,2,0
instance_0,1,6,2,1,2,1,0,17,6,17,6,2,0
instance_0,2,14,5,2,5,2,1,35,14,35,14,4,0
instance_0,2,14,5,2,5,2,1,35,14,35,14,4,0
instance_0,2,14,5,2,5,2,1,35,14,35,14,4,0
instance_0,2,14,5,2,5,2,1,35,14,35,14,4,0
instance_0,2,14,5,2,5,2,1,35,14,35,14,4,0
instance_0,2,14,5,2,5,2,1,35,14,35,14,4,0
instance_0,2,14,5,2,5,2,1,35,14,35,14,4,0
instance_0,2,14,5,2,5,2,1,35,14,35,14,4,0
instance_0,2,14,5,2,5,2,1,35,14,35,14,4,0
instance_0,2,14,5,2,5,2,1,35,14,35,14,4,0
instance_0,2,14,5,2,5,2,1,35,14,35,14,4,0
instance_0,2,14,5,2,5,2,1,35,14,35,14,4,0
instance_0,2,14,5,2,5,2,1,35,14,35,14,4,0
instance_0,2,14,5,2,5,2,1,35,14,35,14,4,0
instance_0,5,28,11,4,9,4,3,70,28,70,28,7,0
instance_0,5,28,11,4,9,4,3,70,28,70,28,7,0
instance_0,5,28,11,4,9,4,3,70,28,70,28,7,0
instance_0,5,28,11,4,9,4,3,70,28,70,28,7,0
instance_0,5,28,11,4,9,4,3,70,28,70,28,7,0
instance_0,5,28,11,4,9,4,3,70,28,70,28,7,0
instance_0,5,28,11,4,9,4,3,70,28,70,28,7,0
instance_0,5,28,11,4,9,4,3,70,28,70,28,7,0
instance_0,5,28,11,4,9,4,3,70,28,70,28,7,0
instance_0,5,28,11,4,9,4,3,70,28,70,28,7,0
instance_0,5,28,11,4,9,4,3,70,28,70,28,7,0
instance_0,5,28,11,4,9,4,3,70,28,70,28,7,0
instance_0,5,28,11,4,9,4,3,70,28,70,28,7,0
instance_0,5,28,11,4,9,4,3,70,28,70,28,7,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
instance_0,3,18,7,3,6,2,2,45,18,45,18,5,0
