Instances,feature_age,feature_workclass,feature_fnlwgt,feature_education,feature_marital_status,feature_occupation,feature_relationship,feature_race,feature_sex,feature_capital_gain,feature_capital_loss,feature_hours_per_week,feature_native_country,algo_MLPC
instance_0,1,2,14,9,3,8,0,3,0,52,27,47,18,0
instance_0,3,0,2,1,3,11,1,1,0,6,33,21,38,0
instance_0,8,4,5,12,3,2,0,0,0,42,38,12,1,0
instance_0,3,2,10,5,1,0,1,0,0,7,3,17,10,0
instance_0,2,6,36,12,1,2,4,3,0,61,33,73,28,0
instance_0,6,1,29,3,3,11,4,1,0,87,29,29,26,0
instance_0,2,2,31,5,1,6,1,3,0,48,22,5,12,0
instance_0,4,6,38,7,1,8,1,0,0,74,24,79,2,0
instance_0,4,3,28,5,0,7,4,0,0,68,24,5,35,0
instance_0,1,6,22,3,1,4,2,2,0,37,8,51,21,0
instance_0,6,2,19,5,5,6,1,3,0,46,24,45,3,0
instance_0,3,3,10,8,3,11,4,2,0,84,8,30,21,0
instance_0,3,1,7,7,1,4,4,3,0,19,23,75,34,0
instance_0,2,3,22,2,4,1,1,3,0,58,24,35,31,0
instance_0,4,3,9,8,1,6,1,2,0,53,24,4,0,0
instance_0,1,2,7,10,4,8,3,0,0,77,5,28,0,0
instance_0,6,6,2,14,5,8,2,1,0,72,24,6,7,0
instance_0,1,1,6,9,1,5,3,1,0,86,18,5,13,0
instance_0,1,4,1,14,3,5,1,0,0,46,10,39,3,0
instance_0,7,1,2,12,2,4,3,1,0,89,31,35,6,0
instance_0,7,4,25,14,4,5,3,3,0,66,27,6,36,0
instance_0,1,3,18,6,1,8,4,1,0,51,24,22,24,0
instance_0,2,6,19,10,3,4,0,0,0,54,28,33,14,0
instance_0,8,1,22,3,0,1,3,0,0,50,28,30,18,0
instance_0,8,6,5,1,1,9,4,1,0,66,24,8,6,0
instance_0,7,5,20,5,1,11,3,2,0,78,27,18,11,0
instance_0,6,4,36,2,1,12,3,0,0,23,30,92,34,0
instance_0,1,3,28,8,1,1,4,1,0,49,24,33,32,0
instance_0,2,1,37,7,5,3,1,2,0,65,31,61,22,0
instance_0,8,4,33,11,4,5,1,3,0,10,30,91,33,0
instance_0,5,3,38,14,1,11,4,2,0,42,31,94,25,0
instance_0,2,1,33,9,2,7,0,0,0,44,18,31,29,0
instance_0,1,3,24,6,1,12,2,1,0,87,27,30,24,0
instance_0,3,1,8,5,0,12,2,2,0,39,12,5,37,0
instance_0,4,3,30,6,5,3,0,2,0,45,24,64,30,0
instance_0,3,2,14,13,1,11,4,0,0,55,30,38,5,0
instance_0,1,0,12,11,1,8,0,1,0,10,24,22,12,0
instance_0,1,3,3,0,1,10,0,3,0,44,24,16,6,0
instance_0,7,4,10,5,4,10,1,3,0,97,8,27,4,0
instance_0,2,3,12,12,3,10,0,1,0,4,34,31,9,0
instance_0,6,1,7,0,3,7,1,0,0,89,33,82,36,0
instance_0,4,2,12,14,3,0,0,2,0,98,24,36,0,0
instance_0,1,1,32,10,5,3,2,3,0,36,28,50,4,0
instance_0,1,4,21,5,3,9,3,1,0,42,24,87,5,0
instance_0,8,1,5,9,4,3,2,2,0,39,16,9,30,0
instance_0,4,3,35,8,1,11,0,1,0,49,17,11,29,0
instance_0,6,6,10,8,3,6,3,3,0,54,6,26,28,0
instance_0,3,1,7,10,3,7,4,3,0,37,4,22,4,0
instance_0,8,4,3,3,1,8,1,2,0,56,1,32,6,0
instance_0,6,4,13,7,5,9,2,0,0,62,17,30,35,0
instance_0,1,3,23,0,1,9,0,2,0,43,17,32,6,0
instance_0,5,1,21,6,0,6,4,2,0,32,33,29,36,0
instance_0,2,0,9,14,0,4,1,2,0,94,35,15,21,0
instance_0,3,4,35,10,0,9,0,1,0,75,24,35,10,0
instance_0,2,3,5,8,1,3,3,0,0,19,2,5,26,0
instance_0,6,2,16,6,2,0,1,2,0,7,10,2,11,0
instance_0,3,2,15,8,4,11,2,2,0,82,24,30,22,0
instance_0,3,3,35,5,4,9,2,0,0,56,2,15,21,0
instance_0,1,4,31,14,2,8,4,0,0,10,14,31,6,0
instance_0,2,4,1,3,5,12,2,2,0,62,25,2,8,0
instance_0,2,1,28,7,5,9,2,3,0,14,24,32,8,0
instance_0,7,3,4,3,3,7,0,0,0,76,31,6,2,0
instance_0,2,2,19,5,4,7,1,1,0,9,10,36,34,0
instance_0,1,1,10,4,4,1,2,1,0,88,25,17,1,0
instance_0,1,2,8,12,4,10,3,0,0,8,31,85,38,0
instance_0,5,1,9,12,1,6,3,0,0,93,19,12,35,0
instance_0,3,3,20,5,4,1,4,0,0,88,32,78,5,0
instance_0,3,0,19,12,0,5,2,3,0,56,38,22,33,0
instance_0,2,2,5,7,0,11,4,1,0,37,24,7,2,0
instance_0,6,4,14,12,0,8,1,0,0,53,31,31,34,0
instance_0,6,0,12,0,5,5,3,3,0,46,23,4,23,0
instance_0,7,4,5,5,5,3,0,0,0,4,16,10,12,0
instance_0,8,3,18,13,0,7,2,0,0,35,24,12,36,0
instance_0,4,0,11,5,4,11,0,3,0,38,31,4,23,0
instance_0,3,1,1,14,5,3,2,0,0,17,24,39,37,0
instance_0,7,6,5,7,3,8,3,3,0,1,38,30,24,0
instance_0,7,4,23,11,3,5,2,3,0,98,29,12,20,0
instance_0,2,0,12,11,1,11,4,2,0,90,11,18,38,0
instance_0,1,0,11,1,4,6,4,3,0,60,11,31,13,0
instance_0,8,2,21,12,5,5,2,3,0,25,33,17,30,0
instance_0,5,0,20,3,0,8,1,0,0,50,26,22,1,0
instance_0,4,1,31,12,2,8,1,3,0,83,24,66,3,0
instance_0,2,3,14,11,2,1,0,3,0,46,37,63,12,0
instance_0,6,1,23,8,0,10,0,0,0,44,35,35,8,0
instance_0,3,2,28,7,1,4,1,0,0,95,33,38,3,0
instance_0,8,4,19,13,3,8,3,0,0,1,33,18,9,0
instance_0,4,3,12,6,5,9,4,0,0,90,38,11,21,0
instance_0,1,6,5,11,3,11,4,1,0,0,2,19,18,0
instance_0,4,2,4,1,3,6,1,2,0,52,24,56,18,0
instance_0,1,0,29,3,4,10,4,0,0,49,24,20,2,0
instance_0,7,2,2,5,3,1,2,3,0,43,20,53,20,0
instance_0,3,6,13,14,5,3,1,1,0,32,27,11,19,0
instance_0,5,3,10,11,4,1,1,3,0,4,33,32,29,0
instance_0,1,6,14,2,2,2,3,1,0,47,16,33,22,0
instance_0,5,4,26,9,1,9,3,3,0,0,15,5,38,0
instance_0,5,6,9,3,2,9,0,0,0,12,25,95,35,0
instance_0,6,3,10,7,3,11,0,0,0,91,36,4,20,0
instance_0,7,3,30,8,4,1,3,2,0,26,24,88,7,0
instance_0,6,4,30,11,2,1,4,2,0,62,38,32,15,0
instance_0,4,1,28,10,1,4,2,2,0,6,33,89,38,0
instance_0,8,4,11,12,3,8,1,2,0,53,31,31,34,0
instance_0,2,4,14,14,4,0,0,1,0,39,27,33,19,0
instance_0,8,4,33,12,3,11,0,0,0,6,32,88,14,0
instance_0,1,6,28,14,4,6,4,3,0,69,33,29,1,0
instance_0,6,4,35,14,4,12,3,2,0,52,12,12,18,0
instance_0,2,0,7,5,2,9,1,0,0,8,37,26,24,0
instance_0,1,6,35,5,3,2,0,1,0,85,28,24,11,0
instance_0,2,2,34,0,1,7,3,1,0,47,2,33,3,0
instance_0,4,3,14,8,4,11,1,2,0,53,24,34,34,0
instance_0,6,5,11,1,1,10,4,3,0,40,17,32,23,0
instance_0,5,2,22,10,4,12,2,2,0,96,4,24,4,0
instance_0,2,2,3,8,2,5,0,2,0,57,26,2,18,0
instance_0,8,0,31,5,0,1,3,0,0,8,25,34,12,0
instance_0,6,6,1,9,5,4,1,1,0,55,25,97,4,0
instance_0,1,1,30,6,3,2,1,3,0,5,33,32,21,0
instance_0,1,6,21,13,4,11,4,2,0,9,5,22,34,0
instance_0,2,1,18,10,1,7,0,1,0,10,24,22,5,0
instance_0,6,3,21,10,1,9,1,0,0,29,1,33,4,0
instance_0,7,5,6,11,5,7,1,3,0,33,36,35,26,0
instance_0,3,3,0,2,1,8,1,3,0,57,20,9,7,0
instance_0,4,5,23,14,2,5,1,2,0,96,19,89,9,0
instance_0,2,4,19,11,4,5,3,2,0,66,25,69,8,0
instance_0,6,5,19,13,4,8,3,0,0,4,20,17,32,0
instance_0,2,6,3,12,1,0,0,3,0,29,3,4,8,0
instance_0,5,2,35,5,4,2,3,3,0,47,30,22,1,0
instance_0,2,1,31,7,5,3,4,0,0,66,29,77,2,0
instance_0,1,4,12,6,4,4,1,3,0,53,25,60,29,0
instance_0,4,6,27,8,0,0,0,0,0,44,35,15,6,0
instance_0,1,0,10,11,1,3,0,3,0,31,17,17,36,0
instance_0,6,4,12,6,4,11,0,3,0,86,20,31,24,0
instance_0,2,5,11,5,1,0,4,1,0,50,2,11,29,0
instance_0,3,2,8,14,1,4,1,1,0,0,6,1,9,0
instance_0,1,2,10,7,2,7,3,1,0,4,19,36,35,0
instance_0,2,1,30,12,0,10,0,1,0,41,26,32,5,0
instance_0,1,2,34,5,5,10,4,3,0,95,11,12,27,0
instance_0,2,3,4,5,2,12,3,2,0,49,4,8,34,0
instance_0,2,2,6,7,0,9,0,2,0,21,26,2,18,0
instance_0,6,4,0,7,2,11,2,3,0,32,14,66,7,0
instance_0,1,5,8,5,1,9,4,0,0,70,22,4,18,0
instance_0,1,5,14,10,5,7,2,3,0,23,34,2,32,0
instance_0,8,1,20,7,2,11,3,0,0,33,22,21,19,0
instance_0,8,0,13,0,2,2,1,3,0,97,16,8,8,0
instance_0,1,4,13,12,2,10,1,2,0,92,9,80,28,0
instance_0,2,2,37,9,2,12,3,2,0,95,30,7,22,0
instance_0,2,4,7,12,1,8,1,0,0,67,5,44,17,0
instance_0,8,0,38,5,0,8,1,2,0,62,29,32,35,0
instance_0,3,1,11,5,4,7,3,3,0,44,34,9,1,0
instance_0,6,4,3,0,3,10,3,1,0,48,28,36,35,0
instance_0,1,5,29,13,5,3,3,2,0,26,27,14,15,0
instance_0,2,3,5,7,4,2,1,0,0,41,26,65,33,0
instance_0,7,1,23,14,1,5,2,1,0,40,15,79,1,0
instance_0,6,3,19,7,3,7,4,3,0,76,17,43,16,0
instance_0,6,0,23,2,1,4,0,1,0,42,26,26,36,0
instance_0,5,4,18,6,1,4,3,2,0,70,30,6,5,0
instance_0,3,5,36,1,1,4,2,1,0,44,15,66,36,0
instance_0,6,6,16,3,1,10,2,1,0,42,26,10,38,0
instance_0,1,3,5,13,3,11,0,3,0,97,16,8,8,0
instance_0,1,3,12,12,2,2,4,0,0,66,9,9,19,0
instance_0,6,4,27,8,3,4,2,1,0,21,25,12,14,0
instance_0,3,0,26,12,5,5,4,0,0,55,30,38,5,0
instance_0,1,5,6,2,1,10,2,1,0,56,26,5,31,0
instance_0,7,0,13,8,1,3,1,2,0,43,24,6,29,0
instance_0,6,0,5,1,5,11,0,1,0,4,35,4,15,0
instance_0,3,2,5,5,4,2,1,3,0,50,1,12,17,0
instance_0,1,4,35,5,4,3,4,1,0,53,29,91,8,0
instance_0,2,3,10,0,4,10,3,1,0,34,28,7,6,0
instance_0,2,6,37,10,5,2,1,1,0,56,31,26,36,0
instance_0,3,1,11,9,1,4,1,0,0,35,24,92,14,0
instance_0,4,3,23,11,1,9,0,2,0,70,26,20,15,0
instance_0,1,4,11,4,5,4,1,2,0,57,2,43,1,0
instance_0,5,0,38,7,1,8,4,0,0,70,24,79,37,0
instance_0,3,5,30,8,5,9,3,2,0,89,24,30,23,0
instance_0,2,3,4,6,5,1,0,2,0,87,22,6,5,0
instance_0,8,3,10,10,3,12,0,3,0,46,11,46,8,0
instance_0,3,4,20,7,5,10,2,0,0,57,37,10,5,0
instance_0,7,1,23,9,1,1,3,0,0,38,0,86,18,0
instance_0,2,1,19,10,0,7,2,1,0,83,5,10,10,0
instance_0,2,6,27,5,2,4,3,1,0,92,26,32,26,0
instance_0,2,0,22,11,5,10,0,0,0,29,38,12,14,0
instance_0,3,3,2,9,0,1,0,1,0,74,25,24,36,0
instance_0,6,3,30,14,0,9,3,1,0,57,24,16,23,0
instance_0,6,3,12,8,3,8,3,0,0,0,31,69,0,0
instance_0,1,5,35,10,5,11,1,3,0,40,38,10,34,0
instance_0,4,3,12,4,1,3,1,1,0,24,12,24,12,0
instance_0,4,6,13,13,0,9,2,1,0,81,31,27,15,0
instance_0,4,3,14,7,1,3,1,1,0,92,19,92,19,0
instance_0,1,4,7,7,5,9,0,0,0,36,33,46,8,0
instance_0,8,1,0,12,4,4,1,1,0,43,2,29,12,0
instance_0,3,0,33,1,1,7,3,0,0,61,9,15,5,0
instance_0,6,1,37,7,5,4,4,2,0,9,24,18,8,0
instance_0,1,4,0,6,1,7,1,3,0,1,33,39,3,0
instance_0,6,4,16,1,3,8,2,1,0,25,1,89,34,0
instance_0,4,3,12,3,5,11,5,1,0,89,19,34,10,0
instance_0,4,1,23,5,3,7,0,2,0,14,27,12,6,0
instance_0,1,0,25,0,5,4,2,1,0,37,25,94,14,0
instance_0,6,5,11,8,3,10,0,2,0,69,25,8,37,0
instance_0,1,2,36,14,4,12,2,2,0,94,28,32,11,0
instance_0,2,4,31,8,3,1,1,1,0,36,33,9,5,0
instance_0,2,5,35,8,5,8,3,2,0,34,24,87,6,0
instance_0,3,4,29,14,1,8,2,2,0,52,16,5,12,0
instance_0,6,5,4,6,4,8,4,2,0,87,30,6,5,0
instance_0,3,4,11,2,4,7,1,2,0,61,3,30,19,0
instance_0,8,0,18,11,2,8,1,3,0,31,4,2,15,0
instance_0,8,2,16,11,5,8,2,2,0,52,16,32,8,0
instance_0,8,2,5,5,5,11,2,1,0,4,10,21,23,0
instance_0,7,0,28,8,2,11,0,2,0,30,16,79,7,0
instance_0,8,3,26,13,4,10,1,3,0,78,33,32,21,0
instance_0,8,6,16,5,4,9,3,2,0,97,10,22,4,0
instance_0,3,1,20,8,3,1,1,0,0,32,28,72,12,0
instance_0,1,4,12,12,1,0,2,1,0,4,30,11,36,0
instance_0,2,3,6,8,1,9,1,3,0,56,0,40,9,0
instance_0,7,4,28,8,5,1,4,3,0,20,16,32,19,0
instance_0,8,1,28,7,5,8,1,3,0,34,15,2,16,0
instance_0,1,3,21,7,1,11,1,3,0,25,35,30,16,0
instance_0,2,0,35,10,3,2,4,2,0,24,27,33,1,0
instance_0,1,3,16,8,0,10,3,1,0,56,29,83,10,0
instance_0,2,4,4,12,5,7,4,1,0,82,24,19,27,0
instance_0,2,4,10,12,2,8,0,1,0,85,33,2,3,0
instance_0,2,5,27,9,2,0,1,0,0,56,28,2,34,0
instance_0,7,0,7,0,3,7,4,2,0,63,32,22,31,0
instance_0,6,3,6,12,2,0,1,2,0,10,24,22,15,0
instance_0,1,4,8,1,2,7,0,2,0,6,24,21,17,0
instance_0,1,4,7,7,4,7,4,2,0,49,24,55,25,0
instance_0,3,3,33,1,2,11,0,1,0,51,24,54,31,0
instance_0,7,2,30,11,1,6,4,1,0,63,38,85,24,0
instance_0,4,6,12,5,2,6,2,3,0,53,37,34,6,0
instance_0,7,1,9,4,3,9,3,1,0,20,24,32,23,0
instance_0,3,3,21,5,1,7,3,0,0,23,33,91,2,0
instance_0,2,3,33,14,4,4,1,0,0,64,33,78,6,0
instance_0,7,3,1,7,1,7,4,1,0,71,5,37,34,0
instance_0,1,5,35,5,2,1,2,1,0,53,25,69,20,0
instance_0,1,3,24,11,2,0,3,2,0,89,1,2,29,0
instance_0,2,1,30,7,2,8,0,0,0,70,24,84,4,0
instance_0,2,1,12,4,3,11,1,0,0,85,34,22,5,0
instance_0,6,1,18,14,1,7,4,1,0,89,27,55,3,0
instance_0,3,0,38,1,1,4,2,3,0,4,29,9,7,0
instance_0,2,1,23,10,2,9,0,0,0,64,24,33,33,0
instance_0,2,3,23,8,0,11,3,1,0,92,26,9,32,0
instance_0,2,3,5,7,1,7,1,1,0,59,24,96,0,0
instance_0,5,2,37,4,1,9,2,0,0,6,28,22,29,0
instance_0,8,5,22,11,2,3,2,3,0,45,33,23,11,0
instance_0,1,3,15,6,1,12,3,1,0,56,28,67,35,0
instance_0,2,5,16,14,0,9,0,2,0,52,25,26,30,0
instance_0,2,6,22,2,2,12,4,2,0,54,33,25,33,0
instance_0,4,4,4,13,3,5,0,1,0,65,31,98,35,0
instance_0,8,6,8,5,4,7,2,3,0,38,28,23,31,0
instance_0,7,0,31,9,0,8,3,3,0,19,31,2,18,0
instance_0,2,1,11,8,4,9,2,3,0,89,27,12,28,0
instance_0,1,2,5,11,2,2,3,3,0,6,4,7,0,0
instance_0,2,4,3,12,1,7,1,1,0,45,31,98,29,0
instance_0,6,2,22,2,3,6,0,0,0,65,13,3,18,0
instance_0,2,0,28,14,1,11,3,0,0,47,30,12,0,0
instance_0,2,0,23,1,4,7,1,0,0,55,30,24,0,0
instance_0,3,0,0,2,5,8,2,0,0,58,26,27,3,0
instance_0,2,6,1,8,4,11,3,0,0,15,26,13,10,0
instance_0,2,3,38,5,3,6,2,2,0,76,31,6,30,0
instance_0,7,0,30,8,3,9,0,0,0,37,25,1,19,0
instance_0,8,3,11,10,2,12,0,1,0,56,34,12,30,0
instance_0,4,3,28,9,4,7,1,1,0,52,26,34,0,0
instance_0,6,2,8,13,5,6,1,0,0,48,2,14,38,0
instance_0,1,3,24,8,3,9,2,0,0,42,21,29,1,0
instance_0,1,3,11,3,3,10,3,2,0,51,25,5,1,0
instance_0,7,3,21,9,4,5,4,2,0,39,31,35,21,0
instance_0,5,2,22,14,0,0,4,0,0,85,19,16,24,0
instance_0,2,1,5,2,2,11,5,0,0,95,5,95,5,0
instance_0,8,3,19,7,1,7,4,3,0,64,24,97,19,0
instance_0,3,3,12,5,4,2,3,1,0,81,28,26,4,0
instance_0,2,3,11,11,1,2,4,2,0,64,0,26,3,0
instance_0,1,0,27,13,2,0,1,3,0,47,27,22,1,0
instance_0,5,0,24,6,1,12,0,1,0,1,36,30,24,0
instance_0,6,4,27,9,2,0,1,3,0,93,6,2,38,0
instance_0,2,5,11,1,4,3,4,2,0,71,33,39,3,0
instance_0,1,6,18,14,4,8,2,2,0,88,25,17,20,0
instance_0,4,3,12,5,6,6,3,0,0,9,12,24,12,0
instance_0,2,1,29,10,5,3,2,2,0,97,29,33,25,0
instance_0,2,2,18,8,4,3,3,1,0,67,3,4,37,0
instance_0,4,0,37,14,4,11,4,0,0,76,27,33,28,0
instance_0,3,2,16,5,3,8,1,1,0,72,0,3,21,0
instance_0,5,3,38,3,4,11,0,0,0,58,24,34,30,0
instance_0,1,4,33,11,2,12,3,0,0,61,3,17,31,0
instance_0,8,0,38,5,5,11,3,1,0,4,31,23,7,0
instance_0,2,1,30,9,2,10,0,0,0,86,4,5,4,0
instance_0,4,2,31,10,2,4,1,3,0,7,32,6,2,0
instance_0,2,2,11,5,5,7,3,3,0,59,37,20,10,0
instance_0,7,3,23,14,2,10,0,0,0,13,26,78,6,0
instance_0,2,1,33,14,2,9,3,0,0,87,33,47,29,0
instance_0,4,1,35,11,5,6,1,0,0,53,24,34,34,0
instance_0,1,3,0,3,5,7,0,3,0,38,38,14,22,0
instance_0,1,3,26,14,4,0,3,3,0,83,8,15,15,0
instance_0,2,4,21,4,3,8,3,0,0,47,3,34,6,0
instance_0,2,5,7,13,1,8,0,0,0,83,32,76,13,0
instance_0,6,5,29,3,1,6,4,1,0,9,30,3,15,0
instance_0,2,1,21,9,3,10,0,2,0,12,25,46,17,0
instance_0,5,3,0,14,5,9,2,0,0,75,33,10,11,0
instance_0,7,3,20,4,5,12,3,2,0,47,28,39,34,0
instance_0,2,4,23,13,4,8,2,1,0,69,28,26,4,0
instance_0,1,3,6,4,5,3,1,1,0,37,35,14,32,0
instance_0,1,6,26,10,2,11,4,2,0,47,30,73,1,0
instance_0,3,6,31,5,2,12,2,2,0,57,25,3,28,0
instance_0,1,4,31,5,3,7,2,2,0,11,25,22,25,0
instance_0,4,0,0,11,4,5,4,0,0,18,27,25,32,0
instance_0,1,6,35,8,2,12,1,1,0,62,9,3,16,0
instance_0,2,5,35,5,5,0,4,1,0,4,12,4,23,0
instance_0,4,2,34,4,3,10,1,0,0,23,4,7,23,0
instance_0,1,6,10,12,1,0,3,1,0,88,30,11,36,0
instance_0,1,3,26,14,1,11,3,3,0,42,29,71,1,0
instance_0,7,3,20,12,4,5,3,2,0,46,27,20,1,0
instance_0,8,1,18,13,3,8,0,0,0,31,28,14,21,0
instance_0,2,6,22,5,1,1,2,1,0,63,28,5,20,0
instance_0,1,6,9,8,1,3,2,2,0,49,27,34,14,0
instance_0,4,1,23,12,1,8,1,2,0,36,26,5,8,0
instance_0,5,1,25,4,5,8,2,0,0,89,31,30,35,0
instance_0,2,3,19,5,2,9,4,1,0,66,5,22,7,0
instance_0,6,1,35,10,2,0,3,2,0,15,1,5,37,0
instance_0,2,3,9,5,5,4,0,0,0,50,25,62,10,0
instance_0,1,4,7,12,3,7,1,2,0,34,24,64,30,0
instance_0,3,5,30,6,3,10,4,0,0,65,10,9,2,0
instance_0,7,1,34,7,1,8,0,1,0,20,24,22,8,0
instance_0,1,1,27,0,4,10,3,2,0,63,26,9,0,0
instance_0,4,3,25,13,5,9,0,2,0,68,26,30,10,0
instance_0,6,3,10,6,1,9,2,0,0,1,1,30,12,0
instance_0,8,3,35,11,2,10,3,2,0,47,10,5,1,0
instance_0,8,1,29,10,5,4,3,2,0,93,24,95,5,0
instance_0,2,1,23,12,5,4,3,0,0,4,25,25,37,0
instance_0,5,4,18,9,2,4,2,2,0,36,18,36,18,0
instance_0,7,1,3,7,1,7,0,0,0,89,7,27,3,0
instance_0,6,0,22,14,3,8,0,2,0,41,33,17,14,0
instance_0,5,3,26,5,3,2,3,0,0,56,30,31,20,0
instance_0,4,4,28,9,5,12,4,1,0,32,24,5,20,0
instance_0,2,5,35,5,3,4,4,0,0,73,28,33,30,0
instance_0,7,2,8,14,3,9,2,2,0,93,25,17,14,0
instance_0,6,0,4,12,3,0,1,3,0,46,26,21,16,0
instance_0,2,0,26,14,2,8,0,2,0,52,25,94,30,0
instance_0,8,6,38,6,3,9,0,1,0,5,14,29,14,0
instance_0,1,6,34,10,3,0,1,0,0,62,31,20,20,0
instance_0,5,2,20,14,5,10,4,0,0,59,24,25,20,0
instance_0,1,1,25,11,3,3,0,3,0,39,29,17,24,0
instance_0,7,1,30,14,5,10,3,0,0,41,26,97,0,0
instance_0,1,3,18,8,1,8,1,3,0,49,28,46,36,0
instance_0,1,2,35,11,1,8,0,1,0,21,26,20,1,0
instance_0,2,2,33,6,4,5,3,0,0,47,1,5,8,0
instance_0,2,4,23,5,5,13,3,1,0,92,26,57,15,0
instance_0,1,3,26,2,3,11,2,2,0,32,1,45,5,0
instance_0,4,4,9,12,2,7,2,2,0,11,15,30,2,0
instance_0,5,4,6,5,3,8,4,3,0,35,17,20,1,0
instance_0,5,3,12,9,3,10,2,3,0,89,24,5,13,0
instance_0,2,2,28,0,2,7,4,2,0,30,30,4,33,0
instance_0,3,2,28,5,2,3,4,3,0,7,24,24,14,0
instance_0,5,4,23,4,5,12,4,1,0,4,31,34,23,0
instance_0,3,1,26,4,3,7,0,0,0,70,24,22,31,0
instance_0,8,3,4,6,1,9,2,2,0,77,4,3,34,0
instance_0,3,2,5,5,5,11,2,1,0,4,11,48,37,0
instance_0,8,6,13,12,0,8,3,1,0,12,26,15,30,0
instance_0,8,5,1,8,2,7,1,3,0,44,24,28,30,0
instance_0,2,6,2,13,2,6,4,0,0,28,31,6,8,0
instance_0,4,3,1,7,3,5,0,2,0,80,28,37,1,0
instance_0,3,4,20,14,1,4,1,3,0,88,30,3,1,0
instance_0,6,6,18,7,0,6,1,0,0,21,31,75,5,0
instance_0,1,4,36,5,4,5,1,3,0,70,36,42,26,0
instance_0,6,6,11,11,1,2,4,2,0,54,7,5,35,0
instance_0,1,2,26,6,2,0,3,0,0,61,28,3,0,0
instance_0,8,6,38,12,3,0,0,0,0,38,7,12,23,0
instance_0,2,5,20,7,5,11,3,0,0,0,38,18,15,0
instance_0,7,3,0,6,3,12,3,1,0,57,33,50,14,0
instance_0,4,6,30,1,4,12,1,0,0,42,8,55,2,0
instance_0,3,5,9,8,0,11,2,0,0,46,23,4,23,0
instance_0,1,2,3,12,1,6,1,0,0,48,24,19,18,0
instance_0,6,6,3,13,3,6,3,0,0,53,26,53,26,0
instance_0,1,3,20,5,4,8,2,1,0,57,8,80,11,0
instance_0,2,0,18,7,4,0,2,0,0,42,25,17,14,0
instance_0,4,1,28,9,5,1,3,3,0,43,20,23,14,0
instance_0,7,2,12,5,4,9,3,2,0,55,36,73,22,0
instance_0,8,3,23,14,1,5,4,1,0,40,1,3,1,0
instance_0,6,3,29,10,4,6,0,1,0,33,20,7,1,0
instance_0,7,6,20,5,5,0,0,0,0,12,2,23,37,0
instance_0,1,3,2,1,3,0,1,2,0,55,30,67,3,0
instance_0,5,4,24,10,3,11,3,0,0,22,19,24,21,0
instance_0,6,0,20,12,1,8,3,2,0,68,15,7,2,0
instance_0,2,3,23,5,4,8,3,2,0,22,36,29,35,0
instance_0,3,6,20,11,1,10,3,3,0,85,24,15,5,0
instance_0,8,3,10,11,4,0,2,2,0,11,25,19,4,0
instance_0,7,6,25,10,4,7,4,3,0,56,21,65,4,0
instance_0,1,3,35,0,2,12,2,1,0,64,24,21,28,0
instance_0,5,0,7,14,1,2,1,2,0,50,36,12,37,0
instance_0,1,5,35,14,3,8,0,3,0,45,27,44,20,0
instance_0,7,4,28,14,5,8,0,3,0,47,23,51,1,0
instance_0,2,3,28,7,2,9,3,2,0,82,6,79,16,0
instance_0,7,2,7,10,4,0,1,3,0,56,27,95,35,0
instance_0,2,2,28,7,5,9,4,2,0,32,35,69,31,0
instance_0,1,1,29,0,0,10,2,0,0,44,12,12,6,0
instance_0,1,2,38,8,4,5,3,3,0,16,16,31,30,0
instance_0,1,2,33,4,5,8,4,1,0,80,35,31,34,0
instance_0,1,1,31,6,0,11,0,1,0,46,37,47,10,0
instance_0,6,5,24,5,3,11,0,1,0,73,33,2,3,0
instance_0,5,1,34,10,1,7,0,0,0,31,16,44,32,0
instance_0,8,4,10,8,1,11,1,2,0,44,27,21,26,0
instance_0,2,2,33,14,0,9,2,0,0,67,26,2,18,0
instance_0,3,5,25,14,2,6,0,3,0,61,15,30,30,0
instance_0,4,2,33,5,0,10,0,2,0,51,28,21,25,0
instance_0,3,2,25,14,5,3,2,0,0,53,24,3,1,0
instance_0,6,0,13,5,1,11,3,1,0,57,25,72,13,0
instance_0,2,3,32,11,5,10,3,1,0,62,23,26,1,0
instance_0,5,2,5,11,5,3,2,3,0,28,24,7,0,0
instance_0,3,6,19,2,0,7,4,1,0,37,24,22,12,0
instance_0,2,2,29,2,3,3,3,0,0,49,24,33,3,0
instance_0,5,4,13,7,1,2,4,1,0,83,8,6,1,0
instance_0,2,2,19,12,5,12,4,2,0,74,35,2,31,0
instance_0,7,5,33,12,5,9,1,0,0,64,26,2,18,0
instance_0,2,3,28,14,3,6,1,1,0,34,38,92,3,0
instance_0,1,4,35,5,4,4,0,2,0,47,36,17,20,0
instance_0,1,1,9,5,5,10,1,0,0,72,35,35,33,0
instance_0,2,2,17,12,0,10,3,1,0,48,28,36,1,0
instance_0,3,3,33,14,5,10,4,0,0,77,27,20,8,0
instance_0,1,1,3,8,5,0,1,0,0,32,36,74,7,0
instance_0,6,0,22,5,5,5,3,0,0,94,25,17,31,0
instance_0,8,3,12,7,5,13,2,2,0,45,3,61,15,0
instance_0,8,2,28,6,5,0,3,2,0,23,28,22,10,0
instance_0,2,5,14,2,1,10,3,0,0,18,24,22,23,0
instance_0,6,4,2,6,4,2,1,2,0,65,25,98,9,0
instance_0,4,3,32,2,3,8,3,3,0,20,24,32,17,0
instance_0,5,2,38,5,1,13,0,3,0,36,26,5,9,0
