Instances,feature_age,feature_workclass,feature_fnlwgt,feature_education,feature_marital_status,feature_occupation,feature_relationship,feature_race,feature_capital_gain,feature_capital_loss,feature_hours_per_week,feature_native_country,algo_RF
local,1,1,38,1,5,12,2,2,30,32,18,33,1
local,1,0,7,4,4,6,0,3,15,35,14,3,1
local,1,1,23,10,5,4,4,2,97,32,18,17,1
local,1,5,38,7,1,5,3,3,80,35,7,10,1
local,1,6,28,11,4,10,3,3,80,34,14,17,1
local,1,0,31,0,2,1,1,1,80,35,5,33,1
local,1,1,19,1,4,12,4,2,30,32,18,33,1
local,1,6,38,0,2,2,1,3,33,33,20,24,1
local,1,4,16,6,3,1,1,3,7,33,20,38,1
local,1,1,38,8,5,4,4,2,30,32,18,33,1
local,1,2,38,4,2,8,4,0,62,16,18,33,1
local,1,4,23,10,2,4,3,0,49,33,20,6,1
local,1,6,38,7,2,8,4,0,62,33,20,24,1
local,1,1,38,1,2,7,4,2,30,34,7,8,1
local,1,6,7,0,2,8,4,0,61,33,20,24,1
local,1,1,21,1,4,8,1,1,49,33,20,6,1
local,1,6,23,4,2,10,4,3,62,17,20,19,1
local,1,1,1,9,1,5,3,3,80,33,20,6,1
local,1,1,38,1,1,12,2,2,75,33,20,24,1
local,1,5,13,5,5,12,1,1,75,33,20,20,1
local,1,1,23,10,5,1,0,2,20,32,18,17,1
local,1,5,1,0,2,10,1,3,62,25,20,24,1
local,1,1,19,0,5,3,2,1,19,33,5,33,1
local,1,5,13,5,1,5,3,3,80,35,7,15,1
local,1,1,13,5,1,12,1,1,98,33,20,24,1
local,1,1,36,1,4,9,1,2,33,33,20,11,1
local,1,5,38,7,1,4,4,3,80,35,7,10,1
local,1,1,19,5,5,3,2,1,19,33,1,24,1
local,1,6,23,4,2,8,1,1,76,33,20,8,1
local,1,1,38,1,5,6,1,2,80,35,7,8,1
local,1,6,7,8,3,5,3,3,61,33,20,6,1
local,1,5,2,11,2,3,4,2,62,33,20,24,1
local,1,6,23,4,2,10,4,3,23,32,32,29,1
local,1,5,13,1,1,12,1,1,75,33,20,24,1
local,1,0,35,4,1,1,4,1,91,8,18,16,1
local,1,6,23,4,2,9,4,3,80,1,5,33,1
local,1,1,2,11,5,3,4,3,75,33,20,6,1
local,1,1,38,1,2,10,4,3,62,32,18,24,1
local,1,1,38,1,1,12,2,1,30,32,18,33,1
local,1,1,19,1,4,12,4,2,30,19,18,33,1
local,1,1,23,10,5,4,4,2,79,32,18,17,1
local,1,6,38,0,2,1,4,0,62,33,20,24,1
local,1,4,14,8,1,10,3,3,91,33,20,24,1
local,1,0,7,13,4,6,0,3,75,33,20,24,1
local,1,5,1,1,1,5,3,3,80,35,7,8,1
local,1,4,7,1,5,6,1,1,76,33,20,8,1
local,1,1,38,1,3,12,2,2,30,32,18,33,1
local,1,0,12,4,4,6,0,3,15,35,14,3,1
local,1,1,19,8,5,3,2,3,19,33,1,24,1
local,1,5,1,0,1,10,1,3,62,1,20,24,1
local,1,4,14,8,1,10,3,3,91,33,7,15,1
local,1,5,38,7,2,10,1,3,62,25,20,24,1
local,1,0,7,4,4,6,1,3,15,35,14,17,1
local,1,0,19,5,5,3,2,1,19,33,1,24,1
local,1,1,23,10,5,1,4,3,62,32,18,24,1
local,1,0,12,4,4,6,0,3,35,35,14,3,1
local,1,5,21,8,1,10,3,3,80,35,7,10,1
local,1,6,38,0,2,10,4,3,23,32,32,29,1
local,1,1,33,5,5,3,2,1,19,33,1,7,1
local,1,4,14,8,1,10,3,3,91,33,20,7,1
local,1,1,2,5,1,12,1,1,98,33,20,24,1
local,1,6,23,4,2,5,3,3,62,17,20,19,1
local,1,6,38,7,2,8,4,3,62,33,88,24,1
local,1,5,38,11,5,3,4,2,62,33,20,24,1
local,1,1,23,12,5,8,0,2,20,32,18,17,1
local,1,4,14,8,1,1,4,3,91,30,20,5,1
local,1,6,38,0,2,1,4,0,62,33,18,33,1
local,1,2,38,0,2,1,1,3,33,33,20,24,1
local,1,0,35,1,4,9,1,0,91,27,18,36,1
local,2,6,38,0,2,1,4,0,30,32,18,33,1
local,1,6,7,5,3,9,1,3,29,33,20,8,1
local,1,6,38,0,4,1,1,3,33,33,39,24,1
local,1,6,7,8,1,10,3,3,61,33,20,6,1
local,1,4,23,10,2,4,2,0,49,33,20,6,1
local,1,5,38,11,5,4,1,1,62,33,4,24,1
local,1,5,38,7,2,8,4,3,80,35,7,10,1
local,1,5,13,1,1,12,1,1,75,33,20,17,1
local,1,1,38,0,2,0,4,0,62,33,20,24,1
local,1,2,38,10,2,8,4,0,62,16,18,33,1
local,1,0,35,10,1,9,1,0,91,15,18,36,1
local,1,4,7,0,3,4,3,0,49,33,20,27,1
local,1,5,2,11,2,3,3,2,62,33,20,24,1
local,1,4,38,1,5,6,1,1,76,33,27,8,1
local,1,6,38,1,1,12,4,0,62,33,20,24,1
local,1,1,2,5,1,12,1,1,30,32,18,33,1
local,1,6,23,2,5,1,4,1,41,32,32,29,1
local,1,5,1,0,1,10,1,3,19,33,5,33,1
local,1,5,2,5,1,12,0,3,80,35,7,6,1
local,1,0,14,8,1,10,3,3,91,27,18,13,1
local,1,1,38,1,2,10,4,3,62,32,18,7,1
local,1,5,2,11,2,12,3,2,62,33,20,24,1
local,1,0,9,11,5,3,2,1,19,33,1,24,1
local,1,0,22,0,2,1,4,0,62,33,1,24,1
local,1,5,1,4,1,5,1,3,49,33,42,19,1
local,1,5,1,0,1,10,1,3,62,1,94,24,1
local,1,6,23,4,2,5,1,1,76,33,20,8,1
local,1,6,7,1,5,12,4,0,69,33,20,24,1
local,1,6,38,0,2,1,4,0,73,33,18,33,1
local,1,1,15,1,5,12,4,0,91,33,20,22,1
local,1,6,1,4,1,5,1,3,62,33,20,6,1
local,1,1,13,14,1,12,1,2,75,33,20,6,1
local,1,6,38,11,1,10,1,3,62,25,20,30,1
local,1,6,38,0,2,1,4,0,62,33,22,33,1
local,1,6,1,0,1,10,1,3,62,1,20,24,1
local,1,6,7,8,3,5,3,3,30,32,18,33,1
local,1,0,35,4,1,1,4,1,30,32,18,33,1
local,1,4,7,10,1,12,1,1,48,33,20,27,1
local,1,4,14,8,1,10,2,3,29,33,5,8,1
local,1,1,2,11,5,3,4,2,62,33,20,24,1
local,1,0,20,0,2,8,4,0,61,33,20,24,1
local,1,1,38,1,2,7,4,2,30,27,7,8,1
local,1,5,37,1,3,7,4,2,19,33,5,33,1
local,1,5,38,11,5,3,2,1,19,33,1,24,1
local,1,1,38,1,1,12,2,3,75,33,20,24,1
local,1,1,38,9,5,4,4,2,30,32,18,33,1
local,1,5,1,4,1,1,3,3,62,33,20,12,1
local,1,1,7,5,3,9,0,0,11,37,20,8,1
local,1,4,14,0,1,10,3,3,91,33,20,7,1
local,1,1,13,5,5,3,2,1,19,33,1,7,1
local,1,4,38,8,1,10,3,3,48,15,20,12,1
local,1,5,38,2,5,12,4,2,62,33,20,24,1
local,1,6,38,2,5,1,4,1,41,32,32,29,1
local,1,1,21,1,4,9,1,1,49,31,20,6,1
local,1,1,23,10,5,10,4,2,97,32,18,17,1
local,1,1,38,1,5,2,4,2,30,33,20,27,1
local,1,1,19,8,5,3,2,3,19,33,1,7,1
local,1,1,24,1,5,2,4,2,30,32,20,24,1
local,1,5,38,11,5,2,4,2,62,33,20,24,1
local,1,1,38,1,1,12,1,1,98,33,20,24,1
local,1,1,23,8,1,10,3,3,62,32,18,24,1
local,1,3,7,13,4,6,0,3,75,33,20,24,1
local,1,6,38,0,1,12,1,1,62,33,18,33,1
local,1,6,38,7,2,8,4,3,62,33,97,24,1
local,1,2,38,0,5,1,1,3,33,33,20,24,1
local,1,1,38,11,2,12,3,2,30,33,20,27,1
local,1,6,38,0,2,1,4,1,62,33,18,33,1
local,1,6,38,8,3,5,3,3,28,33,18,33,1
local,1,5,1,0,1,10,1,3,62,1,20,17,1
local,1,0,22,0,2,1,1,0,62,33,1,24,1
local,1,6,1,4,1,8,4,0,62,33,41,24,1
local,1,1,7,5,1,9,0,1,11,33,20,8,1
local,1,1,19,0,1,10,3,3,91,33,20,7,1
local,1,1,14,8,1,10,3,3,59,33,20,36,1
local,1,1,38,11,5,2,4,2,62,33,20,24,1
local,1,5,1,4,1,2,4,3,62,33,20,12,1
local,1,4,23,10,5,5,3,0,49,33,18,33,1
local,1,5,38,1,5,3,4,2,62,33,20,24,1
local,1,0,35,4,1,1,4,1,40,8,18,16,1
local,1,6,38,0,1,1,4,0,62,33,22,33,1
local,1,6,38,7,2,8,4,1,62,33,88,24,1
local,1,5,8,0,1,10,1,3,62,1,20,24,1
local,1,4,14,8,1,10,2,3,91,33,20,24,1
local,1,0,14,8,1,5,2,3,11,27,18,28,1
local,1,6,1,4,1,5,3,3,11,33,18,33,1
local,1,1,38,0,2,2,1,3,33,33,20,24,1
local,1,0,20,0,2,8,4,2,61,33,20,24,1
local,1,6,38,2,5,3,3,3,41,32,32,29,1
local,1,1,2,11,5,12,4,2,62,33,20,24,1
local,1,4,3,11,5,3,4,2,92,33,20,24,1
local,1,6,7,8,3,5,0,3,30,32,18,33,1
local,1,5,2,11,1,5,4,2,62,33,20,35,1
local,1,2,25,0,2,2,1,3,33,33,20,24,1
local,1,4,38,11,5,2,3,3,91,33,20,24,1
local,1,1,13,14,1,12,1,2,62,33,20,24,1
local,1,2,38,0,1,3,1,3,49,33,20,24,1
local,2,6,38,0,2,1,4,2,73,33,18,33,1
local,1,5,1,0,1,10,1,3,62,33,20,24,1
local,1,1,38,1,2,7,4,2,30,34,7,14,1
local,1,6,38,14,2,8,4,3,62,33,42,24,1
local,1,1,13,5,5,2,2,1,19,33,1,7,1
local,1,6,1,4,1,5,1,1,19,33,1,24,1
local,1,0,35,4,1,10,4,1,91,8,18,16,1
local,1,1,7,8,3,5,3,2,30,32,18,33,1
local,1,6,23,4,2,5,1,1,91,33,20,7,1
local,1,0,9,11,5,12,3,2,62,33,20,24,1
local,1,6,38,14,1,10,1,3,62,25,20,30,1
local,1,5,38,11,1,3,1,2,62,33,20,24,1
local,1,6,38,0,2,2,3,3,30,32,18,33,1
local,1,1,38,11,2,10,4,3,23,32,32,29,1
local,1,4,38,8,1,10,3,3,48,15,20,33,1
local,1,2,38,0,1,1,1,3,33,33,20,24,1
local,1,1,7,9,1,9,2,1,91,33,20,22,1
local,1,6,7,8,3,5,0,3,59,33,20,24,1
local,1,5,1,4,1,4,3,3,62,33,20,12,1
local,1,5,1,0,1,6,1,3,62,33,20,24,1
local,1,5,2,11,1,5,4,2,43,33,20,35,1
local,1,6,23,4,2,5,1,0,76,33,20,8,1
local,1,0,1,4,5,2,4,3,62,33,20,12,1
local,1,1,7,5,1,3,0,1,11,29,20,8,1
local,1,6,1,4,1,2,1,1,19,33,1,24,1
local,1,6,38,4,1,1,3,3,28,33,18,33,1
local,1,1,7,8,1,5,3,2,30,32,18,33,1
local,1,4,36,8,1,10,3,3,91,33,20,24,1
local,1,6,38,0,2,1,4,3,30,32,18,33,1
local,1,0,22,0,2,1,4,3,62,33,1,24,1
local,1,1,38,1,5,2,4,2,30,32,18,37,1
local,1,0,14,8,1,10,3,3,91,33,21,24,1
local,1,1,24,14,1,12,1,2,62,33,20,24,1
local,1,1,13,14,1,0,1,2,62,33,20,24,1
local,1,1,38,0,1,10,1,3,62,1,20,17,1
local,1,5,13,4,1,11,3,3,62,33,20,12,1
local,1,6,7,14,3,2,0,3,88,32,18,33,1
local,1,1,7,5,1,9,3,2,30,32,18,33,1
local,1,0,9,1,5,12,4,0,19,33,1,27,1
local,1,1,38,0,2,2,4,2,62,33,20,35,1
local,1,6,37,4,1,10,4,1,62,33,20,6,1
local,1,5,1,4,1,1,3,3,62,33,28,24,1
local,1,6,38,8,3,5,0,3,30,32,18,33,1
local,1,0,20,0,2,11,4,2,61,33,20,24,1
local,1,6,7,8,3,5,0,3,38,32,18,33,1
local,1,4,23,4,1,5,3,0,49,33,18,38,1
local,1,6,23,4,2,5,4,1,76,33,20,8,1
local,1,4,23,4,2,5,1,1,76,31,20,37,1
local,1,1,38,0,2,2,1,3,33,33,41,24,1
local,1,0,22,0,5,12,4,0,62,33,1,24,1
local,1,6,38,13,1,10,1,3,62,25,20,30,1
local,1,5,38,1,5,10,4,2,62,33,20,24,1
local,1,1,7,5,1,9,0,1,11,22,20,8,1
local,1,5,8,0,1,10,1,3,62,33,20,24,1
local,1,1,2,11,5,12,3,2,62,33,20,24,1
local,1,6,38,14,1,11,1,3,62,25,20,24,1
local,1,6,38,14,1,10,1,3,62,25,20,24,1
local,1,6,38,4,1,1,3,3,62,25,20,30,1
local,1,0,14,8,1,10,3,3,91,33,20,18,1
local,1,1,13,5,4,2,2,1,19,33,1,7,1
local,1,5,1,8,3,6,3,3,62,33,20,12,1
local,1,1,7,9,1,0,2,1,91,33,20,22,1
local,1,0,7,13,1,6,0,3,75,33,20,24,1
local,1,0,7,13,4,6,0,0,75,33,20,24,1
local,1,4,14,8,1,10,2,3,98,33,20,24,1
local,1,6,38,13,1,10,1,3,62,25,20,4,1
local,1,4,36,4,1,10,3,3,91,33,20,24,1
local,1,4,14,8,1,5,3,3,91,24,20,24,1
local,1,1,19,0,1,10,3,3,91,33,20,24,1
local,1,6,1,9,1,9,2,1,19,33,1,24,1
local,1,5,1,8,3,1,3,3,62,20,20,12,1
local,1,5,23,4,2,5,1,1,76,31,20,37,1
local,1,6,1,4,1,4,3,3,62,33,20,12,1
local,1,5,1,4,1,1,3,3,62,33,28,28,1
local,1,4,38,11,4,2,3,3,91,33,20,24,1
local,1,0,9,0,1,10,3,1,19,33,1,24,1
local,1,0,14,8,1,10,3,3,62,33,20,12,1
local,1,1,32,14,1,0,1,2,62,33,20,24,1
local,1,6,38,0,2,1,3,0,62,33,20,24,1
local,1,5,1,4,1,4,3,3,62,33,20,38,1
local,1,1,32,9,1,10,3,3,91,33,20,7,1
local,1,0,14,8,4,2,2,1,19,33,1,7,1
local,1,6,38,0,2,2,1,3,33,33,20,17,1
local,1,5,1,0,1,10,1,3,62,1,59,24,1
local,1,4,14,8,1,2,1,1,91,33,20,24,1
local,1,4,23,4,1,2,3,0,49,33,18,38,1
local,1,6,38,5,2,1,4,0,62,33,20,24,1
local,1,3,2,11,1,5,1,2,62,33,20,24,1
local,1,1,15,5,5,0,2,1,19,33,1,24,1
local,1,1,2,4,5,12,3,2,62,33,20,24,1
local,1,5,1,4,2,1,3,3,62,33,20,12,1
local,1,6,38,4,1,4,4,0,62,33,41,24,1
local,1,1,38,1,5,10,4,2,30,32,18,37,1
local,1,6,23,5,1,5,4,1,76,33,20,8,1
local,1,6,23,4,2,5,1,0,28,33,18,33,1
local,1,5,38,0,5,3,2,1,19,33,1,24,1
local,1,0,9,4,1,5,4,2,19,33,1,24,1
local,1,6,38,11,2,12,3,2,30,33,20,27,1
local,1,6,38,13,1,10,1,3,33,33,20,24,1
local,1,6,7,14,3,5,0,3,88,32,18,33,1
local,1,5,1,4,1,1,3,3,62,33,20,2,1
local,1,6,38,14,1,11,1,3,62,25,20,13,1
local,1,6,38,13,1,10,1,3,33,33,20,19,1
local,1,3,38,0,2,2,3,3,30,32,18,33,1
local,1,5,1,8,3,9,3,3,62,20,20,12,1
local,1,5,2,11,1,10,4,2,86,33,20,35,1
local,1,0,2,11,1,5,1,2,62,33,20,18,1
local,1,6,1,5,1,9,2,2,19,33,1,24,1
local,1,4,14,8,1,5,3,2,91,36,20,24,1
local,1,0,38,8,1,10,2,3,91,33,20,18,1
local,1,1,38,10,5,2,4,2,30,32,18,37,1
local,1,5,38,0,5,0,2,1,19,33,1,24,1
local,1,5,2,11,1,5,4,2,62,33,20,12,1
local,1,0,14,8,1,10,0,3,91,33,21,24,1
local,1,4,15,5,5,0,2,1,19,33,1,24,1
local,1,1,19,5,5,3,2,1,19,33,1,28,1
local,1,4,11,11,5,3,4,2,92,33,20,24,1
local,1,6,38,0,1,10,1,3,33,33,20,24,1
local,1,0,22,0,2,1,4,3,73,33,1,24,1
local,1,5,1,4,1,3,3,3,62,33,20,38,1
local,1,4,18,8,1,10,3,3,91,33,20,24,1
local,1,6,19,5,5,3,1,1,76,16,20,8,1
local,1,5,23,8,2,5,1,1,76,31,20,37,1
local,1,1,15,5,2,0,0,1,19,33,1,24,1
local,1,4,3,11,5,3,4,2,92,28,20,24,1
local,1,3,38,1,5,10,4,2,62,33,20,36,1
local,1,6,38,13,1,10,3,3,62,25,20,30,1
local,1,1,7,10,1,3,0,1,11,29,20,8,1
local,1,5,32,0,5,3,2,1,7,0,1,24,1
local,1,1,2,4,5,10,3,3,91,33,20,7,1
local,1,1,14,8,1,2,1,1,19,33,1,24,1
local,1,6,0,0,2,2,1,3,33,33,20,24,1
local,1,0,14,8,1,10,3,3,90,33,21,24,1
local,1,0,14,8,1,10,3,3,30,33,20,36,1
local,1,1,32,14,1,3,0,2,62,35,20,24,1
local,1,6,38,13,1,10,1,1,62,25,20,4,1
local,1,0,7,8,1,2,1,1,91,33,20,24,1
local,1,4,23,4,2,5,1,0,76,31,20,37,1
local,1,6,38,14,5,11,1,3,62,25,20,13,1
local,1,4,14,0,1,10,4,3,91,33,20,7,1
local,1,6,38,4,1,2,4,0,62,33,41,24,1
local,1,6,1,4,1,2,1,1,19,33,1,10,1
local,1,3,38,0,2,2,1,3,30,32,18,37,1
local,1,3,26,11,1,5,1,2,62,33,20,24,1
local,1,0,7,13,1,3,0,3,75,33,20,24,1
local,1,6,9,13,1,10,3,0,62,25,20,30,1
local,1,3,38,0,2,2,1,3,30,32,18,17,1
local,1,3,38,0,2,3,1,3,30,32,18,37,1
local,1,6,0,0,2,2,1,3,33,33,61,24,1
local,1,6,38,13,1,10,3,3,62,25,44,30,1
local,1,5,23,4,2,5,1,1,8,31,20,37,1
local,1,6,38,0,2,3,1,3,73,33,1,24,1
local,1,4,14,14,1,5,3,2,91,36,20,24,1
local,1,6,38,0,5,0,3,2,30,33,20,27,1
local,1,6,38,5,4,1,4,1,19,33,1,24,1
local,1,6,1,4,5,10,1,1,19,33,1,24,1
local,1,5,21,0,5,3,2,1,7,0,1,24,1
local,1,6,38,14,1,11,1,3,81,25,20,13,1
local,1,0,9,9,1,2,1,1,98,33,1,24,1
local,1,4,3,11,5,2,4,2,92,28,20,24,1
local,1,6,1,11,1,9,2,2,19,33,44,24,1
local,1,6,38,2,1,10,2,3,62,25,20,30,1
local,1,6,38,2,2,12,3,2,30,33,20,27,1
local,1,0,9,5,1,5,4,2,19,33,1,24,1
local,1,0,22,4,2,5,4,0,73,33,1,24,1
local,1,6,38,0,2,5,1,3,33,33,20,24,1
local,1,0,9,4,1,5,4,2,19,33,1,3,1
local,1,5,38,11,3,3,2,1,19,33,1,23,1
local,1,3,38,0,2,2,1,3,30,31,18,37,1
local,1,6,1,5,1,5,2,2,19,33,1,24,1
local,1,3,38,14,1,11,0,3,30,32,18,33,1
local,1,6,38,14,1,11,0,3,62,25,7,14,1
local,1,6,7,11,5,3,1,1,88,32,18,33,1
local,1,1,32,9,1,0,3,3,91,33,20,7,1
local,1,6,3,0,2,2,1,3,33,33,20,24,1
local,2,1,38,10,5,2,4,2,30,32,18,37,1
local,1,0,32,8,1,10,3,3,91,33,20,18,1
local,1,6,0,0,2,3,0,1,11,29,20,8,1
local,1,6,1,10,1,2,1,1,19,33,1,10,1
local,1,6,7,12,3,6,0,3,88,32,18,33,1
local,1,6,38,14,1,2,4,3,62,33,20,12,1
local,1,5,17,4,1,0,3,3,62,33,20,38,1
local,1,4,14,0,1,10,4,2,10,27,20,7,1
local,1,6,0,7,2,2,1,3,33,33,20,17,1
local,1,6,38,14,1,7,1,3,62,25,20,13,1
local,1,5,2,11,1,11,4,2,19,33,1,24,1
local,1,6,3,0,2,2,1,0,33,33,20,24,1
local,1,5,1,8,4,9,3,3,62,28,20,12,1
local,1,1,2,14,1,11,1,3,81,25,20,13,1
local,1,0,0,0,1,10,3,3,30,0,20,36,1
local,1,1,32,14,1,3,0,2,25,35,20,24,1
local,1,1,19,5,5,3,2,2,30,32,18,37,1
local,1,0,1,4,5,2,3,3,62,33,20,12,1
local,1,4,38,11,1,2,1,1,91,33,20,24,1
local,3,6,38,0,2,2,1,3,33,33,20,24,1
local,1,6,38,14,1,11,1,3,81,34,20,13,1
local,1,6,7,12,5,6,4,3,88,32,18,33,1
local,1,0,9,8,5,3,2,1,19,33,1,18,1
local,1,0,7,9,1,2,1,1,17,33,1,24,1
local,1,5,21,4,5,2,4,3,7,0,1,24,1
local,1,1,38,10,5,2,4,2,16,32,15,37,1
local,1,5,1,4,1,1,3,1,62,33,20,2,1
local,1,6,7,0,5,3,2,1,19,33,1,24,1
local,1,6,38,0,2,2,1,3,48,33,20,24,1
local,1,3,2,11,1,5,2,2,62,33,20,24,1
local,1,6,7,12,3,9,3,3,88,32,18,33,1
local,1,5,1,4,1,2,1,1,19,33,1,10,1
local,1,1,2,7,5,12,3,2,62,33,20,24,1
local,1,6,1,4,5,10,1,1,19,33,18,17,1
local,1,6,1,3,5,10,1,1,19,33,1,24,1
local,1,0,1,9,5,2,4,3,62,33,20,12,1
local,1,4,14,4,1,5,4,2,91,33,20,24,1
local,1,6,0,0,2,2,1,3,56,33,20,24,1
local,1,5,34,4,2,5,1,1,8,31,20,37,1
local,1,0,9,4,3,5,4,2,19,33,1,24,1
local,1,6,38,14,1,5,4,3,62,25,12,14,1
local,1,0,9,14,1,5,4,2,19,33,1,24,1
local,1,6,24,0,2,8,1,3,33,33,20,17,1
local,1,6,13,11,5,3,1,1,88,32,18,33,1
local,1,5,0,0,2,2,3,1,62,33,20,10,1
local,1,3,2,11,1,5,1,3,62,33,20,24,1
local,1,5,1,4,4,3,3,3,62,33,20,2,1
local,1,1,19,5,5,3,2,1,19,33,20,24,1
local,1,5,2,11,2,5,4,2,62,33,20,12,1
local,1,3,2,11,5,5,1,2,62,33,20,24,1
local,1,1,19,5,5,3,2,1,19,26,1,28,1
local,1,0,12,4,1,5,4,2,91,33,20,24,1
local,1,0,0,0,1,10,3,3,30,0,20,22,1
local,1,6,38,0,5,0,3,2,30,33,20,2,1
local,1,1,17,7,5,12,3,2,62,9,20,24,1
local,1,1,19,5,4,9,3,3,62,28,20,12,1
local,1,3,2,11,1,5,1,2,9,33,20,24,1
local,1,1,30,7,5,12,3,2,62,33,20,24,1
local,1,0,38,14,1,2,3,3,62,33,20,30,1
local,1,0,32,8,1,9,3,3,91,33,20,18,1
local,1,4,38,11,3,2,1,1,91,33,20,24,1
local,1,5,21,4,5,2,4,0,7,0,1,24,1
local,1,4,38,11,1,2,1,0,91,33,20,24,1
local,1,0,9,11,5,3,2,3,19,33,1,24,1
local,1,0,7,9,1,2,1,1,62,33,20,12,1
local,1,0,9,11,5,3,2,0,19,33,1,24,1
local,1,6,0,0,2,2,1,3,56,33,94,24,1
local,1,0,9,11,1,5,4,2,19,33,1,24,1
local,1,1,9,4,1,5,4,2,19,33,1,24,1
local,1,6,1,3,5,10,0,1,19,33,1,24,1
local,1,5,1,4,1,1,3,2,62,33,20,2,1
local,1,0,14,8,1,2,1,1,91,33,20,24,1
local,1,0,9,11,5,3,2,1,33,33,20,24,1
local,1,5,2,11,1,11,4,2,62,33,20,12,1
local,1,6,0,0,3,2,1,3,33,33,20,24,1
local,1,0,9,5,1,5,4,2,91,36,20,24,1
local,1,1,2,14,1,3,2,3,41,25,20,13,1
local,1,5,29,11,5,3,2,1,19,33,1,24,1
local,1,6,19,5,5,10,1,1,19,33,18,17,1
local,1,6,3,8,2,2,1,0,33,33,20,24,1
local,1,6,0,0,2,2,1,2,56,33,94,24,1
local,1,1,17,7,5,12,3,2,62,26,41,24,1
local,1,0,38,14,1,2,4,2,19,33,1,24,1
local,1,1,28,5,5,3,2,2,30,32,18,37,1
local,1,4,0,11,5,3,2,3,33,33,20,24,1
local,1,0,9,11,5,3,2,2,19,35,1,24,1
local,1,3,38,6,2,2,1,3,80,32,18,17,1
local,2,1,19,5,5,3,2,2,30,32,18,37,1
local,1,0,11,11,1,5,4,2,91,33,20,24,1
local,1,1,32,14,5,3,2,3,25,35,20,24,1
local,1,5,9,8,5,3,2,1,19,33,1,18,1
local,1,5,1,4,5,3,2,3,62,33,20,2,1
local,1,0,11,11,1,5,4,2,91,33,20,12,1
local,1,0,9,4,1,5,4,3,9,33,20,24,1
local,1,0,9,11,5,12,2,3,33,33,20,24,1
local,1,0,9,4,2,5,4,2,19,33,1,24,1
local,1,0,1,9,5,2,4,3,23,6,20,12,1
local,3,6,15,0,2,2,1,3,33,33,20,24,1
local,1,0,12,4,1,5,4,2,91,33,0,24,1
local,1,1,24,5,5,0,3,2,30,33,1,24,1
local,1,0,1,9,5,2,4,3,30,0,20,36,1
local,1,0,38,0,2,3,1,3,73,33,1,24,1
local,1,5,3,0,2,2,3,1,62,29,20,10,1
local,1,6,38,11,5,3,2,1,19,33,1,24,1
local,1,6,38,11,5,0,3,2,30,33,20,2,1
local,1,5,1,4,2,1,3,3,62,33,20,2,1
local,1,3,2,11,5,3,1,2,62,33,20,24,1
local,1,0,2,5,1,5,1,2,62,33,20,18,1
local,1,0,11,11,1,3,2,1,19,33,1,24,1
local,1,0,2,9,1,2,1,1,9,33,20,24,1
local,1,5,29,11,4,3,0,1,19,33,1,24,1
local,1,1,19,5,3,3,3,2,30,32,18,37,1
local,1,4,38,0,2,3,1,3,30,32,18,17,1
local,1,6,1,3,5,3,0,1,19,33,1,24,1
local,1,0,9,8,5,5,4,1,19,33,1,18,1
local,1,6,0,0,3,2,1,3,33,8,20,24,1
local,1,6,13,11,1,5,2,1,88,32,18,33,1
local,1,1,38,14,1,5,4,3,62,25,12,14,1
local,1,4,11,11,5,3,4,2,92,33,22,38,1
local,1,3,2,11,5,3,1,2,62,33,39,24,1
local,1,0,1,9,5,2,4,3,23,35,20,25,1
local,1,4,9,4,1,5,4,3,9,33,20,24,1
local,1,1,32,8,2,2,1,0,33,33,20,10,1
local,1,6,1,4,5,10,1,1,45,33,18,17,1
local,1,3,2,11,5,3,1,3,62,33,20,24,1
local,3,6,27,0,2,2,1,3,33,33,20,30,1
local,1,0,9,11,5,3,2,1,63,33,1,24,1
local,1,3,38,6,2,5,1,3,80,32,18,17,1
local,1,6,38,0,5,0,3,2,30,3,20,27,1
local,1,6,38,11,5,6,2,1,19,33,1,24,1
local,1,5,1,4,4,3,3,3,91,33,20,24,1
local,1,0,6,14,1,5,4,2,19,33,1,24,1
local,1,5,1,11,1,11,4,2,62,33,20,12,1
local,1,0,1,9,5,2,4,3,23,6,20,25,1
local,1,0,25,5,5,3,2,2,30,32,18,37,1
local,1,1,1,4,5,3,2,3,62,33,20,2,1
local,1,0,16,4,1,5,4,2,91,23,0,24,1
local,2,4,19,5,5,3,2,2,30,32,18,37,1
local,1,1,19,8,5,3,2,2,30,32,18,37,1
local,1,0,1,4,5,3,2,3,62,33,1,24,1
local,1,0,38,0,2,2,1,3,9,33,20,24,1
local,1,1,32,14,1,3,0,2,25,35,20,22,1
local,1,1,30,7,5,2,1,2,62,33,20,24,1
local,1,1,32,4,1,5,0,2,25,35,20,24,1
local,1,0,2,9,1,2,1,3,9,33,20,24,1
local,1,6,0,8,3,2,1,3,83,12,20,24,1
local,1,0,12,4,1,5,2,2,91,33,0,24,1
local,1,1,19,5,4,9,3,3,84,28,20,12,1
local,1,1,32,7,5,12,3,2,62,26,41,19,1
local,1,0,32,14,1,3,0,1,25,35,20,24,1
local,1,6,13,11,3,5,2,1,88,32,18,33,1
local,1,4,38,11,5,2,4,3,91,33,20,24,1
local,1,0,32,14,1,3,0,2,19,33,1,18,1
local,1,5,9,8,5,3,1,1,19,33,1,18,1
local,1,1,24,0,2,8,1,3,33,33,20,17,1
local,1,0,9,9,5,2,4,3,30,0,20,36,1
